season,week,game_id,kickoff_utc,team,opponent,venue,team_spread,closing_total,implied_team_total,team_total_margin,team_points,team_sack_rate,team_sacks,pass_plays,team_pass_epa_db,team_pass_epa,team_pass_success_rate,team_explosive_pass_rate,actual_hits_allowed,historical_pass_rush_edge_z,offense_prior_games,defense_prior_games,protection_z,pass_rush_z,protection_percentile,pass_rush_percentile,protection_quintile,rush_quintile,protection_quintile_label,rush_quintile_label,risk_group,component_interaction,additive_matchup_z,protection_raw_prior4,protection_raw_prior8,protection_raw_prior16,protection_raw_season_to_date,protection_raw_ewma,pass_rush_raw_prior4,pass_rush_raw_prior8,pass_rush_raw_prior16,pass_rush_raw_season_to_date,pass_rush_raw_ewma
2024,2,2024_02_TB_DET,2024-09-15T17:00:00.000Z,det,tb,home,-7.5,51.5,29.5,-13.5,16,0,0,58,-0.16427275297,-9.52781967228,0.448275862069,0.0357142857143,10,-0.885923562405,8,8,0.571201940444,-1.82408705762,0.78125,0.046875,3,0,poor,very poor rush,other,-1.04192206685,-0.885923562405,0.125874125874,0.165562913907,0.157556270096,,0.152242489646,0.0738255033557,0.0841121495327,0.101361573374,,0.0939768992617
2024,2,2024_02_TB_DET,2024-09-15T17:00:00.000Z,tb,det,away,7.5,51.5,22,-2,20,0.178571428571,5,28,0.0712959131124,1.99628556715,0.464285714286,0.105263157895,5,0.924519001076,8,8,-0.819418465728,2.12688577572,0.171875,0.984375,0,4,elite protection,elite rush,elite protection + elite rush,-1.74280947912,0.924519001076,0.111111111111,0.115646258503,0.12539184953,,0.119030747504,0.236842105263,0.214925373134,0.181818181818,,0.209921594322
2024,2,2024_02_LA_ARI,2024-09-15T20:05:00.000Z,ari,lar,home,1,47.5,23.25,17.75,41,0.037037037037,1,27,0.84208605002,22.7363233505,0.666666666667,0.238095238095,1,-1.12330313024,8,8,-0.905740476576,-0.68285004487,0.171875,0.234375,0,1,elite protection,poor,other,0.61848492507,-1.12330313024,0.101351351351,0.110759493671,0.141509433962,,0.121061560165,0.14465408805,0.120448179272,0.126470588235,,0.132507625857
2024,2,2024_02_LA_ARI,2024-09-15T20:05:00.000Z,lar,ari,away,-1,47.5,24.25,-14.25,10,0.15625,5,32,-0.348737269737,-11.1595926316,0.46875,0.148148148148,9,-1.31890195916,8,8,0.123283837024,-1.9884928751,0.609375,0.015625,3,0,poor,very poor rush,other,-0.245149031538,-1.31890195916,0.16049382716,0.147798742138,0.148562300319,,0.154346876349,0.0483870967742,0.0772200772201,0.0935779816514,,0.079959110984
2024,2,2024_02_CIN_KC,2024-09-15T20:25:00.000Z,cin,kc,away,6.5,47.5,20.5,4.5,25,0.0681818181818,3,44,0.0591953394739,2.60459493685,0.522727272727,0.0555555555556,6,0.519051644565,8,8,0.500437917065,0.233611958251,0.765625,0.546875,3,2,poor,average,other,0.116908281788,0.519051644565,0.185628742515,0.16199376947,0.157664233577,,0.162690064173,0.154255319149,0.150997150997,0.176923076923,,0.150738659894
2024,2,2024_02_CIN_KC,2024-09-15T20:25:00.000Z,kc,cin,home,-6.5,47.5,27,-1,26,0.0555555555556,2,36,-0.169052849135,-6.08590256886,0.388888888889,0.04,4,0.772867288351,8,8,0.302505724475,0.790493676626,0.640625,0.796875,3,3,poor,good,other,0.23912886234,0.772867288351,0.191358024691,0.154761904762,0.155619596542,,0.166834058946,0.192,0.168918918919,0.177884615385,,0.181933150899
2024,2,2024_02_PIT_DEN,2024-09-15T20:25:00.000Z,den,pit,home,3,36.5,16.75,-10.75,6,0.0454545454545,2,44,-0.233659584736,-10.2810217284,0.363636363636,0.114285714286,7,1.2481853259,8,8,1.09920490126,0.665995714984,0.890625,0.765625,4,3,very poor,good,other,0.732065754129,1.2481853259,0.184971098266,0.183870967742,0.193708609272,,0.187825674074,0.194805194805,0.164912280702,0.151898734177,,0.1660459126
2024,2,2024_02_PIT_DEN,2024-09-15T20:25:00.000Z,pit,den,away,-3,36.5,19.75,-6.75,13,0.0606060606061,2,33,0.146751124925,4.84278712251,0.424242424242,0,6,0.126321921056,8,8,-0.068091215804,0.246737389787,0.515625,0.578125,2,2,average,average,other,-0.0168006488549,0.126321921056,0.116071428571,0.141221374046,0.143382352941,,0.140234239132,0.131034482759,0.15141955836,0.154093097913,,0.154151958834
2024,2,2024_02_CHI_HOU,2024-09-16T00:20:00.000Z,chi,hou,away,6,45.5,19.75,-6.75,13,0.134615384615,7,52,-0.222248383472,-11.5569159406,0.365384615385,0.027027027027,11,0.884864190877,8,8,-0.128008848741,1.37939578834,0.484375,0.921875,2,4,average,elite rush,other,-0.176574866823,0.884864190877,0.119402985075,0.139534883721,0.147707979626,,0.13741236304,0.186567164179,0.188356164384,0.166666666667,,0.179360800889
2024,2,2024_02_CHI_HOU,2024-09-16T00:20:00.000Z,hou,chi,home,-6,45.5,25.75,-6.75,19,0.075,3,40,0.0242536433429,0.970145733714,0.4,0.0833333333333,4,0.665205059701,8,8,-0.0373048074412,0.97804682463,0.515625,0.890625,2,4,average,elite rush,other,-0.0364858484613,0.665205059701,0.134146341463,0.142857142857,0.128410914928,,0.1407183802,0.149350649351,0.175384615385,0.145616641902,,0.158944241924
