window,outcome,model,term,n,games,coefficient,se,ci_low,ci_high,p_normal,clustered_by_game,signal_form
2022,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,intercept,414,207,0.0346144535602,0.0126322683155,0.00985520766183,0.0593736994586,0.00614090270819,True,D interaction
2022,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,protection_z,414,207,-0.0368538846425,0.0122482562556,-0.0608604669035,-0.0128473023816,0.00262187904928,True,D interaction
2022,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,pass_rush_z,414,207,-0.0377334759031,0.0128268104417,-0.0628740243689,-0.0125929274373,0.00326346340191,True,D interaction
2022,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,component_interaction,414,207,0.00156890854774,0.0126968740918,-0.0233169646722,0.0264547817677,0.901658502363,True,D interaction
2022,team_pass_success_rate,protection_z,intercept,414,207,0.458198958649,0.00459890890275,0.4491850972,0.467212820098,0,True,A protection
2022,team_pass_success_rate,protection_z,protection_z,414,207,-0.00757217966938,0.00454458792239,-0.0164795719973,0.0013352126585,0.0956741435845,True,A protection
2022,team_pass_success_rate,pass_rush_z,intercept,414,207,0.45799317894,0.00458647988255,0.44900367837,0.46698267951,0,True,B rush
2022,team_pass_success_rate,pass_rush_z,pass_rush_z,414,207,-0.0127161041192,0.00433866492634,-0.0212198873748,-0.00421232086357,0.00338003856362,True,B rush
2022,team_pass_success_rate,protection_z+pass_rush_z,intercept,414,207,0.458089541679,0.00456892178101,0.449134454988,0.46704462837,0,True,C additive
2022,team_pass_success_rate,protection_z+pass_rush_z,protection_z,414,207,-0.00777754544029,0.00449575559161,-0.0165892263998,0.00103413551927,0.0836347156974,True,C additive
2022,team_pass_success_rate,protection_z+pass_rush_z,pass_rush_z,414,207,-0.0128444503982,0.00439426866972,-0.0214572169908,-0.00423168380554,0.00346675736871,True,C additive
2022,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,intercept,414,207,0.458080129477,0.00457195756505,0.449119092649,0.467041166304,0,True,D interaction
2022,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,protection_z,414,207,-0.00781376032926,0.00447623527508,-0.0165871814684,0.000959660809894,0.0808787717387,True,D interaction
2022,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,pass_rush_z,414,207,-0.0127961880664,0.00439699900432,-0.0214143061149,-0.00417807001791,0.00361186614592,True,D interaction
2022,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,component_interaction,414,207,-0.000647087022821,0.00437720842173,-0.00922641552942,0.00793224148378,0.882476157253,True,D interaction
2022,team_total_margin,protection_z,intercept,414,207,-0.0274065165856,0.453376264159,-0.916023994338,0.861210961167,0.951797375238,True,A protection
2022,team_total_margin,protection_z,protection_z,414,207,0.452170115827,0.455279882639,-0.440178454145,1.3445186858,0.320627335163,True,A protection
2022,team_total_margin,pass_rush_z,intercept,414,207,-0.0277285939941,0.452852888408,-0.915320255275,0.859863067286,0.951175314097,True,B rush
2022,team_total_margin,pass_rush_z,pass_rush_z,414,207,-0.686942578579,0.425643355635,-1.52120355562,0.147318398466,0.10655076652,True,B rush
2022,team_total_margin,protection_z+pass_rush_z,intercept,414,207,-0.0331962817345,0.452846334432,-0.920775097221,0.854382533752,0.941562743156,True,C additive
2022,team_total_margin,protection_z+pass_rush_z,protection_z,414,207,0.441303249533,0.454066604505,-0.448667295297,1.33127379436,0.331104774128,True,C additive
2022,team_total_margin,protection_z+pass_rush_z,pass_rush_z,414,207,-0.679660122897,0.424543952987,-1.51176627075,0.152446024957,0.109395047425,True,C additive
2022,team_total_margin,protection_z+pass_rush_z+component_interaction,intercept,414,207,-0.0334803403433,0.452907068498,-0.921178194599,0.854217513912,0.941071494478,True,D interaction
2022,team_total_margin,protection_z+pass_rush_z+component_interaction,protection_z,414,207,0.440210290537,0.453959548831,-0.449550425172,1.32997100625,0.332189772384,True,D interaction
2022,team_total_margin,protection_z+pass_rush_z+component_interaction,pass_rush_z,414,207,-0.678203574189,0.427388577152,-1.51588518541,0.159478037029,0.112545555754,True,D interaction
2022,team_total_margin,protection_z+pass_rush_z+component_interaction,component_interaction,414,207,-0.0195289728271,0.413315398948,-0.829627154766,0.790569209112,0.962314324413,True,D interaction
2023,team_sack_rate,protection_z,intercept,544,272,0.0648236624459,0.00178929577451,0.0613166427279,0.068330682164,2.16012458224e-287,True,A protection
2023,team_sack_rate,protection_z,protection_z,544,272,0.0116515121845,0.00211749537507,0.00750122124938,0.0158018031197,3.74449363995e-08,True,A protection
2023,team_sack_rate,pass_rush_z,intercept,544,272,0.0648824982348,0.00184451569041,0.0612672474816,0.068497748988,4.67231353134e-271,True,B rush
2023,team_sack_rate,pass_rush_z,pass_rush_z,544,272,0.00476136050109,0.00192595384912,0.000986490956811,0.00853623004538,0.013428097453,True,B rush
2023,team_sack_rate,protection_z+pass_rush_z,intercept,544,272,0.0648478802747,0.00179147794132,0.0613365835097,0.0683591770397,6.55046533885e-287,True,C additive
2023,team_sack_rate,protection_z+pass_rush_z,protection_z,544,272,0.0118335453818,0.00216103028958,0.00759792601423,0.0160691647494,4.35339414724e-08,True,C additive
2023,team_sack_rate,protection_z+pass_rush_z,pass_rush_z,544,272,0.00517337036988,0.00187040157418,0.00150738328448,0.00883935745528,0.00567634585569,True,C additive
2023,team_sack_rate,protection_z+pass_rush_z+component_interaction,intercept,544,272,0.0647479065524,0.00178424894773,0.0612507786148,0.06824503449,2.44733946789e-288,True,D interaction
2023,team_sack_rate,protection_z+pass_rush_z+component_interaction,protection_z,544,272,0.0118614317607,0.00213336390275,0.00768003851134,0.0160428250101,2.69826488865e-08,True,D interaction
2023,team_sack_rate,protection_z+pass_rush_z+component_interaction,pass_rush_z,544,272,0.00504585356505,0.00185835425384,0.00140347922752,0.00868822790259,0.00662303650072,True,D interaction
2023,team_sack_rate,protection_z+pass_rush_z+component_interaction,component_interaction,544,272,-0.00291777860459,0.00195083175536,-0.0067414088451,0.00090585163592,0.134742602234,True,D interaction
2023,team_pass_epa_db,protection_z,intercept,544,272,0.0304985688833,0.0124737846312,0.00604995100612,0.0549471867606,0.0144846814539,True,A protection
2023,team_pass_epa_db,protection_z,protection_z,544,272,-0.0445606280105,0.0120718115837,-0.0682213787145,-0.0208998773065,0.000223114436118,True,A protection
2023,team_pass_epa_db,pass_rush_z,intercept,544,272,0.0302189327723,0.0125830027232,0.00555624743479,0.0548816181098,0.01632498848,True,B rush
2023,team_pass_epa_db,pass_rush_z,pass_rush_z,544,272,-0.0296127140368,0.0141129452091,-0.0572740866467,-0.00195134142683,0.0358816483091,True,B rush
2023,team_pass_epa_db,protection_z+pass_rush_z,intercept,544,272,0.0303525026589,0.0125474937409,0.00575941492668,0.0549455903912,0.0155628470624,True,C additive
2023,team_pass_epa_db,protection_z+pass_rush_z,protection_z,544,272,-0.0456585341084,0.0122752208201,-0.0697179669158,-0.021599101301,0.00019956281464,True,C additive
2023,team_pass_epa_db,protection_z+pass_rush_z,pass_rush_z,544,272,-0.0312024123089,0.0141023371285,-0.0588429930808,-0.00356183153703,0.0269272844386,True,C additive
2023,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,intercept,544,272,0.0305083361224,0.0125634415589,0.00588399066689,0.0551326815778,0.0151680214539,True,D interaction
2023,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,protection_z,544,272,-0.0457020018408,0.0122680530958,-0.0697473859086,-0.021656617773,0.000195094192045,True,D interaction
2023,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,pass_rush_z,544,272,-0.0310036462243,0.0141286153659,-0.0586957323415,-0.00331156010707,0.0282076183088,True,D interaction
2023,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,component_interaction,544,272,0.00454807058474,0.0118667554922,-0.01871077018,0.0278069113495,0.701525877681,True,D interaction
2023,team_pass_success_rate,protection_z,intercept,544,272,0.454364317769,0.00425906311258,0.446016554068,0.46271208147,0,True,A protection
2023,team_pass_success_rate,protection_z,protection_z,544,272,-0.0163384200843,0.00385081282016,-0.0238860132118,-0.00879082695675,2.20699236233e-05,True,A protection
2023,team_pass_success_rate,pass_rush_z,intercept,544,272,0.45426151066,0.00431673258271,0.445800714798,0.462722306522,0,True,B rush
2023,team_pass_success_rate,pass_rush_z,pass_rush_z,544,272,-0.0109154774176,0.00438806574913,-0.0195160862859,-0.00231486854925,0.0128630948262,True,B rush
2023,team_pass_success_rate,protection_z+pass_rush_z,intercept,544,272,0.454310490812,0.00426182298326,0.445957317765,0.462663663859,0,True,C additive
2023,team_pass_success_rate,protection_z+pass_rush_z,protection_z,544,272,-0.0167430101539,0.00394903130493,-0.0244831115115,-0.0090029087962,2.2374243661e-05,True,C additive
2023,team_pass_success_rate,protection_z+pass_rush_z,pass_rush_z,544,272,-0.0114984206686,0.00442181309122,-0.0201651743274,-0.00283166700984,0.00931189641187,True,C additive
2023,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,intercept,544,272,0.454305847761,0.00427647575946,0.445923955273,0.46268774025,0,True,D interaction
2023,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,protection_z,544,272,-0.0167417150347,0.00395247075913,-0.0244885577226,-0.00899487234679,2.27780610515e-05,True,D interaction
2023,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,pass_rush_z,544,272,-0.0115043428954,0.00443501170214,-0.0201969658316,-0.00281171995921,0.00948713062185,True,D interaction
2023,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,component_interaction,544,272,-0.000135509563495,0.0039457096137,-0.00786910040634,0.00759808127935,0.972603220075,True,D interaction
2023,team_total_margin,protection_z,intercept,544,272,0.294747691656,0.398990116338,-0.487272936365,1.07676831968,0.460068342332,True,A protection
2023,team_total_margin,protection_z,protection_z,544,272,-0.20375386629,0.382563223024,-0.953577783417,0.546070050837,0.594309246639,True,A protection
2023,team_total_margin,pass_rush_z,intercept,544,272,0.29393323599,0.398576593837,-0.487276887931,1.07514335991,0.460844274638,True,B rush
2023,team_total_margin,pass_rush_z,pass_rush_z,544,272,-0.0384987677427,0.436983829669,-0.894987073893,0.817989538408,0.929796300888,True,B rush
2023,team_total_margin,protection_z+pass_rush_z,intercept,544,272,0.294533998251,0.399170885269,-0.487840936877,1.07690893338,0.460596835104,True,C additive
2023,team_total_margin,protection_z+pass_rush_z,protection_z,544,272,-0.205360091783,0.384542661918,-0.959063709143,0.548343525577,0.59331578748,True,C additive
2023,team_total_margin,protection_z+pass_rush_z,pass_rush_z,544,272,-0.0456488129523,0.439111460029,-0.90630727461,0.815009648705,0.917203286671,True,C additive
2023,team_total_margin,protection_z+pass_rush_z+component_interaction,intercept,544,272,0.307905544858,0.399172941079,-0.474473419658,1.09028450937,0.440494312243,True,D interaction
2023,team_total_margin,protection_z+pass_rush_z+component_interaction,protection_z,544,272,-0.209089912051,0.381914967425,-0.957643248205,0.539463424103,0.584050615475,True,D interaction
2023,team_total_margin,protection_z+pass_rush_z+component_interaction,pass_rush_z,544,272,-0.0285933621767,0.435369113111,-0.881916823873,0.82473009952,0.947635670096,True,D interaction
2023,team_total_margin,protection_z+pass_rush_z+component_interaction,component_interaction,544,272,0.390254676089,0.392400166448,-0.378849650149,1.15935900233,0.319963743703,True,D interaction
2024,team_sack_rate,protection_z,intercept,544,272,0.0612110232109,0.00181953438121,0.0576447358237,0.064777310598,4.21648745484e-248,True,A protection
2024,team_sack_rate,protection_z,protection_z,544,272,0.00739461742138,0.00188967972436,0.00369084516164,0.0110983896811,9.10964688346e-05,True,A protection
2024,team_sack_rate,pass_rush_z,intercept,544,272,0.0612993072051,0.00185579662773,0.0576619458147,0.0649366685954,2.89069348827e-239,True,B rush
2024,team_sack_rate,pass_rush_z,pass_rush_z,544,272,-0.00080755543628,0.00212402423719,-0.00497064294118,0.00335553206862,0.703796462562,True,B rush
2024,team_sack_rate,protection_z+pass_rush_z,intercept,544,272,0.0612220011745,0.00182372289712,0.0576475042961,0.0647964980528,4.63063765318e-247,True,C additive
2024,team_sack_rate,protection_z+pass_rush_z,protection_z,544,272,0.00738602352471,0.00188795983345,0.00368562225114,0.0110864247983,9.14697401516e-05,True,C additive
2024,team_sack_rate,protection_z+pass_rush_z,pass_rush_z,544,272,-0.000718856850845,0.00210801606913,-0.00485056834634,0.00341285464465,0.733095235369,True,C additive
2024,team_sack_rate,protection_z+pass_rush_z+component_interaction,intercept,544,272,0.0612322409399,0.00182206908664,0.0576609855301,0.0648034963498,1.37636854762e-247,True,D interaction
2024,team_sack_rate,protection_z+pass_rush_z+component_interaction,protection_z,544,272,0.00726389168907,0.00191039479408,0.00351951789267,0.0110082654855,0.000143359723024,True,D interaction
2024,team_sack_rate,protection_z+pass_rush_z+component_interaction,pass_rush_z,544,272,-0.000680640791483,0.00212824815873,-0.00485200718259,0.00349072559962,0.749110319084,True,D interaction
2024,team_sack_rate,protection_z+pass_rush_z+component_interaction,component_interaction,544,272,0.000845840409988,0.00204248662514,-0.00315743337529,0.00484911419527,0.678784129329,True,D interaction
2024,team_pass_epa_db,protection_z,intercept,544,272,0.0841873524281,0.012012520036,0.0606428131576,0.107731891699,2.41229949346e-12,True,A protection
2024,team_pass_epa_db,protection_z,protection_z,544,272,-0.0540536631141,0.0129546007364,-0.0794446805575,-0.0286626456707,3.01215207552e-05,True,A protection
2024,team_pass_epa_db,pass_rush_z,intercept,544,272,0.0837143995074,0.0121847378152,0.0598323133896,0.107596485625,6.40082517294e-12,True,B rush
2024,team_pass_epa_db,pass_rush_z,pass_rush_z,544,272,-0.00547699073129,0.0117295148033,-0.0284668397457,0.0175128582831,0.640542129596,True,B rush
2024,team_pass_epa_db,protection_z+pass_rush_z,intercept,544,272,0.0842809204006,0.0120440792237,0.060674525122,0.107887315679,2.6018812334e-12,True,C additive
2024,team_pass_epa_db,protection_z+pass_rush_z,protection_z,544,272,-0.0541269110786,0.012968342923,-0.0795448632077,-0.0287089589494,2.99597133002e-05,True,C additive
2024,team_pass_epa_db,protection_z+pass_rush_z,pass_rush_z,544,272,-0.00612699955276,0.0114445853891,-0.0285583869153,0.0163043878098,0.592399354278,True,C additive
2024,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,intercept,544,272,0.0841021934235,0.0120203836897,0.0605422413917,0.107662145455,2.62189957604e-12,True,D interaction
2024,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,protection_z,544,272,-0.0519951968484,0.0131674438365,-0.077803386768,-0.0261870069289,7.85540389485e-05,True,D interaction
2024,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,pass_rush_z,544,272,-0.00679403052902,0.0114080369658,-0.0291537829819,0.0155657219239,0.55147740366,True,D interaction
2024,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,component_interaction,544,272,-0.0147634728395,0.0124829510885,-0.039230056973,0.00970311129396,0.236931666235,True,D interaction
2024,team_pass_success_rate,protection_z,intercept,544,272,0.466098432268,0.00404381608631,0.458172552739,0.474024311797,0,True,A protection
2024,team_pass_success_rate,protection_z,protection_z,544,272,-0.012418046553,0.00419379532991,-0.0206378853996,-0.0041982077064,0.00306590050859,True,A protection
2024,team_pass_success_rate,pass_rush_z,intercept,544,272,0.466009245136,0.00410454620715,0.45796433457,0.474054155702,0,True,B rush
2024,team_pass_success_rate,pass_rush_z,pass_rush_z,544,272,-0.00254333693502,0.00387362703341,-0.0101356459205,0.00504897205046,0.511452523673,True,B rush
2024,team_pass_success_rate,protection_z+pass_rush_z,intercept,544,272,0.466139555931,0.00405172274791,0.458198179345,0.474080932517,0,True,C additive
2024,team_pass_success_rate,protection_z+pass_rush_z,protection_z,544,272,-0.012450239455,0.0042116970348,-0.0207051656432,-0.00419531326683,0.00311546021758,True,C additive
2024,team_pass_success_rate,protection_z+pass_rush_z,pass_rush_z,544,272,-0.00269285157226,0.00387010713161,-0.0102782615502,0.00489255840569,0.486549067332,True,C additive
2024,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,intercept,544,272,0.466153386335,0.00405510663523,0.45820537733,0.47410139534,0,True,D interaction
2024,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,protection_z,544,272,-0.0126151975976,0.00422527487142,-0.0208967363456,-0.00433365884967,0.00282975073722,True,D interaction
2024,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,pass_rush_z,544,272,-0.00264123480799,0.00389362498916,-0.0102727397867,0.00499027017076,0.49755073189,True,D interaction
2024,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,component_interaction,544,272,0.00114243974342,0.00409234101178,-0.00687854863967,0.00916342812652,0.780117946278,True,D interaction
2024,team_total_margin,protection_z,intercept,544,272,0.744423787307,0.378984982858,0.00161322090579,1.48723435371,0.0495003317454,True,A protection
2024,team_total_margin,protection_z,protection_z,544,272,-0.619597217534,0.394308423152,-1.39244172691,0.153247291845,0.11610097467,True,A protection
2024,team_total_margin,pass_rush_z,intercept,544,272,0.735002100809,0.379898915673,-0.00959977391007,1.47960397553,0.0530233491472,True,B rush
2024,team_total_margin,pass_rush_z,pass_rush_z,544,272,0.20129891301,0.380927392131,-0.545318775566,0.947916601586,0.597190989948,True,B rush
2024,team_total_margin,protection_z+pass_rush_z,intercept,544,272,0.741462872813,0.380244177887,-0.00381571584454,1.48674146147,0.0511802800062,True,C additive
2024,team_total_margin,protection_z+pass_rush_z,protection_z,544,272,-0.617279320138,0.39472616877,-1.39094261093,0.15638397065,0.117860653697,True,C additive
2024,team_total_margin,protection_z+pass_rush_z,pass_rush_z,544,272,0.193886019952,0.378555650634,-0.54808305529,0.935855095194,0.608529869899,True,C additive
2024,team_total_margin,protection_z+pass_rush_z+component_interaction,intercept,544,272,0.745546487081,0.379574792324,0.00157989412641,1.48951308004,0.0495112763354,True,D interaction
2024,team_total_margin,protection_z+pass_rush_z+component_interaction,protection_z,544,272,-0.665985446022,0.400675455083,-1.45130933798,0.11933844594,0.0964813324228,True,D interaction
2024,team_total_margin,protection_z+pass_rush_z+component_interaction,pass_rush_z,544,272,0.209126568727,0.378170790691,-0.532088181028,0.950341318482,0.580266811619,True,D interaction
2024,team_total_margin,protection_z+pass_rush_z+component_interaction,component_interaction,544,272,0.337320808036,0.36085740421,-0.369959704216,1.04460132029,0.349903797421,True,D interaction
2025,team_sack_rate,protection_z,intercept,544,272,0.0622625260112,0.00204721127692,0.0582499919084,0.066275060114,3.66012116372e-203,True,A protection
2025,team_sack_rate,protection_z,protection_z,544,272,0.0118469945607,0.00217398806479,0.00758597795375,0.0161080111677,5.05316659142e-08,True,A protection
2025,team_sack_rate,pass_rush_z,intercept,544,272,0.0621655084351,0.00210226990424,0.0580450594227,0.0662859574474,3.5631996702e-192,True,B rush
2025,team_sack_rate,pass_rush_z,pass_rush_z,544,272,0.00558210344781,0.00236888310911,0.000939092553954,0.0102251143417,0.0184516241008,True,B rush
2025,team_sack_rate,protection_z+pass_rush_z,intercept,544,272,0.0623284917601,0.00205559451456,0.0582995265116,0.0663574570087,5.98935387669e-202,True,C additive
2025,team_sack_rate,protection_z+pass_rush_z,protection_z,544,272,0.0115298548704,0.00216078946074,0.00729470752739,0.0157650022135,9.50479329548e-08,True,C additive
2025,team_sack_rate,protection_z+pass_rush_z,pass_rush_z,544,272,0.00481902151809,0.00224112288856,0.000426420656512,0.00921162237966,0.0315337861952,True,C additive
2025,team_sack_rate,protection_z+pass_rush_z+component_interaction,intercept,544,272,0.0621692468835,0.0020332454171,0.058184085866,0.066154407901,2.52418328365e-205,True,D interaction
2025,team_sack_rate,protection_z+pass_rush_z+component_interaction,protection_z,544,272,0.0116544743332,0.00217818123589,0.00738523911088,0.0159237095556,8.76858252093e-08,True,D interaction
2025,team_sack_rate,protection_z+pass_rush_z+component_interaction,pass_rush_z,544,272,0.00483031573605,0.00221590045289,0.000487150848391,0.00917348062372,0.0292690797095,True,D interaction
2025,team_sack_rate,protection_z+pass_rush_z+component_interaction,component_interaction,544,272,0.00252682519343,0.00206662195187,-0.00152375383223,0.00657740421909,0.22144914581,True,D interaction
2025,team_pass_epa_db,protection_z,intercept,544,272,0.0709916457656,0.0130878535424,0.0453394528225,0.0966438387088,5.82019605442e-08,True,A protection
2025,team_pass_epa_db,protection_z,protection_z,544,272,-0.0525440008185,0.0138706971614,-0.0797305672548,-0.0253574343822,0.000151785568987,True,A protection
2025,team_pass_epa_db,pass_rush_z,intercept,544,272,0.0712465922067,0.0131258563767,0.0455199137083,0.0969732707051,5.70025683128e-08,True,B rush
2025,team_pass_epa_db,pass_rush_z,pass_rush_z,544,272,-0.036700192251,0.0134459150126,-0.0630541856758,-0.0103461988263,0.00634366413424,True,B rush
2025,team_pass_epa_db,protection_z+pass_rush_z,intercept,544,272,0.0705348839271,0.0130067290239,0.0450416950403,0.0960280728139,5.8622315978e-08,True,C additive
2025,team_pass_epa_db,protection_z+pass_rush_z,protection_z,544,272,-0.0503480535221,0.0139292773568,-0.0776494371415,-0.0230466699027,0.000300871079043,True,C additive
2025,team_pass_epa_db,protection_z+pass_rush_z,pass_rush_z,544,272,-0.0333680002789,0.0129979018406,-0.0588438878863,-0.00789211267139,0.010252831342,True,C additive
2025,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,intercept,544,272,0.0701922335242,0.0130113920498,0.0446899051066,0.0956945619418,6.86476301132e-08,True,D interaction
2025,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,protection_z,544,272,-0.0500799073184,0.0139894365712,-0.0774992029979,-0.0226606116389,0.000343808160076,True,D interaction
2025,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,pass_rush_z,544,272,-0.033343698283,0.0130445573632,-0.0589110307149,-0.00777636585107,0.0105840912413,True,D interaction
2025,team_pass_epa_db,protection_z+pass_rush_z+component_interaction,component_interaction,544,272,0.00543702057359,0.0139346674565,-0.0218749276412,0.0327489687884,0.696403872784,True,D interaction
2025,team_pass_success_rate,protection_z,intercept,544,272,0.46516580579,0.00433227799847,0.456674540913,0.473657070667,0,True,A protection
2025,team_pass_success_rate,protection_z,protection_z,544,272,-0.012884468744,0.00465169823232,-0.0220017972793,-0.00376714020866,0.00560835055206,True,A protection
2025,team_pass_success_rate,pass_rush_z,intercept,544,272,0.465137702166,0.00426487334888,0.456778550402,0.47349685393,0,True,B rush
2025,team_pass_success_rate,pass_rush_z,pass_rush_z,544,272,-0.0151711761833,0.00431557356125,-0.0236297003634,-0.00671265200325,0.000439012057832,True,B rush
2025,team_pass_success_rate,protection_z+pass_rush_z,intercept,544,272,0.464968948686,0.0042551646578,0.456628825956,0.473309071415,0,True,C additive
2025,team_pass_success_rate,protection_z+pass_rush_z,protection_z,544,272,-0.0119380503069,0.00465216470856,-0.0210562931357,-0.00281980747815,0.0102840858167,True,C additive
2025,team_pass_success_rate,protection_z+pass_rush_z,pass_rush_z,544,272,-0.0143810786003,0.00418657966051,-0.0225867747349,-0.00617538246572,0.000592461146525,True,C additive
2025,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,intercept,544,272,0.465079866421,0.00424547393316,0.456758737512,0.47340099533,0,True,D interaction
2025,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,protection_z,544,272,-0.0120248506413,0.00466432797584,-0.0211669334739,-0.00288276780864,0.00993608587318,True,D interaction
2025,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,pass_rush_z,544,272,-0.014388945284,0.00417265027993,-0.0225673398327,-0.00621055073535,0.000563929219187,True,D interaction
2025,team_pass_success_rate,protection_z+pass_rush_z+component_interaction,component_interaction,544,272,-0.00175999211318,0.00465194666036,-0.0108778075675,0.00735782334113,0.705182087621,True,D interaction
2025,team_total_margin,protection_z,intercept,544,272,0.57006758851,0.398838620487,-0.211656107644,1.35179128466,0.152912588839,True,A protection
2025,team_total_margin,protection_z,protection_z,544,272,-0.350822489499,0.389368761847,-1.11398526272,0.412340283721,0.367586633168,True,A protection
2025,team_total_margin,pass_rush_z,intercept,544,272,0.575526157175,0.399747525435,-0.207978992677,1.35903130703,0.149945464473,True,B rush
2025,team_total_margin,pass_rush_z,pass_rush_z,544,272,0.0107955999732,0.399286024848,-0.77180500873,0.793396208676,0.978430015893,True,B rush
2025,team_total_margin,protection_z+pass_rush_z,intercept,544,272,0.570535231822,0.399609725437,-0.212699830035,1.35377029368,0.153369271771,True,C additive
2025,team_total_margin,protection_z+pass_rush_z,protection_z,544,272,-0.353070751022,0.392579025645,-1.12252564129,0.416384139243,0.368459746318,True,C additive
2025,team_total_margin,protection_z+pass_rush_z,pass_rush_z,544,272,0.0341629287944,0.401215342365,-0.752219142242,0.820544999831,0.932143245246,True,C additive
2025,team_total_margin,protection_z+pass_rush_z+component_interaction,intercept,544,272,0.571216938836,0.400966960378,-0.214678303506,1.35711218118,0.154273287735,True,D interaction
2025,team_total_margin,protection_z+pass_rush_z+component_interaction,protection_z,544,272,-0.353604231053,0.392344375715,-1.12259920745,0.415390745348,0.367450178741,True,D interaction
2025,team_total_margin,protection_z+pass_rush_z+component_interaction,pass_rush_z,544,272,0.0341145796872,0.401631785925,-0.753083720725,0.8213128801,0.932309139198,True,D interaction
2025,team_total_margin,protection_z+pass_rush_z+component_interaction,component_interaction,544,272,-0.0108170164923,0.443073225375,-0.879240538228,0.857606505243,0.980522693132,True,D interaction
