game_id,season,week,team,opponent,off_epa,off_plays,pass_epa,pass_plays,rush_epa,rush_plays
2024_01_ARI_BUF,2024,1,ari,buf,2.747099966891591,59,6.041290239568273,38,-3.2941902726766776,21
2024_01_ARI_BUF,2024,1,buf,ari,12.689316134210566,60,16.962356876372777,32,-4.273040742162209,28
2024_01_BAL_KC,2024,1,bal,kc,3.1359274209183443,80,-2.5732192635829803,58,5.7091466845013255,22
2024_01_BAL_KC,2024,1,kc,bal,9.656116171192815,53,13.794017664861139,33,-4.137901493668326,20
2024_01_CAR_NO,2024,1,car,no,-27.164369453203033,59,-14.100188667587565,42,-13.06418078561547,17
2024_01_CAR_NO,2024,1,no,car,13.693973080201701,66,9.554532980420188,28,4.139440099781508,38
2024_01_DAL_CLE,2024,1,cle,dal,-22.945604907930843,76,-21.874548882333343,60,-1.0710560255975048,16
2024_01_DAL_CLE,2024,1,dal,cle,-6.243676026194447,62,-5.992042259010342,36,-0.251633767184107,26
2024_01_DEN_SEA,2024,1,den,sea,-21.464335067130616,69,-17.568547627588732,49,-3.8957874395418846,20
2024_01_DEN_SEA,2024,1,sea,den,-3.302738690194226,63,-0.9885380386533402,34,-2.3142006515408875,29
2024_01_GB_PHI,2024,1,gb,phi,9.726012249935717,66,3.796066584174807,42,5.9299456657609095,24
2024_01_GB_PHI,2024,1,phi,gb,4.455470357964398,75,14.489310386125002,40,-10.033840028160604,35
2024_01_HOU_IND,2024,1,hou,ind,14.449208916209475,76,9.828141291553923,40,4.621067624655552,36
2024_01_HOU_IND,2024,1,ind,hou,3.4615598563686927,44,3.9215974522521693,25,-0.46003759588347926,19
2024_01_JAX_MIA,2024,1,jax,mia,-4.864612002061975,53,6.256646503907328,27,-11.121258505969307,26
2024_01_JAX_MIA,2024,1,mia,jax,1.4125927402940308,71,7.428250120641872,45,-6.015657380347839,26
2024_01_LA_DET,2024,1,det,lar,6.452360015730497,61,-3.1989448625057704,31,9.651304878236266,30
2024_01_LA_DET,2024,1,lar,det,5.895424936124845,78,8.499867837923924,53,-2.60444290179908,25
2024_01_LV_LAC,2024,1,lac,lv,-4.023948235916999,53,-4.708262696643466,29,0.6843144607264673,24
2024_01_LV_LAC,2024,1,lv,lac,-19.118074125531827,60,-3.884646741012802,41,-15.233427384519025,19
2024_01_MIN_NYG,2024,1,min,nyg,8.835625310312007,54,8.942661782493794,28,-0.10703647218179047,26
2024_01_MIN_NYG,2024,1,nyg,min,-24.755659405198106,70,-21.713224410833945,51,-3.0424349943641578,19
2024_01_NE_CIN,2024,1,cin,ne,-6.14562481197982,51,-8.683332394561607,38,2.537707582581789,13
2024_01_NE_CIN,2024,1,ne,cin,-0.4208560782647729,61,1.3437442684732315,29,-1.7646003467380025,32
2024_01_NYJ_SF,2024,1,nyj,sf,-0.5741709079593262,48,2.288530868303506,31,-2.862701776262834,17
2024_01_NYJ_SF,2024,1,sf,nyj,8.794106133085647,71,6.925955047692609,35,1.8681510853930376,36
2024_01_PIT_ATL,2024,1,atl,pit,-17.585279088244658,55,-10.149809943813255,32,-7.435469144431403,23
2024_01_PIT_ATL,2024,1,pit,atl,-8.207052315782052,68,-1.1008705690137315,32,-7.106181746768322,36
2024_01_TEN_CHI,2024,1,chi,ten,-14.769487482134988,53,-10.918322379864094,34,-3.851165102270893,19
2024_01_TEN_CHI,2024,1,ten,chi,-16.69058476100488,64,-15.179806496542167,39,-1.5107782644627135,25
2024_01_WAS_TB,2024,1,tb,wsh,19.41358687994789,61,24.806792688336184,36,-5.393205808388294,25
2024_01_WAS_TB,2024,1,wsh,tb,10.130918695236497,57,9.320165296719814,35,0.810753398516685,22
2024_02_ATL_PHI,2024,2,atl,phi,10.34092004123738,58,9.883354201689478,33,0.45756583954790075,25
2024_02_ATL_PHI,2024,2,phi,atl,4.965932727998393,70,5.359186126708316,38,-0.3932533987099217,32
2024_02_BUF_MIA,2024,2,buf,mia,9.69008102485948,42,10.823677038537953,20,-1.1335960136784728,22
2024_02_BUF_MIA,2024,2,mia,buf,-21.160608714099173,76,-15.148408184470265,44,-6.012200529628902,32
2024_02_CHI_HOU,2024,2,chi,hou,-14.025609853787522,70,-11.556915940565002,52,-2.4686939132225207,18
2024_02_CHI_HOU,2024,2,hou,chi,-9.619502148554698,61,0.9701457337140619,40,-10.58964788226876,21
2024_02_CIN_KC,2024,2,cin,kc,1.7046622042802504,64,2.6045949368530303,44,-0.8999327325727787,20
2024_02_CIN_KC,2024,2,kc,cin,-3.2721984632337193,64,-6.085902568863729,36,2.81370410563001,28
2024_02_CLE_JAX,2024,2,cle,jax,-1.419591432429369,72,1.2850195763828443,42,-2.7046110088122117,30
