game_id,season,week,team,opponent,off_epa,off_plays,pass_epa,pass_plays,rush_epa,rush_plays
2021_01_ARI_TEN,2021,1,ari,ten,13.562361736574593,69,14.588703280698862,36,-1.0263415441242671,33
2021_01_ARI_TEN,2021,1,ten,ari,-20.591123400583076,65,-13.9457270464405,45,-6.6453963541425765,20
2021_01_BAL_LV,2021,1,bal,lv,-2.2099218429242122,67,3.523121099086578,40,-5.733042942010791,27
2021_01_BAL_LV,2021,1,lv,bal,3.1809834220502187,84,12.567980294977051,63,-9.386996872926831,21
2021_01_CHI_LA,2021,1,chi,lar,-6.605971435143147,69,-9.399937579932159,45,2.7939661447890165,24
2021_01_CHI_LA,2021,1,lar,chi,17.625894548225283,48,17.208875963230927,28,0.41701858499435995,20
2021_01_CLE_KC,2021,1,cle,kc,12.354357891366801,59,11.476540959905831,33,0.877816931460973,26
2021_01_CLE_KC,2021,1,kc,cle,21.052719114579837,62,23.947848527865595,44,-2.895129413285755,18
2021_01_DAL_TB,2021,1,dal,tb,10.957338278387887,84,15.331209295310892,69,-4.3738710169230055,15
2021_01_DAL_TB,2021,1,tb,dal,3.5256397241646957,65,7.77762496198198,50,-4.251985237817282,15
2021_01_DEN_NYG,2021,1,den,nyg,18.57499192282349,66,19.380613514743988,41,-0.805621591920497,25
2021_01_DEN_NYG,2021,1,nyg,den,1.1446360273985139,59,1.1330877193831792,44,0.011548308015337128,15
2021_01_GB_NO,2021,1,gb,no,-19.794092436297024,57,-15.14856632715014,41,-4.645526109146882,16
2021_01_GB_NO,2021,1,no,gb,18.949089712982268,60,22.712829664722985,25,-3.7637399517407153,35
2021_01_JAX_HOU,2021,1,hou,jax,11.905802585213312,77,17.61522089093304,40,-5.7094183057197245,37
2021_01_JAX_HOU,2021,1,jax,hou,-4.106425267100747,72,-4.222657288696098,56,0.11623202159535168,16
2021_01_LAC_WAS,2021,1,lac,wsh,7.377208017262987,78,9.398323062384387,52,-2.021115045121401,26
2021_01_LAC_WAS,2021,1,wsh,lac,-2.6886512756031,55,2.02257266103663,30,-4.711223936639732,25
2021_01_MIA_NE,2021,1,mia,ne,0.3449498418543111,51,0.5373962115902975,30,-0.19244636973598625,21
2021_01_MIA_NE,2021,1,ne,mia,0.6562820517730463,75,6.706058744473155,44,-6.049776692700106,31
2021_01_MIN_CIN,2021,1,cin,min,0.492041707289149,68,6.473578942404103,32,-5.9815372351149545,36
2021_01_MIN_CIN,2021,1,min,cin,3.282985129626468,82,10.899118976871245,60,-7.616133847244777,22
2021_01_NYJ_CAR,2021,1,car,nyj,-2.368158812940169,61,1.4189614768402676,37,-3.7871202897804364,24
2021_01_NYJ_CAR,2021,1,nyj,car,-9.967100638372363,63,-5.366995886084622,45,-4.600104752287734,18
2021_01_PHI_ATL,2021,1,atl,phi,-19.679395807570497,71,-16.7880915474507,44,-2.891304260119794,27
2021_01_PHI_ATL,2021,1,phi,atl,9.945937961334536,69,11.839268301613625,40,-1.8933303402790875,29
2021_01_PIT_BUF,2021,1,buf,pit,-11.258384749662133,85,-7.574749497337976,61,-3.6836352523241556,24
2021_01_PIT_BUF,2021,1,pit,buf,0.5714272466466834,55,3.00397721064296,38,-2.4325499639962773,17
2021_01_SEA_IND,2021,1,ind,sea,-6.712761895851199,75,2.724196089136917,47,-9.436957984988117,28
2021_01_SEA_IND,2021,1,sea,ind,9.865535930264745,54,13.279392372583974,29,-3.413856442319233,25
2021_01_SF_DET,2021,1,det,sf,-3.643461902207079,90,-3.957314946735597,69,0.3138530445285156,21
2021_01_SF_DET,2021,1,sf,det,13.269525954361814,53,18.367147242745286,27,-5.097621288383473,26
2021_02_ATL_TB,2021,2,atl,tb,-19.565439342677124,71,-9.550629010987457,52,-10.01481033168967,19
2021_02_ATL_TB,2021,2,tb,atl,4.918990210746406,60,5.350227853748939,42,-0.43123764300253464,18
2021_02_BUF_MIA,2021,2,buf,mia,9.946019083471215,63,3.42403258692375,37,6.521986496547468,26
2021_02_BUF_MIA,2021,2,mia,buf,-30.407661619887232,73,-24.872638672881312,57,-5.535022947005924,16
2021_02_CIN_CHI,2021,2,chi,cin,-12.051491648939905,62,-1.9888564037308147,36,-10.062635245209096,26
2021_02_CIN_CHI,2021,2,cin,chi,-18.937420135612758,55,-15.078593559462728,35,-3.8588265761500278,20
2021_02_DAL_LAC,2021,2,dal,lac,7.410692453579311,62,-0.4310902629762303,31,7.8417827165555405,31
2021_02_DAL_LAC,2021,2,lac,dal,0.7370013576231138,70,1.7157191983654305,51,-0.9787178407423179,19
2021_02_DEN_JAX,2021,2,den,jax,12.788774201569627,67,12.529001668513532,40,0.2597725330560976,27
2021_02_DEN_JAX,2021,2,jax,den,-5.930053316848987,55,-3.8512358798535398,40,-2.0788174369954504,15
2021_02_DET_GB,2021,2,det,gb,-1.0965603681421865,57,2.6797551621542244,39,-3.7763155302964115,18
2021_02_DET_GB,2021,2,gb,det,18.844398757093593,61,22.135073228011613,35,-3.290674470918017,26
2021_02_HOU_CLE,2021,2,cle,hou,7.573494842341371,58,3.2754493139218335,29,4.298045528419539,29
2021_02_HOU_CLE,2021,2,hou,cle,9.02874976527501,61,16.233580416737556,34,-7.204830651462545,27
2021_02_KC_BAL,2021,2,bal,kc,13.085703950453711,72,2.815914351222265,31,10.269789599231448,41
2021_02_KC_BAL,2021,2,kc,bal,13.593366669258078,51,17.688486995059037,33,-4.095120325800962,18
2021_02_LA_IND,2021,2,ind,lar,-6.3408876316273926,65,-4.349888586660507,44,-1.9909990449668875,21
2021_02_LA_IND,2021,2,lar,ind,4.5632835846365465,60,12.113322124206771,32,-7.550038539570223,28
2021_02_LV_PIT,2021,2,lv,pit,12.152422786217954,66,20.429129474045883,42,-8.276706687827929,24
2021_02_LV_PIT,2021,2,pit,lv,0.0913600908378975,56,2.7070379145579326,42,-2.615677823720036,14
2021_02_MIN_ARI,2021,2,ari,min,6.324949396361702,61,8.044897709415165,43,-1.7199483130534594,18
2021_02_MIN_ARI,2021,2,min,ari,10.679278087647424,61,9.81686962328039,35,0.8624084643670344,26
2021_02_NE_NYJ,2021,2,ne,nyj,-0.8586836610573994,59,-2.1501677452432735,35,1.2914840841858752,24
2021_02_NE_NYJ,2021,2,nyj,ne,-21.513360380594385,72,-19.648370598647016,43,-1.8649897819473704,29
2021_02_NO_CAR,2021,2,car,no,6.586873594457377,76,13.027383728448953,44,-6.440510133991578,32
2021_02_NO_CAR,2021,2,no,car,-21.272782885353106,43,-12.367677445639876,30,-8.905105439713232,13
2021_02_NYG_WAS,2021,2,nyg,wsh,10.79762698404863,68,7.654967730782448,43,3.1426592532661797,25
2021_02_NYG_WAS,2021,2,wsh,nyg,6.653710323049551,70,0.6672869214218546,51,5.986423401627698,19
2021_02_SF_PHI,2021,2,phi,sf,2.2645807066272834,56,8.234140437047307,33,-5.9695597304200225,23
2021_02_SF_PHI,2021,2,sf,phi,6.8985743649331726,67,8.806774560653137,34,-1.9082001957199644,33
2021_02_TEN_SEA,2021,2,sea,ten,8.489927630415469,54,8.56675647159367,38,-0.07682884117820077,16
2021_02_TEN_SEA,2021,2,ten,sea,14.44425667244869,87,12.038325061993154,48,2.4059316104555393,39
2021_03_ARI_JAX,2021,3,ari,jax,11.3437069745636,66,9.12572485343152,39,2.2179821211320854,27
2021_03_ARI_JAX,2021,3,jax,ari,-12.270455329678974,67,-15.545896917930818,40,3.275441588251846,27
2021_03_ATL_NYG,2021,3,atl,nyg,4.286886274201604,62,8.466396714473392,41,-4.179510440271787,21
2021_03_ATL_NYG,2021,3,nyg,atl,1.8827505653895367,68,6.033222745667109,46,-4.150472180277571,22
2021_03_BAL_DET,2021,3,bal,det,1.8554716544745347,57,7.2139515038398985,40,-5.358479849365363,17
2021_03_BAL_DET,2021,3,det,bal,-0.19887435916664017,63,3.691608261258817,36,-3.8904826204254555,27
2021_03_CAR_HOU,2021,3,car,hou,14.121420693956791,70,14.974938847614002,41,-0.8535181536572098,29
2021_03_CAR_HOU,2021,3,hou,car,-9.383248677813473,54,-2.5814138463917384,35,-6.8018348314217345,19
2021_03_CHI_CLE,2021,3,chi,cle,-20.661722447749437,45,-16.59084733207268,33,-4.07087511567676,12
2021_03_CHI_CLE,2021,3,cle,chi,1.7283948448052842,78,1.2929589875323004,40,0.435435857272984,38
2021_03_CIN_PIT,2021,3,cin,pit,3.6431011986722823,44,7.054082659146712,22,-3.410981460474432,22
2021_03_CIN_PIT,2021,3,pit,cin,-13.345085756193054,83,-6.408309053376917,67,-6.9367767028161404,16
2021_03_GB_SF,2021,3,gb,sf,13.317741892642747,61,13.63277545960614,36,-0.31503356696339246,25
2021_03_GB_SF,2021,3,sf,gb,9.794133844843603,70,7.690576486085778,49,2.1035573587578247,21
2021_03_IND_TEN,2021,3,ind,ten,0.37398246664233903,61,-5.603779148500958,43,5.9777616151432955,18
2021_03_IND_TEN,2021,3,ten,ind,3.2943963932048117,65,4.906568600476029,32,-1.612172207271219,33
2021_03_LAC_KC,2021,3,kc,lac,4.742360383257553,79,5.931895938745516,53,-1.1895355554879603,26
2021_03_LAC_KC,2021,3,lac,kc,16.609660186765336,64,18.463187052654185,45,-1.8535268658888493,19
2021_03_MIA_LV,2021,3,lv,mia,-0.9256573133899609,81,5.44660006130275,47,-6.372257374692708,34
2021_03_MIA_LV,2021,3,mia,lv,-2.0201575696124316,81,3.9651205391850866,60,-5.985278108797515,21
2021_03_NO_NE,2021,3,ne,no,-18.689395657111078,72,-16.117960499028325,57,-2.571435158082754,15
