dt,team,player_name,espn_id,gsis_id,pos_grp_id,pos_grp,pos_id,pos_name,pos_abb,pos_slot,pos_rank
2026-03-14T07:32:09Z,ARI,Josh Sweat,3693166,00-0034381,16,Base 4-3 D,11,Left Defensive End,LDE,1,1
2026-03-14T07:32:09Z,ARI,Roy Lopez,4040805,00-0036568,16,Base 4-3 D,24,Left Defensive Tackle,LDT,2,1
2026-03-14T07:32:09Z,ARI,Walter Nolen III,4685503,00-0040706,16,Base 4-3 D,25,Right Defensive Tackle,RDT,3,1
2026-03-14T07:32:09Z,ARI,Darius Robinson,4569480,00-0039854,16,Base 4-3 D,13,Right Defensive End,RDE,4,1
2026-03-14T07:32:09Z,ARI,Cody Simon,4429071,00-0040645,16,Base 4-3 D,26,Weakside Linebacker,WLB,5,1
2026-03-14T07:32:09Z,ARI,Mack Wilson Sr.,4040983,00-0035144,16,Base 4-3 D,27,Middle Linebacker,MLB,6,1
2026-03-14T07:32:09Z,ARI,Zaven Collins,4244606,00-0036933,16,Base 4-3 D,28,Strongside Linebacker,SLB,7,1
2026-03-14T07:32:09Z,ARI,Will Johnson,4685408,00-0040751,16,Base 4-3 D,18,Left Cornerback,LCB,8,1
2026-03-14T07:32:09Z,ARI,Dadrion Taylor-Demerson,4428633,00-0039864,16,Base 4-3 D,20,Strong Safety,SS,9,1
2026-03-14T07:32:09Z,ARI,Budda Baker,3127287,00-0033890,16,Base 4-3 D,21,Free Safety,FS,10,1
2026-03-14T07:32:09Z,ARI,Denzel Burke,4432668,00-0040195,16,Base 4-3 D,19,Right Cornerback,RCB,11,1
2026-03-14T07:32:09Z,ARI,Garrett Williams,4568506,00-0039007,16,Base 4-3 D,34,Nickel Back,NB,12,1
2026-03-14T07:32:09Z,ARI,Jordan Burch,4428996,00-0040137,16,Base 4-3 D,11,Left Defensive End,LDE,1,2
2026-03-14T07:32:09Z,ARI,PJ Mustipher,4361421,00-0038795,16,Base 4-3 D,24,Left Defensive Tackle,LDT,2,2
2026-03-14T07:32:09Z,ARI,L.J. Collier,3116449,00-0035636,16,Base 4-3 D,25,Right Defensive Tackle,RDT,3,2
2026-03-14T07:32:09Z,ARI,Dante Stills,4362225,00-0038623,16,Base 4-3 D,13,Right Defensive End,RDE,4,2
2026-03-14T07:32:09Z,ARI,Owen Pappoe,4567219,00-0038600,16,Base 4-3 D,26,Weakside Linebacker,WLB,5,2
2026-03-14T07:32:09Z,ARI,Austin Keys,4429185,00-0040501,16,Base 4-3 D,27,Middle Linebacker,MLB,6,2
2026-03-14T07:32:09Z,ARI,Baron Browning,4241987,00-0036995,16,Base 4-3 D,28,Strongside Linebacker,SLB,7,2
2026-03-14T07:32:09Z,ARI,Sean Murphy-Bunting,3932886,00-0035239,16,Base 4-3 D,18,Left Cornerback,LCB,8,2
2026-03-14T07:32:09Z,ARI,Kitan Crawford,4430821,00-0040230,16,Base 4-3 D,20,Strong Safety,SS,9,2
2026-03-14T07:32:09Z,ARI,Andrew Wingard,3918331,00-0035378,16,Base 4-3 D,21,Free Safety,FS,10,2
2026-03-14T07:32:09Z,ARI,Starling Thomas V,4363408,00-0038663,16,Base 4-3 D,19,Right Cornerback,RCB,11,2
2026-03-14T07:32:09Z,ARI,Kei'Trel Clark,4426923,00-0038984,16,Base 4-3 D,34,Nickel Back,NB,12,2
2026-03-14T07:32:09Z,ARI,Jonah Williams,4032481,00-0035944,16,Base 4-3 D,11,Left Defensive End,LDE,1,3
2026-03-14T07:32:09Z,ARI,Zachary Carter,4240619,00-0037804,16,Base 4-3 D,24,Left Defensive Tackle,LDT,2,3
2026-03-14T07:32:09Z,ARI,BJ Ojulari,4429111,00-0039155,16,Base 4-3 D,28,Strongside Linebacker,SLB,7,3
2026-03-14T07:32:09Z,ARI,Elijah Jones,4360203,00-0039823,16,Base 4-3 D,18,Left Cornerback,LCB,8,3
2026-03-14T07:32:09Z,ARI,Joey Blount,4240824,00-0037141,16,Base 4-3 D,21,Free Safety,FS,10,3
2026-03-14T07:32:09Z,ARI,Max Melton,4698113,00-0039807,16,Base 4-3 D,19,Right Cornerback,RCB,11,3
2026-03-14T07:32:09Z,ARI,Jaden Davis,4426435,00-0039416,16,Base 4-3 D,34,Nickel Back,NB,12,3
2026-03-14T07:32:09Z,ARI,Eku Leota,4361272,00-0038782,16,Base 4-3 D,11,Left Defensive End,LDE,1,4
2026-03-14T07:32:09Z,ARI,Elliott Brown,4240826,00-0039956,16,Base 4-3 D,28,Strongside Linebacker,SLB,7,4
2026-03-14T07:32:09Z,ARI,Kalen King,4431433,00-0039239,16,Base 4-3 D,34,Nickel Back,NB,12,4
2026-03-14T07:32:09Z,ARI,Chad Ryland,4363538,00-0038567,18,Special Teams,22,Place kicker,PK,1,1
2026-03-14T07:32:09Z,ARI,Blake Gillikin,4045180,00-0035859,18,Special Teams,23,Punter,P,2,1
2026-03-14T07:32:09Z,ARI,Blake Gillikin,4045180,00-0035859,18,Special Teams,79,Holder,H,3,1
2026-03-14T07:32:09Z,ARI,Ihmir Smith-Marsette,4240573,00-0036635,18,Special Teams,76,Punt Returner,PR,4,1
2026-03-14T07:32:09Z,ARI,Bam Knight,4427728,00-0037157,18,Special Teams,77,Kick Returner,KR,5,1
2026-03-14T07:32:09Z,ARI,Casey Kreiter,17304,00-0030957,18,Special Teams,39,Long Snapper,LS,6,1
2026-03-14T07:32:09Z,ARI,Joshua Karty,4566192,00-0039750,18,Special Teams,22,Place kicker,PK,1,2
2026-03-14T07:32:09Z,ARI,Jalen Brooks,4692835,00-0038640,18,Special Teams,77,Kick Returner,KR,5,2
2026-03-14T07:32:09Z,ARI,Andre Baccellia,3886809,00-0035876,18,Special Teams,77,Kick Returner,KR,5,3
2026-03-14T07:32:09Z,ARI,Ihmir Smith-Marsette,4240573,00-0036635,18,Special Teams,77,Kick Returner,KR,5,4
2026-03-14T07:32:09Z,ARI,Marvin Harrison Jr.,4432708,00-0039849,21,3WR 1TE,1,Wide Receiver,WR,1,1
2026-03-14T07:32:09Z,ARI,Paris Johnson Jr.,4428991,00-0038540,21,3WR 1TE,2,Left Tackle,LT,3,1
2026-03-14T07:32:09Z,ARI,Isaac Seumalo,2978247,00-0032954,21,3WR 1TE,3,Left Guard,LG,4,1
2026-03-14T07:32:09Z,ARI,Hjalte Froholdt,3886633,00-0035258,21,3WR 1TE,4,Center,C,5,1
2026-03-14T07:32:09Z,ARI,Isaiah Adams,5084939,00-0039808,21,3WR 1TE,5,Right Guard,RG,6,1
2026-03-14T07:32:09Z,ARI,Elijah Wilkinson,3059839,00-0033676,21,3WR 1TE,6,Right Tackle,RT,7,1
2026-03-14T07:32:09Z,ARI,Jacoby Brissett,2578570,00-0033119,21,3WR 1TE,8,Quarterback,QB,9,1
2026-03-14T07:32:09Z,ARI,Trey McBride,4361307,00-0037744,21,3WR 1TE,7,Tight End,TE,10,1
2026-03-14T07:32:09Z,ARI,James Conner,3045147,00-0033553,21,3WR 1TE,9,Running Back,RB,11,1
2026-03-14T07:32:09Z,ARI,Michael Wilson,4360761,00-0038559,21,3WR 1TE,1,Wide Receiver,WR,2,2
2026-03-14T07:32:09Z,ARI,Demontrey Jacobs,4250935,00-0038792,21,3WR 1TE,2,Left Tackle,LT,3,2
2026-03-14T07:32:09Z,ARI,Jon Gaines II,4367199,00-0038571,21,3WR 1TE,3,Left Guard,LG,4,2
2026-03-14T07:32:09Z,ARI,Matt Pryor,3055886,00-0034417,21,3WR 1TE,5,Right Guard,RG,6,2
2026-03-14T07:32:09Z,ARI,Josh Fryar,4429782,00-0040382,21,3WR 1TE,6,Right Tackle,RT,7,2
2026-03-14T07:32:09Z,ARI,Gardner Minshew,4038524,00-0035289,21,3WR 1TE,8,Quarterback,QB,9,2
2026-03-14T07:32:09Z,ARI,Tip Reiman,4696700,00-0039737,21,3WR 1TE,7,Tight End,TE,10,2
2026-03-14T07:32:09Z,ARI,Tyler Allgeier,4373626,00-0037263,21,3WR 1TE,9,Running Back,RB,11,2
2026-03-14T07:32:09Z,ARI,Kendrick Bourne,3045523,00-0033307,21,3WR 1TE,1,Wide Receiver,WR,8,3
2026-03-14T07:32:09Z,ARI,Valentin Senn,4428458,00-0040765,21,3WR 1TE,2,Left Tackle,LT,3,3
2026-03-14T07:32:09Z,ARI,Hayden Conner,4431214,00-0040219,21,3WR 1TE,3,Left Guard,LG,4,3
2026-03-14T07:32:09Z,ARI,Christian Jones,4362103,00-0039382,21,3WR 1TE,6,Right Tackle,RT,7,3
2026-03-14T07:32:09Z,ARI,Kedon Slovis,4428512,00-0039577,21,3WR 1TE,8,Quarterback,QB,9,3
2026-03-14T07:32:09Z,ARI,Elijah Higgins,4426844,00-0039041,21,3WR 1TE,7,Tight End,TE,10,3
2026-03-14T07:32:09Z,ARI,Trey Benson,4429275,00-0039921,21,3WR 1TE,9,Running Back,RB,11,3
2026-03-14T07:32:09Z,ARI,Xavier Weaver,4428811,00-0039521,21,3WR 1TE,1,Wide Receiver,WR,1,4
2026-03-14T07:32:09Z,ARI,Rivaldo Fairweather,4605858,00-0040046,21,3WR 1TE,7,Tight End,TE,10,4
2026-03-14T07:32:09Z,ARI,Bam Knight,4427728,00-0037157,21,3WR 1TE,9,Running Back,RB,11,4
2026-03-14T07:32:09Z,ARI,Andre Baccellia,3886809,00-0035876,21,3WR 1TE,1,Wide Receiver,WR,2,5
2026-03-14T07:32:09Z,ARI,Corey Kiner,4431431,00-0040556,21,3WR 1TE,9,Running Back,RB,11,5
2026-03-14T07:32:09Z,ARI,Simi Fehoko,4360739,00-0036646,21,3WR 1TE,1,Wide Receiver,WR,8,6
2026-03-14T07:32:09Z,ARI,Jalen Brooks,4692835,00-0038640,21,3WR 1TE,1,Wide Receiver,WR,1,7
2026-03-14T07:32:09Z,ARI,Tejhaun Palmer,4875912,00-0039397,21,3WR 1TE,1,Wide Receiver,WR,2,8
2026-03-14T07:32:09Z,ARI,Bryson Green,4432705,00-0040383,21,3WR 1TE,1,Wide Receiver,WR,8,9
2026-03-14T07:32:09Z,ARI,Ihmir Smith-Marsette,4240573,00-0036635,21,3WR 1TE,1,Wide Receiver,WR,1,10
2026-03-14T07:32:09Z,ATL,Brandon Dorlus,4427090,00-0039859,15,Base 3-4 D,11,Left Defensive End,LDE,1,1
2026-03-14T07:32:09Z,ATL,Da'Shawn Hand,3126352,00-0034371,15,Base 3-4 D,12,Nose Tackle,NT,2,1
2026-03-14T07:32:09Z,ATL,Samson Ebukam,3045527,00-0033945,15,Base 3-4 D,13,Right Defensive End,RDE,3,1
2026-03-14T07:32:09Z,ATL,Jalon Walker,4685597,00-0040577,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,1
2026-03-14T07:32:09Z,ATL,Divine Deablo,4037626,00-0036990,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,1
2026-03-14T07:32:09Z,ATL,JD Bertrand,4428872,00-0039370,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,1
2026-03-14T07:32:09Z,ATL,James Pearce Jr.,5081394,00-0040578,15,Base 3-4 D,28,Strongside Linebacker,SLB,7,1
2026-03-14T07:32:09Z,ATL,A.J. Terrell Jr.,4239995,00-0036285,15,Base 3-4 D,18,Left Cornerback,LCB,8,1
2026-03-14T07:32:09Z,ATL,Jessie Bates III,3919512,00-0034675,15,Base 3-4 D,20,Strong Safety,SS,9,1
2026-03-14T07:32:09Z,ATL,Xavier Watts,4431005,00-0040148,15,Base 3-4 D,21,Free Safety,FS,10,1
2026-03-14T07:32:09Z,ATL,Mike Hughes,3895841,00-0034843,15,Base 3-4 D,19,Right Cornerback,RCB,11,1
2026-03-14T07:32:09Z,ATL,Billy Bowman Jr.,4431194,00-0040156,15,Base 3-4 D,34,Nickel Back,NB,12,1
2026-03-14T07:32:09Z,ATL,LaCale London,4376288,00-0036204,15,Base 3-4 D,11,Left Defensive End,LDE,1,2
2026-03-14T07:32:09Z,ATL,Ruke Orhorhoro,4430271,00-0039733,15,Base 3-4 D,12,Nose Tackle,NT,2,2
2026-03-14T07:32:09Z,ATL,Zach Harrison,4426412,00-0038980,15,Base 3-4 D,13,Right Defensive End,RDE,3,2
2026-03-14T07:32:09Z,ATL,Cameron Thomas,4361510,00-0037815,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,2
2026-03-14T07:32:09Z,ATL,Christian Harris,4567099,00-0037823,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,2
2026-03-14T07:32:09Z,ATL,Troy Andersen,4247807,00-0037810,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,2
2026-03-14T07:32:09Z,ATL,Azeez Ojulari,4379409,00-0036552,15,Base 3-4 D,28,Strongside Linebacker,SLB,7,2
2026-03-14T07:32:09Z,ATL,Clark Phillips III,4429067,00-0038568,15,Base 3-4 D,18,Left Cornerback,LCB,8,2
2026-03-14T07:32:09Z,ATL,DeMarcco Hellams,4567111,00-0038628,15,Base 3-4 D,20,Strong Safety,SS,9,2
2026-03-14T07:32:09Z,ATL,Malik Verdon,4684636,00-0040554,15,Base 3-4 D,21,Free Safety,FS,10,2
2026-03-14T07:32:09Z,ATL,C.J. Henderson,4240596,00-0036281,15,Base 3-4 D,19,Right Cornerback,RCB,11,2
2026-03-14T07:32:09Z,ATL,Mike Ford Jr.,3050916,00-0034639,15,Base 3-4 D,34,Nickel Back,NB,12,2
2026-03-14T07:32:09Z,ATL,Elijah Garcia,4039170,00-0037051,15,Base 3-4 D,11,Left Defensive End,LDE,1,3
2026-03-14T07:32:09Z,ATL,Chris Williams,4034530,00-0035857,15,Base 3-4 D,12,Nose Tackle,NT,2,3
2026-03-14T07:32:09Z,ATL,Ben Stille,4034861,00-0037356,15,Base 3-4 D,13,Right Defensive End,RDE,3,3
2026-03-14T07:32:09Z,ATL,Channing Tindall,4379414,00-0037813,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,3
2026-03-14T07:32:09Z,ATL,Bralen Trice,4428713,00-0039837,15,Base 3-4 D,28,Strongside Linebacker,SLB,7,3
2026-03-14T07:32:09Z,ATL,Natrone Brooks,4689989,00-0038966,15,Base 3-4 D,18,Left Cornerback,LCB,8,3
2026-03-14T07:32:09Z,ATL,Jammie Robinson,4430411,00-0038587,15,Base 3-4 D,20,Strong Safety,SS,9,3
2026-03-14T07:32:09Z,ATL,Tysheem Johnson,4431405,00-0040273,15,Base 3-4 D,21,Free Safety,FS,10,3
2026-03-14T07:32:09Z,ATL,Cobee Bryant,4429324,00-0040546,15,Base 3-4 D,19,Right Cornerback,RCB,11,3
2026-03-14T07:32:09Z,ATL,A.J. Woods,4428932,00-0039685,15,Base 3-4 D,34,Nickel Back,NB,12,3
2026-03-14T07:32:09Z,ATL,Nick Folk,10621,00-0025565,18,Special Teams,22,Place kicker,PK,1,1
2026-03-14T07:32:09Z,ATL,Jake Bailey,3931395,00-0035280,18,Special Teams,23,Punter,P,2,1
2026-03-14T07:32:09Z,ATL,Jake Bailey,3931395,00-0035280,18,Special Teams,79,Holder,H,3,1
2026-03-14T07:32:09Z,ATL,Deven Thompkins,4374187,00-0037487,18,Special Teams,76,Punt Returner,PR,4,1
2026-03-14T07:32:09Z,ATL,Deven Thompkins,4374187,00-0037487,18,Special Teams,77,Kick Returner,KR,5,1
2026-03-14T07:32:09Z,ATL,Liam McCullough,3915528,00-0036082,18,Special Teams,39,Long Snapper,LS,6,1
2026-03-14T07:32:09Z,ATL,Trenton Gill,4240128,00-0037097,18,Special Teams,23,Punter,P,2,2
2026-03-14T07:32:09Z,ATL,Trenton Gill,4240128,00-0037097,18,Special Teams,79,Holder,H,3,2
2026-03-14T07:32:09Z,ATL,Dylan Drummond,4363551,00-0038953,18,Special Teams,77,Kick Returner,KR,5,2
2026-03-14T07:32:09Z,ATL,Natrone Brooks,4689989,00-0038966,18,Special Teams,77,Kick Returner,KR,5,3
2026-03-14T07:32:09Z,ATL,Drake London,4426502,00-0037238,21,3WR 1TE,1,Wide Receiver,WR,1,1
2026-03-14T07:32:09Z,ATL,Jake Matthews,16713,00-0031279,21,3WR 1TE,2,Left Tackle,LT,3,1
2026-03-14T07:32:09Z,ATL,Matthew Bergeron,4568510,00-0039048,21,3WR 1TE,3,Left Guard,LG,4,1
2026-03-14T07:32:09Z,ATL,Ryan Neuzil,4036444,00-0036833,21,3WR 1TE,4,Center,C,5,1
2026-03-14T07:32:09Z,ATL,Chris Lindstrom,3672833,00-0035630,21,3WR 1TE,5,Right Guard,RG,6,1
2026-03-14T07:32:09Z,ATL,Kaleb McGary,3127304,00-0035235,21,3WR 1TE,6,Right Tackle,RT,7,1
2026-03-14T07:32:09Z,ATL,Michael Penix Jr.,4360423,00-0039917,21,3WR 1TE,8,Quarterback,QB,9,1
2026-03-14T07:32:09Z,ATL,Kyle Pitts Sr.,4360248,00-0036970,21,3WR 1TE,7,Tight End,TE,10,1
2026-03-14T07:32:09Z,ATL,Bijan Robinson,4430807,00-0038542,21,3WR 1TE,9,Running Back,RB,11,1
2026-03-14T07:32:09Z,ATL,Jahan Dotson,4361409,00-0037741,21,3WR 1TE,1,Wide Receiver,WR,2,2
2026-03-14T07:32:09Z,ATL,Michael Jerrell,5209093,00-0039842,21,3WR 1TE,2,Left Tackle,LT,3,2
2026-03-14T07:32:09Z,ATL,Kyle Hinton,4682831,00-0036354,21,3WR 1TE,3,Left Guard,LG,4,2
2026-03-14T07:32:09Z,ATL,Corey Levin,2973637,00-0033793,21,3WR 1TE,4,Center,C,5,2
2026-03-14T07:32:09Z,ATL,Andrew Stueber,4258207,00-0037620,21,3WR 1TE,5,Right Guard,RG,6,2
2026-03-14T07:32:09Z,ATL,Storm Norton,2973014,00-0033752,21,3WR 1TE,6,Right Tackle,RT,7,2
2026-03-14T07:32:09Z,ATL,Tua Tagovailoa,4241479,00-0036212,21,3WR 1TE,8,Quarterback,QB,9,2
2026-03-14T07:32:09Z,ATL,Austin Hooper,3043275,00-0032392,21,3WR 1TE,7,Tight End,TE,10,2
2026-03-14T07:32:09Z,ATL,Nathan Carter,4605841,00-0040547,21,3WR 1TE,9,Running Back,RB,11,2
2026-03-14T07:32:09Z,ATL,Olamide Zaccheaus,3917914,00-0035208,21,3WR 1TE,1,Wide Receiver,WR,8,3
2026-03-14T07:32:09Z,ATL,Jack Nelson,4693369,00-0040224,21,3WR 1TE,2,Left Tackle,LT,3,3
2026-03-14T07:32:09Z,ATL,Charlie Woerner,4035020,00-0036429,21,3WR 1TE,7,Tight End,TE,10,3
2026-03-14T07:32:09Z,ATL,Carlos Washington Jr.,4248425,00-0038930,21,3WR 1TE,9,Running Back,RB,11,3
2026-03-14T07:32:09Z,ATL,Dylan Drummond,4363551,00-0038953,21,3WR 1TE,1,Wide Receiver,WR,1,4
2026-03-14T07:32:09Z,ATL,Joshua Simon,4430482,00-0040552,21,3WR 1TE,7,Tight End,TE,10,4
2026-03-14T07:32:09Z,ATL,Deven Thompkins,4374187,00-0037487,21,3WR 1TE,1,Wide Receiver,WR,2,5
2026-03-14T07:32:09Z,ATL,Casey Washington,4428796,00-0039394,21,3WR 1TE,1,Wide Receiver,WR,8,6
2026-03-14T07:32:09Z,ATL,Chris Blair,4369886,00-0036463,21,3WR 1TE,1,Wide Receiver,WR,1,7
2026-03-14T07:32:09Z,BAL,Travis Jones,4362139,00-0037756,15,Base 3-4 D,11,Left Defensive End,LDE,1,1
2026-03-14T07:32:09Z,BAL,John Jenkins,15846,00-0030070,15,Base 3-4 D,12,Nose Tackle,NT,2,1
2026-03-14T07:32:09Z,BAL,Nnamdi Madubuike,4035245,00-0036130,15,Base 3-4 D,13,Right Defensive End,RDE,3,1
2026-03-14T07:32:09Z,BAL,Mike Green,4683188,00-0040722,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,1
2026-03-14T07:32:09Z,BAL,Roquan Smith,3915189,00-0034874,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,1
2026-03-14T07:32:09Z,BAL,Teddye Buchanan,4698244,00-0040069,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,1
2026-03-14T07:32:09Z,BAL,Trey Hendrickson,3052743,00-0033935,15,Base 3-4 D,28,Strongside Linebacker,SLB,7,1
2026-03-14T07:32:09Z,BAL,Nate Wiggins,4601278,00-0039232,15,Base 3-4 D,18,Left Cornerback,LCB,8,1
2026-03-14T07:32:09Z,BAL,Kyle Hamilton,4575517,00-0038038,15,Base 3-4 D,20,Strong Safety,SS,9,1
2026-03-14T07:32:09Z,BAL,Malaki Starks,4685530,00-0040688,15,Base 3-4 D,21,Free Safety,FS,10,1
2026-03-14T07:32:09Z,BAL,Chidobe Awuzie,3052101,00-0033548,15,Base 3-4 D,19,Right Cornerback,RCB,11,1
2026-03-14T07:32:09Z,BAL,Marlon Humphrey,3126356,00-0033281,15,Base 3-4 D,34,Nickel Back,NB,12,1
2026-03-14T07:32:09Z,BAL,Broderick Washington Jr.,3915837,00-0036081,15,Base 3-4 D,11,Left Defensive End,LDE,1,2
2026-03-14T07:32:09Z,BAL,CJ Okoye,5144942,00-0039176,15,Base 3-4 D,13,Right Defensive End,RDE,3,2
2026-03-14T07:32:09Z,BAL,Kaimon Rucker,4433904,00-0040658,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,2
2026-03-14T07:32:09Z,BAL,Carl Jones,4569428,00-0039460,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,2
2026-03-14T07:32:09Z,BAL,Trenton Simpson,4430831,00-0038504,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,2
2026-03-14T07:32:09Z,BAL,Tavius Robinson,4690179,00-0038505,15,Base 3-4 D,28,Strongside Linebacker,SLB,7,2
2026-03-14T07:32:09Z,BAL,Bilhal Kone,5083656,00-0040073,15,Base 3-4 D,18,Left Cornerback,LCB,8,2
2026-03-14T07:32:09Z,BAL,Keondre Jackson,4878287,00-0040104,15,Base 3-4 D,20,Strong Safety,SS,9,2
2026-03-14T07:32:09Z,BAL,Jaylinn Hawkins,3858276,00-0036302,15,Base 3-4 D,21,Free Safety,FS,10,2
2026-03-14T07:32:09Z,BAL,T.J. Tampa,4575483,00-0039234,15,Base 3-4 D,19,Right Cornerback,RCB,11,2
2026-03-14T07:32:09Z,BAL,Keyon Martin,4694334,00-0040636,15,Base 3-4 D,34,Nickel Back,NB,12,2
2026-03-14T07:32:09Z,BAL,Aeneas Peebles,4565311,00-0040076,15,Base 3-4 D,11,Left Defensive End,LDE,1,3
2026-03-14T07:32:09Z,BAL,David Olajiga,5211114,00-0039938,15,Base 3-4 D,13,Right Defensive End,RDE,3,3
2026-03-14T07:32:09Z,BAL,Jay Higgins IV,4565350,00-0040100,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,3
2026-03-14T07:32:09Z,BAL,Adisa Isaac,4426372,00-0039791,15,Base 3-4 D,28,Strongside Linebacker,SLB,7,3
2026-03-14T07:32:09Z,BAL,Amani Oruwariye,3116175,00-0035270,15,Base 3-4 D,19,Right Cornerback,RCB,11,3
2026-03-14T07:32:09Z,BAL,Robert Longerbeam,4575860,00-0040077,15,Base 3-4 D,34,Nickel Back,NB,12,3
2026-03-14T07:32:09Z,BAL,Marquise Robinson,5082541,00-0040112,15,Base 3-4 D,19,Right Cornerback,RCB,11,4
2026-03-14T07:32:09Z,BAL,Tyler Loop,4697745,00-0040074,18,Special Teams,22,Place kicker,PK,1,1
2026-03-14T07:32:09Z,BAL,LaJohntay Wester,4690143,00-0040075,18,Special Teams,76,Punt Returner,PR,4,1
2026-03-14T07:32:09Z,BAL,Rasheen Ali,4690013,00-0039796,18,Special Teams,77,Kick Returner,KR,5,1
2026-03-14T07:32:09Z,BAL,Nick Moore,3915184,00-0035408,18,Special Teams,39,Long Snapper,LS,6,1
2026-03-14T07:32:09Z,BAL,LaJohntay Wester,4690143,00-0040075,18,Special Teams,77,Kick Returner,KR,5,2
2026-03-14T07:32:09Z,BAL,Justice Hill,4038441,00-0034975,18,Special Teams,77,Kick Returner,KR,5,3
2026-03-14T07:32:09Z,BAL,Zay Flowers,4429615,00-0039064,21,3WR 1TE,1,Wide Receiver,WR,1,1
2026-03-14T07:32:09Z,BAL,Ronnie Stanley,2980153,00-0032965,21,3WR 1TE,2,Left Tackle,LT,3,1
2026-03-14T07:32:09Z,BAL,Andrew Vorhees,4243220,00-0038383,21,3WR 1TE,3,Left Guard,LG,4,1
2026-03-14T07:32:09Z,BAL,Corey Bullock,4576075,00-0039242,21,3WR 1TE,4,Center,C,5,1
2026-03-14T07:32:09Z,BAL,John Simpson,4035479,00-0036369,21,3WR 1TE,5,Right Guard,RG,6,1
2026-03-14T07:32:09Z,BAL,Roger Rosengarten,4430876,00-0039233,21,3WR 1TE,6,Right Tackle,RT,7,1
2026-03-14T07:32:09Z,BAL,Lamar Jackson,3916387,00-0034796,21,3WR 1TE,8,Quarterback,QB,9,1
2026-03-14T07:32:09Z,BAL,Mark Andrews,3116365,00-0034753,21,3WR 1TE,7,Tight End,TE,10,1
2026-03-14T07:32:09Z,BAL,Derrick Henry,3043078,00-0032764,21,3WR 1TE,9,Running Back,RB,11,1
2026-03-14T07:32:09Z,BAL,Lucas Scott,4879972,00-0040637,21,3WR 1TE,10,Fullback,FB,12,1
2026-03-14T07:32:09Z,BAL,Rashod Bateman,4360939,00-0036550,21,3WR 1TE,1,Wide Receiver,WR,2,2
2026-03-14T07:32:09Z,BAL,Gerad Lichtenhan,4686768,00-0040098,21,3WR 1TE,2,Left Tackle,LT,3,2
2026-03-14T07:32:09Z,BAL,Emery Jones Jr.,4685736,00-0040068,21,3WR 1TE,3,Left Guard,LG,4,2
2026-03-14T07:32:09Z,BAL,Jared Penning,4428225,00-0040110,21,3WR 1TE,5,Right Guard,RG,6,2
2026-03-14T07:32:09Z,BAL,Carson Vinson,4769895,00-0040070,21,3WR 1TE,6,Right Tackle,RT,7,2
2026-03-14T07:32:09Z,BAL,Tyler Huntley,4035671,00-0035993,21,3WR 1TE,8,Quarterback,QB,9,2
2026-03-14T07:32:09Z,BAL,Durham Smythe,3052897,00-0034798,21,3WR 1TE,7,Tight End,TE,10,2
2026-03-14T07:32:09Z,BAL,Justice Hill,4038441,00-0034975,21,3WR 1TE,9,Running Back,RB,11,2
2026-03-14T07:32:09Z,BAL,Devontez Walker,4696882,00-0039792,21,3WR 1TE,1,Wide Receiver,WR,8,3
2026-03-14T07:32:09Z,BAL,Jovaughn Gwyn,4362845,00-0038629,21,3WR 1TE,5,Right Guard,RG,6,3
2026-03-14T07:32:09Z,BAL,Rasheen Ali,4690013,00-0039796,21,3WR 1TE,9,Running Back,RB,11,3
2026-03-14T07:32:09Z,BAL,LaJohntay Wester,4690143,00-0040075,21,3WR 1TE,1,Wide Receiver,WR,1,4
2026-03-14T07:32:09Z,BAL,Dayton Wade,4428763,00-0039259,21,3WR 1TE,1,Wide Receiver,WR,2,5
2026-03-14T07:32:09Z,BAL,Cornelius Johnson,4426479,00-0039437,21,3WR 1TE,1,Wide Receiver,WR,8,6
2026-03-14T07:32:09Z,BUF,Ed Oliver,4039303,00-0035230,15,Base 3-4 D,11,Left Defensive End,LDE,1,1
2026-03-14T07:32:09Z,BUF,Deone Walker,4831989,00-0040710,15,Base 3-4 D,12,Nose Tackle,NT,2,1
2026-03-14T07:32:09Z,BUF,T.J. Sanders,4684527,00-0040724,15,Base 3-4 D,13,Right Defensive End,RDE,3,1
2026-03-14T07:32:09Z,BUF,Greg Rousseau,4362506,00-0036914,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,1
2026-03-14T07:32:09Z,BUF,Joe Andreessen,4366349,00-0039763,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,1
2026-03-14T07:32:09Z,BUF,Terrel Bernard,4259166,00-0037254,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,1
