dt,team,player_name,espn_id,gsis_id,pos_grp_id,pos_grp,pos_id,pos_name,pos_abb,pos_slot,pos_rank
2026-03-14T07:32:09Z,KC,James Winchester,16665,00-0030615,18,Special Teams,39,Long Snapper,LS,6,1
2026-03-14T07:32:09Z,KC,Brashard Smith,4596602,00-0040078,18,Special Teams,76,Punt Returner,PR,4,2
2026-03-14T07:32:09Z,KC,Brashard Smith,4596602,00-0040078,18,Special Teams,77,Kick Returner,KR,5,2
2026-03-14T07:32:09Z,KC,Tyquan Thornton,4362921,00-0038104,18,Special Teams,77,Kick Returner,KR,5,3
2026-03-14T07:32:09Z,KC,Rashee Rice,4428331,00-0039067,21,3WR 1TE,1,Wide Receiver,WR,1,1
2026-03-14T07:32:09Z,KC,Josh Simmons,4569659,00-0040116,21,3WR 1TE,2,Left Tackle,LT,3,1
2026-03-14T07:32:09Z,KC,Kingsley Suamataia,4431595,00-0039844,21,3WR 1TE,3,Left Guard,LG,4,1
2026-03-14T07:32:09Z,KC,Creed Humphrey,4241385,00-0036623,21,3WR 1TE,4,Center,C,5,1
2026-03-14T07:32:09Z,KC,Trey Smith,4242459,00-0036660,21,3WR 1TE,5,Right Guard,RG,6,1
2026-03-14T07:32:09Z,KC,Jaylon Moore,4043041,00-0036557,21,3WR 1TE,6,Right Tackle,RT,7,1
2026-03-14T07:32:09Z,KC,Patrick Mahomes,3139477,00-0033873,21,3WR 1TE,8,Quarterback,QB,9,1
2026-03-14T07:32:09Z,KC,Travis Kelce,15847,00-0030506,21,3WR 1TE,7,Tight End,TE,10,1
2026-03-14T07:32:09Z,KC,Kenneth Walker III,4567048,00-0038134,21,3WR 1TE,9,Running Back,RB,11,1
2026-03-14T07:32:09Z,KC,Xavier Worthy,4683062,00-0039894,21,3WR 1TE,1,Wide Receiver,WR,2,2
2026-03-14T07:32:09Z,KC,Esa Pole,5153070,00-0040092,21,3WR 1TE,2,Left Tackle,LT,3,2
2026-03-14T07:32:09Z,KC,C.J. Hanson,4571810,00-0039833,21,3WR 1TE,3,Left Guard,LG,4,2
2026-03-14T07:32:09Z,KC,Hunter Nourzad,4367645,00-0039827,21,3WR 1TE,4,Center,C,5,2
2026-03-14T07:32:09Z,KC,Wanya Morris,4570577,00-0038981,21,3WR 1TE,6,Right Tackle,RT,7,2
2026-03-14T07:32:09Z,KC,Chris Oladokun,4044111,00-0037324,21,3WR 1TE,8,Quarterback,QB,9,2
2026-03-14T07:32:09Z,KC,Noah Gray,4240472,00-0036637,21,3WR 1TE,7,Tight End,TE,10,2
2026-03-14T07:32:09Z,KC,Emari Demercado,4362478,00-0038705,21,3WR 1TE,9,Running Back,RB,11,2
2026-03-14T07:32:09Z,KC,Tyquan Thornton,4362921,00-0038104,21,3WR 1TE,1,Wide Receiver,WR,8,3
2026-03-14T07:32:09Z,KC,Ethan Driskell,4571627,00-0039317,21,3WR 1TE,2,Left Tackle,LT,3,3
2026-03-14T07:32:09Z,KC,Chukwuebuka Godrick,5144457,00-0039174,21,3WR 1TE,6,Right Tackle,RT,7,3
2026-03-14T07:32:09Z,KC,Jake Haener,4243322,00-0038998,21,3WR 1TE,8,Quarterback,QB,9,3
2026-03-14T07:32:09Z,KC,Jared Wiley,4430723,00-0039824,21,3WR 1TE,7,Tight End,TE,10,3
2026-03-14T07:32:09Z,KC,Brashard Smith,4596602,00-0040078,21,3WR 1TE,9,Running Back,RB,11,3
2026-03-14T07:32:09Z,KC,Nikko Remigio,4372716,00-0038519,21,3WR 1TE,1,Wide Receiver,WR,1,4
2026-03-14T07:32:09Z,KC,Matt Waletzko,4370876,00-0037266,21,3WR 1TE,6,Right Tackle,RT,7,4
2026-03-14T07:32:09Z,KC,Jake Briningstool,4431196,00-0040081,21,3WR 1TE,7,Tight End,TE,10,4
2026-03-14T07:32:09Z,KC,Jalen Royals,5082630,00-0040646,21,3WR 1TE,1,Wide Receiver,WR,2,5
2026-03-14T07:32:09Z,KC,Tre Watson,4685784,00-0040094,21,3WR 1TE,7,Tight End,TE,10,5
2026-03-14T07:32:09Z,KC,Jason Brownlee,4689988,00-0038492,21,3WR 1TE,1,Wide Receiver,WR,8,6
2026-03-14T07:32:09Z,KC,Jimmy Holiday,4431142,00-0040120,21,3WR 1TE,1,Wide Receiver,WR,1,7
2026-03-14T07:32:09Z,KC,Andrew Armstrong,5093923,00-0040298,21,3WR 1TE,1,Wide Receiver,WR,2,8
2026-03-14T07:32:09Z,LA,Braden Fiske,4362245,00-0039734,15,Base 3-4 D,11,Left Defensive End,LDE,1,1
2026-03-14T07:32:09Z,LA,Poona Ford,3125114,00-0034234,15,Base 3-4 D,12,Nose Tackle,NT,2,1
2026-03-14T07:32:09Z,LA,Kobie Turner,4250621,00-0039138,15,Base 3-4 D,13,Right Defensive End,RDE,3,1
2026-03-14T07:32:09Z,LA,Byron Young,4875196,00-0039137,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,1
2026-03-14T07:32:09Z,LA,Nate Landman,4243181,00-0037587,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,1
2026-03-14T07:32:09Z,LA,Omar Speights,4428550,00-0039774,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,1
2026-03-14T07:32:09Z,LA,Jared Verse,4578085,00-0039852,15,Base 3-4 D,28,Strongside Linebacker,SLB,7,1
2026-03-14T07:32:09Z,LA,Trent McDuffie,4426405,00-0037191,15,Base 3-4 D,18,Left Cornerback,LCB,8,1
2026-03-14T07:32:09Z,LA,Kam Curl,4242154,00-0036349,15,Base 3-4 D,20,Strong Safety,SS,9,1
2026-03-14T07:32:09Z,LA,Kamren Kinchens,4596363,00-0039834,15,Base 3-4 D,21,Free Safety,FS,10,1
2026-03-14T07:32:09Z,LA,Jaylen Watson,4697639,00-0037195,15,Base 3-4 D,19,Right Cornerback,RCB,11,1
2026-03-14T07:32:09Z,LA,Quentin Lake,4249128,00-0037841,15,Base 3-4 D,34,Nickel Back,NB,12,1
2026-03-14T07:32:09Z,LA,Desjuan Johnson,4362294,00-0039061,15,Base 3-4 D,11,Left Defensive End,LDE,1,2
2026-03-14T07:32:09Z,LA,Ty Hamilton,4431118,00-0040585,15,Base 3-4 D,12,Nose Tackle,NT,2,2
2026-03-14T07:32:09Z,LA,Tyler Davis,4568217,00-0039749,15,Base 3-4 D,13,Right Defensive End,RDE,3,2
2026-03-14T07:32:09Z,LA,Josaiah Stewart,4682983,00-0040580,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,2
2026-03-14T07:32:09Z,LA,Grant Stuard,4240255,00-0036672,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,2
2026-03-14T07:32:09Z,LA,Shaun Dolac,4693848,00-0040613,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,2
2026-03-14T07:32:09Z,LA,Keir Thomas,4038843,00-0037057,15,Base 3-4 D,28,Strongside Linebacker,SLB,7,2
2026-03-14T07:32:09Z,LA,Emmanuel Forbes Jr.,4429767,00-0039151,15,Base 3-4 D,18,Left Cornerback,LCB,8,2
2026-03-14T07:32:09Z,LA,Nate Valcarcel,4695781,00-0040600,15,Base 3-4 D,20,Strong Safety,SS,9,2
2026-03-14T07:32:09Z,LA,Jaylen McCollough,4427120,00-0039776,15,Base 3-4 D,21,Free Safety,FS,10,2
2026-03-14T07:32:09Z,LA,Josh Wallace,4572371,00-0039772,15,Base 3-4 D,34,Nickel Back,NB,12,2
2026-03-14T07:32:09Z,LA,Bill Norton,4426401,00-0040595,15,Base 3-4 D,12,Nose Tackle,NT,2,3
2026-03-14T07:32:09Z,LA,Elias Neal,4428098,00-0039775,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,3
2026-03-14T07:32:09Z,LA,Cam Lampkin,4427752,00-0039780,15,Base 3-4 D,18,Left Cornerback,LCB,8,3
2026-03-14T07:32:09Z,LA,Tanner Ingle,4361651,00-0038366,15,Base 3-4 D,20,Strong Safety,SS,9,3
2026-03-14T07:32:09Z,LA,Alex Johnson,4367181,00-0039506,15,Base 3-4 D,21,Free Safety,FS,10,3
2026-03-14T07:32:09Z,LA,Harrison Mevis,4574716,00-0039498,18,Special Teams,22,Place kicker,PK,1,1
2026-03-14T07:32:09Z,LA,Ethan Evans,5125875,00-0039059,18,Special Teams,23,Punter,P,2,1
2026-03-14T07:32:09Z,LA,Ethan Evans,5125875,00-0039059,18,Special Teams,79,Holder,H,3,1
2026-03-14T07:32:09Z,LA,Xavier Smith,4386544,00-0038359,18,Special Teams,76,Punt Returner,PR,4,1
2026-03-14T07:32:09Z,LA,Jordan Whittington,4569382,00-0039751,18,Special Teams,77,Kick Returner,KR,5,1
2026-03-14T07:32:09Z,LA,Joe Cardona,2575907,00-0032228,18,Special Teams,39,Long Snapper,LS,6,1
2026-03-14T07:32:09Z,LA,Xavier Smith,4386544,00-0038359,18,Special Teams,77,Kick Returner,KR,5,2
2026-03-14T07:32:09Z,LA,Blake Corum,4429096,00-0039738,18,Special Teams,77,Kick Returner,KR,5,3
2026-03-14T07:32:09Z,LA,Puka Nacua,4426515,00-0039075,21,3WR 1TE,1,Wide Receiver,WR,1,1
2026-03-14T07:32:09Z,LA,Alaric Jackson,4036135,00-0036603,21,3WR 1TE,2,Left Tackle,LT,3,1
2026-03-14T07:32:09Z,LA,Steve Avila,4362474,00-0039058,21,3WR 1TE,3,Left Guard,LG,4,1
2026-03-14T07:32:09Z,LA,Coleman Shelton,3052180,00-0034114,21,3WR 1TE,4,Center,C,5,1
2026-03-14T07:32:09Z,LA,Kevin Dotson,3917599,00-0036339,21,3WR 1TE,5,Right Guard,RG,6,1
2026-03-14T07:32:09Z,LA,Warren McClendon Jr.,4426512,00-0039077,21,3WR 1TE,6,Right Tackle,RT,7,1
2026-03-14T07:32:09Z,LA,Matthew Stafford,12483,00-0026498,21,3WR 1TE,8,Quarterback,QB,9,1
2026-03-14T07:32:09Z,LA,Colby Parkinson,4242557,00-0036244,21,3WR 1TE,7,Tight End,TE,10,1
2026-03-14T07:32:09Z,LA,Kyren Williams,4430737,00-0037840,21,3WR 1TE,9,Running Back,RB,11,1
2026-03-14T07:32:09Z,LA,Davante Adams,16800,00-0031381,21,3WR 1TE,1,Wide Receiver,WR,2,2
2026-03-14T07:32:09Z,LA,Justin Dedich,4360859,00-0039784,21,3WR 1TE,3,Left Guard,LG,4,2
2026-03-14T07:32:09Z,LA,Beaux Limmer,4567175,00-0039753,21,3WR 1TE,4,Center,C,5,2
2026-03-14T07:32:09Z,LA,Dylan McMahon,4430155,00-0039830,21,3WR 1TE,5,Right Guard,RG,6,2
2026-03-14T07:32:09Z,LA,David Quessenberry,15946,00-0030097,21,3WR 1TE,6,Right Tackle,RT,7,2
2026-03-14T07:32:09Z,LA,Stetson Bennett IV,4259553,00-0039107,21,3WR 1TE,8,Quarterback,QB,9,2
2026-03-14T07:32:09Z,LA,Tyler Higbee,2573401,00-0033110,21,3WR 1TE,7,Tight End,TE,10,2
2026-03-14T07:32:09Z,LA,Blake Corum,4429096,00-0039738,21,3WR 1TE,9,Running Back,RB,11,2
2026-03-14T07:32:09Z,LA,Konata Mumpfield,4710855,00-0040590,21,3WR 1TE,1,Wide Receiver,WR,8,3
2026-03-14T07:32:09Z,LA,Wyatt Bowles,4374196,00-0040611,21,3WR 1TE,3,Left Guard,LG,4,3
2026-03-14T07:32:09Z,LA,AJ Arcuri,4046707,00-0037845,21,3WR 1TE,6,Right Tackle,RT,7,3
2026-03-14T07:32:09Z,LA,Terrance Ferguson,4570037,00-0040737,21,3WR 1TE,7,Tight End,TE,10,3
2026-03-14T07:32:09Z,LA,Jarquez Hunter,4710341,00-0040692,21,3WR 1TE,9,Running Back,RB,11,3
2026-03-14T07:32:09Z,LA,Jordan Whittington,4569382,00-0039751,21,3WR 1TE,1,Wide Receiver,WR,1,4
2026-03-14T07:32:09Z,LA,Davis Allen,4426553,00-0039074,21,3WR 1TE,7,Tight End,TE,10,4
2026-03-14T07:32:09Z,LA,Xavier Smith,4386544,00-0038359,21,3WR 1TE,1,Wide Receiver,WR,2,5
2026-03-14T07:32:09Z,LA,Mark Redman,4431346,00-0040598,21,3WR 1TE,7,Tight End,TE,10,5
2026-03-14T07:32:09Z,LA,Brennan Presley,4431342,00-0040597,21,3WR 1TE,1,Wide Receiver,WR,1,7
2026-03-14T07:32:09Z,LA,Tru Edwards,4875786,00-0040609,21,3WR 1TE,1,Wide Receiver,WR,2,8
2026-03-14T07:32:09Z,LA,Tyler Scott,4565908,00-0038941,21,3WR 1TE,1,Wide Receiver,WR,8,9
2026-03-14T07:32:09Z,LAC,Scott Matlock,4373684,00-0038614,15,Base 3-4 D,11,Left Defensive End,LDE,1,1
2026-03-14T07:32:09Z,LAC,Teair Tart,4374269,00-0036181,15,Base 3-4 D,12,Nose Tackle,NT,2,1
2026-03-14T07:32:09Z,LAC,Justin Eboigbe,4567138,00-0039835,15,Base 3-4 D,13,Right Defensive End,RDE,3,1
2026-03-14T07:32:09Z,LAC,Tuli Tuipulotu,4431442,00-0039111,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,1
2026-03-14T07:32:09Z,LAC,Daiyan Henley,4241597,00-0038553,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,1
2026-03-14T07:32:09Z,LAC,Troy Dye,4038946,00-0036338,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,1
2026-03-14T07:32:09Z,LAC,Khalil Mack,16710,00-0031040,15,Base 3-4 D,28,Strongside Linebacker,SLB,7,1
2026-03-14T07:32:09Z,LAC,Donte Jackson,3843769,00-0034356,15,Base 3-4 D,18,Left Cornerback,LCB,8,1
2026-03-14T07:32:09Z,LAC,Derwin James Jr.,3691739,00-0034790,15,Base 3-4 D,20,Strong Safety,SS,9,1
2026-03-14T07:32:09Z,LAC,Elijah Molden,4243328,00-0036992,15,Base 3-4 D,21,Free Safety,FS,10,1
2026-03-14T07:32:09Z,LAC,Cam Hart,4427404,00-0039369,15,Base 3-4 D,19,Right Cornerback,RCB,11,1
2026-03-14T07:32:09Z,LAC,Tarheeb Still,4432571,00-0039366,15,Base 3-4 D,34,Nickel Back,NB,12,1
2026-03-14T07:32:09Z,LAC,Josh Fuga,4427234,00-0040459,15,Base 3-4 D,11,Left Defensive End,LDE,1,2
2026-03-14T07:32:09Z,LAC,Dalvin Tomlinson,2979860,00-0033546,15,Base 3-4 D,12,Nose Tackle,NT,2,2
2026-03-14T07:32:09Z,LAC,TeRah Edwards,4431077,00-0040458,15,Base 3-4 D,13,Right Defensive End,RDE,3,2
2026-03-14T07:32:09Z,LAC,Bud Dupree,2576702,00-0032146,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,2
2026-03-14T07:32:09Z,LAC,Junior Colson,4431212,00-0039346,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,2
2026-03-14T07:32:09Z,LAC,Denzel Perryman,2579621,00-0032103,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,2
2026-03-14T07:32:09Z,LAC,Garmon Randolph,4428304,00-0040472,15,Base 3-4 D,28,Strongside Linebacker,SLB,7,2
2026-03-14T07:32:09Z,LAC,Deane Leonard,4690171,00-0037320,15,Base 3-4 D,18,Left Cornerback,LCB,8,2
2026-03-14T07:32:09Z,LAC,RJ Mickens,4429018,00-0040221,15,Base 3-4 D,20,Strong Safety,SS,9,2
2026-03-14T07:32:09Z,LAC,Isas Waxter,4574105,00-0040065,15,Base 3-4 D,19,Right Cornerback,RCB,11,2
2026-03-14T07:32:09Z,LAC,Nikko Reed,4691043,00-0040471,15,Base 3-4 D,34,Nickel Back,NB,12,2
2026-03-14T07:32:09Z,LAC,Jamaree Caldwell,5089178,00-0040144,15,Base 3-4 D,12,Nose Tackle,NT,2,3
2026-03-14T07:32:09Z,LAC,Kyle Kennard,4432333,00-0040161,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,3
2026-03-14T07:32:09Z,LAC,Marlowe Wax,4431467,00-0040460,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,3
2026-03-14T07:32:09Z,LAC,Del'Shawn Phillips,4240528,00-0035202,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,3
2026-03-14T07:32:09Z,LAC,Jordan Oladokun,4601079,00-0040470,15,Base 3-4 D,18,Left Cornerback,LCB,8,3
2026-03-14T07:32:09Z,LAC,Kendall Williamson,4360745,00-0038414,15,Base 3-4 D,20,Strong Safety,SS,9,3
2026-03-14T07:32:09Z,LAC,Eric Rogers,4433895,00-0040468,15,Base 3-4 D,19,Right Cornerback,RCB,11,3
2026-03-14T07:32:09Z,LAC,Emany Johnson,4361437,00-0039526,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,4
2026-03-14T07:32:09Z,LAC,Cameron Dicker,4362081,00-0037224,18,Special Teams,22,Place kicker,PK,1,1
2026-03-14T07:32:09Z,LAC,JK Scott,3126368,00-0034162,18,Special Teams,23,Punter,P,2,1
2026-03-14T07:32:09Z,LAC,JK Scott,3126368,00-0034162,18,Special Teams,79,Holder,H,3,1
2026-03-14T07:32:09Z,LAC,Derius Davis,4362477,00-0038573,18,Special Teams,76,Punt Returner,PR,4,1
2026-03-14T07:32:09Z,LAC,Keaton Mitchell,4596334,00-0038454,18,Special Teams,77,Kick Returner,KR,5,1
2026-03-14T07:32:09Z,LAC,Josh Harris,15151,00-0028845,18,Special Teams,39,Long Snapper,LS,6,1
2026-03-14T07:32:09Z,LAC,Tarheeb Still,4432571,00-0039366,18,Special Teams,76,Punt Returner,PR,4,2
2026-03-14T07:32:09Z,LAC,Derius Davis,4362477,00-0038573,18,Special Teams,77,Kick Returner,KR,5,2
2026-03-14T07:32:09Z,LAC,Peter Bowden,4570077,00-0039268,18,Special Teams,39,Long Snapper,LS,6,2
2026-03-14T07:32:09Z,LAC,Ladd McConkey,4612826,00-0039915,18,Special Teams,76,Punt Returner,PR,4,3
2026-03-14T07:32:09Z,LAC,KeAndre Lambert-Smith,4430870,00-0040184,18,Special Teams,77,Kick Returner,KR,5,3
2026-03-14T07:32:09Z,LAC,Kimani Vidal,4430968,00-0039391,18,Special Teams,77,Kick Returner,KR,5,4
2026-03-14T07:32:09Z,LAC,Ladd McConkey,4612826,00-0039915,21,3WR 1TE,1,Wide Receiver,WR,1,1
2026-03-14T07:32:09Z,LAC,Rashawn Slater,4242283,00-0037009,21,3WR 1TE,2,Left Tackle,LT,3,1
2026-03-14T07:32:09Z,LAC,Trevor Penning,4248627,00-0037241,21,3WR 1TE,3,Left Guard,LG,4,1
2026-03-14T07:32:09Z,LAC,Tyler Biadasz,4035788,00-0036376,21,3WR 1TE,4,Center,C,5,1
2026-03-14T07:32:09Z,LAC,Cole Strange,4051001,00-0038103,21,3WR 1TE,5,Right Guard,RG,6,1
2026-03-14T07:32:09Z,LAC,Joe Alt,4683487,00-0039897,21,3WR 1TE,6,Right Tackle,RT,7,1
2026-03-14T07:32:09Z,LAC,Justin Herbert,4038941,00-0036355,21,3WR 1TE,8,Quarterback,QB,9,1
2026-03-14T07:32:09Z,LAC,Oronde Gadsden,4595342,00-0040189,21,3WR 1TE,7,Tight End,TE,10,1
2026-03-14T07:32:09Z,LAC,Omarion Hampton,4685382,00-0040666,21,3WR 1TE,9,Running Back,RB,11,1
2026-03-14T07:32:09Z,LAC,Alec Ingold,3917668,00-0035125,21,3WR 1TE,10,Fullback,FB,12,1
2026-03-14T07:32:09Z,LAC,Quentin Johnston,4429025,00-0038544,21,3WR 1TE,1,Wide Receiver,WR,2,2
2026-03-14T07:32:09Z,LAC,Branson Taylor,4433914,00-0040212,21,3WR 1TE,3,Left Guard,LG,4,2
2026-03-14T07:32:09Z,LAC,Josh Kaltenberger,4430114,00-0040467,21,3WR 1TE,4,Center,C,5,2
2026-03-14T07:32:09Z,LAC,Ben Cleveland,4035002,00-0036977,21,3WR 1TE,5,Right Guard,RG,6,2
2026-03-14T07:32:09Z,LAC,Trey Pipkins III,4411189,00-0035688,21,3WR 1TE,6,Right Tackle,RT,7,2
2026-03-14T07:32:09Z,LAC,DJ Uiagalelei,4429020,00-0040464,21,3WR 1TE,8,Quarterback,QB,9,2
2026-03-14T07:32:09Z,LAC,Charlie Kolar,4241263,00-0038046,21,3WR 1TE,7,Tight End,TE,10,2
2026-03-14T07:32:09Z,LAC,Kimani Vidal,4430968,00-0039391,21,3WR 1TE,9,Running Back,RB,11,2
2026-03-14T07:32:09Z,LAC,Scott Matlock,4373684,00-0038614,21,3WR 1TE,10,Fullback,FB,12,2
2026-03-14T07:32:09Z,LAC,Tre' Harris,4686612,00-0040727,21,3WR 1TE,1,Wide Receiver,WR,8,3
2026-03-14T07:32:09Z,LAC,Josh Harris,15151,00-0028845,21,3WR 1TE,4,Center,C,5,3
2026-03-14T07:32:09Z,LAC,Tanner McLachlan,4384171,00-0039399,21,3WR 1TE,7,Tight End,TE,10,3
2026-03-14T07:32:09Z,LAC,Keaton Mitchell,4596334,00-0038454,21,3WR 1TE,9,Running Back,RB,11,3
2026-03-14T07:32:09Z,LAC,KeAndre Lambert-Smith,4430870,00-0040184,21,3WR 1TE,1,Wide Receiver,WR,1,4
2026-03-14T07:32:09Z,LAC,Thomas Yassmin,4361027,00-0039936,21,3WR 1TE,7,Tight End,TE,10,4
2026-03-14T07:32:09Z,LAC,Jaret Patterson,4362452,00-0036755,21,3WR 1TE,9,Running Back,RB,11,4
2026-03-14T07:32:09Z,LAC,Derius Davis,4362477,00-0038573,21,3WR 1TE,1,Wide Receiver,WR,2,5
2026-03-14T07:32:09Z,LAC,Amar Johnson,4878878,00-0040039,21,3WR 1TE,9,Running Back,RB,11,5
2026-03-14T07:32:09Z,LAC,Dalevon Campbell,4569372,00-0040629,21,3WR 1TE,1,Wide Receiver,WR,8,6
2026-03-14T07:32:09Z,LAC,Luke Grimm,4433830,00-0040461,21,3WR 1TE,1,Wide Receiver,WR,1,7
2026-03-14T07:32:09Z,LAC,JaQuae Jackson,5160748,00-0039722,21,3WR 1TE,1,Wide Receiver,WR,2,8
2026-03-14T07:32:09Z,LV,Thomas Booker IV,4360749,00-0037262,15,Base 3-4 D,11,Left Defensive End,LDE,1,1
2026-03-14T07:32:09Z,LV,Adam Butler,2972342,00-0033381,15,Base 3-4 D,12,Nose Tackle,NT,2,1
2026-03-14T07:32:09Z,LV,Jonah Laulu,4373956,00-0039423,15,Base 3-4 D,13,Right Defensive End,RDE,3,1
2026-03-14T07:32:09Z,LV,Maxx Crosby,3916655,00-0034973,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,1
2026-03-14T07:32:09Z,LV,Nakobe Dean,4426340,00-0037615,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,1
2026-03-14T07:32:09Z,LV,Quay Walker,4379416,00-0037074,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,1
2026-03-14T07:32:09Z,LV,Malcolm Koonce,4239719,00-0036989,15,Base 3-4 D,28,Strongside Linebacker,SLB,7,1
2026-03-14T07:32:09Z,LV,Darien Porter,4430330,00-0040641,15,Base 3-4 D,18,Left Cornerback,LCB,8,1
2026-03-14T07:32:09Z,LV,Jeremy Chinn,4043169,00-0036293,15,Base 3-4 D,20,Strong Safety,SS,9,1
2026-03-14T07:32:09Z,LV,Isaiah Pola-Mao,4259632,00-0037512,15,Base 3-4 D,21,Free Safety,FS,10,1
2026-03-14T07:32:09Z,LV,Eric Stokes,4259561,00-0036901,15,Base 3-4 D,19,Right Cornerback,RCB,11,1
2026-03-14T07:32:09Z,LV,Taron Johnson,3121003,00-0034376,15,Base 3-4 D,34,Nickel Back,NB,12,1
2026-03-14T07:32:09Z,LV,JJ Pegues,4430896,00-0040199,15,Base 3-4 D,12,Nose Tackle,NT,2,2
2026-03-14T07:32:09Z,LV,Tonka Hemingway,4429109,00-0040169,15,Base 3-4 D,13,Right Defensive End,RDE,3,2
2026-03-14T07:32:09Z,LV,Kwity Paye,4258194,00-0036479,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,2
2026-03-14T07:32:09Z,LV,Jamin Davis,4240778,00-0036614,15,Base 3-4 D,15,Left Inside Linebacker,LILB,5,2
2026-03-14T07:32:09Z,LV,Tommy Eichenberg,4429560,00-0039374,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,2
2026-03-14T07:32:09Z,LV,Charles Snowden,4240849,00-0036711,15,Base 3-4 D,28,Strongside Linebacker,SLB,7,2
2026-03-14T07:32:09Z,LV,Chigozie Anusiem,4360475,00-0039676,15,Base 3-4 D,18,Left Cornerback,LCB,8,2
2026-03-14T07:32:09Z,LV,Tristin McCollum,4250393,00-0037461,15,Base 3-4 D,21,Free Safety,FS,10,2
2026-03-14T07:32:09Z,LV,Decamerion Richardson,4605498,00-0039357,15,Base 3-4 D,19,Right Cornerback,RCB,11,2
2026-03-14T07:32:09Z,LV,Greedy Vance,4686337,00-0040489,15,Base 3-4 D,34,Nickel Back,NB,12,2
2026-03-14T07:32:09Z,LV,Brodric Martin-Rhodes,4365457,00-0038939,15,Base 3-4 D,12,Nose Tackle,NT,2,3
2026-03-14T07:32:09Z,LV,Treven Ma'ae,4427852,00-0040487,15,Base 3-4 D,13,Right Defensive End,RDE,3,3
2026-03-14T07:32:09Z,LV,Tyree Wilson,4372533,00-0038541,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,3
2026-03-14T07:32:09Z,LV,Cody Lindenberg,4685126,00-0040228,15,Base 3-4 D,16,Right Inside Linebacker,RILB,6,3
2026-03-14T07:32:09Z,LV,Brennan Jackson,4373471,00-0039836,15,Base 3-4 D,28,Strongside Linebacker,SLB,7,3
2026-03-14T07:32:09Z,LV,Jahfari Harvey,4427408,00-0040604,15,Base 3-4 D,26,Weakside Linebacker,WLB,4,4
2026-03-14T07:32:09Z,LV,Matt Gay,4249087,00-0035269,18,Special Teams,22,Place kicker,PK,1,1
2026-03-14T07:32:09Z,LV,AJ Cole,3686689,00-0035190,18,Special Teams,23,Punter,P,2,1
2026-03-14T07:32:09Z,LV,AJ Cole,3686689,00-0035190,18,Special Teams,79,Holder,H,3,1
2026-03-14T07:32:09Z,LV,Tre Tucker,4428718,00-0038563,18,Special Teams,76,Punt Returner,PR,4,1
2026-03-14T07:32:09Z,LV,Dylan Laube,4366963,00-0039407,18,Special Teams,77,Kick Returner,KR,5,1
2026-03-14T07:32:09Z,LV,Alex Ward,4243545,00-0038360,18,Special Teams,39,Long Snapper,LS,6,1
2026-03-14T07:32:09Z,LV,Dareke Young,4401805,00-0037093,18,Special Teams,77,Kick Returner,KR,5,2
2026-03-14T07:32:09Z,LV,Tre Tucker,4428718,00-0038563,18,Special Teams,77,Kick Returner,KR,5,3
2026-03-14T07:32:09Z,LV,Tre Tucker,4428718,00-0038563,21,3WR 1TE,1,Wide Receiver,WR,1,1
2026-03-14T07:32:09Z,LV,Kolton Miller,3134312,00-0034759,21,3WR 1TE,2,Left Tackle,LT,3,1
2026-03-14T07:32:09Z,LV,Jordan Meredith,4076803,00-0036604,21,3WR 1TE,3,Left Guard,LG,4,1
2026-03-14T07:32:09Z,LV,Tyler Linderbaum,4360499,00-0037825,21,3WR 1TE,4,Center,C,5,1
2026-03-14T07:32:09Z,LV,Jackson Powers-Johnson,4875295,00-0039735,21,3WR 1TE,5,Right Guard,RG,6,1
2026-03-14T07:32:09Z,LV,DJ Glaze,4606683,00-0039349,21,3WR 1TE,6,Right Tackle,RT,7,1
2026-03-14T07:32:09Z,LV,Aidan O'Connell,4260394,00-0038579,21,3WR 1TE,8,Quarterback,QB,9,1
2026-03-14T07:32:09Z,LV,Brock Bowers,4432665,00-0039338,21,3WR 1TE,7,Tight End,TE,10,1
2026-03-14T07:32:09Z,LV,Ashton Jeanty,4890973,00-0040122,21,3WR 1TE,9,Running Back,RB,11,1
