game_id,season,week,team,opponent,all_offEpa,all_offPlays,all_successNum,all_successDen,all_epaPosNum,all_epaPosDen,all_earlyEpa,all_earlyPlays,all_earlySuccessNum,all_earlySuccessDen,all_passEpa,all_passPlays,all_passSuccessNum,all_passSuccessDen,all_rushEpa,all_rushPlays,all_rushSuccessNum,all_rushSuccessDen,all_explosivePass,all_explosiveRush,all_thirdEpa,all_thirdPlays,all_thirdSuccessNum,all_thirdSuccessDen,all_thirdRawConvNum,all_thirdRawConvDen,all_sacks,all_dropbacks,filtered_offEpa,filtered_offPlays,filtered_successNum,filtered_successDen,filtered_epaPosNum,filtered_epaPosDen,filtered_earlyEpa,filtered_earlyPlays,filtered_earlySuccessNum,filtered_earlySuccessDen,filtered_passEpa,filtered_passPlays,filtered_passSuccessNum,filtered_passSuccessDen,filtered_rushEpa,filtered_rushPlays,filtered_rushSuccessNum,filtered_rushSuccessDen,filtered_explosivePass,filtered_explosiveRush,filtered_thirdEpa,filtered_thirdPlays,filtered_thirdSuccessNum,filtered_thirdSuccessDen,filtered_thirdRawConvNum,filtered_thirdRawConvDen,filtered_sacks,filtered_dropbacks,drivesOff,drivePointsOff,oppTouchdownAgainst,safetyAgainst
2026_02_NO_BAL,2026,2,no,bal,8.003170092921488,66,26,65,29,66,-5.882638514774232,48,16,48,9.674787982960263,42,17,41,-1.6716178900387724,24,9,24,6,0,8.837958774428913,15,8,15,8,15,3,42,8.003170092921488,66,26,65,29,66,-5.882638514774232,48,16,48,9.674787982960263,42,17,41,-1.6716178900387724,24,9,24,6,0,8.837958774428913,15,8,15,8,15,3,42,9,24,0,0
2026_02_NYG_LA,2026,2,lar,nyg,14.045118584239422,58,35,58,31,58,7.979016817989778,50,30,50,16.646664508269197,33,18,33,-2.6015459240297765,25,17,25,8,6,6.066101766249641,8,5,8,5,8,1,33,7.871700894262201,36,20,36,17,36,2.265253448567839,31,17,31,12.909932274895274,24,12,24,-5.038231380633071,12,8,12,8,3,5.606447445694362,5,3,5,3,5,1,24,11,28,0,0
2026_02_NYG_LA,2026,2,nyg,lar,-22.24906675044186,58,18,58,17,58,-8.888689628394781,41,14,41,-15.829124520709215,35,10,35,-6.419942229732639,23,8,23,4,0,-11.812481203796048,15,3,15,3,15,2,35,-17.448593853370063,45,13,45,12,45,-8.490617614064826,33,10,33,-10.691292949253699,24,6,24,-6.757300904116361,21,7,21,2,0,-10.53875225006161,11,2,11,2,11,1,24,10,6,0,0
2026_02_PHI_TEN,2026,2,phi,ten,3.1048863528634416,76,31,76,30,76,-6.369617171061677,56,19,56,7.33485515446988,43,19,43,-4.229968801606438,33,12,33,7,0,4.313159127159779,18,11,18,11,18,3,43,3.1048863528634416,76,31,76,30,76,-6.369617171061677,56,19,56,7.33485515446988,43,19,43,-4.229968801606438,33,12,33,7,0,4.313159127159779,18,11,18,11,18,3,43,8,24,0,0
2026_02_PHI_TEN,2026,2,ten,phi,2.2869269824446414,53,21,53,22,53,-5.3582210668537416,39,14,39,0.9328065892041075,25,9,25,1.354120393240533,28,12,28,5,3,5.466544309238612,13,6,13,6,13,2,25,2.2869269824446414,53,21,53,22,53,-5.3582210668537416,39,14,39,0.9328065892041075,25,9,25,1.354120393240533,28,12,28,5,3,5.466544309238612,13,6,13,6,13,2,25,9,20,0,0
2026_02_PIT_NE,2026,2,ne,pit,-1.9069685418615019,53,22,53,23,53,-0.3412578730494732,40,18,40,-1.8546583392415001,29,13,29,-0.05231020262000159,24,9,24,4,3,-1.565710668812029,13,4,13,4,13,3,29,2.7812458513546896,42,21,42,22,42,2.058168373594528,32,17,32,-0.9804661654159161,26,12,26,3.761712016770606,16,9,16,4,3,0.7230774777601616,10,4,10,4,10,3,26,11,13,0,0
2026_02_PIT_NE,2026,2,pit,ne,-22.211238331890208,70,26,70,27,70,-13.37996499817979,55,23,55,-20.665930807213304,49,18,49,-1.5453075246769,21,8,21,3,2,-10.957960872753322,14,2,14,2,14,4,49,-16.830516329763928,53,18,53,19,53,-11.126442965307952,40,15,40,-14.865599934100178,34,11,34,-1.9649163956637488,19,7,19,1,1,-7.830760903498886,12,2,12,2,12,2,34,12,3,1,0
2026_02_SEA_ARI,2026,2,ari,sea,-14.041969828424046,50,20,50,17,50,-6.734570948290646,36,16,36,-7.6128128565615025,34,11,34,-6.429156971862545,16,9,16,0,1,-11.02104985632468,13,3,13,3,13,2,34,-10.248557949787942,45,17,45,15,45,-5.490129979443742,32,13,32,-4.945111999404619,31,10,31,-5.303445950383324,14,7,14,0,0,-8.47207894653548,12,3,12,3,12,1,31,10,7,0,0
2026_02_SEA_ARI,2026,2,sea,ari,10.218424364000969,70,33,68,34,70,3.9136125627846865,54,26,52,17.35096818573279,29,15,28,-7.13254382173182,41,18,40,5,4,9.077791016644051,13,6,13,6,13,1,29,4.6579445195462945,53,25,52,24,53,4.8054017659160255,42,21,41,16.394091196162343,27,14,27,-11.736146676616048,26,11,25,5,3,5.086428742339788,9,4,9,4,9,1,27,10,31,0,0
2026_02_WAS_DAL,2026,2,dal,wsh,12.69381815652374,55,31,55,31,55,11.462801739107837,43,24,43,17.092686542109693,37,23,37,-4.398868385585951,18,8,18,5,0,1.2310164174159024,12,7,12,7,12,2,37,9.271974511832724,40,22,40,23,40,7.686960747116265,32,18,32,12.382457785696513,29,18,29,-3.1104832738637875,11,4,11,3,0,1.5850137647164604,8,4,8,4,8,2,29,8,37,0,0
2026_02_WAS_DAL,2026,2,wsh,dal,2.2040991332573823,71,38,71,35,71,1.7752480010094795,56,30,56,4.290966999451017,46,24,46,-2.0868678661936344,25,14,25,6,1,0.42885113224790405,15,8,15,8,15,0,46,-1.6520037329796797,56,28,56,24,56,-2.2506950900715146,44,22,44,-1.6571484103665357,36,16,36,0.005144677386856672,20,12,20,5,1,0.598691357091837,12,6,12,6,12,0,36,9,20,0,0
