game_id,play_id,drive,season,week,team,opponent,player_id,player_name,opportunity_type,yardline_100,rz_opportunity,inside_10_opportunity,goal_line_opportunity,touchdown
2024_01_ARI_BUF,61,1,2024,1,ari,buf,00-0033553,J.Conner,carry,70,0,0,0,0
2024_01_ARI_BUF,83,1,2024,1,ari,buf,00-0033553,J.Conner,target,67,0,0,0,0
2024_01_ARI_BUF,108,1,2024,1,ari,buf,00-0033553,J.Conner,target,45,0,0,0,0
2024_01_ARI_BUF,133,1,2024,1,ari,buf,00-0033553,J.Conner,carry,36,0,0,0,0
2024_01_ARI_BUF,155,1,2024,1,ari,buf,00-0033553,J.Conner,carry,34,0,0,0,0
2024_01_ARI_BUF,177,1,2024,1,ari,buf,00-0033553,J.Conner,carry,32,0,0,0,0
2024_01_ARI_BUF,199,1,2024,1,ari,buf,00-0035500,G.Dortch,target,30,0,0,0,0
2024_01_ARI_BUF,224,1,2024,1,ari,buf,00-0039849,M.Harrison,target,22,0,0,0,0
2024_01_ARI_BUF,265,1,2024,1,ari,buf,00-0033553,J.Conner,carry,22,0,0,0,0
2024_01_ARI_BUF,320,1,2024,1,ari,buf,00-0033553,J.Conner,carry,9,1,1,0,0
2024_01_ARI_BUF,381,1,2024,1,ari,buf,00-0038559,Mi.Wilson,target,5,1,1,1,1
2024_01_ARI_BUF,457,2,2024,1,buf,ari,00-0037248,J.Cook,carry,45,0,0,0,0
2024_01_ARI_BUF,479,2,2024,1,buf,ari,00-0037248,J.Cook,carry,36,0,0,0,0
2024_01_ARI_BUF,503,2,2024,1,buf,ari,00-0033555,M.Hollins,target,33,0,0,0,0
2024_01_ARI_BUF,565,3,2024,1,ari,buf,00-0033553,J.Conner,carry,71,0,0,0,0
2024_01_ARI_BUF,587,3,2024,1,ari,buf,00-0033553,J.Conner,target,67,0,0,0,0
2024_01_ARI_BUF,622,3,2024,1,ari,buf,00-0038705,E.Demercado,target,65,0,0,0,0
2024_01_ARI_BUF,652,3,2024,1,ari,buf,00-0037744,T.McBride,target,41,0,0,0,0
2024_01_ARI_BUF,677,3,2024,1,ari,buf,00-0039041,E.Higgins,target,35,0,0,0,0
2024_01_ARI_BUF,707,3,2024,1,ari,buf,00-0035228,K.Murray,carry,28,0,0,0,0
2024_01_ARI_BUF,734,3,2024,1,ari,buf,00-0035500,G.Dortch,target,17,1,0,0,0
2024_01_ARI_BUF,759,3,2024,1,ari,buf,00-0033553,J.Conner,carry,14,1,0,0,0
2024_01_ARI_BUF,781,3,2024,1,ari,buf,00-0038705,E.Demercado,target,13,1,0,0,0
2024_01_ARI_BUF,902,4,2024,1,buf,ari,00-0037248,J.Cook,carry,64,0,0,0,0
2024_01_ARI_BUF,924,4,2024,1,buf,ari,00-0037248,J.Cook,carry,49,0,0,0,0
2024_01_ARI_BUF,946,4,2024,1,buf,ari,00-0035689,D.Knox,target,44,0,0,0,0
2024_01_ARI_BUF,971,4,2024,1,buf,ari,00-0037248,J.Cook,carry,21,0,0,0,0
2024_01_ARI_BUF,993,4,2024,1,buf,ari,00-0037248,J.Cook,carry,12,1,0,0,0
2024_01_ARI_BUF,1015,4,2024,1,buf,ari,00-0037248,J.Cook,carry,8,1,1,0,0
2024_01_ARI_BUF,1037,4,2024,1,buf,ari,00-0037248,J.Cook,carry,4,1,1,1,0
2024_01_ARI_BUF,1170,5,2024,1,ari,buf,00-0039921,T.Benson,target,71,0,0,0,0
2024_01_ARI_BUF,1195,5,2024,1,ari,buf,00-0039921,T.Benson,carry,66,0,0,0,0
2024_01_ARI_BUF,1217,5,2024,1,ari,buf,00-0039849,M.Harrison,target,60,0,0,0,0
2024_01_ARI_BUF,1244,5,2024,1,ari,buf,00-0039849,M.Harrison,target,60,0,0,0,0
2024_01_ARI_BUF,1296,5,2024,1,ari,buf,00-0039041,E.Higgins,target,44,0,0,0,0
2024_01_ARI_BUF,1326,5,2024,1,ari,buf,00-0037744,T.McBride,target,39,0,0,0,0
2024_01_ARI_BUF,1349,5,2024,1,ari,buf,00-0035500,G.Dortch,target,39,0,0,0,0
2024_01_ARI_BUF,1374,5,2024,1,ari,buf,00-0039921,T.Benson,carry,25,0,0,0,0
2024_01_ARI_BUF,1396,5,2024,1,ari,buf,00-0037744,T.McBride,target,21,0,0,0,0
2024_01_ARI_BUF,1429,5,2024,1,ari,buf,00-0039921,T.Benson,carry,13,1,0,0,0
2024_01_ARI_BUF,1451,5,2024,1,ari,buf,00-0037744,T.McBride,target,10,1,1,0,0
2024_01_ARI_BUF,1476,5,2024,1,ari,buf,00-0033553,J.Conner,carry,3,1,1,1,1
2024_01_ARI_BUF,1568,6,2024,1,buf,ari,00-0035537,Ty.Johnson,carry,75,0,0,0,0
2024_01_ARI_BUF,1590,6,2024,1,buf,ari,00-0033282,C.Samuel,target,69,0,0,0,0
2024_01_ARI_BUF,1646,6,2024,1,buf,ari,00-0037261,K.Shakir,target,66,0,0,0,0
2024_01_ARI_BUF,1766,6,2024,1,buf,ari,00-0039901,K.Coleman,target,26,0,0,0,0
2024_01_ARI_BUF,1818,6,2024,1,buf,ari,00-0034857,J.Allen,carry,7,1,1,0,1
2024_01_ARI_BUF,1967,8,2024,1,buf,ari,00-0037248,J.Cook,carry,60,0,0,0,0
2024_01_ARI_BUF,1989,8,2024,1,buf,ari,00-0037248,J.Cook,target,69,0,0,0,0
2024_01_ARI_BUF,2030,8,2024,1,buf,ari,00-0039901,K.Coleman,target,65,0,0,0,0
2024_01_ARI_BUF,2060,8,2024,1,buf,ari,00-0037248,J.Cook,target,61,0,0,0,0
2024_01_ARI_BUF,2089,8,2024,1,buf,ari,00-0037248,J.Cook,carry,36,0,0,0,0
2024_01_ARI_BUF,2111,8,2024,1,buf,ari,00-0039875,R.Davis,target,38,0,0,0,0
2024_01_ARI_BUF,2145,8,2024,1,buf,ari,00-0039875,R.Davis,carry,24,0,0,0,0
2024_01_ARI_BUF,2167,8,2024,1,buf,ari,00-0039875,R.Davis,carry,11,1,0,0,0
2024_01_ARI_BUF,2189,8,2024,1,buf,ari,00-0038933,D.Kincaid,target,11,1,0,0,0
2024_01_ARI_BUF,2216,8,2024,1,buf,ari,00-0033555,M.Hollins,target,11,1,0,0,1
2024_01_ARI_BUF,2291,9,2024,1,ari,buf,00-0033553,J.Conner,carry,70,0,0,0,0
2024_01_ARI_BUF,2318,9,2024,1,ari,buf,00-0033553,J.Conner,carry,68,0,0,0,0
2024_01_ARI_BUF,2386,10,2024,1,buf,ari,00-0037248,J.Cook,target,69,0,0,0,0
2024_01_ARI_BUF,2423,10,2024,1,buf,ari,00-0039875,R.Davis,carry,66,0,0,0,0
2024_01_ARI_BUF,2445,10,2024,1,buf,ari,00-0034272,M.Valdes-Scantling,target,66,0,0,0,0
2024_01_ARI_BUF,2494,11,2024,1,ari,buf,00-0035500,G.Dortch,target,79,0,0,0,0
2024_01_ARI_BUF,2561,12,2024,1,buf,ari,00-0037248,J.Cook,carry,21,0,0,0,0
2024_01_ARI_BUF,2583,12,2024,1,buf,ari,00-0039901,K.Coleman,target,20,1,0,0,0
2024_01_ARI_BUF,2608,12,2024,1,buf,ari,00-0035537,Ty.Johnson,carry,13,1,0,0,0
2024_01_ARI_BUF,2632,12,2024,1,buf,ari,00-0034857,J.Allen,carry,12,1,0,0,0
2024_01_ARI_BUF,2654,12,2024,1,buf,ari,00-0037261,K.Shakir,target,11,1,0,0,1
2024_01_ARI_BUF,2727,13,2024,1,ari,buf,00-0033553,J.Conner,carry,70,0,0,0,0
2024_01_ARI_BUF,2749,13,2024,1,ari,buf,00-0037744,T.McBride,target,67,0,0,0,0
2024_01_ARI_BUF,2808,13,2024,1,ari,buf,00-0033553,J.Conner,carry,38,0,0,0,0
2024_01_ARI_BUF,2830,13,2024,1,ari,buf,00-0035500,G.Dortch,carry,18,1,0,0,0
2024_01_ARI_BUF,2877,13,2024,1,ari,buf,00-0033553,J.Conner,carry,14,1,0,0,0
