game_id,play_id,drive,season,week,team,opponent,player_id,player_name,opportunity_type,yardline_100,rz_opportunity,inside_10_opportunity,goal_line_opportunity,touchdown
2025_01_ARI_NO,63,1,2025,1,ari,no,00-0033553,J.Conner,carry,78,0,0,0,0
2025_01_ARI_NO,85,1,2025,1,ari,no,00-0037744,T.McBride,target,75,0,0,0,0
2025_01_ARI_NO,135,1,2025,1,ari,no,00-0033553,J.Conner,carry,75,0,0,0,0
2025_01_ARI_NO,166,1,2025,1,ari,no,00-0039921,T.Benson,carry,77,0,0,0,0
2025_01_ARI_NO,214,2,2025,1,no,ari,00-0033906,A.Kamara,carry,77,0,0,0,0
2025_01_ARI_NO,243,2,2025,1,no,ari,00-0037545,R.Shaheed,target,74,0,0,0,0
2025_01_ARI_NO,327,3,2025,1,ari,no,00-0037744,T.McBride,target,66,0,0,0,0
2025_01_ARI_NO,386,3,2025,1,ari,no,00-0033553,J.Conner,carry,48,0,0,0,0
2025_01_ARI_NO,506,3,2025,1,ari,no,00-0033553,J.Conner,carry,39,0,0,0,0
2025_01_ARI_NO,528,3,2025,1,ari,no,00-0038559,Mi.Wilson,target,27,0,0,0,0
2025_01_ARI_NO,553,3,2025,1,ari,no,00-0033553,J.Conner,carry,22,0,0,0,0
2025_01_ARI_NO,575,3,2025,1,ari,no,00-0039041,E.Higgins,target,19,1,0,0,0
2025_01_ARI_NO,622,3,2025,1,ari,no,00-0038559,Mi.Wilson,target,24,0,0,0,0
2025_01_ARI_NO,695,4,2025,1,no,ari,00-0036040,J.Johnson,target,75,0,0,0,0
2025_01_ARI_NO,720,4,2025,1,no,ari,00-0039376,S.Rattler,carry,64,0,0,0,0
2025_01_ARI_NO,742,4,2025,1,no,ari,00-0037239,C.Olave,target,62,0,0,0,0
2025_01_ARI_NO,815,4,2025,1,no,ari,00-0038551,K.Miller,carry,54,0,0,0,0
2025_01_ARI_NO,910,4,2025,1,no,ari,00-0033906,A.Kamara,carry,49,0,0,0,0
