game_id,play_id,drive,season,week,team,opponent,player_id,player_name,opportunity_type,yardline_100,rz_opportunity,inside_10_opportunity,goal_line_opportunity,touchdown
2021_01_ARI_TEN,55,1,2021,1,ten,ari,00-0032764,D.Henry,carry,75,0,0,0,0
2021_01_ARI_TEN,76,1,2021,1,ten,ari,00-0032764,D.Henry,target,78,0,0,0,0
2021_01_ARI_TEN,100,1,2021,1,ten,ari,00-0032355,C.Rogers,target,75,0,0,0,0
2021_01_ARI_TEN,152,2,2021,1,ari,ten,00-0030564,D.Hopkins,target,61,0,0,0,0
2021_01_ARI_TEN,181,2,2021,1,ari,ten,00-0035228,K.Murray,carry,23,0,0,0,0
2021_01_ARI_TEN,218,2,2021,1,ari,ten,00-0034681,C.Edmonds,target,31,0,0,0,0
2021_01_ARI_TEN,253,2,2021,1,ari,ten,00-0027942,A.Green,target,30,0,0,0,0
2021_01_ARI_TEN,282,2,2021,1,ari,ten,00-0034681,C.Edmonds,carry,9,1,1,0,0
2021_01_ARI_TEN,386,2,2021,1,ari,ten,00-0034775,C.Kirk,target,24,0,0,0,0
2021_01_ARI_TEN,410,2,2021,1,ari,ten,00-0036936,R.Moore,target,16,1,0,0,0
2021_01_ARI_TEN,473,3,2021,1,ten,ari,00-0032764,D.Henry,carry,80,0,0,0,0
2021_01_ARI_TEN,599,4,2021,1,ari,ten,00-0027942,A.Green,target,5,1,1,1,0
2021_01_ARI_TEN,621,4,2021,1,ari,ten,00-0030155,D.Harris,target,5,1,1,1,0
2021_01_ARI_TEN,660,4,2021,1,ari,ten,00-0030564,D.Hopkins,target,5,1,1,1,1
2021_01_ARI_TEN,716,5,2021,1,ten,ari,00-0032764,D.Henry,carry,75,0,0,0,0
2021_01_ARI_TEN,737,5,2021,1,ten,ari,00-0032764,D.Henry,carry,73,0,0,0,0
2021_01_ARI_TEN,769,5,2021,1,ten,ari,00-0033955,J.McNichols,target,81,0,0,0,0
2021_01_ARI_TEN,816,6,2021,1,ari,ten,00-0034681,C.Edmonds,carry,65,0,0,0,0
2021_01_ARI_TEN,839,6,2021,1,ari,ten,00-0030564,D.Hopkins,target,61,0,0,0,0
2021_01_ARI_TEN,863,6,2021,1,ari,ten,00-0027942,A.Green,target,58,0,0,0,0
2021_01_ARI_TEN,930,7,2021,1,ten,ari,00-0032355,C.Rogers,target,86,0,0,0,0
2021_01_ARI_TEN,954,7,2021,1,ten,ari,00-0033955,J.McNichols,target,82,0,0,0,0
2021_01_ARI_TEN,983,7,2021,1,ten,ari,00-0035632,A.Hooker,target,74,0,0,0,0
2021_01_ARI_TEN,1011,7,2021,1,ten,ari,00-0032764,D.Henry,carry,68,0,0,0,0
2021_01_ARI_TEN,1032,7,2021,1,ten,ari,00-0032764,D.Henry,carry,69,0,0,0,0
2021_01_ARI_TEN,1128,8,2021,1,ari,ten,00-0030564,D.Hopkins,target,72,0,0,0,0
2021_01_ARI_TEN,1185,8,2021,1,ari,ten,00-0033553,J.Conner,carry,45,0,0,0,0
2021_01_ARI_TEN,1206,8,2021,1,ari,ten,00-0034681,C.Edmonds,carry,42,0,0,0,0
2021_01_ARI_TEN,1230,8,2021,1,ari,ten,00-0034775,C.Kirk,target,32,0,0,0,0
2021_01_ARI_TEN,1254,8,2021,1,ari,ten,00-0033553,J.Conner,carry,29,0,0,0,0
2021_01_ARI_TEN,1286,8,2021,1,ari,ten,00-0035228,K.Murray,carry,22,0,0,0,0
2021_01_ARI_TEN,1323,8,2021,1,ari,ten,00-0034681,C.Edmonds,carry,25,0,0,0,0
2021_01_ARI_TEN,1344,8,2021,1,ari,ten,00-0030564,D.Hopkins,target,17,1,0,0,1
2021_01_ARI_TEN,1409,9,2021,1,ten,ari,00-0035676,A.Brown,target,75,0,0,0,0
2021_01_ARI_TEN,1431,9,2021,1,ten,ari,00-0035676,A.Brown,target,75,0,0,0,0
2021_01_ARI_TEN,1455,9,2021,1,ten,ari,00-0032764,D.Henry,carry,63,0,0,0,0
2021_01_ARI_TEN,1476,9,2021,1,ten,ari,00-0033455,A.Firkser,target,61,0,0,0,0
2021_01_ARI_TEN,1505,9,2021,1,ten,ari,00-0032355,C.Rogers,target,50,0,0,0,0
2021_01_ARI_TEN,1540,9,2021,1,ten,ari,00-0027944,J.Jones,target,11,1,0,0,0
2021_01_ARI_TEN,1562,9,2021,1,ten,ari,00-0032141,G.Swaim,target,11,1,0,0,0
2021_01_ARI_TEN,1584,9,2021,1,ten,ari,00-0036182,N.Westbrook-Ikhine,target,11,1,0,0,0
2021_01_ARI_TEN,1608,9,2021,1,ten,ari,00-0032764,D.Henry,carry,1,1,1,1,0
2021_01_ARI_TEN,1629,9,2021,1,ten,ari,00-0032764,D.Henry,carry,1,1,1,1,0
2021_01_ARI_TEN,1703,10,2021,1,ari,ten,00-0031558,M.Williams,target,75,0,0,0,0
2021_01_ARI_TEN,1725,10,2021,1,ari,ten,00-0027942,A.Green,target,75,0,0,0,0
2021_01_ARI_TEN,1747,10,2021,1,ari,ten,00-0036936,R.Moore,target,75,0,0,0,0
2021_01_ARI_TEN,1771,10,2021,1,ari,ten,00-0034681,C.Edmonds,carry,57,0,0,0,0
2021_01_ARI_TEN,1813,10,2021,1,ari,ten,00-0033553,J.Conner,carry,45,0,0,0,0
2021_01_ARI_TEN,1834,10,2021,1,ari,ten,00-0027942,A.Green,target,45,0,0,0,0
2021_01_ARI_TEN,1858,10,2021,1,ari,ten,00-0034775,C.Kirk,target,41,0,0,0,0
2021_01_ARI_TEN,1882,10,2021,1,ari,ten,00-0033553,J.Conner,carry,19,1,0,0,0
2021_01_ARI_TEN,1920,10,2021,1,ari,ten,00-0034681,C.Edmonds,target,19,1,0,0,0
2021_01_ARI_TEN,1955,10,2021,1,ari,ten,00-0033553,J.Conner,carry,8,1,1,0,0
2021_01_ARI_TEN,1981,10,2021,1,ari,ten,00-0035228,K.Murray,carry,2,1,1,1,1
2021_01_ARI_TEN,2050,11,2021,1,ten,ari,00-0027944,J.Jones,target,75,0,0,0,0
2021_01_ARI_TEN,2095,11,2021,1,ten,ari,00-0033955,J.McNichols,target,50,0,0,0,0
2021_01_ARI_TEN,2119,11,2021,1,ten,ari,00-0033455,A.Firkser,target,41,0,0,0,0
2021_01_ARI_TEN,2148,11,2021,1,ten,ari,00-0033455,A.Firkser,target,37,0,0,0,0
2021_01_ARI_TEN,2222,11,2021,1,ten,ari,00-0027944,J.Jones,target,28,0,0,0,0
2021_01_ARI_TEN,2244,11,2021,1,ten,ari,00-0035676,A.Brown,target,28,0,0,0,0
2021_01_ARI_TEN,2287,12,2021,1,ari,ten,00-0036936,R.Moore,target,64,0,0,0,0
2021_01_ARI_TEN,2345,12,2021,1,ari,ten,00-0030564,D.Hopkins,target,52,0,0,0,0
2021_01_ARI_TEN,2367,12,2021,1,ari,ten,00-0034681,C.Edmonds,target,52,0,0,0,0
2021_01_ARI_TEN,2444,13,2021,1,ari,ten,00-0034681,C.Edmonds,carry,84,0,0,0,0
2021_01_ARI_TEN,2465,13,2021,1,ari,ten,00-0034681,C.Edmonds,target,80,0,0,0,0
2021_01_ARI_TEN,2503,13,2021,1,ari,ten,00-0030155,D.Harris,target,77,0,0,0,0
2021_01_ARI_TEN,2529,14,2021,1,ten,ari,00-0035676,A.Brown,target,32,0,0,0,0
2021_01_ARI_TEN,2553,14,2021,1,ten,ari,00-0035676,A.Brown,target,13,1,0,0,1
2021_01_ARI_TEN,2609,15,2021,1,ari,ten,00-0036936,R.Moore,target,75,0,0,0,0
2021_01_ARI_TEN,2633,15,2021,1,ari,ten,00-0034681,C.Edmonds,carry,46,0,0,0,0
2021_01_ARI_TEN,2654,15,2021,1,ari,ten,00-0030564,D.Hopkins,target,43,0,0,0,0
2021_01_ARI_TEN,2690,15,2021,1,ari,ten,00-0033553,J.Conner,carry,33,0,0,0,0
2021_01_ARI_TEN,2716,15,2021,1,ari,ten,00-0030155,D.Harris,target,26,0,0,0,0
2021_01_ARI_TEN,2766,15,2021,1,ari,ten,00-0034775,C.Kirk,target,26,0,0,0,1
2021_01_ARI_TEN,2856,16,2021,1,ten,ari,00-0032355,C.Rogers,target,80,0,0,0,0
2021_01_ARI_TEN,2880,16,2021,1,ten,ari,00-0032764,D.Henry,carry,71,0,0,0,0
2021_01_ARI_TEN,2901,16,2021,1,ten,ari,00-0027944,J.Jones,target,70,0,0,0,0
2021_01_ARI_TEN,2927,17,2021,1,ari,ten,00-0030564,D.Hopkins,target,53,0,0,0,0
2021_01_ARI_TEN,2949,17,2021,1,ari,ten,00-0027942,A.Green,target,53,0,0,0,0
2021_01_ARI_TEN,3020,18,2021,1,ten,ari,00-0032764,D.Henry,carry,90,0,0,0,0
2021_01_ARI_TEN,3041,18,2021,1,ten,ari,00-0032764,D.Henry,carry,71,0,0,0,0
2021_01_ARI_TEN,3062,18,2021,1,ten,ari,00-0032764,D.Henry,carry,67,0,0,0,0
2021_01_ARI_TEN,3106,18,2021,1,ten,ari,00-0032764,D.Henry,carry,64,0,0,0,0
2021_01_ARI_TEN,3127,18,2021,1,ten,ari,00-0032764,D.Henry,carry,56,0,0,0,0
2021_01_ARI_TEN,3177,19,2021,1,ari,ten,00-0034681,C.Edmonds,carry,33,0,0,0,0
2021_01_ARI_TEN,3203,19,2021,1,ari,ten,00-0033553,J.Conner,carry,17,1,0,0,0
2021_01_ARI_TEN,3224,19,2021,1,ari,ten,00-0033553,J.Conner,carry,13,1,0,0,0
2021_01_ARI_TEN,3245,19,2021,1,ari,ten,00-0034775,C.Kirk,target,11,1,0,0,1
2021_01_ARI_TEN,3310,20,2021,1,ten,ari,00-0032355,C.Rogers,target,75,0,0,0,0
2021_01_ARI_TEN,3332,20,2021,1,ten,ari,00-0032764,D.Henry,carry,75,0,0,0,0
2021_01_ARI_TEN,3353,20,2021,1,ten,ari,00-0027944,J.Jones,target,71,0,0,0,0
2021_01_ARI_TEN,3377,20,2021,1,ten,ari,00-0032764,D.Henry,carry,61,0,0,0,0
2021_01_ARI_TEN,3398,20,2021,1,ten,ari,00-0035676,A.Brown,target,54,0,0,0,0
2021_01_ARI_TEN,3420,20,2021,1,ten,ari,00-0035676,A.Brown,target,54,0,0,0,0
2021_01_ARI_TEN,3444,20,2021,1,ten,ari,00-0036182,N.Westbrook-Ikhine,target,49,0,0,0,0
2021_01_ARI_TEN,3466,20,2021,1,ten,ari,00-0032764,D.Henry,target,49,0,0,0,0
2021_01_ARI_TEN,3488,20,2021,1,ten,ari,00-0033455,A.Firkser,target,49,0,0,0,0
2021_01_ARI_TEN,3546,21,2021,1,ari,ten,00-0034681,C.Edmonds,carry,43,0,0,0,0
2021_01_ARI_TEN,3586,21,2021,1,ari,ten,00-0034681,C.Edmonds,carry,37,0,0,0,0
2021_01_ARI_TEN,3624,21,2021,1,ari,ten,00-0034681,C.Edmonds,carry,36,0,0,0,0
2021_01_ARI_TEN,3645,21,2021,1,ari,ten,00-0033553,J.Conner,carry,31,0,0,0,0
2021_01_ARI_TEN,3666,21,2021,1,ari,ten,00-0033553,J.Conner,carry,28,0,0,0,0
2021_01_ARI_TEN,3687,21,2021,1,ari,ten,00-0033553,J.Conner,carry,26,0,0,0,0
2021_01_ARI_TEN,3728,22,2021,1,ten,ari,00-0027944,J.Jones,target,67,0,0,0,0
2021_01_ARI_TEN,3752,22,2021,1,ten,ari,00-0032764,D.Henry,target,57,0,0,0,0
2021_01_ARI_TEN,3776,22,2021,1,ten,ari,00-0032355,C.Rogers,target,49,0,0,0,0
2021_01_ARI_TEN,3804,22,2021,1,ten,ari,00-0032764,D.Henry,target,39,0,0,0,0
2021_01_ARI_TEN,3847,22,2021,1,ten,ari,00-0033955,J.McNichols,target,41,0,0,0,0
2021_01_ARI_TEN,3871,22,2021,1,ten,ari,00-0035676,A.Brown,target,34,0,0,0,0
2021_01_ARI_TEN,3893,23,2021,1,ari,ten,00-0034681,C.Edmonds,carry,66,0,0,0,0
2021_01_ARI_TEN,3919,23,2021,1,ari,ten,00-0036936,R.Moore,target,64,0,0,0,0
2021_01_ARI_TEN,3943,23,2021,1,ari,ten,00-0033553,J.Conner,carry,55,0,0,0,0
2021_01_ARI_TEN,3987,23,2021,1,ari,ten,00-0033553,J.Conner,carry,54,0,0,0,0
2021_01_ARI_TEN,4008,23,2021,1,ari,ten,00-0033553,J.Conner,carry,46,0,0,0,0
2021_01_ARI_TEN,4029,23,2021,1,ari,ten,00-0033553,J.Conner,carry,44,0,0,0,0
2021_01_ARI_TEN,4050,23,2021,1,ari,ten,00-0033553,J.Conner,carry,43,0,0,0,0
2021_01_ARI_TEN,4071,23,2021,1,ari,ten,00-0035228,K.Murray,carry,42,0,0,0,0
2021_01_ARI_TEN,4162,24,2021,1,ten,ari,00-0033955,J.McNichols,carry,97,0,0,0,0
2021_01_ARI_TEN,4183,24,2021,1,ten,ari,00-0033955,J.McNichols,carry,89,0,0,0,0
2021_01_ARI_TEN,4204,24,2021,1,ten,ari,00-0036698,M.Sargent,carry,88,0,0,0,0
2021_01_BAL_LV,55,1,2021,1,lv,bal,00-0031610,D.Waller,target,75,0,0,0,0
2021_01_BAL_LV,77,1,2021,1,lv,bal,00-0035125,A.Ingold,target,75,0,0,0,0
2021_01_BAL_LV,106,1,2021,1,lv,bal,00-0032268,M.Mariota,carry,66,0,0,0,0
2021_01_BAL_LV,127,1,2021,1,lv,bal,00-0033118,K.Drake,carry,35,0,0,0,0
2021_01_BAL_LV,169,1,2021,1,lv,bal,00-0031610,D.Waller,target,34,0,0,0,0
2021_01_BAL_LV,193,1,2021,1,lv,bal,00-0035700,J.Jacobs,carry,21,0,0,0,0
2021_01_BAL_LV,228,1,2021,1,lv,bal,00-0034983,H.Renfrow,target,28,0,0,0,0
2021_01_BAL_LV,250,1,2021,1,lv,bal,00-0035700,J.Jacobs,target,28,0,0,0,0
2021_01_BAL_LV,272,1,2021,1,lv,bal,00-0031280,D.Carr,carry,28,0,0,0,0
2021_01_BAL_LV,323,2,2021,1,bal,lv,00-0036457,T.Williams,carry,92,0,0,0,0
