game_id,play_id,drive,season,week,team,opponent,player_id,player_name,opportunity_type,yardline_100,rz_opportunity,inside_10_opportunity,goal_line_opportunity,touchdown
2022_01_BAL_NYJ,68,1,2022,1,nyj,bal,00-0036924,Mi.Carter,carry,78,0,0,0,0
2022_01_BAL_NYJ,89,1,2022,1,nyj,bal,00-0036924,Mi.Carter,target,59,0,0,0,0
2022_01_BAL_NYJ,115,1,2022,1,nyj,bal,00-0036924,Mi.Carter,carry,59,0,0,0,0
2022_01_BAL_NYJ,202,2,2022,1,bal,nyj,00-0036550,R.Bateman,target,72,0,0,0,0
2022_01_BAL_NYJ,230,2,2022,1,bal,nyj,00-0036331,D.Duvernay,target,68,0,0,0,0
2022_01_BAL_NYJ,254,2,2022,1,bal,nyj,00-0034796,L.Jackson,carry,64,0,0,0,0
2022_01_BAL_NYJ,275,2,2022,1,bal,nyj,00-0033118,K.Drake,carry,60,0,0,0,0
2022_01_BAL_NYJ,301,2,2022,1,bal,nyj,00-0036331,D.Duvernay,target,60,0,0,0,0
2022_01_BAL_NYJ,330,2,2022,1,bal,nyj,00-0033118,K.Drake,carry,52,0,0,0,0
2022_01_BAL_NYJ,391,3,2022,1,nyj,bal,00-0038120,Br.Hall,carry,89,0,0,0,0
2022_01_BAL_NYJ,412,3,2022,1,nyj,bal,00-0038120,Br.Hall,target,91,0,0,0,0
2022_01_BAL_NYJ,469,3,2022,1,nyj,bal,00-0036924,Mi.Carter,carry,83,0,0,0,0
2022_01_BAL_NYJ,490,3,2022,1,nyj,bal,00-0036924,Mi.Carter,carry,82,0,0,0,0
2022_01_BAL_NYJ,511,3,2022,1,nyj,bal,00-0033871,C.Davis,target,82,0,0,0,0
2022_01_BAL_NYJ,552,4,2022,1,bal,nyj,00-0037838,I.Likely,target,66,0,0,0,0
2022_01_BAL_NYJ,574,4,2022,1,bal,nyj,00-0032063,M.Davis,carry,66,0,0,0,0
2022_01_BAL_NYJ,595,4,2022,1,bal,nyj,00-0037838,I.Likely,target,65,0,0,0,0
2022_01_BAL_NYJ,636,5,2022,1,nyj,bal,00-0036980,E.Moore,target,83,0,0,0,0
2022_01_BAL_NYJ,660,5,2022,1,nyj,bal,00-0036924,Mi.Carter,carry,59,0,0,0,0
2022_01_BAL_NYJ,697,5,2022,1,nyj,bal,00-0036145,L.Cager,target,68,0,0,0,0
2022_01_BAL_NYJ,723,6,2022,1,bal,nyj,00-0033118,K.Drake,carry,13,1,0,0,0
2022_01_BAL_NYJ,744,6,2022,1,bal,nyj,00-0032775,D.Robinson,target,14,1,0,0,0
2022_01_BAL_NYJ,768,6,2022,1,bal,nyj,00-0037838,I.Likely,target,6,1,1,0,0
2022_01_BAL_NYJ,824,7,2022,1,nyj,bal,00-0033871,C.Davis,target,75,0,0,0,0
2022_01_BAL_NYJ,846,7,2022,1,nyj,bal,00-0038120,Br.Hall,target,75,0,0,0,0
2022_01_BAL_NYJ,868,7,2022,1,nyj,bal,00-0037740,G.Wilson,target,75,0,0,0,0
2022_01_BAL_NYJ,911,8,2022,1,bal,nyj,00-0032775,D.Robinson,target,84,0,0,0,0
2022_01_BAL_NYJ,935,8,2022,1,bal,nyj,00-0034975,J.Hill,target,73,0,0,0,0
2022_01_BAL_NYJ,959,8,2022,1,bal,nyj,00-0033118,K.Drake,carry,71,0,0,0,0
2022_01_BAL_NYJ,999,8,2022,1,bal,nyj,00-0036550,R.Bateman,target,68,0,0,0,0
2022_01_BAL_NYJ,1051,9,2022,1,nyj,bal,00-0033871,C.Davis,target,71,0,0,0,0
2022_01_BAL_NYJ,1075,9,2022,1,nyj,bal,00-0036924,Mi.Carter,target,56,0,0,0,0
2022_01_BAL_NYJ,1099,9,2022,1,nyj,bal,00-0038120,Br.Hall,carry,45,0,0,0,0
2022_01_BAL_NYJ,1120,9,2022,1,nyj,bal,00-0036924,Mi.Carter,target,41,0,0,0,0
2022_01_BAL_NYJ,1144,9,2022,1,nyj,bal,00-0038120,Br.Hall,carry,33,0,0,0,0
2022_01_BAL_NYJ,1165,9,2022,1,nyj,bal,00-0034419,B.Berrios,target,33,0,0,0,0
2022_01_BAL_NYJ,1194,9,2022,1,nyj,bal,00-0036980,E.Moore,target,27,0,0,0,0
2022_01_BAL_NYJ,1236,10,2022,1,bal,nyj,00-0034753,M.Andrews,target,65,0,0,0,0
2022_01_BAL_NYJ,1260,10,2022,1,bal,nyj,00-0034753,M.Andrews,target,60,0,0,0,0
2022_01_BAL_NYJ,1337,10,2022,1,bal,nyj,00-0036550,R.Bateman,target,51,0,0,0,0
2022_01_BAL_NYJ,1378,11,2022,1,nyj,bal,00-0038120,Br.Hall,carry,89,0,0,0,0
2022_01_BAL_NYJ,1399,11,2022,1,nyj,bal,00-0036924,Mi.Carter,target,75,0,0,0,0
2022_01_BAL_NYJ,1445,11,2022,1,nyj,bal,00-0038120,Br.Hall,target,70,0,0,0,0
2022_01_BAL_NYJ,1516,11,2022,1,nyj,bal,00-0034270,T.Conklin,target,71,0,0,0,0
2022_01_BAL_NYJ,1596,12,2022,1,bal,nyj,00-0034753,M.Andrews,target,30,0,0,0,0
2022_01_BAL_NYJ,1618,12,2022,1,bal,nyj,00-0034975,J.Hill,target,30,0,0,0,0
2022_01_BAL_NYJ,1642,12,2022,1,bal,nyj,00-0036331,D.Duvernay,target,25,0,0,0,1
2022_01_BAL_NYJ,1696,13,2022,1,nyj,bal,00-0036924,Mi.Carter,carry,75,0,0,0,0
2022_01_BAL_NYJ,1717,13,2022,1,nyj,bal,00-0036924,Mi.Carter,carry,70,0,0,0,0
2022_01_BAL_NYJ,1738,13,2022,1,nyj,bal,00-0034419,B.Berrios,target,48,0,0,0,0
2022_01_BAL_NYJ,1779,13,2022,1,nyj,bal,00-0034419,B.Berrios,target,45,0,0,0,0
2022_01_BAL_NYJ,1803,13,2022,1,nyj,bal,00-0038120,Br.Hall,carry,32,0,0,0,0
2022_01_BAL_NYJ,1841,13,2022,1,nyj,bal,00-0036924,Mi.Carter,carry,27,0,0,0,0
2022_01_BAL_NYJ,1879,13,2022,1,nyj,bal,00-0034270,T.Conklin,target,27,0,0,0,0
2022_01_BAL_NYJ,1994,14,2022,1,bal,nyj,00-0034975,J.Hill,carry,75,0,0,0,0
2022_01_BAL_NYJ,2049,15,2022,1,bal,nyj,00-0033118,K.Drake,carry,75,0,0,0,0
2022_01_BAL_NYJ,2113,15,2022,1,bal,nyj,00-0034975,J.Hill,carry,65,0,0,0,0
2022_01_BAL_NYJ,2139,15,2022,1,bal,nyj,00-0034753,M.Andrews,target,64,0,0,0,0
2022_01_BAL_NYJ,2161,15,2022,1,bal,nyj,00-0036550,R.Bateman,target,64,0,0,0,0
2022_01_BAL_NYJ,2219,16,2022,1,nyj,bal,00-0036924,Mi.Carter,target,85,0,0,0,0
2022_01_BAL_NYJ,2243,16,2022,1,nyj,bal,00-0036924,Mi.Carter,target,85,0,0,0,0
