game_id,season,week,team,opponent,eligible_plays,off_epa_sum,success_num,success_den,explosive_count
2022_01_BAL_NYJ,2022,1,nyj,bal,84,-13.214579327722035,34,84,10
2022_01_BAL_NYJ,2022,1,bal,nyj,54,2.6443173372489217,22,54,7
2022_01_BUF_LA,2022,1,buf,lar,57,9.994808049062824,34,57,6
2022_01_BUF_LA,2022,1,lar,buf,67,-16.843344232254637,29,67,4
2022_01_CLE_CAR,2022,1,car,cle,52,2.6983991591485488,21,52,5
2022_01_CLE_CAR,2022,1,cle,car,78,6.381976983933048,32,78,10
2022_01_DEN_SEA,2022,1,sea,den,52,3.185980995397135,21,52,8
2022_01_DEN_SEA,2022,1,den,sea,66,10.655354624321905,30,66,11
2022_01_GB_MIN,2022,1,min,gb,62,5.964392550532285,31,62,9
2022_01_GB_MIN,2022,1,gb,min,59,-11.300722266576496,31,59,11
2022_01_IND_HOU,2022,1,ind,hou,92,0.20287308231637693,47,92,15
2022_01_IND_HOU,2022,1,hou,ind,69,-7.704413610437449,34,69,5
2022_01_JAX_WAS,2022,1,jax,wsh,69,5.207741194286196,27,69,11
2022_01_JAX_WAS,2022,1,wsh,jax,72,6.290106890257437,32,72,9
2022_01_KC_ARI,2022,1,kc,ari,70,30.446551977386545,43,70,15
2022_01_KC_ARI,2022,1,ari,kc,62,0.3451251894002896,30,62,5
2022_01_LV_LAC,2022,1,lac,lv,64,4.298711850070948,30,64,7
2022_01_LV_LAC,2022,1,lv,lac,57,-7.007499304605551,28,56,10
2022_01_NE_MIA,2022,1,ne,mia,55,-11.082144106156203,24,54,7
2022_01_NE_MIA,2022,1,mia,ne,58,2.981403800517519,30,58,7
2022_01_NO_ATL,2022,1,atl,no,74,0.19639612716548416,42,74,9
2022_01_NO_ATL,2022,1,no,atl,57,7.461324276251818,30,57,11
2022_01_NYG_TEN,2022,1,nyg,ten,59,0.6746846536989237,31,59,9
2022_01_NYG_TEN,2022,1,ten,nyg,64,3.8992090059837574,31,64,8
2022_01_PHI_DET,2022,1,det,phi,68,8.815587032353513,31,68,10
2022_01_PHI_DET,2022,1,phi,det,74,19.851073256203357,40,73,10
2022_01_PIT_CIN,2022,1,pit,cin,61,-7.162412610513782,19,61,7
2022_01_PIT_CIN,2022,1,cin,pit,99,-17.268029915798742,38,99,9
2022_01_SF_CHI,2022,1,chi,sf,55,-0.2142137944465491,15,55,6
2022_01_SF_CHI,2022,1,sf,chi,69,-13.13793544642095,30,69,8
2022_01_TB_DAL,2022,1,dal,tb,68,-22.92380176656398,22,68,4
2022_01_TB_DAL,2022,1,tb,dal,60,0.8207166909501993,33,60,12
2022_02_ARI_LV,2022,2,lv,ari,67,-3.2277675962132566,29,67,8
2022_02_ARI_LV,2022,2,ari,lv,85,4.726529774838137,44,85,7
2022_02_ATL_LA,2022,2,atl,lar,60,-6.787159277876176,26,60,5
2022_02_ATL_LA,2022,2,lar,atl,63,0.7171673693579255,39,63,8
2022_02_CAR_NYG,2022,2,nyg,car,71,-9.36420056877429,25,71,8
2022_02_CAR_NYG,2022,2,car,nyg,58,-3.4737071627559004,25,58,6
2022_02_CHI_GB,2022,2,gb,chi,67,14.029433469544493,36,67,11
2022_02_CHI_GB,2022,2,chi,gb,41,-3.1378908882585437,17,41,9
2022_02_CIN_DAL,2022,2,dal,cin,60,1.635645849321342,26,60,8
2022_02_CIN_DAL,2022,2,cin,dal,67,1.1840244195644845,29,67,6
2022_02_HOU_DEN,2022,2,hou,den,61,-10.04958887149009,23,61,9
2022_02_HOU_DEN,2022,2,den,hou,71,2.2260566180797587,31,71,9
2022_02_IND_JAX,2022,2,ind,jax,50,-20.964136952155968,14,50,6
2022_02_IND_JAX,2022,2,jax,ind,70,7.265364848949861,29,69,3
2022_02_LAC_KC,2022,2,kc,lac,55,5.3173843451869915,25,54,6
2022_02_LAC_KC,2022,2,lac,kc,74,1.9254736104689911,39,74,7
2022_02_MIA_BAL,2022,2,mia,bal,71,29.102501317160197,40,71,9
2022_02_MIA_BAL,2022,2,bal,mia,58,16.41697130386807,29,58,12
2022_02_MIN_PHI,2022,2,phi,min,73,11.944693076723182,37,73,15
2022_02_MIN_PHI,2022,2,min,phi,61,-12.467470391886298,25,61,6
2022_02_NE_PIT,2022,2,pit,ne,58,-4.746348020952857,29,58,3
2022_02_NE_PIT,2022,2,ne,pit,65,7.127653759967532,32,65,7
2022_02_NYJ_CLE,2022,2,nyj,cle,70,14.58416186819072,30,70,10
2022_02_NYJ_CLE,2022,2,cle,nyj,66,19.265130839114228,38,66,13
2022_02_SEA_SF,2022,2,sf,sea,76,11.434451471140777,32,76,8
2022_02_SEA_SF,2022,2,sea,sf,49,-13.863306705548883,22,49,3
2022_02_TB_NO,2022,2,no,tb,68,-25.730852612639698,25,68,5
2022_02_TB_NO,2022,2,tb,no,65,-13.893085548730962,19,65,4
2022_02_TEN_BUF,2022,2,buf,ten,66,16.988434937844804,30,66,10
2022_02_TEN_BUF,2022,2,ten,buf,56,-22.20616565330417,25,56,3
2022_02_WAS_DET,2022,2,det,wsh,59,3.5053670215643105,26,59,10
2022_02_WAS_DET,2022,2,wsh,det,72,3.638846774003467,36,72,9
2022_03_ATL_SEA,2022,3,sea,atl,71,11.071936063879201,37,71,12
2022_03_ATL_SEA,2022,3,atl,sea,55,17.05236208493228,31,55,11
2022_03_BAL_NE,2022,3,bal,ne,56,12.444915047054666,31,56,12
2022_03_BAL_NE,2022,3,ne,bal,65,-0.6437683257336528,32,65,13
2022_03_BUF_MIA,2022,3,buf,mia,90,9.131961796212824,51,90,9
2022_03_BUF_MIA,2022,3,mia,buf,43,7.255362271273041,19,43,4
2022_03_CIN_NYJ,2022,3,cin,nyj,66,4.668778160812343,29,66,4
2022_03_CIN_NYJ,2022,3,nyj,cin,78,-24.621837553342576,32,78,9
2022_03_DAL_NYG,2022,3,dal,nyg,62,9.595617537243449,33,62,11
2022_03_DAL_NYG,2022,3,nyg,dal,72,-1.3409370064915231,31,72,7
2022_03_DET_MIN,2022,3,det,min,77,4.707344353793491,35,77,12
2022_03_DET_MIN,2022,3,min,det,70,2.8089287681048085,36,70,10
2022_03_GB_TB,2022,3,tb,gb,63,-11.193355361208454,29,63,5
2022_03_GB_TB,2022,3,gb,tb,61,-5.572487562021712,26,61,7
2022_03_HOU_CHI,2022,3,chi,hou,61,-1.7088252109462645,24,60,12
2022_03_HOU_CHI,2022,3,hou,chi,60,-3.8121497425115045,28,60,8
2022_03_JAX_LAC,2022,3,jax,lac,73,15.02375851470877,38,73,8
2022_03_JAX_LAC,2022,3,lac,jax,61,-17.450891626573156,24,61,5
2022_03_KC_IND,2022,3,ind,kc,70,-10.866404239906904,31,70,5
2022_03_KC_IND,2022,3,kc,ind,63,2.1383172778841724,27,63,6
2022_03_LA_ARI,2022,3,ari,lar,83,-4.85093109123587,38,83,3
2022_03_LA_ARI,2022,3,lar,ari,46,7.733565873729276,26,46,11
2022_03_LV_TEN,2022,3,ten,lv,55,8.03018976783488,29,55,12
2022_03_LV_TEN,2022,3,lv,ten,69,11.756070946438852,29,68,10
2022_03_NO_CAR,2022,3,car,no,59,-7.756292693806117,22,59,7
2022_03_NO_CAR,2022,3,no,car,69,-7.331611737588312,31,69,7
2022_03_PHI_WAS,2022,3,wsh,phi,76,-20.220431900466785,31,76,6
2022_03_PHI_WAS,2022,3,phi,wsh,68,5.151919848137118,27,68,9
2022_03_PIT_CLE,2022,3,cle,pit,72,6.40971347418024,34,72,8
2022_03_PIT_CLE,2022,3,pit,cle,59,-1.546814739030145,29,58,9
2022_03_SF_DEN,2022,3,sf,den,56,-17.17543726297809,21,56,8
2022_03_SF_DEN,2022,3,den,sf,70,-14.77247716286088,24,70,6
2022_04_ARI_CAR,2022,4,ari,car,72,-4.0706766068864155,37,72,8
2022_04_ARI_CAR,2022,4,car,ari,52,-23.905212086986808,22,52,6
2022_04_BUF_BAL,2022,4,buf,bal,61,2.8024924678383782,33,61,8
2022_04_BUF_BAL,2022,4,bal,buf,69,-4.0973934499301805,33,69,8
2022_04_CHI_NYG,2022,4,nyg,chi,65,5.688643020395084,29,65,10
2022_04_CHI_NYG,2022,4,chi,nyg,62,-5.1179834163535745,23,62,9
2022_04_CLE_ATL,2022,4,cle,atl,73,1.0240183983605302,36,73,11
2022_04_CLE_ATL,2022,4,atl,cle,52,1.9079412413493488,28,52,10
2022_04_DEN_LV,2022,4,lv,den,73,3.1286968876933376,42,73,9
2022_04_DEN_LV,2022,4,den,lv,53,-12.372868394100756,18,53,9
2022_04_JAX_PHI,2022,4,jax,phi,47,-14.558766873436985,19,47,7
2022_04_JAX_PHI,2022,4,phi,jax,78,-1.682620449533098,35,76,13
2022_04_KC_TB,2022,4,kc,tb,80,18.523398914968496,43,80,8
