game_id,season,week,team,opponent,eligible_plays,off_epa_sum,success_num,success_den,explosive_count
2025_01_ARI_NO,2025,1,ari,no,66,4.077001769189074,23,66,4
2025_01_ARI_NO,2025,1,no,ari,73,-4.171200673700572,33,73,4
2025_01_BAL_BUF,2025,1,buf,bal,78,23.60373145601736,43,78,13
2025_01_BAL_BUF,2025,1,bal,buf,51,20.116198004153542,26,51,16
2025_01_CAR_JAX,2025,1,jax,car,63,6.492363059276773,28,63,8
2025_01_CAR_JAX,2025,1,car,jax,63,-11.10048355304242,27,63,5
2025_01_CIN_CLE,2025,1,cin,cle,52,-3.807806511639589,22,52,1
2025_01_CIN_CLE,2025,1,cle,cin,76,-2.4349428244214164,31,76,6
2025_01_DAL_PHI,2025,1,dal,phi,60,6.247929561407037,29,60,7
2025_01_DAL_PHI,2025,1,phi,dal,59,9.466558611658249,36,59,6
2025_01_DET_GB,2025,1,gb,det,47,10.647695613179568,24,47,8
2025_01_DET_GB,2025,1,det,gb,66,-4.144678065203036,26,66,4
2025_01_HOU_LA,2025,1,hou,lar,63,-9.116530763933984,23,63,6
2025_01_HOU_LA,2025,1,lar,hou,58,-4.158295443106934,28,58,7
2025_01_KC_LAC,2025,1,kc,lac,59,11.312295421571758,30,59,6
2025_01_KC_LAC,2025,1,lac,kc,62,17.50514159727518,31,62,10
2025_01_LV_NE,2025,1,lv,ne,61,6.144413543412554,28,61,10
2025_01_LV_NE,2025,1,ne,lv,71,-3.2500048899864877,30,71,7
2025_01_MIA_IND,2025,1,ind,mia,73,15.451748669034203,39,73,13
2025_01_MIA_IND,2025,1,mia,ind,46,-13.123731192841657,22,46,4
2025_01_MIN_CHI,2025,1,min,chi,54,-4.7319480992923255,22,53,6
2025_01_MIN_CHI,2025,1,chi,min,67,-3.576945908180576,27,67,7
2025_01_NYG_WAS,2025,1,wsh,nyg,67,10.405958581541162,38,67,12
2025_01_NYG_WAS,2025,1,nyg,wsh,68,-9.403177072933147,22,68,5
2025_01_PIT_NYJ,2025,1,nyj,pit,62,15.460407223927596,35,62,11
2025_01_PIT_NYJ,2025,1,pit,nyj,55,11.016758557201799,22,55,8
2025_01_SF_SEA,2025,1,sea,sf,51,-9.08685573474321,27,51,5
2025_01_SF_SEA,2025,1,sf,sea,74,9.272204063012756,38,73,6
2025_01_TB_ATL,2025,1,atl,tb,75,5.638507126128559,34,74,4
2025_01_TB_ATL,2025,1,tb,atl,57,7.956189928462681,22,57,5
2025_01_TEN_DEN,2025,1,ten,den,57,-24.480952086521945,15,57,2
2025_01_TEN_DEN,2025,1,den,ten,74,-10.832513222014459,29,74,6
2025_02_ATL_MIN,2025,2,atl,min,65,-2.2303018050381764,36,64,10
2025_02_ATL_MIN,2025,2,min,atl,47,-21.535637937064305,20,47,5
2025_02_BUF_NYJ,2025,2,nyj,buf,47,-13.880292441465429,17,47,5
2025_02_BUF_NYJ,2025,2,buf,nyj,71,15.956953158736466,34,71,7
2025_02_CAR_ARI,2025,2,car,ari,82,4.9860533699335345,33,81,8
2025_02_CAR_ARI,2025,2,ari,car,54,4.640534185822844,22,53,7
2025_02_CHI_DET,2025,2,det,chi,59,23.74893541372254,35,58,11
2025_02_CHI_DET,2025,2,chi,det,68,-11.725680859410199,27,68,11
2025_02_CLE_BAL,2025,2,cle,bal,73,-19.7480669381797,34,73,5
2025_02_CLE_BAL,2025,2,bal,cle,53,5.218925047899674,20,53,6
2025_02_DEN_IND,2025,2,ind,den,71,9.389138992810611,37,71,8
2025_02_DEN_IND,2025,2,den,ind,59,13.488597294510416,27,59,10
2025_02_JAX_CIN,2025,2,jax,cin,71,6.501558696251682,37,71,8
2025_02_JAX_CIN,2025,2,cin,jax,69,1.2238279177732183,29,69,6
2025_02_LAC_LV,2025,2,lv,lac,70,-24.217545917152748,25,70,6
2025_02_LAC_LV,2025,2,lac,lv,56,-2.2508386161602285,27,56,5
2025_02_LA_TEN,2025,2,ten,lar,66,-7.650869509350368,30,66,6
