game_id,season,week,team,opponent,eligible_plays,off_epa_sum,success_num,success_den,explosive_count
2021_01_ARI_TEN,2021,1,ten,ari,65,-20.591123400583076,28,65,4
2021_01_ARI_TEN,2021,1,ari,ten,69,13.562361736574593,32,69,10
2021_01_BAL_LV,2021,1,lv,bal,84,3.1809834220502187,38,84,14
2021_01_BAL_LV,2021,1,bal,lv,67,-2.2099218429242122,27,67,9
2021_01_CHI_LA,2021,1,chi,lar,69,-6.605971435143147,40,69,4
2021_01_CHI_LA,2021,1,lar,chi,48,17.625894548225283,26,48,10
2021_01_CLE_KC,2021,1,cle,kc,59,12.354357891366801,37,59,11
2021_01_CLE_KC,2021,1,kc,cle,62,21.052719114579837,36,62,6
2021_01_DAL_TB,2021,1,tb,dal,65,3.5256397241646957,37,65,10
2021_01_DAL_TB,2021,1,dal,tb,84,10.957338278387887,41,84,9
2021_01_DEN_NYG,2021,1,nyg,den,59,1.1446360273985139,28,59,9
2021_01_DEN_NYG,2021,1,den,nyg,66,18.57499192282349,31,66,9
2021_01_GB_NO,2021,1,no,gb,60,18.949089712982268,34,60,5
2021_01_GB_NO,2021,1,gb,no,57,-19.794092436297024,16,57,4
2021_01_JAX_HOU,2021,1,hou,jax,77,11.905802585213312,39,77,8
2021_01_JAX_HOU,2021,1,jax,hou,72,-4.106425267100747,30,72,10
2021_01_LAC_WAS,2021,1,lac,wsh,78,7.377208017262987,39,78,14
2021_01_LAC_WAS,2021,1,wsh,lac,55,-2.6886512756031,28,54,4
2021_01_MIA_NE,2021,1,ne,mia,75,0.6562820517730463,39,75,9
2021_01_MIA_NE,2021,1,mia,ne,51,0.3449498418543111,28,51,8
2021_01_MIN_CIN,2021,1,min,cin,82,3.282985129626468,31,82,8
2021_01_MIN_CIN,2021,1,cin,min,68,0.492041707289149,34,68,10
2021_01_NYJ_CAR,2021,1,nyj,car,63,-9.967100638372363,22,63,7
2021_01_NYJ_CAR,2021,1,car,nyj,61,-2.368158812940169,29,61,9
2021_01_PHI_ATL,2021,1,atl,phi,71,-19.679395807570497,26,71,8
2021_01_PHI_ATL,2021,1,phi,atl,69,9.945937961334536,38,69,10
2021_01_PIT_BUF,2021,1,buf,pit,85,-11.258384749662133,36,85,4
2021_01_PIT_BUF,2021,1,pit,buf,55,0.5714272466466834,22,55,6
2021_01_SEA_IND,2021,1,ind,sea,75,-6.712761895851199,38,75,6
2021_01_SEA_IND,2021,1,sea,ind,54,9.865535930264745,33,54,8
2021_01_SF_DET,2021,1,det,sf,90,-3.643461902207079,37,90,10
2021_01_SF_DET,2021,1,sf,det,53,13.269525954361814,26,53,12
2021_02_ATL_TB,2021,2,tb,atl,60,4.918990210746406,31,60,11
2021_02_ATL_TB,2021,2,atl,tb,71,-19.565439342677124,29,71,6
2021_02_BUF_MIA,2021,2,mia,buf,73,-30.407661619887232,23,73,4
2021_02_BUF_MIA,2021,2,buf,mia,63,9.946019083471215,26,62,6
2021_02_CIN_CHI,2021,2,chi,cin,62,-12.051491648939905,21,61,3
2021_02_CIN_CHI,2021,2,cin,chi,55,-18.937420135612758,22,55,4
2021_02_DAL_LAC,2021,2,dal,lac,62,7.410692453579311,40,62,10
2021_02_DAL_LAC,2021,2,lac,dal,70,0.7370013576231138,33,70,9
2021_02_DEN_JAX,2021,2,jax,den,55,-5.930053316848987,19,55,4
2021_02_DEN_JAX,2021,2,den,jax,67,12.788774201569627,33,67,7
2021_02_DET_GB,2021,2,det,gb,57,-1.0965603681421865,31,57,8
2021_02_DET_GB,2021,2,gb,det,61,18.844398757093593,31,61,6
2021_02_HOU_CLE,2021,2,cle,hou,58,7.573494842341371,34,58,8
2021_02_HOU_CLE,2021,2,hou,cle,61,9.02874976527501,26,61,6
2021_02_KC_BAL,2021,2,bal,kc,72,13.085703950453711,44,71,13
2021_02_KC_BAL,2021,2,kc,bal,51,13.593366669258078,29,51,8
2021_02_LA_IND,2021,2,ind,lar,65,-6.3408876316273926,32,65,7
2021_02_LA_IND,2021,2,lar,ind,60,4.5632835846365465,32,60,10
2021_02_LV_PIT,2021,2,pit,lv,56,0.0913600908378975,25,56,7
2021_02_LV_PIT,2021,2,lv,pit,66,12.152422786217954,33,66,10
2021_02_MIN_ARI,2021,2,min,ari,61,10.679278087647424,31,61,11
2021_02_MIN_ARI,2021,2,ari,min,61,6.324949396361702,36,61,12
2021_02_NE_NYJ,2021,2,ne,nyj,59,-0.8586836610573994,25,59,7
2021_02_NE_NYJ,2021,2,nyj,ne,72,-21.513360380594385,29,72,9
2021_02_NO_CAR,2021,2,car,no,76,6.586873594457377,34,76,11
2021_02_NO_CAR,2021,2,no,car,43,-21.272782885353106,11,43,3
2021_02_NYG_WAS,2021,2,wsh,nyg,70,6.653710323049551,39,70,9
2021_02_NYG_WAS,2021,2,nyg,wsh,68,10.79762698404863,29,68,9
2021_02_SF_PHI,2021,2,sf,phi,67,6.8985743649331726,34,67,5
2021_02_SF_PHI,2021,2,phi,sf,56,2.2645807066272834,27,56,4
2021_02_TEN_SEA,2021,2,sea,ten,54,8.489927630415469,24,54,6
2021_02_TEN_SEA,2021,2,ten,sea,87,14.44425667244869,44,87,14
2021_03_ARI_JAX,2021,3,jax,ari,67,-12.270455329678974,38,67,6
2021_03_ARI_JAX,2021,3,ari,jax,66,11.3437069745636,38,66,7
2021_03_ATL_NYG,2021,3,atl,nyg,62,4.286886274201604,22,62,8
2021_03_ATL_NYG,2021,3,nyg,atl,68,1.8827505653895367,34,68,6
2021_03_BAL_DET,2021,3,det,bal,63,-0.19887435916664017,29,63,9
2021_03_BAL_DET,2021,3,bal,det,57,1.8554716544745347,25,57,11
2021_03_CAR_HOU,2021,3,car,hou,70,14.121420693956791,33,70,11
2021_03_CAR_HOU,2021,3,hou,car,54,-9.383248677813473,19,54,2
2021_03_CHI_CLE,2021,3,cle,chi,78,1.7283948448052842,35,78,16
2021_03_CHI_CLE,2021,3,chi,cle,45,-20.661722447749437,9,45,2
2021_03_CIN_PIT,2021,3,pit,cin,83,-13.345085756193054,29,83,9
2021_03_CIN_PIT,2021,3,cin,pit,44,3.6431011986722823,18,44,7
2021_03_GB_SF,2021,3,gb,sf,61,13.317741892642747,29,61,9
2021_03_GB_SF,2021,3,sf,gb,70,9.794133844843603,32,69,7
2021_03_IND_TEN,2021,3,ten,ind,65,3.2943963932048117,29,65,10
2021_03_IND_TEN,2021,3,ind,ten,61,0.37398246664233903,23,61,5
2021_03_LAC_KC,2021,3,lac,kc,64,16.609660186765336,30,64,9
2021_03_LAC_KC,2021,3,kc,lac,79,4.742360383257553,46,79,11
2021_03_MIA_LV,2021,3,lv,mia,81,-0.9256573133899609,38,81,16
2021_03_MIA_LV,2021,3,mia,lv,81,-2.0201575696124316,34,81,6
2021_03_NO_NE,2021,3,no,ne,60,3.941522923565688,31,60,3
2021_03_NO_NE,2021,3,ne,no,72,-18.689395657111078,26,72,4
2021_03_NYJ_DEN,2021,3,den,nyj,66,2.083515321287068,31,66,9
2021_03_NYJ_DEN,2021,3,nyj,den,54,-27.717158168554292,21,54,3
2021_03_PHI_DAL,2021,3,dal,phi,73,5.723929897823816,41,73,8
2021_03_PHI_DAL,2021,3,phi,dal,58,-15.275079577986622,19,58,11
2021_03_SEA_MIN,2021,3,sea,min,53,6.109257358709956,29,53,10
2021_03_SEA_MIN,2021,3,min,sea,75,16.647285723197903,43,75,13
2021_03_TB_LA,2021,3,tb,lar,73,11.587563630727022,38,73,12
2021_03_TB_LA,2021,3,lar,tb,63,14.974286489942113,33,63,9
2021_03_WAS_BUF,2021,3,buf,wsh,75,20.29234169563561,45,75,8
2021_03_WAS_BUF,2021,3,wsh,buf,54,-11.506766222941216,20,54,6
2021_04_ARI_LA,2021,4,lar,ari,67,2.029097427654084,39,67,8
2021_04_ARI_LA,2021,4,ari,lar,76,21.334037455611558,45,76,12
2021_04_BAL_DEN,2021,4,den,bal,61,-14.181881781754774,20,61,6
2021_04_BAL_DEN,2021,4,bal,den,72,4.644039731380715,38,72,7
2021_04_CAR_DAL,2021,4,dal,car,56,15.895477793588084,33,56,14
2021_04_CAR_DAL,2021,4,car,dal,70,6.6992773042566105,37,70,8
2021_04_CLE_MIN,2021,4,min,cle,66,-16.071085721952855,22,66,9
2021_04_CLE_MIN,2021,4,cle,min,77,-5.550510757118635,30,77,7
2021_04_DET_CHI,2021,4,chi,det,56,11.57784128974722,30,56,10
2021_04_DET_CHI,2021,4,det,chi,71,-0.2797161521739522,34,71,9
2021_04_HOU_BUF,2021,4,hou,buf,47,-39.304172691772706,12,47,3
2021_04_HOU_BUF,2021,4,buf,hou,70,8.16604406915919,44,70,13
2021_04_IND_MIA,2021,4,mia,ind,52,-4.256443712035071,25,52,5
2021_04_IND_MIA,2021,4,ind,mia,68,10.034723065700748,26,68,10
2021_04_JAX_CIN,2021,4,jax,cin,56,11.148067072033875,31,56,8
2021_04_JAX_CIN,2021,4,cin,jax,58,16.69149358115618,28,58,11
2021_04_KC_PHI,2021,4,phi,kc,74,18.225031395937478,40,74,14
2021_04_KC_PHI,2021,4,kc,phi,66,31.244329180219204,47,66,11
2021_04_LV_LAC,2021,4,lac,lv,74,4.297582104918527,40,74,8
2021_04_LV_LAC,2021,4,lv,lac,57,-10.182891070771722,20,57,5
2021_04_NYG_NO,2021,4,nyg,no,63,11.311154095183747,30,63,14
2021_04_NYG_NO,2021,4,no,nyg,68,5.270506952502238,39,68,8
2021_04_PIT_GB,2021,4,pit,gb,60,-6.693303523606659,29,60,5
2021_04_PIT_GB,2021,4,gb,pit,70,2.7426809267930636,38,70,9
2021_04_SEA_SF,2021,4,sea,sf,54,0.7218451015651343,21,54,6
2021_04_SEA_SF,2021,4,sf,sea,75,3.2790214425584456,38,75,6
2021_04_TB_NE,2021,4,ne,tb,58,-3.020132048579363,27,58,9
2021_04_TB_NE,2021,4,tb,ne,74,7.1490222519002575,34,74,8
2021_04_TEN_NYJ,2021,4,nyj,ten,60,4.468847931044394,28,60,7
2021_04_TEN_NYJ,2021,4,ten,nyj,99,2.277378727056499,42,99,12
2021_04_WAS_ATL,2021,4,atl,wsh,74,14.87250374661703,33,74,10
2021_04_WAS_ATL,2021,4,wsh,atl,64,17.705047491859798,33,63,12
2021_05_BUF_KC,2021,5,kc,buf,86,-2.9820446358956367,41,86,5
2021_05_BUF_KC,2021,5,buf,kc,54,17.736953709971537,26,54,10
2021_05_CHI_LV,2021,5,chi,lv,63,1.327556409935312,28,63,4
2021_05_CHI_LV,2021,5,lv,chi,66,-11.278854720546715,28,65,5
2021_05_CLE_LAC,2021,5,lac,cle,72,26.61303887498797,35,72,10
2021_05_CLE_LAC,2021,5,cle,lac,70,19.321796553089783,38,70,10
2021_05_DEN_PIT,2021,5,pit,den,64,9.290882249994358,30,64,9
2021_05_DEN_PIT,2021,5,den,pit,59,7.29135951651548,26,59,8
2021_05_DET_MIN,2021,5,det,min,67,-13.093682493057187,29,67,7
2021_05_DET_MIN,2021,5,min,det,66,-8.364352758781866,27,66,9
2021_05_GB_CIN,2021,5,gb,cin,63,9.610738009529953,26,63,15
2021_05_GB_CIN,2021,5,cin,gb,66,-2.003058225203699,35,66,7
2021_05_IND_BAL,2021,5,bal,ind,70,20.05704888711023,46,70,12
2021_05_IND_BAL,2021,5,ind,bal,68,21.490419244961835,36,68,17
2021_05_LA_SEA,2021,5,lar,sea,66,14.190827299354984,34,66,14
2021_05_LA_SEA,2021,5,sea,lar,65,-0.2518175077140081,32,65,9
2021_05_MIA_TB,2021,5,mia,tb,54,2.341417241718416,27,54,7
2021_05_MIA_TB,2021,5,tb,mia,70,38.388705099296516,48,70,13
2021_05_NE_HOU,2021,5,hou,ne,59,11.702073545983236,20,59,7
2021_05_NE_HOU,2021,5,ne,hou,63,2.732480171727715,34,63,10
2021_05_NO_WAS,2021,5,no,wsh,55,8.328172338951827,20,55,7
2021_05_NO_WAS,2021,5,wsh,no,82,-9.77845543722584,35,82,10
2021_05_NYG_DAL,2021,5,dal,nyg,78,15.503724654817931,36,78,16
