window,tier,edge_bucket,group,n,games,ats_w,ats_l,ats_p,ats_pct,ats_ci_low,ats_ci_high,mean_ats_margin,median_ats_margin,su_w,su_l,su_t,su_pct,mean_score_margin,mean_qb_team_pass_epa_db,mean_sack_rate,mean_hits_allowed_rate,mean_cpoe,mean_yards_attempt,mean_pass_success_rate,mean_explosive_pass_rate,mean_qb_completion_pct,mean_qb_passer_rating,mean_qb_interceptions,mean_team_sack_fumbles,mean_sacks,mean_hits_allowed
2024-2025 validate,resilient,neutral,resilient | neutral,88,82,42,43,3,0.49411764705882355,0.39040653316034707,0.5983374786539382,0.7897727272727273,0.0,48,40,0,0.5454545454545454,2.4431818181818183,0.1594927680171171,0.057521053154613956,0.14744529840491724,3.120842486102853,7.589621632567625,0.5055385258495197,0.0991964423843268,0.6653327548837453,97.14156782751643,0.6931818181818182,0.2727272727272727,2.227272727272727,5.784090909090909
2024-2025 validate,resilient,moderate disadvantage,resilient | moderate disadvantage,57,54,27,30,0,0.47368421052631576,0.3498695765634663,0.6008220554777685,-0.6578947368421053,-1.0,31,25,1,0.5535714285714286,0.12280701754385964,0.054414805455201144,0.0600607329493059,0.1699616481155701,-0.17146292388097148,7.317251834153735,0.45076254125718274,0.10365162575233675,0.6541275280679545,91.8304850653432,0.7543859649122807,0.24561403508771928,2.3333333333333335,6.701754385964913
2024-2025 validate,resilient,large disadvantage,resilient | large disadvantage,23,23,9,14,0,0.391304347826087,0.22157377982382145,0.5921482039625402,-1.9565217391304348,-3.0,11,12,0,0.4782608695652174,-2.0,0.05405142221651372,0.08508797479914228,0.1788083673099538,-1.152743830233204,7.338154347078932,0.4532268684077489,0.09141184681631988,0.6444523237024027,94.80921169655791,0.6521739130434783,0.34782608695652173,3.217391304347826,6.739130434782608
2024-2025 validate,resilient,extreme disadvantage,resilient | extreme disadvantage,20,20,9,11,0,0.45,0.25819502085709295,0.6579179916924003,-0.7,-2.25,9,11,0,0.45,-1.65,-0.05475372961908773,0.07490838026308293,0.19146874959968802,-0.9021784382679183,6.481940337902114,0.4260069080090165,0.0752536602990613,0.6377735790475761,85.20460999541487,0.8,0.3,3.05,7.8
2024-2025 validate,average,favorable protection,average | favorable protection,150,133,72,77,1,0.48322147651006714,0.4044173700517357,0.5628690231815202,-0.23333333333333334,-0.5,81,69,0,0.54,1.46,0.09065009304907028,0.051585477760787174,0.11235086398661119,0.6696420972952727,7.144159952409354,0.4785839798415047,0.08411040881860186,0.6639120645569974,93.43074842382953,0.68,0.22,2.006666666666667,4.3933333333333335
2024-2025 validate,average,neutral,average | neutral,180,166,96,84,0,0.5333333333333333,0.46051654785253293,0.6047570354931299,0.03888888888888889,0.5,86,93,1,0.48044692737430167,-0.6777777777777778,0.09160012418218567,0.05831874392870701,0.13798895640271,1.3290911835923052,7.199875554322989,0.4610442208674123,0.08816521808404149,0.6540811430244695,93.05466863443863,0.7222222222222222,0.23333333333333334,2.338888888888889,5.538888888888889
2024-2025 validate,average,moderate disadvantage,average | moderate disadvantage,65,62,28,36,1,0.4375,0.32293817065427327,0.5591400822171212,-0.03076923076923077,-2.0,28,37,0,0.4307692307692308,-1.2615384615384615,0.0625077546965962,0.05739955169815675,0.13611781324594055,0.5797843971105439,7.225068612129467,0.4785845670772101,0.0931515710912111,0.6436910496677062,88.01309641157665,0.8307692307692308,0.4,2.3076923076923075,5.430769230769231
2024-2025 validate,average,large disadvantage,average | large disadvantage,36,36,16,20,0,0.4444444444444444,0.2954102987654314,0.6041921268399659,-0.5972222222222222,-0.5,14,22,0,0.3888888888888889,-4.055555555555555,-0.010611165890994348,0.08101636605347344,0.17383345702198597,0.9797108865543112,6.834875172450598,0.43818708288147423,0.07821899286516693,0.6374777982405124,87.94483418734177,0.8333333333333334,0.2777777777777778,3.1666666666666665,7.027777777777778
2024-2025 validate,average,extreme disadvantage,average | extreme disadvantage,39,37,20,19,0,0.5128205128205128,0.3619910864569657,0.661350712168669,-1.9743589743589745,0.5,15,24,0,0.38461538461538464,-4.589743589743589,-0.028416326576319796,0.0729801481478159,0.17454138779934045,1.2571918745281014,6.778739293529735,0.4482807761946436,0.08009760818742818,0.6382266035207318,85.60066320991902,0.8205128205128205,0.3333333333333333,2.948717948717949,7.051282051282051
2024-2025 validate,vulnerable,favorable protection,vulnerable | favorable protection,77,77,39,38,0,0.5064935064935064,0.39719817534305907,0.6151716936352885,1.0714285714285714,0.5,46,31,0,0.5974025974025974,3.961038961038961,0.1770090528372692,0.05728172877162787,0.10981883934792151,3.220085424946108,7.904996310941637,0.49254744152033975,0.11213533697576557,0.6699470433233494,99.31259401243811,0.6363636363636364,0.2597402597402597,2.051948051948052,4.0
2024-2025 validate,vulnerable,neutral,vulnerable | neutral,51,50,27,23,1,0.54,0.40398634328388083,0.6703056539821737,1.803921568627451,1.5,26,25,0,0.5098039215686274,1.5098039215686274,0.16501240497434927,0.06880384154253989,0.12804679401985553,4.8855813302750875,7.9412949661631345,0.49085084018279534,0.11059848218181888,0.6877808823882604,101.42269290603514,0.5686274509803921,0.35294117647058826,2.607843137254902,4.921568627450981
2024-2025 validate,vulnerable,moderate disadvantage,vulnerable | moderate disadvantage,15,15,9,6,0,0.6,0.357464427565077,0.8017577191740534,-3.9,1.5,5,10,0,0.3333333333333333,-7.8,-0.11010762249233018,0.07048258511270276,0.15616272114436225,-0.22805511839656384,6.16368542371409,0.44476157934708394,0.06880101369402138,0.627057336575482,85.87012093381075,0.4666666666666667,0.4,2.6,5.933333333333334
2024-2025 validate,vulnerable,large disadvantage,vulnerable | large disadvantage,9,9,5,4,0,0.5555555555555556,0.2666473457440297,0.811224570528086,1.8888888888888888,3.5,5,4,0,0.5555555555555556,3.3333333333333335,0.05670529350980694,0.06481469959257416,0.15328658504242282,-3.199581212805303,7.176282458566941,0.44918365042493963,0.10453682293223607,0.6079440832458075,92.39336121322472,0.6666666666666666,0.2222222222222222,2.6666666666666665,6.444444444444445
2024-2025 validate,vulnerable,extreme disadvantage,vulnerable | extreme disadvantage,6,6,5,1,0,0.8333333333333334,0.43649056343635395,0.9699474141282697,5.583333333333333,5.0,4,2,0,0.6666666666666666,2.5,-0.15898649088675534,0.14009817206430256,0.264533399809828,-4.629935590202386,5.76934292778695,0.3659107909402734,0.09473484848484848,0.5679846308024675,80.26608761784284,0.5,0.3333333333333333,4.166666666666667,7.5
2024-2025 validate,highly vulnerable,favorable protection,highly vulnerable | favorable protection,27,27,18,9,0,0.6666666666666666,0.47824419872105484,0.8135694555640665,4.907407407407407,4.0,20,7,0,0.7407407407407407,6.111111111111111,0.1306658735940163,0.0608723465536167,0.12032913446245971,1.3127115207561888,7.416871027366135,0.46395600702548867,0.09339304552050362,0.6390290472165515,93.54859001452506,0.7037037037037037,0.14814814814814814,2.4814814814814814,4.851851851851852
2024-2025 validate,highly vulnerable,neutral,highly vulnerable | neutral,39,38,18,21,0,0.46153846153846156,0.3156664723404835,0.6143081317826119,-3.3333333333333335,-1.5,15,24,0,0.38461538461538464,-4.871794871794871,0.0077605206650051845,0.07563070320365438,0.156895851016734,0.8857342685222852,6.995755682675085,0.43959669950768104,0.0856282341545929,0.6416835480920761,93.00678143518904,0.48717948717948717,0.38461538461538464,3.0,6.333333333333333
2024-2025 validate,highly vulnerable,moderate disadvantage,highly vulnerable | moderate disadvantage,17,17,11,5,1,0.6875,0.4440393186673406,0.8583556494803894,4.764705882352941,4.5,8,9,0,0.47058823529411764,0.5294117647058824,0.046697377584623834,0.06447793423299676,0.1643769280340701,-0.5398103396725596,6.540126942538667,0.43263193049996973,0.08394016659933037,0.6275684925837585,92.05773490365452,0.17647058823529413,0.29411764705882354,2.4705882352941178,6.352941176470588
2024-2025 validate,highly vulnerable,large disadvantage,highly vulnerable | large disadvantage,4,4,1,2,1,0.3333333333333333,0.0614903152761605,0.7923450448735121,-0.625,-0.25,1,3,0,0.25,-9.75,-0.0650630667371281,0.0906875431331953,0.13210182231921364,-4.367541141146802,6.191435279446197,0.4263273366534236,0.08786881977671451,0.6153757444263463,84.7643127099664,0.25,0.25,2.75,4.25
2024-2025 validate,highly vulnerable,extreme disadvantage,highly vulnerable | extreme disadvantage,6,6,3,3,0,0.5,0.18761280689940868,0.8123871931005913,-3.0833333333333335,-1.0,2,4,0,0.3333333333333333,-6.333333333333333,-0.10592397340013142,0.0876628942369158,0.1631048267293304,-3.787170516315373,6.6189351746369285,0.386461839036995,0.07004482636577579,0.5949408453794419,79.14315899878765,0.8333333333333334,0.16666666666666666,3.6666666666666665,6.5
2026 live,resilient,favorable protection,resilient | favorable protection,1,1,0,1,0,0.0,0.0,0.7934567085261071,-0.5,-0.5,1,0,0,1.0,3.0,0.05536093927935317,0.07894736842105263,0.07894736842105263,-13.596061694211,,,0.034482758620689655,,,,1.0,3.0,3.0
2026 live,resilient,neutral,resilient | neutral,3,3,2,1,0,0.6666666666666666,0.2076549551264879,0.9385096847238394,8.666666666666666,13.5,3,0,0,1.0,14.0,0.40592265369184294,0.04093954093954094,0.0998970998970999,9.67599564640188,,,0.1322351864561885,,,,0.0,1.6666666666666667,4.0
2026 live,resilient,moderate disadvantage,resilient | moderate disadvantage,2,2,0,2,0,0.0,0.0,0.6576280471103807,-12.5,-12.5,0,2,0,0.0,-17.0,0.13833229467110497,0.07289002557544758,0.22250639386189258,0.21399566639773004,,,0.06578947368421052,,,,0.5,3.0,9.0
2026 live,resilient,large disadvantage,resilient | large disadvantage,1,1,1,0,0,1.0,0.20654329147389294,1.0,18.5,18.5,1,0,0,1.0,12.0,0.22998731849701046,0.06060606060606061,0.30303030303030304,2.89057739849748,,,0.13793103448275862,,,,0.0,2.0,10.0
2026 live,resilient,extreme disadvantage,resilient | extreme disadvantage,1,1,0,1,0,0.0,0.0,0.7934567085261071,-18.5,-18.5,0,1,0,0.0,-12.0,-0.06922554143896291,0.08823529411764706,0.2647058823529412,-6.27663032366679,,,0.037037037037037035,,,,2.0,3.0,9.0
2026 live,average,favorable protection,average | favorable protection,4,3,3,1,0,0.75,0.3006360524426366,0.9544139373553637,7.5,15.0,3,1,0,0.75,11.5,0.27329705072786836,0.039413372582001685,0.12486839236208454,7.612067435828302,,,0.11077117327117326,,,,0.25,1.5,4.5
2026 live,average,neutral,average | neutral,5,4,3,2,0,0.6,0.23071993220883708,0.8823817688407467,-0.7,4.5,3,2,0,0.6,0.0,0.05597582031267441,0.06612811791383219,0.16227904040404043,-1.2091422293117098,,,0.10672811059907834,,,,0.6,3.0,7.0
2026 live,average,moderate disadvantage,average | moderate disadvantage,4,4,2,2,0,0.5,0.15003570882017148,0.8499642911798285,-2.875,-2.0,0,4,0,0.0,-4.75,0.05142517697859526,0.05702432488146774,0.18502112966398682,2.080444076527205,,,0.0623743764849058,,,,0.0,2.5,7.75
2026 live,average,large disadvantage,average | large disadvantage,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,-1.5,-1.5,1,1,0,0.5,-9.0,-0.055356016316171375,0.05634920634920634,0.16984126984126985,-7.8902652735511545,,,0.04895833333333333,,,,0.0,2.0,6.0
2026 live,average,extreme disadvantage,average | extreme disadvantage,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,vulnerable,favorable protection,vulnerable | favorable protection,1,1,1,0,0,1.0,0.20654329147389294,1.0,12.5,12.5,1,0,0,1.0,17.0,-0.0639537358359138,0.10344827586206896,0.2413793103448276,0.852363592102414,,,0.18181818181818182,,,,0.0,3.0,7.0
2026 live,vulnerable,neutral,vulnerable | neutral,3,3,1,2,0,0.3333333333333333,0.0614903152761605,0.7923450448735121,-8.333333333333334,-12.5,0,3,0,0.0,-5.0,-0.06524950681549346,0.07556350626118069,0.1300417412045319,6.216979878053837,,,0.12833649588867804,,,,0.0,2.6666666666666665,4.666666666666667
2026 live,vulnerable,moderate disadvantage,vulnerable | moderate disadvantage,1,1,1,0,0,1.0,0.20654329147389294,1.0,10.5,10.5,1,0,0,1.0,6.0,0.012596101882247732,0.12,0.16,-8.32055571832155,,,0.1,,,,0.0,3.0,4.0
2026 live,vulnerable,large disadvantage,vulnerable | large disadvantage,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,vulnerable,extreme disadvantage,vulnerable | extreme disadvantage,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,highly vulnerable,favorable protection,highly vulnerable | favorable protection,1,1,0,1,0,0.0,0.0,0.7934567085261071,-3.0,-3.0,1,0,0,1.0,4.0,0.17057802684813675,0.06976744186046512,0.13953488372093023,15.9417549476904,,,0.10810810810810811,,,,0.0,3.0,6.0
2026 live,highly vulnerable,neutral,highly vulnerable | neutral,3,3,1,2,0,0.3333333333333333,0.0614903152761605,0.7923450448735121,-2.5,-9.5,1,2,0,0.3333333333333333,-10.666666666666666,0.15500701908021855,0.06682027649769585,0.12898773347581202,3.4286620201763696,,,0.10657654366094264,,,,0.0,2.3333333333333335,5.0
2026 live,highly vulnerable,moderate disadvantage,highly vulnerable | moderate disadvantage,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,highly vulnerable,large disadvantage,highly vulnerable | large disadvantage,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,highly vulnerable,extreme disadvantage,highly vulnerable | extreme disadvantage,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2022,resilient,favorable protection,resilient | favorable protection,25,25,11,14,0,0.44,0.2666537494700256,0.6293298298043557,-2.58,-1.5,14,11,0,0.56,-0.24,0.12648222848763369,0.04795075589943857,0.13141238691384127,2.0356454007256892,7.630156114201795,0.4931956323880584,0.10288661821462425,0.6739102308362556,100.97502649781694,0.56,0.24,1.92,5.36
2022,resilient,neutral,resilient | neutral,35,35,13,19,3,0.40625,0.255194024803138,0.5774027342701177,-0.6714285714285714,-0.5,20,15,0,0.5714285714285714,2.914285714285714,0.10770588085188268,0.04431303024825077,0.1368254569799138,0.16314968955138479,7.051088465802705,0.48371910423507236,0.07784078001583064,0.6569899998649937,89.55333238670389,0.8,0.14285714285714285,1.8285714285714285,5.6571428571428575
2022,resilient,moderate disadvantage,resilient | moderate disadvantage,12,11,8,4,0,0.6666666666666666,0.3906175873976139,0.8618821601026385,0.5833333333333334,5.5,7,5,0,0.5833333333333334,-2.4166666666666665,-0.07367689178778442,0.07520890708287488,0.17411041285685794,-1.8864947031438657,6.68708200096838,0.4233026230309738,0.07757799977614219,0.6192442298324049,77.06917746341581,1.1666666666666667,0.3333333333333333,2.5833333333333335,6.416666666666667
2022,resilient,large disadvantage,resilient | large disadvantage,11,11,5,6,0,0.45454545454545453,0.21270957543988045,0.7199122443100118,-0.6818181818181818,-0.5,6,4,1,0.6,-0.7272727272727273,0.12865626107994715,0.0849945778739437,0.1736140424095629,5.8472153884597615,8.914230642013392,0.5159745135106816,0.10547347956077759,0.7025959225529259,105.39606274087832,0.8181818181818182,0.7272727272727273,3.5454545454545454,7.0
2022,resilient,extreme disadvantage,resilient | extreme disadvantage,5,5,2,2,1,0.5,0.15003570882017148,0.8499642911798285,-2.9,0.0,3,2,0,0.6,-4.4,-0.014147625561386648,0.07729198272843972,0.21472381063523555,-1.2145327775887615,6.393552026507754,0.43352024740343104,0.07028178470715452,0.5810009701031837,77.42107963875205,0.4,0.4,3.0,8.6
2022,average,favorable protection,average | favorable protection,53,52,25,26,2,0.49019607843137253,0.35857262142306195,0.623193045515904,0.6981132075471698,0.0,31,22,0,0.5849056603773585,3.3773584905660377,0.11764823313190735,0.0471087005175256,0.1077097572214657,0.24344496888693642,7.259185125929784,0.4869132829589721,0.09451999304646859,0.6453603871669322,91.05757990981394,0.6792452830188679,0.18867924528301888,1.7735849056603774,4.2075471698113205
2022,average,neutral,average | neutral,65,57,35,27,3,0.5645161290322581,0.4409276740746583,0.6805760560898577,0.9307692307692308,0.5,34,31,0,0.5230769230769231,0.8923076923076924,0.07245044064556935,0.05882985580740267,0.15659659785080504,0.4774660580705502,7.196660299109178,0.47352735763832665,0.09243207766040697,0.6448580044694374,90.96961936611602,0.7538461538461538,0.2923076923076923,2.3846153846153846,6.3538461538461535
2022,average,moderate disadvantage,average | moderate disadvantage,22,22,10,11,1,0.47619047619047616,0.28343712296762946,0.6763078209973324,1.75,-0.25,8,14,0,0.36363636363636365,0.4090909090909091,-0.05360927535317643,0.08424490891927781,0.1627865368645139,0.7228386617422644,6.997810320110897,0.437014746701527,0.07403166454641463,0.6440241966864706,89.07062693638849,0.6363636363636364,0.36363636363636365,3.227272727272727,6.363636363636363
2022,average,large disadvantage,average | large disadvantage,10,10,5,5,0,0.5,0.23658959361548731,0.7634104063845126,-2.4,-0.25,4,6,0,0.4,-4.3,-0.09723446615023754,0.0843247205403561,0.17964070423663453,-2.665967945331539,6.672857589270633,0.40053501937244357,0.0791979111979112,0.6284633093037123,87.88581430507686,0.8,0.4,3.3,7.1
2022,average,extreme disadvantage,average | extreme disadvantage,16,16,8,8,0,0.5,0.2799923761135083,0.7200076238864916,-0.21875,0.5,5,10,1,0.3333333333333333,-3.375,-0.048858944515913494,0.0766348109479581,0.16219442868526474,2.1340141945878726,6.589605881047074,0.46057424404062397,0.06751613562123085,0.6855523685956066,91.83531698829074,0.5625,0.3125,2.8125,6.125
2022,vulnerable,favorable protection,vulnerable | favorable protection,16,16,10,6,0,0.625,0.3864064709793481,0.815190174452472,1.09375,4.5,12,4,0,0.75,3.6875,0.08907632999088085,0.0589766774872794,0.11951831509138115,-2.7165492491421137,7.1644771833284935,0.4647603440019375,0.0888004937790755,0.6260845387013763,93.83664854522975,0.5,0.25,2.0625,4.0625
2022,vulnerable,neutral,vulnerable | neutral,24,24,11,13,0,0.4583333333333333,0.2789105835168143,0.6492544644689336,-0.5625,-1.25,12,12,0,0.5,-1.0833333333333333,0.028782951666940924,0.06156621256548315,0.12017128325500785,1.2806958456005415,6.9497430117545305,0.46448793976361746,0.08907741471541147,0.6396707987786553,89.73231945154832,0.7083333333333334,0.25,2.4166666666666665,4.75
2022,vulnerable,moderate disadvantage,vulnerable | moderate disadvantage,9,9,4,5,0,0.4444444444444444,0.188775429471914,0.7333526542559703,-2.5,-1.0,4,5,0,0.4444444444444444,-4.111111111111111,-0.02093701361485372,0.10062228506500953,0.17209050552703803,0.33000721113263487,6.957333254824294,0.4461021835634839,0.06894200930491252,0.646922205631883,91.98341052283705,0.2222222222222222,0.4444444444444444,3.5555555555555554,6.111111111111111
2022,vulnerable,large disadvantage,vulnerable | large disadvantage,2,2,2,0,0,1.0,0.34237195288961925,1.0,9.25,9.25,2,0,0,1.0,7.5,0.18217935128343798,0.0,0.10476190476190475,0.38973069616726486,5.853448275862069,0.5047619047619047,0.034482758620689655,0.6901939655172413,92.60955459770113,0.0,0.0,0.0,5.0
2022,vulnerable,extreme disadvantage,vulnerable | extreme disadvantage,2,2,0,2,0,0.0,0.0,0.6576280471103807,-11.25,-11.25,0,2,0,0.0,-9.5,-0.23412791659079282,0.060000000000000005,0.18,-5.29454486474158,6.11231884057971,0.36,0.03359683794466403,0.5942028985507246,71.54718771566597,1.0,1.0,3.0,9.0
2022,highly vulnerable,favorable protection,highly vulnerable | favorable protection,7,7,0,7,0,0.0,0.0,0.35433884297520657,-5.142857142857143,-4.5,2,5,0,0.2857142857142857,-3.857142857142857,0.01749175570659685,0.05138090541533668,0.07607228253458151,0.9657822394403891,7.456220862470863,0.44692547816281714,0.1044509232009232,0.6674948954554216,90.67542243940271,0.8571428571428571,0.0,2.2857142857142856,3.2857142857142856
2022,highly vulnerable,neutral,highly vulnerable | neutral,12,12,4,7,1,0.36363636363636365,0.15166223614131383,0.6462032231083628,-2.2916666666666665,-2.5,5,7,0,0.4166666666666667,-3.25,-0.08429596664271903,0.07943694914716486,0.14193885938753817,-2.098761385912287,6.110147729026679,0.4204381254572352,0.07145240605024135,0.6204052843000811,87.76987887504072,0.3333333333333333,0.08333333333333333,2.75,5.0
2022,highly vulnerable,moderate disadvantage,highly vulnerable | moderate disadvantage,6,6,3,3,0,0.5,0.18761280689940868,0.8123871931005913,3.5833333333333335,-1.5,2,4,0,0.3333333333333333,0.0,0.04703084302433158,0.08733890434657698,0.1439134182100934,-1.4602402320105685,6.418399927020616,0.44066956771560356,0.04879584017515052,0.6553594234628717,86.68734415860852,0.8333333333333334,0.16666666666666666,3.5,5.666666666666667
2022,highly vulnerable,large disadvantage,highly vulnerable | large disadvantage,3,3,3,0,0,1.0,0.43849391955098227,1.0,3.3333333333333335,3.5,1,2,0,0.3333333333333333,-1.6666666666666667,0.062258698442655504,0.13915243516761544,0.16951296647691336,2.7829865351766068,8.751322751322752,0.4759645793801391,0.14598364598364597,0.7442680776014109,114.30776014109347,0.0,0.6666666666666666,4.666666666666667,5.666666666666667
2022,highly vulnerable,extreme disadvantage,highly vulnerable | extreme disadvantage,4,4,1,3,0,0.25,0.045586062644636216,0.6993639475573634,0.625,-6.75,1,3,0,0.25,-6.75,-0.08402855905470305,0.11044973544973544,0.18306878306878308,-0.7442827305193827,7.321515988037727,0.44252645502645505,0.11390873015873015,0.6091741430871866,88.00353692201519,0.75,0.75,3.75,6.5
2023,resilient,favorable protection,resilient | favorable protection,37,35,19,15,3,0.5588235294117647,0.3945361778918369,0.7111675978470325,1.527027027027027,0.5,26,11,0,0.7027027027027027,5.27027027027027,0.10961161563972921,0.03898247035937124,0.13498482413373755,1.0036943587455893,7.282281685054286,0.4830274193671466,0.09216747095271831,0.6622946968238669,95.14146934627362,0.7297297297297297,0.10810810810810811,1.4594594594594594,5.027027027027027
2023,resilient,neutral,resilient | neutral,49,46,22,24,3,0.4782608695652174,0.34124459875672114,0.6186282785184867,-2.479591836734694,0.0,24,25,0,0.4897959183673469,-0.9183673469387755,0.017058654158151238,0.05907009135630117,0.1561471074442173,-1.6629374812274778,7.0372430448542005,0.4556569641937817,0.09500079264407166,0.6291472454288044,87.02367815997246,0.8163265306122449,0.40816326530612246,2.489795918367347,6.387755102040816
2023,resilient,moderate disadvantage,resilient | moderate disadvantage,17,17,10,6,1,0.625,0.3864064709793481,0.815190174452472,1.6764705882352942,2.0,7,10,0,0.4117647058823529,-0.23529411764705882,0.031284668861408675,0.06275542589745035,0.18464379101991724,2.9358860446365886,7.56807566547149,0.4657622202232489,0.10610621330049569,0.6616234647517836,93.272612951883,1.0588235294117647,0.29411764705882354,2.4705882352941178,7.647058823529412
2023,resilient,large disadvantage,resilient | large disadvantage,7,7,3,3,1,0.5,0.18761280689940868,0.8123871931005913,0.5714285714285714,0.0,3,4,0,0.42857142857142855,-1.5714285714285714,-0.05390493008498761,0.06991413248516884,0.17851956646082548,-0.9945277179704686,6.511911791083123,0.4274439379166064,0.08455457227853645,0.6496413998328531,81.54196182309104,1.1428571428571428,0.42857142857142855,2.857142857142857,7.714285714285714
2023,resilient,extreme disadvantage,resilient | extreme disadvantage,14,14,5,7,2,0.4166666666666667,0.19325746190524656,0.6804926643446272,-1.5714285714285714,-0.25,4,10,0,0.2857142857142857,-5.428571428571429,0.015787083241718704,0.10200803749191978,0.2018952083543433,1.9638147255807132,6.73117194477197,0.41984631114740045,0.11429027591829741,0.6271975746074344,90.48877796410196,0.35714285714285715,0.7142857142857143,3.7857142857142856,7.428571428571429
2023,average,favorable protection,average | favorable protection,74,71,34,40,0,0.4594594594594595,0.35073184428251214,0.5721885478985324,0.42567567567567566,-0.5,43,31,0,0.581081081081081,4.121621621621622,0.11743603136137892,0.056443899528950764,0.11503877258169139,2.7740974540803665,7.5886396710987425,0.49776911848040534,0.09261013476333388,0.6822521023146126,95.51886687852804,0.7162162162162162,0.20270270270270271,2.22972972972973,4.513513513513513
2023,average,neutral,average | neutral,102,94,52,46,4,0.5306122448979592,0.43252291695680106,0.6263921040169464,1.0686274509803921,0.5,56,46,0,0.5490196078431373,2.0686274509803924,0.05948029838009745,0.06006409619665668,0.1321782799469486,-0.043268373003789266,7.307311028561756,0.4612210801441617,0.0975946712179314,0.6403544999757875,91.0333455182994,0.696078431372549,0.29411764705882354,2.3823529411764706,5.323529411764706
2023,average,moderate disadvantage,average | moderate disadvantage,19,19,5,13,1,0.2777777777777778,0.12499569146355474,0.5087307754619452,-5.0,-2.5,6,13,0,0.3157894736842105,-6.105263157894737,-0.014278931044768862,0.07671230649563142,0.1810130332529523,-0.3825566030494717,7.14206238032074,0.4495977862855149,0.09927965038398644,0.6327563560957519,84.63425379206909,0.7368421052631579,0.42105263157894735,3.1052631578947367,7.2105263157894735
2023,average,large disadvantage,average | large disadvantage,15,15,7,8,0,0.4666666666666667,0.24809225259746442,0.6988336984894921,-2.7666666666666666,-1.5,7,8,0,0.4666666666666667,-4.8,0.08147506234354265,0.05389674730312212,0.16389325782635628,3.0560737763215804,7.163879746308341,0.46927652819118476,0.07318517091507408,0.6550752325310794,93.82778842103504,0.5333333333333333,0.06666666666666667,2.2666666666666666,6.866666666666666
2023,average,extreme disadvantage,average | extreme disadvantage,12,12,8,3,1,0.7272727272727273,0.4343497069897537,0.9025411942607853,5.166666666666667,8.0,6,6,0,0.5,-0.3333333333333333,-0.07264518695666992,0.08902525647394947,0.209390975173664,0.14397466036912365,6.083708105259831,0.41026205169227065,0.07328610051689301,0.6360212756129272,80.57045047895018,0.8333333333333334,0.5833333333333334,3.25,7.666666666666667
2023,vulnerable,favorable protection,vulnerable | favorable protection,27,27,13,11,3,0.5416666666666666,0.35074553553106635,0.7210894164831857,0.6296296296296297,0.0,16,11,0,0.5925925925925926,3.8518518518518516,0.14271291476263087,0.05101049156567062,0.10613258449827238,2.7118632630623085,7.408780366866871,0.47899977847369357,0.09738977276548269,0.6566180060973239,94.34450754007469,0.5925925925925926,0.18518518518518517,2.0,4.111111111111111
2023,vulnerable,neutral,vulnerable | neutral,27,26,9,17,1,0.34615384615384615,0.19412014972852126,0.5377977099036699,-3.037037037037037,-4.0,8,19,0,0.2962962962962963,-6.555555555555555,-0.06400265707977977,0.06363032406011743,0.13717351485212784,-2.1482735088835514,6.379119319219195,0.43686593356832837,0.07786034932934577,0.6141715894137575,80.42111923379207,0.8888888888888888,0.3333333333333333,2.6296296296296298,5.666666666666667
2023,vulnerable,moderate disadvantage,vulnerable | moderate disadvantage,11,11,4,6,1,0.4,0.16817758120350967,0.6873304525498135,-2.0,-0.5,4,7,0,0.36363636363636365,-4.909090909090909,-0.05698000099253302,0.10159824214958792,0.18343617270345822,-0.9751584876899616,6.948572166092066,0.4503508943633761,0.08461625954922979,0.6212258968281172,82.35377341048685,0.7272727272727273,0.7272727272727273,3.909090909090909,7.181818181818182
2023,vulnerable,large disadvantage,vulnerable | large disadvantage,4,4,0,4,0,0.0,0.0,0.48990002040399916,-13.625,-14.75,0,4,0,0.0,-23.0,-0.29285809692137144,0.09930927393446135,0.18265867066466768,-11.070776746364507,5.657072959246872,0.31821232241022346,0.054688467731945994,0.52487922705314,53.46199006977993,1.75,0.25,3.75,6.5
2023,vulnerable,extreme disadvantage,vulnerable | extreme disadvantage,3,3,2,1,0,0.6666666666666666,0.2076549551264879,0.9385096847238394,11.666666666666666,12.5,2,1,0,0.6666666666666666,7.333333333333333,0.2056291705315378,0.09883557800224467,0.176837822671156,5.674966901340054,8.544201412622465,0.46148989898989895,0.1111111111111111,0.7144755828966356,99.88149034201666,0.6666666666666666,0.3333333333333333,4.333333333333333,7.666666666666667
2023,highly vulnerable,favorable protection,highly vulnerable | favorable protection,10,10,5,4,1,0.5555555555555556,0.2666473457440297,0.811224570528086,3.75,3.25,7,3,0,0.7,5.2,0.14867970741569944,0.05075168512046698,0.12120020316164956,4.454961991414179,7.798973985287015,0.47633326494682937,0.12371683677911191,0.6837174175494511,103.97558964189389,0.5,0.3,2.2,5.3
