window,tier,edge_bucket,group,n,games,ats_w,ats_l,ats_p,ats_pct,ats_ci_low,ats_ci_high,mean_ats_margin,median_ats_margin,su_w,su_l,su_t,su_pct,mean_score_margin,mean_qb_team_pass_epa_db,mean_sack_rate,mean_hits_allowed_rate,mean_cpoe,mean_yards_attempt,mean_pass_success_rate,mean_explosive_pass_rate,mean_qb_completion_pct,mean_qb_passer_rating,mean_qb_interceptions,mean_team_sack_fumbles,mean_sacks,mean_hits_allowed
2023-2025,highly vulnerable,moderate disadvantage,highly vulnerable | moderate disadvantage,26,26,16,8,2,0.6666666666666666,0.4670595949408046,0.8202802131162036,3.3846153846153846,4.75,11,15,0,0.4230769230769231,-2.1923076923076925,-0.05992301568547164,0.08052475682704958,0.18529927358942735,-0.4437119392118938,6.567521820476999,0.4109334599211896,0.08568740875081977,0.6160421601974662,86.57634699446068,0.5769230769230769,0.3076923076923077,3.0,6.961538461538462
2023-2025,highly vulnerable,large disadvantage,highly vulnerable | large disadvantage,7,7,3,3,1,0.5,0.18761280689940868,0.8123871931005913,-0.5714285714285714,0.0,2,5,0,0.2857142857142857,-7.571428571428571,-0.020148806881164303,0.0681962300800678,0.12274878098850613,-5.306136569554752,6.172715860881569,0.41338452141280213,0.06835437524292014,0.6251004455213874,86.40132107873782,0.2857142857142857,0.14285714285714285,2.2857142857142856,4.428571428571429
2023-2025,highly vulnerable,extreme disadvantage,highly vulnerable | extreme disadvantage,10,10,5,4,1,0.5555555555555556,0.2666473457440297,0.811224570528086,-1.05,0.5,3,7,0,0.3,-5.0,-0.03712783410548715,0.07514984330478255,0.1533525817904419,0.40997725018967446,6.78202066879538,0.4282001760610591,0.0715600862063144,0.6386485954971193,87.17108275595385,0.7,0.3,3.4,6.7
2022-2023 explore,resilient,favorable protection,resilient | favorable protection,62,60,30,29,3,0.5084745762711864,0.3843492802145344,0.6315637455518369,-0.12903225806451613,0.0,40,22,0,0.6451612903225806,3.0483870967741935,0.11641428211065843,0.042598714528753225,0.1335443252547471,1.4198036498665974,7.422553632291185,0.48712750526267556,0.0964897077518739,0.6669783798933784,97.49371013318624,0.6612903225806451,0.16129032258064516,1.6451612903225807,5.161290322580645
2022-2023 explore,resilient,neutral,resilient | neutral,84,81,35,43,6,0.44871794871794873,0.3433419189622355,0.5589082814248538,-1.7261904761904763,-0.5,44,40,0,0.5238095238095238,0.6785714285714286,0.054828331947206,0.0529213158946135,0.14809641975075752,-0.9020678267362848,7.043011970249411,0.4673495225443194,0.08785078738230456,0.6407483931105501,88.0777007544439,0.8095238095238095,0.2976190476190476,2.2142857142857144,6.083333333333333
2022-2023 explore,resilient,moderate disadvantage,resilient | moderate disadvantage,29,28,18,10,1,0.6428571428571429,0.4582997758222723,0.7929438802754113,1.2241379310344827,2.5,14,15,0,0.4827586206896552,-1.1379310344827587,-0.012147701062395358,0.06790859052590187,0.18028515178003063,0.9404181490032971,7.203526562918478,0.4481927317298937,0.09430143529041837,0.6440872296127305,86.56774309458623,1.103448275862069,0.3103448275862069,2.5172413793103448,7.137931034482759
2022-2023 explore,resilient,large disadvantage,resilient | large disadvantage,18,18,8,9,1,0.47058823529411764,0.26164801196088106,0.6903710268845051,-0.19444444444444445,-0.25,9,8,1,0.5294117647058824,-1.0555555555555556,0.05766024229358365,0.07912996022275347,0.17552174620727612,3.1865375137368943,7.979995533318288,0.4815459563352078,0.09733834895101715,0.6820024970506754,96.11946793951661,0.9444444444444444,0.6111111111111112,3.2777777777777777,7.277777777777778
2022-2023 explore,resilient,extreme disadvantage,resilient | extreme disadvantage,19,19,7,9,3,0.4375,0.2309836333518552,0.6682180439322347,-1.9210526315789473,0.0,7,12,0,0.3684210526315789,-5.157894736842105,0.00790952829353308,0.09550381255416188,0.20527115632299917,1.1274074879045355,6.642324597860334,0.4234447154253032,0.10270909402062824,0.6150405734221052,87.04990998374672,0.3684210526315789,0.631578947368421,3.5789473684210527,7.7368421052631575
2022-2023 explore,average,favorable protection,average | favorable protection,127,123,59,66,2,0.472,0.38662908900238147,0.559040632578226,0.5393700787401575,-0.5,74,53,0,0.5826771653543307,3.811023622047244,0.11752458800577269,0.05254810781552137,0.11198020711640033,1.7179983854563365,7.451150766421934,0.49323873042815375,0.09340716223582318,0.6668563471742421,93.65706995457649,0.7007874015748031,0.1968503937007874,2.0393700787401574,4.3858267716535435
2022-2023 explore,average,neutral,average | neutral,167,151,87,73,7,0.54375,0.466448820297763,0.6189995639953589,1.0149700598802396,0.5,90,77,0,0.5389221556886228,1.6107784431137724,0.0645285573457003,0.059583703230779377,0.14168241565803044,0.15941269298322905,7.264243379373628,0.46601094862991443,0.09558527851590096,0.6421073610062501,91.00854192613221,0.718562874251497,0.2934131736526946,2.3832335329341316,5.724550898203593
