window,group,n,games,ats_w,ats_l,ats_p,ats_pct,ats_ci_low,ats_ci_high,mean_ats_margin,median_ats_margin,su_w,su_l,su_t,su_pct,mean_score_margin,mean_qb_team_pass_epa_db,mean_sack_rate,mean_hits_allowed_rate,mean_cpoe,mean_yards_attempt,mean_pass_success_rate,mean_explosive_pass_rate,mean_qb_completion_pct,mean_qb_passer_rating,mean_qb_interceptions,mean_team_sack_fumbles,mean_sacks,mean_hits_allowed
2022-2023 explore,edge z >=1,115,107,55,54,6,0.5045871559633027,0.4121794122144945,0.5966825677645203,-0.44782608695652176,0.0,46,67,2,0.40707964601769914,-3.6695652173913045,-0.005563849675586122,0.07998447628734039,0.17721190347609383,0.9503110086013281,6.928272856249167,0.4416222855018184,0.08310591849389246,0.6511821725360918,89.61679455521906,0.6608695652173913,0.4434782608695652,3.1130434782608694,6.991304347826087
2022-2023 explore,vulnerable alone,204,180,92,103,9,0.4717948717948718,0.40295029281116135,0.5417292913402436,-0.3161764705882353,-0.5,93,111,0,0.45588235294117646,-1.6176470588235294,0.003819519818398898,0.07144658190593177,0.1386235905379084,-0.07030514205821577,6.99581723143679,0.44462110472348987,0.08813854948159221,0.6375305961437505,88.41749352473448,0.7058823529411765,0.3235294117647059,2.784313725490196,5.4411764705882355
2022-2023 explore,vulnerable + edge z>=1,25,25,12,12,1,0.5,0.31427131627763083,0.6857286837223692,-0.18,0.0,8,17,0,0.32,-5.28,-0.016972161178805935,0.08052578330801566,0.1582886810829178,-0.9818400703056508,6.97129312249504,0.42945821536180717,0.08016678029759021,0.6484911685532099,87.97388857285426,0.68,0.44,3.2,6.48
2022-2023 explore,resilient + edge z>=1,37,37,15,18,4,0.45454545454545453,0.298426891258915,0.6201434205625044,-1.0810810810810811,0.0,16,20,1,0.4444444444444444,-3.1621621621621623,0.03211257834761174,0.08753815466320644,0.19079847032075556,2.1291464193905476,7.293083431326366,0.45171018397606755,0.1000962991218985,0.6476166443765448,91.46212736763478,0.6486486486486487,0.6216216216216216,3.4324324324324325,7.513513513513513
2022-2023 explore,vulnerable + neutral/favorable,144,137,64,74,6,0.463768115942029,0.382674189047319,0.5468246321729718,-0.3055555555555556,-1.0,72,72,0,0.5,-0.2847222222222222,0.02839144426729132,0.06261961580039814,0.12408700796647579,0.20195560610625174,7.053682535825899,0.45155504127592494,0.09257758896969245,0.638247148275772,89.56910881290338,0.6944444444444444,0.2708333333333333,2.4722222222222223,4.909722222222222
2022-2023 explore,vulnerable + edge + underdog,19,19,8,10,1,0.4444444444444444,0.24559231101389126,0.6628393057174837,-1.2894736842105263,-3.5,4,15,0,0.21052631578947367,-8.947368421052632,-0.05341275813819328,0.08221211156953805,0.1595885994571772,-2.126825851894523,6.638582288324609,0.41923163229363386,0.07662689794239193,0.631807388013193,85.1238463429804,0.7368421052631579,0.42105263157894735,3.210526315789474,6.315789473684211
2022-2023 explore,vulnerable + edge + favorite,6,6,4,2,0,0.6666666666666666,0.29998832134152864,0.9032306674407831,3.3333333333333335,2.0,4,2,0,0.6666666666666666,6.333333333333333,0.0984230625259207,0.0751857438131948,0.15417227289776309,2.6439482380591097,8.024877430701407,0.46184239507768915,0.09137640775571809,0.7013231402632631,96.99902230078821,0.5,0.5,3.1666666666666665,7.0
2022-2023 explore,vulnerable + edge + high prior pass rate,16,16,8,7,1,0.5333333333333333,0.3011663015105079,0.7519077474025355,1.03125,0.25,6,10,0,0.375,-3.25,0.04076975567353798,0.06457468366364064,0.1539120597984016,-0.05863803971204984,6.942826629636692,0.43388430197911626,0.07285167211856261,0.6527172412109199,88.2385589435212,0.625,0.4375,2.6875,6.5625
2022-2023 explore,fixed z vulnerability >=0.5 + edge >=1 + gate 50,19,19,8,9,2,0.47058823529411764,0.26164801196088106,0.6903710268845051,-0.8157894736842105,0.0,5,14,0,0.2631578947368421,-5.947368421052632,-0.048776285871441984,0.08317083722640613,0.15692309073129698,-1.0521088210373462,6.655485480126128,0.4133761504861397,0.0836175295446097,0.6590907566031327,89.81365846663252,0.47368421052631576,0.47368421052631576,3.0526315789473686,5.842105263157895
2022-2023 explore,fixed z vulnerability >=0.5 + edge >=1 + gate 100,16,16,8,7,1,0.5333333333333333,0.3011663015105079,0.7519077474025355,-0.375,0.25,4,12,0,0.25,-6.5,-0.014043044065014089,0.08550415125763931,0.15774040101264591,0.20612966245033054,7.063868330958048,0.4350348197279319,0.09360249649616735,0.6618092266183311,92.20970675320552,0.5625,0.5,3.25,6.125
2022-2023 explore,fixed z vulnerability >=0.5 + edge >=1 + gate 200,9,9,3,5,1,0.375,0.13684175946152105,0.6942621454161981,-5.166666666666667,-3.5,1,8,0,0.1111111111111111,-11.444444444444445,-0.11313406408145767,0.0829618247145996,0.15828692642345793,-2.7430064703394788,6.259226883104537,0.4000967400466287,0.07942800355843833,0.630159260280595,86.79271401977418,0.7777777777777778,0.4444444444444444,3.2222222222222223,6.222222222222222
