window,group,n,games,ats_w,ats_l,ats_p,ats_pct,ats_ci_low,ats_ci_high,mean_ats_margin,median_ats_margin,su_w,su_l,su_t,su_pct,mean_score_margin,mean_qb_team_pass_epa_db,mean_sack_rate,mean_hits_allowed_rate,mean_cpoe,mean_yards_attempt,mean_pass_success_rate,mean_explosive_pass_rate,mean_qb_completion_pct,mean_qb_passer_rating,mean_qb_interceptions,mean_team_sack_fumbles,mean_sacks,mean_hits_allowed
2022-2023 explore,vulnerable + edge + favorite 0-3,4,4,3,1,0,0.75,0.3006360524426366,0.9544139373553637,8.5,3.25,3,1,0,0.75,10.75,0.2366918994017515,0.04366096866096866,0.11743487993487994,1.8482866236160573,7.9262050349410025,0.487469474969475,0.09792319749216301,0.6723550807652653,97.78854667869552,0.5,0.25,2.0,5.75
2022-2023 explore,vulnerable + edge + favorite 3.5-6.5,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,-7.0,-7.0,1,1,0,0.5,-2.5,-0.17811461122574096,0.13823529411764707,0.22764705882352942,4.235271466945215,8.222222222222221,0.41058823529411764,0.07828282828282829,0.7592592592592593,95.41997354497354,0.5,1.0,5.5,9.5
2022-2023 explore,vulnerable + edge + favorite 7+,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2022-2023 explore,vulnerable + edge + underdog 0-3,2,2,0,2,0,0.0,0.0,0.6576280471103807,-4.5,-4.5,0,2,0,0.0,-6.0,-0.18734880340191296,0.06555555555555555,0.20333333333333334,-7.668026629039365,5.964170692431562,0.3811111111111111,0.06642512077294685,0.5201288244766505,64.20591787439614,1.0,0.5,3.0,9.5
2022-2023 explore,vulnerable + edge + underdog 3.5-6.5,4,4,4,0,0,1.0,0.5100999795960008,1.0,9.0,10.25,3,1,0,0.75,3.25,0.08371743025355848,0.044366537717601545,0.13516164686377452,0.22285468279670484,6.312770562770563,0.4651872064106106,0.056006493506493504,0.6751555735930737,93.58033459595961,0.0,0.0,2.0,5.5
2022-2023 explore,vulnerable + edge + underdog 7+,13,13,4,8,1,0.3333333333333333,0.13811783989736134,0.609382412602386,-3.9615384615384617,-5.0,1,12,0,0.07692307692307693,-13.153846153846153,-0.07500111683354466,0.09641945060305425,0.16037462581266168,-1.9973120507003097,6.842587680170938,0.4109561512087984,0.08454114194873684,0.6356508022250055,85.73999279876898,0.9230769230769231,0.5384615384615384,3.6153846153846154,6.076923076923077
2022-2023 explore,vulnerable + edge + home,15,15,7,7,1,0.5,0.2679886791947528,0.7320113208052472,0.0,0.0,6,9,0,0.4,-3.6666666666666665,-0.004157637219132686,0.07450414661317492,0.16275670784158877,0.520948000145938,7.0262108749058365,0.4327197538242302,0.08271866136757221,0.6730697568227701,89.88345835442215,0.6666666666666666,0.4666666666666667,3.0,6.8
2022-2023 explore,vulnerable + edge + away,10,10,5,5,0,0.5,0.23658959361548731,0.7634104063845126,-0.45,-1.75,2,8,0,0.2,-7.7,-0.036193947118315827,0.08955823835027679,0.15158664094491134,-3.2360221759830345,6.88891649387885,0.42456590766817265,0.07633895869261723,0.6116232861488694,85.10953390050244,0.7,0.4,3.5,6.0
2024-2025 validate,all,969,511,488,472,9,0.5083333333333333,0.47673821784407544,0.5398620202033381,0.1651186790505676,0.5,496,471,2,0.5129265770423992,0.38802889576883387,0.08597137532839276,0.06115670997629444,0.14026597788336548,1.2777443529465278,7.258254216899418,0.4693125390708017,0.09247640346508441,0.6539838275780789,93.42687219307126,0.6749226006191951,0.2714138286893705,2.371517027863777,5.489164086687307
2024-2025 validate,edge top quartile,247,205,119,126,2,0.4857142857142857,0.42383505835886304,0.5480345968756316,-0.4352226720647773,-0.5,114,132,1,0.4634146341463415,-1.8663967611336032,0.00767749521374868,0.07305307493963227,0.16832042159087998,0.23962043968495136,6.982649427688476,0.4474765761575659,0.08946663929281912,0.6414054215373173,89.14020103311428,0.708502024291498,0.32388663967611336,2.8137651821862346,6.558704453441296
2024-2025 validate,edge top 20%,205,179,97,107,1,0.47549019607843135,0.408046764981015,0.5438396716130065,-0.7341463414634146,-0.5,88,116,1,0.43137254901960786,-2.424390243902439,0.0030429685757306715,0.07486157574232288,0.17172416711014296,0.08413752678718095,6.9062584477375975,0.4453861526771468,0.08783251631692195,0.6367501775112849,88.31555633820446,0.7268292682926829,0.32195121951219513,2.848780487804878,6.6292682926829265
2024-2025 validate,edge top 10%,102,96,49,53,0,0.4803921568627451,0.3859172379946161,0.5762904383821584,-1.2990196078431373,-0.5,42,60,0,0.4117647058823529,-3.284313725490196,-0.03191290322662975,0.08132233856228341,0.18232948848503266,-0.36460390835523765,6.741061932254726,0.4338433681861038,0.08204732136030965,0.6305063535099014,86.53097768848522,0.8333333333333334,0.3333333333333333,3.1862745098039214,7.176470588235294
2024-2025 validate,edge z >=0.5,297,240,143,151,3,0.48639455782312924,0.4298058283561075,0.5433342568435423,-0.4882154882154882,-0.5,133,163,1,0.44932432432432434,-2.0841750841750843,0.012206703861087848,0.07016313516884568,0.16549906507845233,-0.14043985641927384,6.945706737273456,0.4487941669682435,0.08838455793341371,0.6381420122387652,88.63440797698748,0.7239057239057239,0.3164983164983165,2.727272727272727,6.498316498316498
2024-2025 validate,edge z >=1,143,130,68,74,1,0.4788732394366197,0.3983508906520301,0.5605085842851618,-0.8951048951048951,-0.5,61,82,0,0.42657342657342656,-3.0489510489510487,-0.01875173427297747,0.08063394998604932,0.17818812539148313,-0.3987806570427437,6.800871659134052,0.4368128627215698,0.08271483132736376,0.6316675935949851,87.52585277146117,0.7552447552447552,0.3006993006993007,3.1188811188811187,6.979020979020979
2024-2025 validate,vulnerable alone,251,223,136,112,3,0.5483870967741935,0.4861808072458101,0.6091171895902964,0.9123505976095617,1.5,132,119,0,0.5258964143426295,0.8645418326693227,0.09433801707413254,0.0676448300450191,0.13531843208199149,1.8236312287981777,7.386853146686611,0.465812724326231,0.09910772777565378,0.6530966812537939,95.4294413241356,0.5617529880478087,0.2948207171314741,2.541832669322709,5.151394422310757
2024-2025 validate,vulnerable + edge z>=1,25,25,14,10,1,0.5833333333333334,0.3883433764938864,0.7553265275346177,1.18,3.5,12,13,0,0.48,-1.28,-0.05357469644326283,0.09250595466693035,0.1789526365557444,-3.87076128475766,6.547278074377221,0.4104879192120704,0.09123938938402913,0.5964221033603644,85.08211925834684,0.6,0.24,3.28,6.36
2024-2025 validate,resilient + edge z>=1,43,43,18,25,0,0.4186046511627907,0.2838433433748524,0.5667168424428823,-1.372093023255814,-3.0,20,23,0,0.46511627906976744,-1.8372093023255813,0.0034443748511176937,0.08035327966609142,0.18469691721215575,-1.0362017874586522,6.939915273043201,0.440566421710664,0.08389641122689728,0.6413459308396927,90.34195509137511,0.7209302325581395,0.32558139534883723,3.13953488372093,7.232558139534884
2024-2025 validate,vulnerable + neutral/favorable,194,177,102,91,1,0.5284974093264249,0.45820237724694646,0.5976801191359319,0.9123711340206185,0.5,107,87,0,0.5515463917525774,1.8402061855670102,0.1333812815213154,0.06449917430914975,0.12553743270588466,2.9231859438024026,7.66381829164969,0.47747747070554886,0.10379410772932697,0.6646504638563765,97.79744063675295,0.5979381443298969,0.29381443298969073,2.448453608247423,4.829896907216495
2024-2025 validate,vulnerable + edge + underdog,17,17,9,7,1,0.5625,0.33178195606776517,0.7690163666481448,0.47058823529411764,1.0,6,11,0,0.35294117647058826,-6.470588235294118,-0.10503788868022408,0.09762961906696693,0.19433794407873972,-5.395095944174616,6.091494615230749,0.38989017755477723,0.0771721692255121,0.5856607292781719,81.78883943803305,0.6470588235294118,0.35294117647058826,3.2941176470588234,6.647058823529412
2024-2025 validate,vulnerable + edge + favorite,8,8,5,3,0,0.625,0.30573785458380187,0.863158240538479,2.6875,3.5,6,2,0,0.75,9.75,0.055784587060279875,0.08161816781685258,0.14625885806937933,-0.6315501334966278,7.515817925063478,0.4542581202338186,0.12113223222087786,0.6192900232850231,92.08033887651366,0.5,0.0,3.25,5.75
2024-2025 validate,vulnerable + edge + high prior pass rate,12,12,6,6,0,0.5,0.2537781703934222,0.7462218296065778,1.7083333333333333,0.25,3,9,0,0.25,-6.083333333333333,-0.14555130462874732,0.1072189300792334,0.1887256124141601,-4.969201736755473,6.270132339662784,0.3835355683249681,0.07916038998595903,0.6006843188941356,80.92102632557246,0.8333333333333334,0.4166666666666667,3.75,6.833333333333333
2024-2025 validate,fixed z vulnerability >=0.5 + edge >=1 + gate 50,8,7,5,2,1,0.7142857142857143,0.35892909014821267,0.9177828342909844,5.6875,3.25,5,3,0,0.625,2.125,-0.03684255908680324,0.07476883616608085,0.1494649938469453,-3.708911097047558,6.339934654592287,0.4378406709106912,0.07587609051955402,0.6057445257046092,88.32481273242219,0.25,0.25,2.375,5.0
2024-2025 validate,fixed z vulnerability >=0.5 + edge >=1 + gate 100,6,6,3,2,1,0.6,0.23071993220883708,0.8823817688407467,1.6666666666666667,3.0,3,3,0,0.5,-5.666666666666667,-0.0809796481086205,0.07376585562884855,0.13910147327740857,-4.945001444548808,5.692738959746239,0.40786163528832886,0.06958209918736234,0.5895434255771602,81.83797494757742,0.3333333333333333,0.16666666666666666,2.3333333333333335,4.666666666666667
2024-2025 validate,fixed z vulnerability >=0.5 + edge >=1 + gate 200,4,4,2,1,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,1.0,3.0,2,2,0,0.5,-5.5,-0.054077849892754465,0.05509322788771727,0.13245100871491164,-4.615356362855104,5.860131166892085,0.4211017622418027,0.0740701184780132,0.5838890020021039,82.91321242136611,0.5,0.0,2.5,5.5
2024-2025 validate,vulnerable + edge + favorite 0-3,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,0.25,0.25,1,1,0,0.5,2.0,-0.0065511993156149575,0.0952921157118548,0.14237095859330687,3.5958278269230504,7.683393070489846,0.3927963698241633,0.16782407407407407,0.6332138590203106,76.94270211071287,1.0,0.0,4.0,6.0
2024-2025 validate,vulnerable + edge + favorite 3.5-6.5,3,3,2,1,0,0.6666666666666666,0.2076549551264879,0.9385096847238394,1.5,3.5,2,1,0,0.6666666666666666,6.0,0.1422873684293627,0.07425925925925926,0.13203703703703704,-0.7281101626086196,7.499962189957652,0.49,0.13207047791893525,0.6575733514821537,104.58115925589836,0.0,0.0,3.3333333333333335,5.666666666666667
2024-2025 validate,vulnerable + edge + favorite 7+,3,3,2,1,0,0.6666666666666666,0.2076549551264879,0.9385096847238394,5.5,5.5,3,0,0,1.0,18.666666666666668,0.010838996608460235,0.0798611111111111,0.16307261208576998,-3.3532420779977534,7.419956896551724,0.45949074074074076,0.07906609195402299,0.5717241379310345,89.67127634099616,0.6666666666666666,0.0,2.6666666666666665,5.666666666666667
2024-2025 validate,vulnerable + edge + underdog 0-3,6,6,4,1,1,0.8,0.3755282641185388,0.9637768390302125,4.416666666666667,5.25,4,2,0,0.6666666666666666,2.0,-0.03976225435015837,0.09820867623535201,0.18779829761361908,-3.8089953043166758,6.512383715575204,0.4240869215903416,0.08760398098633393,0.5983597371895244,87.3063333435674,0.6666666666666666,0.5,3.3333333333333335,5.833333333333333
2024-2025 validate,vulnerable + edge + underdog 3.5-6.5,4,4,2,2,0,0.5,0.15003570882017148,0.8499642911798285,-1.875,1.5,2,2,0,0.5,-7.5,-0.006082305326902168,0.040079365079365076,0.14167739167739168,-5.551822929494615,5.75237290862291,0.39267481767481766,0.07365281539809841,0.5594936454311454,81.52080652080652,0.5,0.25,2.0,6.25
2024-2025 validate,vulnerable + edge + underdog 7+,7,7,3,4,0,0.42857142857142855,0.15821692226262685,0.7495457695909742,-1.5714285714285714,-0.5,0,7,0,0.0,-13.142857142857142,-0.21753448002217862,0.13001914377269505,0.23003509956389914,-6.66505250101285,5.924516361568552,0.35898745974141333,0.07024167561761548,0.5897284846953135,77.21272061456162,0.7142857142857143,0.2857142857142857,4.0,7.571428571428571
2024-2025 validate,vulnerable + edge + home,12,12,6,5,1,0.5454545454545454,0.28008775568998817,0.7872904245601196,2.5833333333333335,2.75,6,6,0,0.5,3.6666666666666665,0.004239685598687565,0.08581435139127813,0.17193992801965,-1.4345504762812424,6.797287377757708,0.42304451162200557,0.09604000821256,0.623134265882682,91.67903486320866,0.6666666666666666,0.3333333333333333,3.4166666666666665,6.583333333333333
2024-2025 validate,vulnerable + edge + away,11,11,6,5,0,0.5454545454545454,0.28008775568998817,0.7872904245601196,-0.9545454545454546,1.0,5,6,0,0.45454545454545453,-7.2727272727272725,-0.05812533734689667,0.07995532423434187,0.15731860915209514,-5.311840818552363,6.69938645040196,0.42294399719505765,0.08554587600454619,0.5865378841350215,83.44250556387578,0.5454545454545454,0.18181818181818182,2.5454545454545454,5.2727272727272725
2026 live,all,32,16,16,16,0,0.5,0.33630614316859386,0.6636938568314061,0.0,0.0,16,16,0,0.5,0.0,0.11147200550627091,0.06393263297609042,0.15937581528541245,2.088379891391995,,,0.0986418801293437,,,,0.25,2.4375,6.0625
2026 live,edge top quartile,10,8,5,5,0,0.5,0.23658959361548731,0.7634104063845126,-2.45,-2.0,3,7,0,0.3,-5.8,0.06681184255517561,0.06998615625433309,0.20580715870010718,-1.9652745892444492,,,0.06505129156324377,,,,0.3,2.6,7.7
2026 live,edge top 20%,6,5,2,4,0,0.3333333333333333,0.09676933255921683,0.7000116786584712,-3.0,-7.5,2,4,0,0.3333333333333333,-5.666666666666667,0.08766663230675349,0.07323423001172362,0.22897031452018665,-2.5951202294092535,,,0.07693442378295676,,,,0.5,2.8333333333333335,8.666666666666666
2026 live,edge top 10%,3,3,1,2,0,0.3333333333333333,0.0614903152761605,0.7923450448735121,-7.166666666666667,-15.5,1,2,0,0.3333333333333333,-10.0,-0.05997919135710189,0.06697790227201991,0.20146280734516028,-7.352386956923033,,,0.04498456790123456,,,,0.6666666666666666,2.3333333333333335,7.0
2026 live,edge z >=0.5,11,9,5,6,0,0.45454545454545453,0.21270957543988045,0.7199122443100118,-2.6363636363636362,-4.5,3,8,0,0.2727272727272727,-5.909090909090909,0.049546467596776694,0.06867428346353513,0.20477418467686512,-1.7033974137898993,,,0.0685419264995006,,,,0.2727272727272727,2.5454545454545454,7.636363636363637
2026 live,edge z >=1,4,3,2,2,0,0.5,0.15003570882017148,0.8499642911798285,-0.75,-1.5,2,2,0,0.5,-4.5,0.012512436106426189,0.0653849418555301,0.22685468126644595,-4.791645868067905,,,0.06822118454661558,,,,0.5,2.25,7.75
2026 live,vulnerable alone,9,7,4,5,0,0.4444444444444444,0.188775429471914,0.7333526542559703,-1.3888888888888888,-3.0,4,5,0,0.4444444444444444,-2.2222222222222223,0.04316588107651623,0.08004078511101818,0.14644473534519883,4.15672094624021,,,0.12162948984168355,,,,0.0,2.6666666666666665,5.111111111111111
2026 live,vulnerable + edge z>=1,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,resilient + edge z>=1,2,1,1,1,0,0.5,0.09452865480086614,0.9054713451991339,0.0,0.0,1,1,0,0.5,0.0,0.08038088852902378,0.07442067736185384,0.2838680926916221,-1.6930264625846552,,,0.08748403575989783,,,,1.0,2.5,9.5
2026 live,vulnerable + neutral/favorable,8,6,3,5,0,0.375,0.13684175946152105,0.6942621454161981,-2.875,-6.25,3,5,0,0.375,-3.25,0.04698710347579978,0.07504588324989546,0.1447503272633487,5.716380529310428,,,0.12433317607189401,,,,0.0,2.625,5.25
2026 live,vulnerable + edge + underdog,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,vulnerable + edge + favorite,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,vulnerable + edge + high prior pass rate,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,fixed z vulnerability >=0.5 + edge >=1 + gate 50,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,fixed z vulnerability >=0.5 + edge >=1 + gate 100,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,fixed z vulnerability >=0.5 + edge >=1 + gate 200,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,vulnerable + edge + favorite 0-3,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,vulnerable + edge + favorite 3.5-6.5,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,vulnerable + edge + favorite 7+,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,vulnerable + edge + underdog 0-3,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,vulnerable + edge + underdog 3.5-6.5,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,vulnerable + edge + underdog 7+,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,vulnerable + edge + home,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2026 live,vulnerable + edge + away,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2022,all,339,201,160,168,11,0.4878048780487805,0.43416455235122087,0.541727560030108,-0.13716814159292035,0.0,173,164,2,0.5133531157270029,0.2359882005899705,0.048586083260333375,0.06300926829244126,0.14236556305812678,0.34853419956209464,7.120896341617247,0.46637648650790414,0.08657219439062847,0.6487560502809733,91.12401986695728,0.6784660766961652,0.27728613569321536,2.4277286135693217,5.592920353982301
2022,edge top quartile,63,58,30,31,2,0.4918032786885246,0.37060186643725185,0.6139759354676981,-0.7222222222222222,0.0,24,37,2,0.39344262295081966,-3.1746031746031744,-0.06702191231869847,0.0877742878676169,0.17980208469135742,0.4595646751206378,7.061149147234038,0.43542468444628357,0.07993117638643112,0.6479537577069795,88.29717067317173,0.746031746031746,0.3968253968253968,3.3333333333333335,6.936507936507937
2022,edge top 20%,49,45,24,23,2,0.5106382978723404,0.37242217589372884,0.6472467566339649,-0.9897959183673469,0.0,19,28,2,0.40425531914893614,-3.510204081632653,-0.06605558700003664,0.08532844726158496,0.1801048194301756,0.14627119515469003,7.00134745832195,0.43874704499667433,0.07771444749306414,0.6469805097405358,88.18254035665575,0.7142857142857143,0.40816326530612246,3.2448979591836733,6.918367346938775
2022,edge top 10%,24,23,11,12,1,0.4782608695652174,0.2923686953994572,0.6703757013578151,-2.5833333333333335,-0.25,7,16,1,0.30434782608695654,-6.083333333333333,-0.10193273248248332,0.0884285256280445,0.18867260087435653,-1.1612889485332518,6.554959674431049,0.4267515434052904,0.07076308427234118,0.6315400065664507,85.44440670496488,0.7083333333333334,0.4166666666666667,3.5,7.5
2022,edge z >=0.5,102,93,51,49,2,0.51,0.4134784047743415,0.6057816990761385,0.03431372549019608,0.25,43,57,2,0.43,-2.156862745098039,-0.025809971811774992,0.08387832912756289,0.16929561849556013,0.47810383353177954,7.029228858164226,0.4460615226857782,0.0773184830830357,0.6517573039118553,89.70877350748664,0.6666666666666666,0.4215686274509804,3.156862745098039,6.529411764705882
2022,edge z >=1,53,48,26,26,1,0.5,0.3688563855796992,0.6311436144203009,-0.7735849056603774,0.0,22,29,2,0.43137254901960786,-3.0754716981132075,-0.012506458513020017,0.08245397543638222,0.1733062124951251,1.1564802526699585,7.20109686081412,0.45557325192036074,0.0832754628743339,0.6627419909896951,92.79124935745128,0.6226415094339622,0.49056603773584906,3.150943396226415,6.7924528301886795
2022,vulnerable alone,85,75,38,46,1,0.4523809523809524,0.3503554445205683,0.5585715331301119,-0.611764705882353,-1.5,41,44,0,0.4823529411764706,-1.2470588235294118,0.012557876167070303,0.07227077538832632,0.13240951800245176,-0.48684617402695984,6.912220603476777,0.4511067333778752,0.08341469841360145,0.6409356516994326,90.75475552391063,0.5529411764705883,0.27058823529411763,2.6823529411764704,4.964705882352941
2022,vulnerable + edge z>=1,11,11,6,5,0,0.5454545454545454,0.28008775568998817,0.7872904245601196,0.7727272727272727,3.0,4,7,0,0.36363636363636365,-3.272727272727273,-0.02302138831868685,0.08902329520925346,0.16457616738451655,-0.4034363321542127,7.2246878580911575,0.447956669797277,0.09361318651968781,0.6580267757535375,93.02281024891593,0.45454545454545453,0.6363636363636364,3.1818181818181817,6.454545454545454
2022,resilient + edge z>=1,16,16,7,8,1,0.4666666666666667,0.24809225259746442,0.6988336984894921,-1.375,-0.25,9,6,1,0.6,-1.875,0.08403004650453035,0.08258751689097371,0.18646084498008564,3.640419086569598,8.12651857466788,0.49020755535216576,0.09447607491902038,0.6645974999123815,96.65388052146386,0.6875,0.625,3.375,7.5
2022,vulnerable + neutral/favorable,59,57,25,33,1,0.43103448275862066,0.3118160080083492,0.5588212329427257,-1.0084745762711864,-2.0,31,28,0,0.5254237288135594,-0.559322033898305,0.020794962882952968,0.0632902655769729,0.11918942593177652,-0.5280126889275517,6.897301457643742,0.45351884594888736,0.08724154557024479,0.6353691435542147,90.55811096842613,0.5932203389830508,0.1864406779661017,2.3728813559322033,4.440677966101695
2022,vulnerable + edge + underdog,8,8,4,4,0,0.5,0.21521252682444186,0.7847874731755582,2.0625,-0.5,2,6,0,0.25,-4.75,-0.028028225102928694,0.08784820738331175,0.15747570354306598,-2.065043963021035,7.040028180354268,0.447817171671536,0.10052673473869125,0.6244547604669887,90.59950288992408,0.5,0.625,3.0,5.75
2022,vulnerable + edge + favorite,3,3,2,1,0,0.6666666666666666,0.2076549551264879,0.9385096847238394,-2.6666666666666665,3.5,2,1,0,0.6666666666666666,0.6666666666666666,-0.009669823560708585,0.09215686274509804,0.18351073762838466,4.027517350157313,7.717113665389527,0.44832866479925304,0.07517705793567862,0.7475521498510004,99.48496320622758,0.3333333333333333,0.6666666666666666,3.6666666666666665,8.333333333333334
2022,vulnerable + edge + high prior pass rate,6,6,3,3,0,0.5,0.18761280689940868,0.8123871931005913,3.4166666666666665,1.0,3,3,0,0.5,1.6666666666666667,-0.020524764224705686,0.06320987654320988,0.16405643738977074,-2.858189211981685,6.582063465621687,0.44504409171075837,0.06502124118316023,0.6177266442836783,80.84325272879433,0.6666666666666666,0.8333333333333334,2.5,7.333333333333333
2022,fixed z vulnerability >=0.5 + edge >=1 + gate 50,8,8,4,4,0,0.5,0.21521252682444186,0.7847874731755582,0.8125,-0.5,3,5,0,0.375,-3.875,-0.020849022636336895,0.11157369757939017,0.16760175396323404,1.1108856509422862,7.755004025764896,0.45808327811411303,0.11650592463092461,0.6750337544902762,98.12519133443045,0.375,0.625,3.75,5.75
2022,fixed z vulnerability >=0.5 + edge >=1 + gate 100,7,7,4,3,0,0.5714285714285714,0.2504542304090258,0.8417830777373732,1.7857142857142858,3.0,2,5,0,0.2857142857142857,-4.571428571428571,-0.02133402012726367,0.12275089247168401,0.1772591473865532,0.7674040976360414,7.93429031515988,0.4568570797494625,0.12765512265512266,0.6670715435932827,99.27677544447731,0.42857142857142855,0.7142857142857143,4.142857142857143,6.142857142857143
2022,fixed z vulnerability >=0.5 + edge >=1 + gate 200,3,3,1,2,0,0.3333333333333333,0.0614903152761605,0.7923450448735121,-6.166666666666667,-9.5,0,3,0,0.0,-15.333333333333334,-0.11379697230309606,0.11967009025832555,0.16464363523187053,0.16969642695105,6.987770876466528,0.4333177715530656,0.11267676767676767,0.6552657004830919,104.93725557855993,0.3333333333333333,0.3333333333333333,4.0,5.333333333333333
2022,vulnerable + edge + favorite 0-3,1,1,1,0,0,1.0,0.20654329147389294,1.0,6.0,6.0,1,0,0,1.0,7.0,0.32721975176935614,0.0,0.09523809523809523,3.61200911658151,6.706896551724138,0.5238095238095238,0.06896551724137931,0.7241379310344828,107.61494252873563,0.0,0.0,0.0,6.0
2022,vulnerable + edge + favorite 3.5-6.5,2,2,1,1,0,0.5,0.09452865480086614,0.9054713451991339,-7.0,-7.0,1,1,0,0.5,-2.5,-0.17811461122574096,0.13823529411764707,0.22764705882352942,4.235271466945215,8.222222222222221,0.41058823529411764,0.07828282828282829,0.7592592592592593,95.41997354497354,0.5,1.0,5.5,9.5
2022,vulnerable + edge + favorite 7+,0,0,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,
2022,vulnerable + edge + underdog 0-3,2,2,0,2,0,0.0,0.0,0.6576280471103807,-4.5,-4.5,0,2,0,0.0,-6.0,-0.18734880340191296,0.06555555555555555,0.20333333333333334,-7.668026629039365,5.964170692431562,0.3811111111111111,0.06642512077294685,0.5201288244766505,64.20591787439614,1.0,0.5,3.0,9.5
2022,vulnerable + edge + underdog 3.5-6.5,1,1,1,0,0,1.0,0.20654329147389294,1.0,12.5,12.5,1,0,0,1.0,8.0,0.03713895079751983,0.0,0.11428571428571428,-2.83254772424698,5.0,0.4857142857142857,0.0,0.65625,77.60416666666666,0.0,0.0,0.0,4.0
2022,vulnerable + edge + underdog 7+,5,5,3,2,0,0.6,0.23071993220883708,0.8823817688407467,2.6,3.0,1,4,0,0.2,-6.8,0.022666571036575305,0.11433490959107658,0.14777064947842938,0.32964985563148586,7.878376811594204,0.46692017308715605,0.13427272727272727,0.6598260869565218,103.75600414078676,0.4,0.8,3.6,4.6
2022,vulnerable + edge + home,6,6,3,3,0,0.5,0.18761280689940868,0.8123871931005913,-2.25,-0.25,2,4,0,0.3333333333333333,-2.5,-0.07137253548499202,0.09734204793028323,0.18894491129785249,-1.1844646565695984,7.0529629365211575,0.4296327419856832,0.08245750861942766,0.6582634608621615,91.0683960268543,0.5,0.6666666666666666,3.8333333333333335,8.333333333333334
2022,vulnerable + edge + away,5,5,3,2,0,0.6,0.23071993220883708,0.8823817688407467,4.4,3.0,2,3,0,0.4,-4.2,0.03499998828087937,0.07904079194401774,0.1353336746885134,0.5337976571442499,7.430757763975156,0.46994538317118967,0.10700000000000001,0.6577427536231885,95.36810731538992,0.4,0.6,2.4,4.2
2023,all,465,255,219,222,24,0.4965986394557823,0.45016435325856374,0.543091673156232,-0.002150537634408602,0.0,234,231,0,0.5032258064516129,0.3419354838709677,0.04261318534180507,0.0632062384106454,0.14471087409394487,0.6329124087395451,7.194454431824283,0.4596341244702831,0.09381146678011486,0.6468155997880312,90.03610870020461,0.7548387096774194,0.3139784946236559,2.518279569892473,5.7720430107526886
2023,edge top quartile,93,86,45,41,7,0.5232558139534884,0.41897641605458513,0.625546388525921,0.43010752688172044,0.0,38,55,0,0.40860215053763443,-3.10752688172043,0.009212376638174785,0.07614683015471131,0.18469143098549248,0.9024688469428046,6.913407480122116,0.43941639739535454,0.08869775788864045,0.6393361954408213,87.46106939866395,0.7311827956989247,0.3655913978494624,2.989247311827957,7.268817204301075
2023,edge top 20%,81,77,39,37,5,0.5131578947368421,0.4028849903549509,0.622164607849494,0.13580246913580246,0.0,32,49,0,0.3950617283950617,-3.7037037037037037,0.018500474797894514,0.07688168517787759,0.18340027966374348,0.9690516136006837,6.892924954152933,0.4385293079909472,0.08834312362608629,0.6414325165958424,87.6529251404273,0.691358024691358,0.37037037037037035,3.049382716049383,7.296296296296297
2023,edge top 10%,46,45,19,22,5,0.4634146341463415,0.32055999118185885,0.6125378465402564,-0.8260869565217391,0.0,16,30,0,0.34782608695652173,-5.6521739130434785,-0.037535377689375544,0.08782884381315512,0.19633267784394645,1.2426788786085794,6.595043273074043,0.4157257182833369,0.08766748518997514,0.6402608512854663,85.16065361294086,0.6739130434782609,0.5,3.4130434782608696,7.630434782608695
2023,edge z >=0.5,118,110,53,56,9,0.48623853211009177,0.39448546073748586,0.5789285993254696,-0.7796610169491526,0.0,44,74,0,0.3728813559322034,-4.228813559322034,-0.02283978447786216,0.08023414913370638,0.18486019451811697,0.6571806939734043,6.910656097634513,0.43546511136947974,0.08953702312064686,0.6373941579840325,86.21674098428646,0.8050847457627118,0.4152542372881356,3.1440677966101696,7.313559322033898
