season,week,game_id,kickoff_utc,team,opponent,defense_prior_games,offense_prior_games,defense_prior_hit_rate,offense_prior_hit_allowed_rate,historical_pass_rush_edge_z,edge_prior_percentile
2024,3,2024_03_HOU_MIN,2024-09-22T17:00:00.000Z,min,hou,8,8,0.2119205298013245,0.2476489028213166,3.3273739527588524,0.9990234375
2024,3,2024_03_LAC_PIT,2024-09-22T17:00:00.000Z,lac,pit,8,8,0.16554054054054054,0.12539184952978055,0.04830638596926723,0.533203125
2024,3,2024_03_LAC_PIT,2024-09-22T17:00:00.000Z,pit,lac,8,8,0.13214285714285715,0.15294117647058825,-0.1366962150468343,0.443359375
2024,3,2024_03_NYG_CLE,2024-09-22T17:00:00.000Z,cle,nyg,8,8,0.12745098039215685,0.1638888888888889,-0.02943362152475713,0.4990234375
2024,3,2024_03_NYG_CLE,2024-09-22T17:00:00.000Z,nyg,cle,8,8,0.1322314049586777,0.16300940438871472,0.054732126943399184,0.5361328125
2024,3,2024_03_PHI_NO,2024-09-22T17:00:00.000Z,no,phi,8,8,0.09477124183006536,0.09716599190283401,-1.974247932601018,0.0126953125
2024,3,2024_03_PHI_NO,2024-09-22T17:00:00.000Z,phi,no,8,8,0.11875,0.09841269841269841,-1.4455379136009576,0.060546875
2024,3,2024_03_CAR_LV,2024-09-22T20:05:00.000Z,car,lv,8,8,0.1540880503144654,0.15916955017301038,0.39346165005965367,0.6695568400770713
2024,3,2024_03_CAR_LV,2024-09-22T20:05:00.000Z,lv,car,8,8,0.1148936170212766,0.14754098360655737,-0.626045860945614,0.2610789980732177
2024,3,2024_03_MIA_SEA,2024-09-22T20:05:00.000Z,mia,sea,8,8,0.14333333333333334,0.11589403973509933,-0.6291367733576382,0.2610789980732177
2024,3,2024_03_MIA_SEA,2024-09-22T20:05:00.000Z,sea,mia,8,8,0.20714285714285716,0.12461059190031153,0.8413413550582759,0.8227360308285164
2024,3,2024_03_BAL_DAL,2024-09-22T20:25:00.000Z,bal,dal,8,8,0.17192982456140352,0.09785932721712538,-0.41488716701877304,0.32629558541266795
2024,3,2024_03_BAL_DAL,2024-09-22T20:25:00.000Z,dal,bal,8,8,0.16184971098265896,0.12011173184357542,-0.20725834212311112,0.4126679462571977
2024,3,2024_03_DET_ARI,2024-09-22T20:25:00.000Z,ari,det,8,8,0.22188449848024316,0.10197368421052631,0.7041157479320463,0.7859884836852208
2024,3,2024_03_DET_ARI,2024-09-22T20:25:00.000Z,det,ari,8,8,0.0963855421686747,0.1568627450980392,-0.882356461387449,0.18809980806142035
2024,3,2024_03_SF_LA,2024-09-22T20:25:00.000Z,lar,sf,8,8,0.12933753943217666,0.16772151898734178,0.008716628011622297,0.5220729366602687
2024,3,2024_03_SF_LA,2024-09-22T20:25:00.000Z,sf,lar,8,8,0.1148036253776435,0.13286713286713286,-0.9488391597222705,0.1727447216890595
2024,3,2024_03_KC_ATL,2024-09-23T00:20:00.000Z,atl,kc,8,8,0.1527777777777778,0.13090909090909092,-0.15854685679824504,0.43225190839694655
2024,3,2024_03_KC_ATL,2024-09-23T00:20:00.000Z,kc,atl,8,8,0.14429530201342283,0.16167664670658682,0.22903175693217045,0.6068702290076335
2024,3,2024_03_JAX_BUF,2024-09-23T23:30:00.000Z,buf,jax,8,8,0.15457413249211358,0.12413793103448276,-0.2666117275783243,0.38952380952380955
2024,3,2024_03_JAX_BUF,2024-09-23T23:30:00.000Z,jax,buf,8,8,0.13694267515923567,0.13352272727272727,-0.46725543953852594,0.31238095238095237
2024,3,2024_03_WAS_CIN,2024-09-24T00:15:00.000Z,cin,wsh,8,8,0.07849829351535836,0.15963855421686746,-1.2318959301296755,0.09980988593155894
2024,3,2024_03_WAS_CIN,2024-09-24T00:15:00.000Z,wsh,cin,8,8,0.17123287671232876,0.15359477124183007,0.6255217600537604,0.7633079847908745
2024,4,2024_04_DAL_NYG,2024-09-27T00:15:00.000Z,dal,nyg,8,8,0.16614420062695925,0.1178082191780822,-0.14253299910357525,0.44212523719165087
2024,4,2024_04_DAL_NYG,2024-09-27T00:15:00.000Z,nyg,dal,8,8,0.171875,0.1651376146788991,0.8591884717187612,0.8263757115749526
2024,4,2024_04_CIN_CAR,2024-09-29T17:00:00.000Z,car,cin,8,8,0.1709090909090909,0.1598639455782313,0.7576318839455595,0.803030303030303
2024,4,2024_04_CIN_CAR,2024-09-29T17:00:00.000Z,cin,car,8,8,0.12048192771084337,0.15709969788519637,-0.3903240689000832,0.3380681818181818
2024,4,2024_04_DEN_NYJ,2024-09-29T17:00:00.000Z,den,nyj,8,8,0.17586206896551723,0.16216216216216217,0.9081788203804634,0.8352272727272727
2024,4,2024_04_DEN_NYJ,2024-09-29T17:00:00.000Z,nyj,den,8,8,0.16393442622950818,0.14984709480122324,0.41919115705975907,0.6837121212121212
2024,4,2024_04_JAX_HOU,2024-09-29T17:00:00.000Z,hou,jax,8,8,0.14057507987220447,0.13529411764705881,-0.3600819561994349,0.3494318181818182
2024,4,2024_04_JAX_HOU,2024-09-29T17:00:00.000Z,jax,hou,8,8,0.2059800664451827,0.13966480446927373,1.1434849473577733,0.8854166666666666
2024,4,2024_04_LA_CHI,2024-09-29T17:00:00.000Z,chi,lar,8,8,0.11042944785276074,0.14328358208955225,-0.8665327900035672,0.19223484848484848
2024,4,2024_04_LA_CHI,2024-09-29T17:00:00.000Z,lar,chi,8,8,0.15210355987055016,0.18006430868167203,0.7254515960976554,0.7945075757575758
2024,4,2024_04_MIN_GB,2024-09-29T17:00:00.000Z,gb,min,8,8,0.1391304347826087,0.10583941605839416,-0.9407646637014349,0.17329545454545456
2024,4,2024_04_MIN_GB,2024-09-29T17:00:00.000Z,min,gb,8,8,0.1903114186851211,0.24203821656050956,2.711874890135633,0.9952651515151515
2024,4,2024_04_NO_ATL,2024-09-29T17:00:00.000Z,atl,no,8,8,0.12389380530973451,0.1366906474820144,-0.6967305393012824,0.23674242424242425
2024,4,2024_04_NO_ATL,2024-09-29T17:00:00.000Z,no,atl,8,8,0.14864864864864866,0.08641975308641975,-1.0959545154855876,0.13446969696969696
2024,4,2024_04_PHI_TB,2024-09-29T17:00:00.000Z,phi,tb,8,8,0.0943952802359882,0.09900990099009901,-2.0407719163949767,0.008522727272727272
2024,4,2024_04_PHI_TB,2024-09-29T17:00:00.000Z,tb,phi,8,8,0.09634551495016612,0.1245674740484429,-1.521770304552651,0.04640151515151515
2024,4,2024_04_PIT_IND,2024-09-29T17:00:00.000Z,ind,pit,8,8,0.17465753424657535,0.12313432835820895,0.15419647841998638,0.584280303030303
2024,4,2024_04_PIT_IND,2024-09-29T17:00:00.000Z,pit,ind,8,8,0.13804713804713806,0.14942528735632185,-0.151526800400957,0.4365530303030303
2024,4,2024_04_NE_SF,2024-09-29T20:05:00.000Z,ne,sf,8,8,0.1267123287671233,0.21942446043165467,0.9635926570099193,0.8460820895522388
2024,4,2024_04_NE_SF,2024-09-29T20:05:00.000Z,sf,ne,8,8,0.13312693498452013,0.12457912457912458,-0.6960606018391724,0.23880597014925373
2024,4,2024_04_WAS_ARI,2024-09-29T20:05:00.000Z,ari,wsh,8,8,0.08637873754152824,0.09897610921501707,-2.1837587130496314,0.005597014925373134
2024,4,2024_04_WAS_ARI,2024-09-29T20:05:00.000Z,wsh,ari,8,8,0.0954356846473029,0.15140845070422534,-0.995988580255983,0.15951492537313433
2024,4,2024_04_CLE_LV,2024-09-29T20:25:00.000Z,cle,lv,8,8,0.16149068322981366,0.19613259668508287,1.2170040861680003,0.8996282527881041
2024,4,2024_04_CLE_LV,2024-09-29T20:25:00.000Z,lv,cle,8,8,0.15027322404371585,0.14779874213836477,0.10620201980847378,0.5613382899628253
2024,4,2024_04_KC_LAC,2024-09-29T20:25:00.000Z,kc,lac,8,8,0.127208480565371,0.16265060240963855,-0.11914801793963074,0.46096654275092935
2024,4,2024_04_KC_LAC,2024-09-29T20:25:00.000Z,lac,kc,8,8,0.17134831460674158,0.1465798045602606,0.5347057435573996,0.7267657992565055
2024,4,2024_04_BUF_BAL,2024-09-30T00:20:00.000Z,bal,buf,8,8,0.15853658536585366,0.09771986970684039,-0.6117961460994542,0.26944444444444443
2024,4,2024_04_BUF_BAL,2024-09-30T00:20:00.000Z,buf,bal,8,8,0.15126050420168066,0.12222222222222222,-0.3368891585218281,0.36666666666666664
2024,4,2024_04_TEN_MIA,2024-09-30T23:30:00.000Z,mia,ten,8,8,0.10163934426229508,0.14150943396226415,-1.0452936708020883,0.14325323475046212
2024,4,2024_04_TEN_MIA,2024-09-30T23:30:00.000Z,ten,mia,8,8,0.19377162629757785,0.24749163879598662,2.7589135051572233,0.9953789279112755
2024,4,2024_04_SEA_DET,2024-10-01T00:15:00.000Z,det,sea,8,8,0.1672473867595819,0.15081967213114755,0.5125622747413455,0.7195571955719557
2024,4,2024_04_SEA_DET,2024-10-01T00:15:00.000Z,sea,det,8,8,0.20588235294117646,0.13141025641025642,0.9898855584878719,0.8514760147601476
2024,5,2024_05_TB_ATL,2024-10-04T00:15:00.000Z,atl,tb,8,8,0.10574018126888217,0.14338235294117646,-0.924962843231222,0.18047882136279927
2024,5,2024_05_TB_ATL,2024-10-04T00:15:00.000Z,tb,atl,8,8,0.15081967213114755,0.11974110032362459,-0.3625430671024531,0.35082872928176795
2024,5,2024_05_NYJ_MIN,2024-10-06T13:30:00.000Z,min,nyj,8,8,0.16666666666666666,0.22442244224422442,1.8208714192913478,0.9568014705882353
2024,5,2024_05_NYJ_MIN,2024-10-06T13:30:00.000Z,nyj,min,8,8,0.1448087431693989,0.16023738872403562,0.21967460171054654,0.6047794117647058
2024,5,2024_05_BAL_CIN,2024-10-06T17:00:00.000Z,bal,cin,8,8,0.16363636363636364,0.10181818181818182,-0.39740159540230896,0.3357798165137615
2024,5,2024_05_BAL_CIN,2024-10-06T17:00:00.000Z,cin,bal,8,8,0.14857142857142858,0.1513353115727003,0.16058746046762665,0.5862385321100917
2024,5,2024_05_BUF_HOU,2024-10-06T17:00:00.000Z,buf,hou,8,8,0.1917808219178082,0.12015503875968993,0.5468493216412157,0.7321100917431193
2024,5,2024_05_BUF_HOU,2024-10-06T17:00:00.000Z,hou,buf,8,8,0.15562913907284767,0.12994350282485875,-0.06844857887957999,0.4834862385321101
2024,5,2024_05_CAR_CHI,2024-10-06T17:00:00.000Z,car,chi,8,8,0.1456953642384106,0.13993174061433447,-0.1067075104591924,0.4614678899082569
2024,5,2024_05_CAR_CHI,2024-10-06T17:00:00.000Z,chi,car,8,8,0.10077519379844961,0.13312693498452013,-1.2111995741827732,0.10550458715596331
2024,5,2024_05_CLE_WAS,2024-10-06T17:00:00.000Z,cle,wsh,8,8,0.10231023102310231,0.2200557103064067,0.3804099995934859,0.6651376146788991
2024,5,2024_05_CLE_WAS,2024-10-06T17:00:00.000Z,wsh,cle,8,8,0.1390532544378698,0.11945392491467577,-0.6190150381124753,0.26513761467889907
2024,5,2024_05_IND_JAX,2024-10-06T17:00:00.000Z,ind,jax,8,8,0.14826498422712933,0.14285714285714285,0.0019295171394214177,0.5192660550458715
2024,5,2024_05_IND_JAX,2024-10-06T17:00:00.000Z,jax,ind,8,8,0.15161290322580645,0.12202380952380952,-0.2982403403818843,0.3761467889908257
2024,5,2024_05_MIA_NE,2024-10-06T17:00:00.000Z,mia,ne,8,8,0.13268608414239483,0.14052287581699346,-0.3806615850819836,0.3431192660550459
2024,5,2024_05_MIA_NE,2024-10-06T17:00:00.000Z,ne,mia,8,8,0.1881918819188192,0.24295774647887325,2.6693557507752588,0.9935779816513761
2024,5,2024_05_ARI_SF,2024-10-06T20:05:00.000Z,ari,sf,8,8,0.14432989690721648,0.10652920962199312,-0.6684100754411499,0.24682395644283123
2024,5,2024_05_ARI_SF,2024-10-06T20:05:00.000Z,sf,ari,8,8,0.07661290322580645,0.11447811447811448,-2.051971505133394,0.009074410163339383
2024,5,2024_05_LV_DEN,2024-10-06T20:05:00.000Z,den,lv,8,8,0.16300940438871472,0.15692307692307692,0.6031766926879771,0.7549909255898367
2024,5,2024_05_LV_DEN,2024-10-06T20:05:00.000Z,lv,den,8,8,0.1774193548387097,0.14790996784565916,0.7736884434083873,0.8049001814882033
2024,5,2024_05_GB_LA,2024-10-06T20:25:00.000Z,gb,lar,8,8,0.11147540983606558,0.10416666666666667,-1.4722371098540294,0.05786618444846293
2024,5,2024_05_GB_LA,2024-10-06T20:25:00.000Z,lar,gb,8,8,0.18855218855218855,0.17391304347826086,1.4997639559748641,0.9312839059674503
2024,5,2024_05_NYG_SEA,2024-10-06T20:25:00.000Z,nyg,sea,8,8,0.16071428571428573,0.16034985422740525,0.6237364310333653,0.7622061482820977
2024,5,2024_05_NYG_SEA,2024-10-06T20:25:00.000Z,sea,nyg,8,8,0.1525974025974026,0.13119533527696792,-0.05946349343479804,0.488245931283906
2024,5,2024_05_DAL_PIT,2024-10-07T00:20:00.000Z,dal,pit,8,8,0.1945392491467577,0.1235632183908046,0.7078450770460061,0.7873873873873873
2024,5,2024_05_DAL_PIT,2024-10-07T00:20:00.000Z,pit,dal,8,8,0.16728624535315986,0.16216216216216217,0.74990561565402,0.8009009009009009
2024,5,2024_05_NO_KC,2024-10-08T00:15:00.000Z,kc,no,8,8,0.11377245508982035,0.15527950310559005,-0.5619701782665768,0.2814748201438849
2024,5,2024_05_NO_KC,2024-10-08T00:15:00.000Z,no,kc,8,8,0.18208955223880596,0.07003891050583658,-0.470604426519276,0.3102517985611511
2024,6,2024_06_SF_SEA,2024-10-11T00:15:00.000Z,sea,sf,8,8,0.14388489208633093,0.14565826330532214,-0.06705384128681342,0.4838420107719928
2024,6,2024_06_SF_SEA,2024-10-11T00:15:00.000Z,sf,sea,8,8,0.1773049645390071,0.12258064516129032,0.2676392570547739,0.6175942549371634
2024,6,2024_06_JAX_CHI,2024-10-13T13:30:00.000Z,chi,jax,8,8,0.12759643916913946,0.12063492063492064,-0.8440377987124312,0.1953405017921147
2024,6,2024_06_JAX_CHI,2024-10-13T13:30:00.000Z,jax,chi,8,8,0.15699658703071673,0.11490683229813664,-0.2901075840806495,0.3817204301075269
2024,6,2024_06_ARI_GB,2024-10-13T17:00:00.000Z,ari,gb,8,8,0.19935691318327975,0.10431654676258993,0.42746702734553155,0.686046511627907
2024,6,2024_06_ARI_GB,2024-10-13T17:00:00.000Z,gb,ari,8,8,0.08812260536398467,0.09818181818181818,-2.135772715445679,0.007155635062611807
2024,6,2024_06_CLE_PHI,2024-10-13T17:00:00.000Z,cle,phi,8,8,0.09210526315789473,0.2349570200573066,0.33988343532461773,0.644901610017889
2024,6,2024_06_CLE_PHI,2024-10-13T17:00:00.000Z,phi,cle,8,8,0.1337386018237082,0.10967741935483871,-0.9278529225397799,0.1771019677996422
2024,6,2024_06_HOU_NE,2024-10-13T17:00:00.000Z,hou,ne,8,8,0.1390728476821192,0.13068181818181818,-0.44338984768870643,0.31663685152057247
2024,6,2024_06_HOU_NE,2024-10-13T17:00:00.000Z,ne,hou,8,8,0.18556701030927836,0.2508710801393728,2.681410533769706,0.9937388193202147
2024,6,2024_06_IND_TEN,2024-10-13T17:00:00.000Z,ind,ten,8,8,0.09897610921501707,0.13405797101449277,-1.2698203223835531,0.09391771019677997
2024,6,2024_06_IND_TEN,2024-10-13T17:00:00.000Z,ten,ind,8,8,0.12218649517684887,0.24555160142348753,1.1890536303932504,0.8935599284436494
2024,6,2024_06_TB_NO,2024-10-13T17:00:00.000Z,no,tb,8,8,0.11331444759206799,0.0946969696969697,-1.6403520511101617,0.03577817531305903
2024,6,2024_06_TB_NO,2024-10-13T17:00:00.000Z,tb,no,8,8,0.10746268656716418,0.11147540983606558,-1.4766586688847367,0.05635062611806798
2024,6,2024_06_WAS_BAL,2024-10-13T17:00:00.000Z,bal,wsh,8,8,0.11764705882352941,0.08904109589041095,-1.643420331207443,0.03577817531305903
2024,6,2024_06_WAS_BAL,2024-10-13T17:00:00.000Z,wsh,bal,8,8,0.16521739130434782,0.12237762237762238,-0.011065200721240469,0.5143112701252236
2024,6,2024_06_LAC_DEN,2024-10-13T20:05:00.000Z,den,lac,8,8,0.12367491166077739,0.14596273291925466,-0.552472535214786,0.28407079646017697
2024,6,2024_06_LAC_DEN,2024-10-13T20:05:00.000Z,lac,den,8,8,0.16927899686520376,0.1597222222222222,0.7601720379537207,0.804424778761062
2024,6,2024_06_PIT_LV,2024-10-13T20:05:00.000Z,lv,pit,8,8,0.1901639344262295,0.1536050156739812,1.143953794281751,0.8858407079646018
2024,6,2024_06_PIT_LV,2024-10-13T20:05:00.000Z,pit,lv,8,8,0.15873015873015872,0.15953307392996108,0.5089363210052792,0.7176991150442478
2024,6,2024_06_ATL_CAR,2024-10-13T20:25:00.000Z,atl,car,8,8,0.09854014598540146,0.15555555555555556,-0.9821866850521321,0.16313932980599646
2024,6,2024_06_ATL_CAR,2024-10-13T20:25:00.000Z,car,atl,8,8,0.1377049180327869,0.1513157894736842,-0.11518872303482645,0.4603174603174603
2024,6,2024_06_DET_DAL,2024-10-13T20:25:00.000Z,dal,det,8,8,0.19293478260869565,0.11898016997167139,0.6483830075707367,0.7671957671957672
2024,6,2024_06_DET_DAL,2024-10-13T20:25:00.000Z,det,dal,8,8,0.175,0.1423611111111111,0.624773379558105,0.7619047619047619
2024,6,2024_06_CIN_NYG,2024-10-14T00:20:00.000Z,cin,nyg,8,8,0.16819571865443425,0.15915915915915915,0.7628668002441873,0.804920913884007
2024,6,2024_06_CIN_NYG,2024-10-14T00:20:00.000Z,nyg,cin,8,8,0.14487632508833923,0.15476190476190477,0.13916616362079964,0.5746924428822495
2024,6,2024_06_BUF_NYJ,2024-10-15T00:15:00.000Z,buf,nyj,8,8,0.16610169491525423,0.1323529411764706,0.22916587432018476,0.6078947368421053
2024,6,2024_06_BUF_NYJ,2024-10-15T00:15:00.000Z,nyj,buf,8,8,0.15181518151815182,0.14613180515759314,0.13807272448056823,0.5736842105263158
2024,7,2024_07_DEN_NO,2024-10-18T00:15:00.000Z,den,no,8,8,0.1023391812865497,0.13395638629283488,-1.2125525015141088,0.10683012259194395
2024,7,2024_07_DEN_NO,2024-10-18T00:15:00.000Z,no,den,8,8,0.1697530864197531,0.11764705882352941,0.0654158457799094,0.5446584938704028
2024,7,2024_07_NE_JAX,2024-10-20T13:30:00.000Z,jax,ne,8,8,0.12794612794612795,0.12903225806451613,-0.7109175662080867,0.23339160839160839
2024,7,2024_07_NE_JAX,2024-10-20T13:30:00.000Z,ne,jax,8,8,0.13095238095238096,0.2533783783783784,1.5084064691027805,0.9335664335664335
2024,7,2024_07_CIN_CLE,2024-10-20T17:00:00.000Z,cin,cle,8,8,0.13513513513513514,0.1625,0.08810041657264724,0.5514834205933682
2024,7,2024_07_CIN_CLE,2024-10-20T17:00:00.000Z,cle,cin,8,8,0.1461794019933555,0.25149700598802394,1.9393900698732862,0.9650959860383944
2024,7,2024_07_DET_MIN,2024-10-20T17:00:00.000Z,det,min,8,8,0.15159574468085107,0.14385964912280702,0.11161301360076191,0.5602094240837696
2024,7,2024_07_DET_MIN,2024-10-20T17:00:00.000Z,min,det,8,8,0.19220779220779222,0.20915032679738563,2.181934878263206,0.9799301919720768
2024,7,2024_07_HOU_GB,2024-10-20T17:00:00.000Z,gb,hou,8,8,0.1875,0.0967741935483871,0.04668388963167433,0.5349040139616056
2024,7,2024_07_HOU_GB,2024-10-20T17:00:00.000Z,hou,gb,8,8,0.17096774193548386,0.1355421686746988,0.3855737604244459,0.6666666666666666
2024,7,2024_07_MIA_IND,2024-10-20T17:00:00.000Z,ind,mia,8,8,0.17358490566037735,0.1037037037037037,-0.13283562866960913,0.44851657940663175
2024,7,2024_07_MIA_IND,2024-10-20T17:00:00.000Z,mia,ind,8,8,0.1262135922330097,0.13694267515923567,-0.5694953990904005,0.2801047120418848
2024,7,2024_07_PHI_NYG,2024-10-20T17:00:00.000Z,nyg,phi,8,8,0.11666666666666667,0.1489971346704871,-0.5606492710832524,0.28272251308900526
2024,7,2024_07_PHI_NYG,2024-10-20T17:00:00.000Z,phi,nyg,8,8,0.18553459119496854,0.12040133779264214,0.43088375244547017,0.6867364746945899
2024,7,2024_07_SEA_ATL,2024-10-20T17:00:00.000Z,atl,sea,8,8,0.16487455197132617,0.15705128205128205,0.6410486965258603,0.7661431064572426
2024,7,2024_07_SEA_ATL,2024-10-20T17:00:00.000Z,sea,atl,8,8,0.11333333333333333,0.14285714285714285,-0.7447007955645669,0.23036649214659685
2024,7,2024_07_TEN_BUF,2024-10-20T17:00:00.000Z,buf,ten,8,8,0.08561643835616438,0.127208480565371,-1.6348515576827773,0.037521815008726006
2024,7,2024_07_TEN_BUF,2024-10-20T17:00:00.000Z,ten,buf,8,8,0.14950166112956811,0.22382671480144403,1.5118006185586093,0.9336823734729494
2024,7,2024_07_CAR_WAS,2024-10-20T20:05:00.000Z,car,wsh,8,8,0.1267605633802817,0.1266233766233766,-0.8120874288045549,0.2103448275862069
2024,7,2024_07_CAR_WAS,2024-10-20T20:05:00.000Z,wsh,car,8,8,0.10294117647058823,0.13448275862068965,-1.2166444908097085,0.10517241379310345
2024,7,2024_07_LV_LA,2024-10-20T20:05:00.000Z,lar,lv,8,8,0.15916955017301038,0.18064516129032257,0.9268138052787294,0.8413793103448276
2024,7,2024_07_LV_LA,2024-10-20T20:05:00.000Z,lv,lar,8,8,0.1134020618556701,0.13609467455621302,-0.9459840417902144,0.17155172413793104
2024,7,2024_07_KC_SF,2024-10-20T20:25:00.000Z,kc,sf,8,8,0.140893470790378,0.16049382716049382,0.12866298969051354,0.570446735395189
2024,7,2024_07_KC_SF,2024-10-20T20:25:00.000Z,sf,kc,8,8,0.18991097922848665,0.11379310344827587,0.4044698446887339,0.6752577319587629
2024,7,2024_07_NYJ_PIT,2024-10-21T00:20:00.000Z,nyj,pit,8,8,0.1760797342192691,0.15522388059701492,0.8379490206231296,0.8250428816466552
2024,7,2024_07_NYJ_PIT,2024-10-21T00:20:00.000Z,pit,nyj,8,8,0.16095890410958905,0.1685823754789272,0.7305354047769781,0.7958833619210978
2024,7,2024_07_BAL_TB,2024-10-22T00:15:00.000Z,bal,tb,8,8,0.12893982808022922,0.09252669039145907,-1.4029239544019796,0.07106164383561644
2024,7,2024_07_BAL_TB,2024-10-22T00:15:00.000Z,tb,bal,8,8,0.16666666666666666,0.1038961038961039,-0.32781984237461415,0.3690068493150685
