changed_n,stable_qb_windows_n,changed_mean_abs_hit_rate_change,stable_mean_abs_hit_rate_change,difference,ci_low,ci_high,method
34,815,0.0697954919452,0.0475887630392,0.022206728906,0.00561456760956,0.0384404921544,"team-season cluster percentile bootstrap, 1000 draws"
