window,signal_form,outcome,model,term,n,games,coefficient,se,ci_low,ci_high,p_normal,clustered_by_game
2024-2025 heldout,A raw protection,team_pass_success_rate,raw_protection_z,raw_protection_z,969,511,-0.0118008603978,0.00339472118881,-0.0184545139279,-0.00514720686775,0.000508499910428,True
2022-2023 exploratory,B opponent adjusted,team_pass_success_rate,adjusted_protection_z,intercept,632,356,0.458357283868,0.00380975079708,0.450890172306,0.46582439543,0,True
2022-2023 exploratory,B opponent adjusted,team_pass_success_rate,adjusted_protection_z,adjusted_protection_z,632,356,-0.0151034321354,0.0035741658964,-0.0221087972923,-0.00809806697843,2.38175684567e-05,True
2024-2025 heldout,B opponent adjusted,team_pass_success_rate,adjusted_protection_z,intercept,969,511,0.46895513348,0.00309637961034,0.462886229444,0.475024037517,0,True
2024-2025 heldout,B opponent adjusted,team_pass_success_rate,adjusted_protection_z,adjusted_protection_z,969,511,-0.0111050978644,0.00340196616732,-0.0177729515523,-0.00443724417643,0.00109728108428,True
2022-2023 exploratory,C QB only,team_pass_success_rate,qb_vulnerability_z,intercept,632,356,0.459537787057,0.00380039103377,0.452089020631,0.466986553483,0,True
2022-2023 exploratory,C QB only,team_pass_success_rate,qb_vulnerability_z,qb_vulnerability_z,632,356,-0.0304438600329,0.00875088224715,-0.0475955892373,-0.0132921308285,0.000503387169404,True
2024-2025 heldout,C QB only,team_pass_success_rate,qb_vulnerability_z,intercept,969,511,0.469423062558,0.00310429353527,0.463338647229,0.475507477887,0,True
2024-2025 heldout,C QB only,team_pass_success_rate,qb_vulnerability_z,qb_vulnerability_z,969,511,-0.0142709561275,0.00904482570492,-0.0319988145092,0.0034569022541,0.114610798311,True
2022-2023 exploratory,D adjusted + QB,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z,intercept,632,356,0.458944788464,0.00377581372377,0.451544193566,0.466345383363,0,True
2022-2023 exploratory,D adjusted + QB,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z,adjusted_protection_z,632,356,-0.0163230819549,0.00362008875999,-0.0234184559245,-0.00922770798535,6.51252824743e-06,True
2022-2023 exploratory,D adjusted + QB,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z,qb_vulnerability_z,632,356,-0.0331890237291,0.00906914180695,-0.0509645416708,-0.0154135057875,0.000252653561009,True
2024-2025 heldout,D adjusted + QB,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z,intercept,969,511,0.469069658055,0.00309663129514,0.463000260716,0.475139055393,0,True
2024-2025 heldout,D adjusted + QB,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z,adjusted_protection_z,969,511,-0.0124000348435,0.00344841675784,-0.0191589316889,-0.00564113799811,0.000323317709696,True
2024-2025 heldout,D adjusted + QB,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z,qb_vulnerability_z,969,511,-0.0201688684571,0.00901175651528,-0.037831911227,-0.00250582568712,0.0252170220588,True
2022-2023 exploratory,E raw + QB,team_pass_success_rate,raw_protection_z+qb_vulnerability_z,intercept,632,356,0.458972684364,0.00376534479849,0.451592608559,0.466352760169,0,True
2022-2023 exploratory,E raw + QB,team_pass_success_rate,raw_protection_z+qb_vulnerability_z,raw_protection_z,632,356,-0.0171076461763,0.00363221016562,-0.0242267781009,-0.00998851425165,2.47738108973e-06,True
2022-2023 exploratory,E raw + QB,team_pass_success_rate,raw_protection_z+qb_vulnerability_z,qb_vulnerability_z,632,356,-0.0335740021668,0.00910470963888,-0.051419233059,-0.0157287712746,0.000226430438151,True
2024-2025 heldout,E raw + QB,team_pass_success_rate,raw_protection_z+qb_vulnerability_z,intercept,969,511,0.469050814319,0.00309446863464,0.462985655795,0.475115972842,0,True
2024-2025 heldout,E raw + QB,team_pass_success_rate,raw_protection_z+qb_vulnerability_z,raw_protection_z,969,511,-0.0131006506332,0.00343347288511,-0.019830257488,-0.00637104377841,0.000135869813107,True
2024-2025 heldout,E raw + QB,team_pass_success_rate,raw_protection_z+qb_vulnerability_z,qb_vulnerability_z,969,511,-0.0204312793187,0.00898681640167,-0.038045439466,-0.00281711917144,0.0229977257362,True
2022-2023 exploratory,F adjusted + QB + rush,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,intercept,632,356,0.458817490834,0.00377206297602,0.451424247401,0.466210734267,0,True
2022-2023 exploratory,F adjusted + QB + rush,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,adjusted_protection_z,632,356,-0.0166840547751,0.00364753448368,-0.0238332223631,-0.00953488718709,4.78354487908e-06,True
2022-2023 exploratory,F adjusted + QB + rush,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,qb_vulnerability_z,632,356,-0.0314702323279,0.0091228159265,-0.0493509515439,-0.013589513112,0.00056137979988,True
2022-2023 exploratory,F adjusted + QB + rush,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,pass_rush_z,632,356,-0.0119762760094,0.00388542254235,-0.0195917041924,-0.00436084782638,0.00205365422145,True
2024-2025 heldout,F adjusted + QB + rush,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,intercept,969,511,0.469175697486,0.00306494169217,0.463168411769,0.475182983203,0,True
2024-2025 heldout,F adjusted + QB + rush,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,adjusted_protection_z,969,511,-0.0119251890262,0.00346468261907,-0.0187159669596,-0.00513441109285,0.000577583400485,True
2024-2025 heldout,F adjusted + QB + rush,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,qb_vulnerability_z,969,511,-0.020191020542,0.00890518614875,-0.0376451853936,-0.00273685569046,0.0233699039255,True
2024-2025 heldout,F adjusted + QB + rush,team_pass_success_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,pass_rush_z,969,511,-0.0108805873103,0.00292144657202,-0.0166066225914,-0.00515455202913,0.000195793127469,True
2022-2023 exploratory,A raw protection,team_explosive_pass_rate,raw_protection_z,intercept,632,356,0.0910712762888,0.00217391508548,0.0868104027213,0.0953321498564,0,True
2022-2023 exploratory,A raw protection,team_explosive_pass_rate,raw_protection_z,raw_protection_z,632,356,-0.00427365468505,0.0021856460297,-0.00855752090326,1.02115331587e-05,0.0505443788723,True
2024-2025 heldout,A raw protection,team_explosive_pass_rate,raw_protection_z,intercept,969,511,0.0923446940483,0.00176119311664,0.0888927555397,0.0957966325569,0,True
2024-2025 heldout,A raw protection,team_explosive_pass_rate,raw_protection_z,raw_protection_z,969,511,-0.00410869673135,0.00173708471319,-0.00751338276921,-0.000704010693489,0.0180163038458,True
2022-2023 exploratory,B opponent adjusted,team_explosive_pass_rate,adjusted_protection_z,intercept,632,356,0.0910194998707,0.00217047129266,0.0867653761371,0.0952736236043,0,True
2022-2023 exploratory,B opponent adjusted,team_explosive_pass_rate,adjusted_protection_z,adjusted_protection_z,632,356,-0.0052571720735,0.00223781421791,-0.00964328794061,-0.00087105620639,0.0188115647689,True
2024-2025 heldout,B opponent adjusted,team_explosive_pass_rate,adjusted_protection_z,intercept,969,511,0.0923485820774,0.00176143838241,0.0888961628478,0.0958010013069,0,True
2024-2025 heldout,B opponent adjusted,team_explosive_pass_rate,adjusted_protection_z,adjusted_protection_z,969,511,-0.00397159154259,0.00174184903005,-0.00738561564149,-0.000557567443694,0.0226017048188,True
2022-2023 exploratory,C QB only,team_explosive_pass_rate,qb_vulnerability_z,intercept,632,356,0.0912989405279,0.00217081195326,0.0870441490995,0.0955537319562,0,True
2022-2023 exploratory,C QB only,team_explosive_pass_rate,qb_vulnerability_z,qb_vulnerability_z,632,356,-0.00373360627374,0.00448760913522,-0.0125293201788,0.00506210763129,0.40541957634,True
2024-2025 heldout,C QB only,team_explosive_pass_rate,qb_vulnerability_z,intercept,969,511,0.0924976147059,0.00176698991113,0.0890343144801,0.0959609149317,0,True
2024-2025 heldout,C QB only,team_explosive_pass_rate,qb_vulnerability_z,qb_vulnerability_z,969,511,-0.00273882679068,0.00529055812647,-0.0131083207186,0.0076306671372,0.604680148648,True
2022-2023 exploratory,D adjusted + QB,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z,intercept,632,356,0.0911017504016,0.00216471363411,0.0868589116787,0.0953445891245,0,True
2022-2023 exploratory,D adjusted + QB,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z,adjusted_protection_z,632,356,-0.00542792281465,0.00221781711724,-0.00977484436444,-0.00108100126486,0.0143884350967,True
2022-2023 exploratory,D adjusted + QB,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z,qb_vulnerability_z,632,356,-0.00464645696566,0.00445750704403,-0.013383170772,0.00409025684064,0.297231296156,True
2024-2025 heldout,D adjusted + QB,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z,intercept,969,511,0.0923756881623,0.00176126658005,0.0889236056654,0.0958277706592,0,True
2024-2025 heldout,D adjusted + QB,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z,adjusted_protection_z,969,511,-0.00427808184763,0.00174910660961,-0.00770633080246,-0.000849832892796,0.0144504361827,True
2024-2025 heldout,D adjusted + QB,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z,qb_vulnerability_z,969,511,-0.00477363975648,0.00527829738235,-0.0151191026259,0.00557182311292,0.365788599978,True
2022-2023 exploratory,E raw + QB,team_explosive_pass_rate,raw_protection_z+qb_vulnerability_z,intercept,632,356,0.0911517108495,0.00216802178716,0.0869023881467,0.0954010335523,0,True
2022-2023 exploratory,E raw + QB,team_explosive_pass_rate,raw_protection_z+qb_vulnerability_z,raw_protection_z,632,356,-0.00445716022239,0.00216836737446,-0.00870716027634,-0.000207160168448,0.0398271277019,True
2022-2023 exploratory,E raw + QB,team_explosive_pass_rate,raw_protection_z+qb_vulnerability_z,qb_vulnerability_z,632,356,-0.0045491214455,0.00447505327953,-0.0133202258734,0.00422198298237,0.309366908501,True
2024-2025 heldout,E raw + QB,team_explosive_pass_rate,raw_protection_z+qb_vulnerability_z,intercept,969,511,0.0923721644912,0.00176105203178,0.0889205025089,0.0958238264735,0,True
2024-2025 heldout,E raw + QB,team_explosive_pass_rate,raw_protection_z+qb_vulnerability_z,raw_protection_z,969,511,-0.00441500929057,0.00174524188778,-0.00783568339062,-0.000994335190524,0.0114146876789,True
2024-2025 heldout,E raw + QB,team_explosive_pass_rate,raw_protection_z+qb_vulnerability_z,qb_vulnerability_z,969,511,-0.00481489803962,0.00527950370764,-0.0151627253066,0.00553292922735,0.361769649021,True
2022-2023 exploratory,F adjusted + QB + rush,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,intercept,632,356,0.0911039683792,0.00216916659064,0.0868524018615,0.0953555348968,0,True
2022-2023 exploratory,F adjusted + QB + rush,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,adjusted_protection_z,632,356,-0.00542163338401,0.00222304657316,-0.0097788046674,-0.00106446210063,0.0147348851938,True
2022-2023 exploratory,F adjusted + QB + rush,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,qb_vulnerability_z,632,356,-0.00467640442622,0.00447401299726,-0.0134454699008,0.0040926610484,0.295913394806,True
2022-2023 exploratory,F adjusted + QB + rush,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,pass_rush_z,632,356,0.000208669331951,0.00211699945686,-0.00394064960349,0.00435798826739,0.921480929937,True
2024-2025 heldout,F adjusted + QB + rush,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,intercept,969,511,0.0923791310919,0.00176221190387,0.0889251957603,0.0958330664234,0,True
2024-2025 heldout,F adjusted + QB + rush,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,adjusted_protection_z,969,511,-0.00426266436855,0.00175947560912,-0.00771123656243,-0.000814092174682,0.015406057325,True
2024-2025 heldout,F adjusted + QB + rush,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,qb_vulnerability_z,969,511,-0.00477435899901,0.00528022158536,-0.0151235933063,0.0055748753083,0.36589110307,True
2024-2025 heldout,F adjusted + QB + rush,team_explosive_pass_rate,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,pass_rush_z,969,511,-0.000353275149659,0.00180157314864,-0.00388435852098,0.00317780822167,0.844537693879,True
2022-2023 exploratory,A raw protection,team_points,raw_protection_z,intercept,632,356,22.1174004598,0.396906363353,21.3394639876,22.895336932,0,True
2022-2023 exploratory,A raw protection,team_points,raw_protection_z,raw_protection_z,632,356,-1.59379630917,0.382792358581,-2.34406933199,-0.843523286355,3.13261395686e-05,True
2024-2025 heldout,A raw protection,team_points,raw_protection_z,intercept,969,511,23.2547585154,0.306208041256,22.6545907545,23.8549262763,0,True
2024-2025 heldout,A raw protection,team_points,raw_protection_z,raw_protection_z,969,511,-1.453166585,0.322261095795,-2.08479833275,-0.821534837237,6.50469914909e-06,True
2022-2023 exploratory,B opponent adjusted,team_points,adjusted_protection_z,intercept,632,356,22.1105811605,0.396403178273,21.3336309311,22.8875313899,0,True
2022-2023 exploratory,B opponent adjusted,team_points,adjusted_protection_z,adjusted_protection_z,632,356,-1.6447854214,0.384175641284,-2.39776967832,-0.891801164487,1.85773700542e-05,True
2024-2025 heldout,B opponent adjusted,team_points,adjusted_protection_z,intercept,969,511,23.2560370073,0.306062280107,22.6561549383,23.8559190763,0,True
2024-2025 heldout,B opponent adjusted,team_points,adjusted_protection_z,adjusted_protection_z,969,511,-1.40767752412,0.324871489297,-2.04442564314,-0.770929405093,1.4707185205e-05,True
2022-2023 exploratory,C QB only,team_points,qb_vulnerability_z,intercept,632,356,22.2156457068,0.396426890521,21.4386490014,22.9926424122,0,True
2022-2023 exploratory,C QB only,team_points,qb_vulnerability_z,qb_vulnerability_z,632,356,-2.08887471694,0.887919392116,-3.82919672549,-0.348552708394,0.0186451856404,True
2024-2025 heldout,C QB only,team_points,qb_vulnerability_z,intercept,969,511,23.3096730026,0.3075590981,22.7068571703,23.9124888349,0,True
2024-2025 heldout,C QB only,team_points,qb_vulnerability_z,qb_vulnerability_z,969,511,-1.0757644106,0.898894139271,-2.83759692357,0.686068102368,0.2313984388,True
2022-2023 exploratory,D adjusted + QB,team_points,adjusted_protection_z+qb_vulnerability_z,intercept,632,356,22.1527149179,0.396061309645,21.376434751,22.9289950848,0,True
2022-2023 exploratory,D adjusted + QB,team_points,adjusted_protection_z+qb_vulnerability_z,adjusted_protection_z,632,356,-1.73225440461,0.39061369843,-2.49785725354,-0.96665155569,9.22007700185e-06,True
2022-2023 exploratory,D adjusted + QB,team_points,adjusted_protection_z+qb_vulnerability_z,qb_vulnerability_z,632,356,-2.38019972023,0.907316531124,-4.15854012123,-0.601859319228,0.00870723396667,True
2024-2025 heldout,D adjusted + QB,team_points,adjusted_protection_z+qb_vulnerability_z,intercept,969,511,23.2662595374,0.306340425967,22.6658323025,23.8666867723,0,True
2024-2025 heldout,D adjusted + QB,team_points,adjusted_protection_z+qb_vulnerability_z,adjusted_protection_z,969,511,-1.52326435165,0.330985062255,-2.17199507367,-0.874533629633,4.18021759827e-06,True
2024-2025 heldout,D adjusted + QB,team_points,adjusted_protection_z+qb_vulnerability_z,qb_vulnerability_z,969,511,-1.80028492318,0.894510062271,-3.55352464523,-0.0470452011262,0.0441574365134,True
2022-2023 exploratory,E raw + QB,team_points,raw_protection_z+qb_vulnerability_z,intercept,632,356,22.1598036317,0.3966412487,21.3823867843,22.9372204792,0,True
2022-2023 exploratory,E raw + QB,team_points,raw_protection_z+qb_vulnerability_z,raw_protection_z,632,356,-1.69053602877,0.391116506481,-2.45712438148,-0.92394767607,1.54387494304e-05,True
2022-2023 exploratory,E raw + QB,team_points,raw_protection_z+qb_vulnerability_z,qb_vulnerability_z,632,356,-2.39818775733,0.909151473798,-4.18012464597,-0.616250868682,0.00834382022622,True
2024-2025 heldout,E raw + QB,team_points,raw_protection_z+qb_vulnerability_z,intercept,969,511,23.2651041271,0.306504781313,22.6643547557,23.8658534985,0,True
2024-2025 heldout,E raw + QB,team_points,raw_protection_z+qb_vulnerability_z,raw_protection_z,969,511,-1.56852660376,0.327956559596,-2.21132146057,-0.925731746952,1.72933153646e-06,True
2024-2025 heldout,E raw + QB,team_points,raw_protection_z+qb_vulnerability_z,qb_vulnerability_z,969,511,-1.81333318361,0.892600891253,-3.56283093046,-0.0638354367507,0.0422026564181,True
2022-2023 exploratory,F adjusted + QB + rush,team_points,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,intercept,632,356,22.1452925334,0.397197730916,21.3667849808,22.923800086,0,True
2022-2023 exploratory,F adjusted + QB + rush,team_points,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,adjusted_protection_z,632,356,-1.75330176472,0.390161805279,-2.51801890307,-0.988584626374,6.99695386291e-06,True
2022-2023 exploratory,F adjusted + QB + rush,team_points,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,qb_vulnerability_z,632,356,-2.27998158869,0.908669678723,-4.06097415899,-0.498989018393,0.0121024696395,True
2022-2023 exploratory,F adjusted + QB + rush,team_points,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,pass_rush_z,632,356,-0.6983046364,0.420845688577,-1.52316218601,0.126552913211,0.0970575637694,True
2024-2025 heldout,F adjusted + QB + rush,team_points,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,intercept,969,511,23.2719732954,0.306764637718,22.6707146055,23.8732319853,0,True
2024-2025 heldout,F adjusted + QB + rush,team_points,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,adjusted_protection_z,969,511,-1.49767807619,0.332497000767,-2.14937219769,-0.845983954684,6.65809186973e-06,True
2024-2025 heldout,F adjusted + QB + rush,team_points,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,qb_vulnerability_z,969,511,-1.80147855135,0.894273914484,-3.55425542374,-0.0487016789663,0.0439613165318,True
2024-2025 heldout,F adjusted + QB + rush,team_points,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,pass_rush_z,969,511,-0.586282313179,0.30613441024,-1.18630575725,0.0137411308926,0.0554779591814,True
2022-2023 exploratory,A raw protection,team_total_margin,raw_protection_z,intercept,632,356,0.366498761393,0.37524470601,-0.368980862387,1.10197838517,0.328721315113,True
2022-2023 exploratory,A raw protection,team_total_margin,raw_protection_z,raw_protection_z,632,356,-0.211021991658,0.371615493148,-0.939388358228,0.517344374912,0.570136580776,True
2024-2025 heldout,A raw protection,team_total_margin,raw_protection_z,intercept,969,511,0.796287327437,0.291297606178,0.225344019329,1.36723063555,0.00626485846034,True
2024-2025 heldout,A raw protection,team_total_margin,raw_protection_z,raw_protection_z,969,511,-0.447406878475,0.292102497723,-1.01992777401,0.125114017061,0.125601990856,True
2022-2023 exploratory,B opponent adjusted,team_total_margin,adjusted_protection_z,intercept,632,356,0.366858827446,0.375116570797,-0.368369651317,1.10208730621,0.328081152304,True
2022-2023 exploratory,B opponent adjusted,team_total_margin,adjusted_protection_z,adjusted_protection_z,632,356,-0.18584015756,0.36882162724,-0.90873054695,0.537050231831,0.614348914398,True
2024-2025 heldout,B opponent adjusted,team_total_margin,adjusted_protection_z,intercept,969,511,0.798253061633,0.291211932073,0.227477674769,1.3690284485,0.00612261664423,True
2024-2025 heldout,B opponent adjusted,team_total_margin,adjusted_protection_z,adjusted_protection_z,969,511,-0.384553933061,0.294819007076,-0.96239918693,0.193291320808,0.192106459116,True
2022-2023 exploratory,C QB only,team_total_margin,qb_vulnerability_z,intercept,632,356,0.370726738594,0.374720140858,-0.363724737488,1.10517821468,0.322495365069,True
2022-2023 exploratory,C QB only,team_total_margin,qb_vulnerability_z,qb_vulnerability_z,632,356,0.181784773663,0.823870262573,-1.43300094098,1.79657048831,0.825367045203,True
2024-2025 heldout,C QB only,team_total_margin,qb_vulnerability_z,intercept,969,511,0.805406495216,0.291728247392,0.233619130327,1.37719386011,0.00576580683415,True
2024-2025 heldout,C QB only,team_total_margin,qb_vulnerability_z,qb_vulnerability_z,969,511,0.674404035456,0.762762824824,-0.820611101199,2.16941917211,0.376610090966,True
2022-2023 exploratory,D adjusted + QB,team_total_margin,adjusted_protection_z+qb_vulnerability_z,intercept,632,356,0.364177595057,0.374857504792,-0.370543114336,1.09889830445,0.331294667194,True
2022-2023 exploratory,D adjusted + QB,team_total_margin,adjusted_protection_z+qb_vulnerability_z,adjusted_protection_z,632,356,-0.180273963488,0.373999312041,-0.913312615089,0.552764688112,0.629793989316,True
2022-2023 exploratory,D adjusted + QB,team_total_margin,adjusted_protection_z+qb_vulnerability_z,qb_vulnerability_z,632,356,0.151466875283,0.836511058633,-1.48809479964,1.7910285502,0.856312802743,True
2024-2025 heldout,D adjusted + QB,team_total_margin,adjusted_protection_z+qb_vulnerability_z,intercept,969,511,0.795374295037,0.291560255308,0.223916194633,1.36683239544,0.00637209870571,True
2024-2025 heldout,D adjusted + QB,team_total_margin,adjusted_protection_z+qb_vulnerability_z,adjusted_protection_z,969,511,-0.352003527666,0.302828498938,-0.945547385585,0.241540330252,0.245078814604,True
2024-2025 heldout,D adjusted + QB,team_total_margin,adjusted_protection_z+qb_vulnerability_z,qb_vulnerability_z,969,511,0.50697821996,0.782063079626,-1.02586541611,2.03982185603,0.51681844787,True
2022-2023 exploratory,E raw + QB,team_total_margin,raw_protection_z+qb_vulnerability_z,intercept,632,356,0.363948419089,0.37499188785,-0.371035681096,1.09893251927,0.331772358594,True
2022-2023 exploratory,E raw + QB,team_total_margin,raw_protection_z+qb_vulnerability_z,raw_protection_z,632,356,-0.20520357317,0.377220440198,-0.944555635959,0.534148489618,0.586449401584,True
2022-2023 exploratory,E raw + QB,team_total_margin,raw_protection_z+qb_vulnerability_z,qb_vulnerability_z,632,356,0.144239202297,0.837810561161,-1.49786949758,1.78634790217,0.863310114639,True
2024-2025 heldout,E raw + QB,team_total_margin,raw_protection_z+qb_vulnerability_z,intercept,969,511,0.793558316819,0.29164419137,0.221935701734,1.3651809319,0.00650884934642,True
2024-2025 heldout,E raw + QB,team_total_margin,raw_protection_z+qb_vulnerability_z,raw_protection_z,969,511,-0.416976709176,0.299442283583,-1.003883585,0.169930166647,0.163767677196,True
2024-2025 heldout,E raw + QB,team_total_margin,raw_protection_z+qb_vulnerability_z,qb_vulnerability_z,969,511,0.478328942423,0.779683599743,-1.04985091307,2.00650879792,0.539551671595,True
2022-2023 exploratory,F adjusted + QB + rush,team_total_margin,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,intercept,632,356,0.365114764906,0.374861683881,-0.369614135501,1.09984366531,0.330057221622,True
2022-2023 exploratory,F adjusted + QB + rush,team_total_margin,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,adjusted_protection_z,632,356,-0.177616468277,0.373407698259,-0.909495556864,0.55426262031,0.63431402233,True
2022-2023 exploratory,F adjusted + QB + rush,team_total_margin,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,qb_vulnerability_z,632,356,0.138813069613,0.839940304937,-1.50746992806,1.78509606729,0.868735091907,True
2022-2023 exploratory,F adjusted + QB + rush,team_total_margin,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,pass_rush_z,632,356,0.088169785565,0.390709446879,-0.677620730317,0.853960301447,0.821461308495,True
2024-2025 heldout,F adjusted + QB + rush,team_total_margin,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,intercept,969,511,0.794704145061,0.291875850053,0.222627478957,1.36678081116,0.00647415832999,True
2024-2025 heldout,F adjusted + QB + rush,team_total_margin,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,adjusted_protection_z,969,511,-0.355004467119,0.303078124253,-0.949037590654,0.239028656417,0.241466199833,True
2024-2025 heldout,F adjusted + QB + rush,team_total_margin,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,qb_vulnerability_z,969,511,0.507118217119,0.78226797725,-1.02612701829,2.04036345253,0.516812520061,True
2024-2025 heldout,F adjusted + QB + rush,team_total_margin,adjusted_protection_z+qb_vulnerability_z+pass_rush_z,pass_rush_z,969,511,0.0687633386206,0.28746231828,-0.494662805209,0.63218948245,0.810944158304,True
