team,season,game_id,prior8,prior4,next4,next8
ari,2022,2022_01_KC_ARI,,,0.136363636364,0.138138138138
ari,2022,2022_02_ARI_LV,,,0.139072847682,0.145454545455
ari,2022,2022_03_LA_ARI,,,0.141891891892,0.162079510703
ari,2022,2022_04_ARI_CAR,,,0.109195402299,0.157575757576
ari,2022,2022_05_PHI_ARI,0.136363636364,0.136363636364,0.139664804469,0.179710144928
ari,2022,2022_06_ARI_SEA,0.138461538462,0.139072847682,0.150837988827,0.166180758017
ari,2022,2022_07_NO_ARI,0.14406779661,0.141891891892,0.178770949721,0.176119402985
ari,2022,2022_08_ARI_MIN,0.128027681661,0.109195402299,0.211538461538,0.18018018018
ari,2022,2022_09_SEA_ARI,0.138138138138,0.139664804469,0.222891566265,0.169278996865
ari,2022,2022_10_ARI_LA,0.145454545455,0.150837988827,0.182926829268,0.171052631579
ari,2022,2022_11_SF_ARI,0.162079510703,0.178770949721,0.173076923077,
ari,2022,2022_12_LAC_ARI,0.157575757576,0.211538461538,0.152542372881,
ari,2022,2022_14_NE_ARI,0.179710144928,0.222891566265,0.111111111111,
ari,2022,2022_15_ARI_DEN,0.166180758017,0.182926829268,0.157142857143,
ari,2022,2022_16_TB_ARI,0.176119402985,0.173076923077,,
ari,2022,2022_17_ARI_ATL,0.18018018018,0.152542372881,,
ari,2022,2022_18_ARI_SF,0.169278996865,0.111111111111,,
ari,2023,2023_01_ARI_WAS,0.171052631579,0.157142857143,0.0969696969697,0.102893890675
ari,2023,2023_02_NYG_ARI,0.149350649351,0.125,0.0809248554913,0.102990033223
ari,2023,2023_03_DAL_ARI,0.145061728395,0.136054421769,0.0779220779221,0.108391608392
ari,2023,2023_04_ARI_SF,0.11875,0.125748502994,0.0827067669173,0.115107913669
ari,2023,2023_05_CIN_ARI,0.124590163934,0.0969696969697,0.109589041096,0.118055555556
ari,2023,2023_06_ARI_LA,0.101538461538,0.0809248554913,0.1328125,0.131578947368
ari,2023,2023_07_ARI_SEA,0.106312292359,0.0779220779221,0.143939393939,0.123595505618
ari,2023,2023_08_BAL_ARI,0.106666666667,0.0827067669173,0.144827586207,0.113138686131
ari,2023,2023_09_ARI_CLE,0.102893890675,0.109589041096,0.12676056338,0.103053435115
ari,2023,2023_10_ATL_ARI,0.102990033223,0.1328125,0.130434782609,0.0852713178295
