team,season,transition_week,qb_changed,old_qb_id,old_qb_name,new_qb_id,new_qb_name,old_games,new_games,before_games,before_hit_rate,before_sack_rate,before_pass_epa_db,before_opponent_pregame_rush_rate,before_opponent_adjusted_hit_residual,before_pregame_raw_protection_rate,before_pregame_adjusted_protection_rate,after_games,after_hit_rate,after_sack_rate,after_pass_epa_db,after_opponent_pregame_rush_rate,after_opponent_adjusted_hit_residual,after_pregame_raw_protection_rate,after_pregame_adjusted_protection_rate,change_hit_rate,change_sack_rate,change_pass_epa_db,change_opponent_pregame_rush_rate,change_opponent_adjusted_hit_residual
atl,2022,7,False,00-0032268,Marcus Mariota,00-0032268,Marcus Mariota,2022_05_ATL_TB;2022_06_SF_ATL,2022_07_ATL_CIN;2022_08_CAR_ATL,2,0.218181818182,0.127272727273,0.0833552513211,0.182936507937,,0.163552139812,,2,0.25,0.0961538461538,0.14356217984,0.129934499291,0.133177444425,0.174059760037,,0.0318181818182,-0.0311188811189,0.0602069285189,-0.0530020086455,
atl,2022,8,False,00-0032268,Marcus Mariota,00-0032268,Marcus Mariota,2022_06_SF_ATL;2022_07_ATL_CIN,2022_08_CAR_ATL;2022_09_LAC_ATL,2,0.175,0.125,0.208005454951,0.178078163537,,0.17439924725,,2,0.189655172414,0.0689655172414,-0.0373046609867,0.122829345897,0.0595116854718,0.183130732924,,0.0146551724138,-0.0560344827586,-0.245310115937,-0.0552488176395,
atl,2022,9,False,00-0032268,Marcus Mariota,00-0032268,Marcus Mariota,2022_07_ATL_CIN;2022_08_CAR_ATL,2022_09_LAC_ATL;2022_10_ATL_CAR,2,0.25,0.0961538461538,0.14356217984,0.129934499291,0.133177444425,0.174059760037,,2,0.2,0.107692307692,-0.189847660484,0.127967057761,0.0685340643124,0.198464912281,,-0.05,0.0115384615385,-0.333409840324,-0.0019674415295,-0.0646433801123
atl,2022,10,False,00-0032268,Marcus Mariota,00-0032268,Marcus Mariota,2022_08_CAR_ATL;2022_09_LAC_ATL,2022_10_ATL_CAR;2022_11_CHI_ATL,2,0.189655172414,0.0689655172414,-0.0373046609867,0.122829345897,0.0595116854718,0.183130732924,,2,0.177419354839,0.0806451612903,-0.0428888040997,0.100884433962,0.0509249299223,0.21553030303,,-0.0122358175751,0.0116796440489,-0.00558414311295,-0.0219449119348,-0.00858675554944
atl,2022,11,False,00-0032268,Marcus Mariota,00-0032268,Marcus Mariota,2022_09_LAC_ATL;2022_10_ATL_CAR,2022_11_CHI_ATL;2022_12_ATL_WAS,2,0.2,0.107692307692,-0.189847660484,0.127967057761,0.0685340643124,0.198464912281,,2,0.1,0.02,-0.0694985894948,0.139152531605,-0.0426577923025,0.213215488216,0.0550751951046,-0.1,-0.0876923076923,0.120349070989,0.0111854738437,-0.111191856615
atl,2022,12,False,00-0032268,Marcus Mariota,00-0032268,Marcus Mariota,2022_10_ATL_CAR;2022_11_CHI_ATL,2022_12_ATL_WAS;2022_13_PIT_ATL,2,0.177419354839,0.0806451612903,-0.0428888040997,0.100884433962,0.0509249299223,0.21553030303,,2,0.156862745098,0.0392156862745,-0.190404800445,0.151440565997,0.0110881509036,0.198698698699,0.0496277528343,-0.0205566097407,-0.0414294750158,-0.147515996346,0.0505561320353,-0.0398367790187
atl,2022,17,False,00-0038122,Desmond Ridder,00-0038122,Desmond Ridder,2022_15_ATL_NO;2022_16_ATL_BAL,2022_17_ARI_ATL;2022_18_TB_ATL,2,0.115384615385,0.0769230769231,-0.147183906976,0.142960762641,-0.0269609028679,0.174257811699,0.0368956103552,2,0.123076923077,0.0461538461538,0.0571170412915,0.17262977263,-0.0293782632355,0.146861640109,0.00886046607756,0.00769230769231,-0.0307692307692,0.204300948267,0.029669009988,-0.00241736036759
atl,2023,3,False,00-0038122,Desmond Ridder,00-0038122,Desmond Ridder,2023_01_CAR_ATL;2023_02_GB_ATL,2023_03_ATL_DET;2023_04_ATL_JAX,2,0.166666666667,0.0757575757576,-0.0397403544797,0.151894701543,0.019144633063,0.134362086777,-0.00875262218092,2,0.176470588235,0.129411764706,-0.367560212989,0.166048602332,0.0255253732575,0.140152755046,-0.00600048865852,0.00980392156863,0.0536541889483,-0.32781985851,0.014153900789,0.00638074019451
atl,2023,4,False,00-0038122,Desmond Ridder,00-0038122,Desmond Ridder,2023_02_GB_ATL;2023_03_ATL_DET,2023_04_ATL_JAX;2023_05_HOU_ATL,2,0.155555555556,0.0888888888889,-0.104230858892,0.150307399955,0.00903893231798,0.133280356008,-0.0123858402005,2,0.144736842105,0.0526315789474,-0.126741113473,0.148822476909,-0.002458012447,0.144051237516,-0.00278672142994,-0.0108187134503,-0.0362573099415,-0.0225102545809,-0.001484923046,-0.011496944765
atl,2023,5,False,00-0038122,Desmond Ridder,00-0038122,Desmond Ridder,2023_03_ATL_DET;2023_04_ATL_JAX,2023_05_HOU_ATL;2023_06_WAS_ATL,2,0.176470588235,0.129411764706,-0.367560212989,0.166048602332,0.0255253732575,0.140152755046,-0.00600048865852,2,0.10752688172,0.0322580645161,0.0768133564232,0.142411062786,-0.0402347124522,0.144557823129,-0.00343058541905,-0.0689437065149,-0.0971537001898,0.444373569413,-0.0236375395455,-0.0657600857098
