game_id,season,week,team,opponent,plays,first_downs,third_attempts,third_conversions
2025_15_TEN_SF,2025,15,ten,sf,49,17,9,3
2025_15_WAS_NYG,2025,15,nyg,wsh,67,21,12,2
2025_15_WAS_NYG,2025,15,wsh,nyg,55,18,10,3
2025_16_ATL_ARI,2025,16,ari,atl,56,15,13,7
2025_16_ATL_ARI,2025,16,atl,ari,71,22,14,7
2025_16_BUF_CLE,2025,16,buf,cle,48,16,8,2
2025_16_BUF_CLE,2025,16,cle,buf,64,21,14,8
2025_16_CIN_MIA,2025,16,cin,mia,61,23,12,6
2025_16_CIN_MIA,2025,16,mia,cin,58,19,10,2
2025_16_GB_CHI,2025,16,chi,gb,60,18,11,2
2025_16_GB_CHI,2025,16,gb,chi,68,22,12,6
2025_16_JAX_DEN,2025,16,den,jax,65,19,14,5
2025_16_JAX_DEN,2025,16,jax,den,68,19,15,8
2025_16_KC_TEN,2025,16,kc,ten,43,8,9,1
2025_16_KC_TEN,2025,16,ten,kc,68,20,16,9
2025_16_LA_SEA,2025,16,lar,sea,88,24,20,8
2025_16_LA_SEA,2025,16,sea,lar,62,21,11,4
2025_16_LAC_DAL,2025,16,dal,lac,56,17,9,4
2025_16_LAC_DAL,2025,16,lac,dal,61,24,11,7
2025_16_LV_HOU,2025,16,hou,lv,59,14,15,7
2025_16_LV_HOU,2025,16,lv,hou,53,11,14,6
2025_16_MIN_NYG,2025,16,min,nyg,55,16,12,7
2025_16_MIN_NYG,2025,16,nyg,min,48,8,10,2
2025_16_NE_BAL,2025,16,bal,ne,53,18,11,7
2025_16_NE_BAL,2025,16,ne,bal,68,23,12,4
2025_16_NYJ_NO,2025,16,no,nyj,77,23,17,8
2025_16_NYJ_NO,2025,16,nyj,no,63,12,15,2
2025_16_PHI_WAS,2025,16,phi,wsh,64,23,9,4
2025_16_PHI_WAS,2025,16,wsh,phi,50,14,10,2
2025_16_PIT_DET,2025,16,det,pit,68,21,15,6
2025_16_PIT_DET,2025,16,pit,det,70,23,16,8
2025_16_SF_IND,2025,16,ind,sf,58,18,10,5
2025_16_SF_IND,2025,16,sf,ind,63,28,10,7
2025_16_TB_CAR,2025,16,car,tb,53,16,12,6
2025_16_TB_CAR,2025,16,tb,car,60,17,14,8
2025_17_ARI_CIN,2025,17,ari,cin,54,12,13,3
2025_17_ARI_CIN,2025,17,cin,ari,70,27,14,10
2025_17_BAL_GB,2025,17,bal,gb,73,28,14,10
2025_17_BAL_GB,2025,17,gb,bal,43,16,6,3
2025_17_CHI_SF,2025,17,chi,sf,63,24,12,6
2025_17_CHI_SF,2025,17,sf,chi,68,30,10,7
2025_17_DAL_WAS,2025,17,dal,wsh,87,25,20,8
2025_17_DAL_WAS,2025,17,wsh,dal,40,14,6,1
2025_17_DEN_KC,2025,17,den,kc,70,21,18,11
2025_17_DEN_KC,2025,17,kc,den,41,9,11,4
2025_17_DET_MIN,2025,17,det,min,64,16,14,5
2025_17_DET_MIN,2025,17,min,det,51,9,13,3
2025_17_HOU_LAC,2025,17,hou,lac,59,13,11,3
2025_17_HOU_LAC,2025,17,lac,hou,59,13,15,6
2025_17_JAX_IND,2025,17,ind,jax,54,14,11,4
2025_17_JAX_IND,2025,17,jax,ind,68,21,14,7
2025_17_LA_ATL,2025,17,atl,lar,53,14,13,5
2025_17_LA_ATL,2025,17,lar,atl,61,15,13,5
2025_17_NE_NYJ,2025,17,ne,nyj,60,25,9,4
2025_17_NE_NYJ,2025,17,nyj,ne,63,13,16,5
2025_17_NO_TEN,2025,17,no,ten,51,16,11,5
2025_17_NO_TEN,2025,17,ten,no,72,17,15,5
2025_17_NYG_LV,2025,17,lv,nyg,54,13,13,3
2025_17_NYG_LV,2025,17,nyg,lv,60,21,12,6
2025_17_PHI_BUF,2025,17,buf,phi,72,18,15,6
2025_17_PHI_BUF,2025,17,phi,buf,53,11,13,3
2025_17_PIT_CLE,2025,17,cle,pit,49,10,11,4
2025_17_PIT_CLE,2025,17,pit,cle,63,15,14,3
2025_17_SEA_CAR,2025,17,car,sea,49,9,10,1
2025_17_SEA_CAR,2025,17,sea,car,65,18,16,9
2025_17_TB_MIA,2025,17,mia,tb,52,13,12,4
2025_17_TB_MIA,2025,17,tb,mia,63,19,13,6
2025_18_ARI_LA,2025,18,ari,lar,53,17,11,4
2025_18_ARI_LA,2025,18,lar,ari,68,25,15,9
2025_18_BAL_PIT,2025,18,bal,pit,47,11,12,4
2025_18_BAL_PIT,2025,18,pit,bal,73,23,16,9
2025_18_CAR_TB,2025,18,car,tb,47,15,8,1
2025_18_CAR_TB,2025,18,tb,car,66,19,15,8
2025_18_CLE_CIN,2025,18,cin,cle,66,24,11,5
2025_18_CLE_CIN,2025,18,cle,cin,52,11,14,5
2025_18_DAL_NYG,2025,18,dal,nyg,53,17,8,2
2025_18_DAL_NYG,2025,18,nyg,dal,69,24,14,8
2025_18_DET_CHI,2025,18,chi,det,52,14,11,4
2025_18_DET_CHI,2025,18,det,chi,72,24,13,6
2025_18_GB_MIN,2025,18,gb,min,49,11,12,3
2025_18_GB_MIN,2025,18,min,gb,64,22,10,2
2025_18_IND_HOU,2025,18,hou,ind,63,20,13,4
2025_18_IND_HOU,2025,18,ind,hou,64,18,15,8
2025_18_KC_LV,2025,18,kc,lv,62,10,17,3
2025_18_KC_LV,2025,18,lv,kc,61,10,16,4
2025_18_LAC_DEN,2025,18,den,lac,56,13,15,5
2025_18_LAC_DEN,2025,18,lac,den,66,13,20,7
2025_18_MIA_NE,2025,18,mia,ne,54,12,13,5
2025_18_MIA_NE,2025,18,ne,mia,54,20,10,5
2025_18_NO_ATL,2025,18,atl,no,58,13,14,4
2025_18_NO_ATL,2025,18,no,atl,65,15,16,5
2025_18_NYJ_BUF,2025,18,buf,nyj,68,30,12,6
2025_18_NYJ_BUF,2025,18,nyj,buf,46,9,13,5
2025_18_SEA_SF,2025,18,sea,sf,64,21,12,6
2025_18_SEA_SF,2025,18,sf,sea,42,9,9,2
2025_18_TEN_JAX,2025,18,jax,ten,55,21,8,4
2025_18_TEN_JAX,2025,18,ten,jax,53,10,14,4
2025_18_WAS_PHI,2025,18,phi,wsh,62,18,14,6
2025_18_WAS_PHI,2025,18,wsh,phi,61,19,11,6
