game_id,season,week,team,opponent,off_success,off_plays,pass_success,pass_plays,rush_success,rush_plays
2019_08_ARI_NO,2019,8,no,ari,35,72,25,45,10,27
2019_08_CAR_SF,2019,8,car,sf,20,67,13,47,7,20
2019_08_CAR_SF,2019,8,sf,car,26,62,14,27,12,35
2019_08_CIN_LA,2019,8,cin,lar,29,77,21,56,8,21
2019_08_CIN_LA,2019,8,lar,cin,24,60,15,34,9,26
2019_08_CLE_NE,2019,8,cle,ne,24,62,15,41,9,21
2019_08_CLE_NE,2019,8,ne,cle,27,69,17,41,10,28
2019_08_DEN_IND,2019,8,den,ind,27,73,16,42,11,31
2019_08_DEN_IND,2019,8,ind,den,28,63,19,36,9,27
2019_08_GB_KC,2019,8,gb,kc,33,64,23,43,10,21
2019_08_GB_KC,2019,8,kc,gb,28,59,18,40,10,19
2019_08_LAC_CHI,2019,8,chi,lac,33,78,20,43,13,35
2019_08_LAC_CHI,2019,8,lac,chi,17,45,15,32,2,13
2019_08_MIA_PIT,2019,8,mia,pit,22,56,18,41,4,15
2019_08_MIA_PIT,2019,8,pit,mia,25,74,15,42,10,32
2019_08_NYG_DET,2019,8,det,nyg,21,60,17,36,4,24
2019_08_NYG_DET,2019,8,nyg,det,33,72,24,50,9,22
2019_08_NYJ_JAX,2019,8,jax,nyj,23,70,20,42,3,28
2019_08_NYJ_JAX,2019,8,nyj,jax,22,56,18,42,4,14
2019_08_OAK_HOU,2019,8,hou,lv,41,76,28,49,13,27
2019_08_OAK_HOU,2019,8,lv,hou,23,55,14,31,9,24
2019_08_PHI_BUF,2019,8,buf,phi,20,59,14,43,6,16
2019_08_PHI_BUF,2019,8,phi,buf,32,69,15,32,17,37
2019_08_SEA_ATL,2019,8,atl,sea,38,72,32,54,6,18
2019_08_SEA_ATL,2019,8,sea,atl,30,58,13,27,17,31
2019_08_TB_TEN,2019,8,tb,ten,34,78,27,53,7,25
2019_08_TB_TEN,2019,8,ten,tb,22,58,18,38,4,20
2019_08_WAS_MIN,2019,8,min,wsh,27,72,15,30,12,42
2019_08_WAS_MIN,2019,8,wsh,min,19,43,15,26,4,17
2019_09_CHI_PHI,2019,9,chi,phi,15,44,7,25,8,19
2019_09_CHI_PHI,2019,9,phi,chi,37,83,25,48,12,35
2019_09_CLE_DEN,2019,9,cle,den,30,75,23,48,7,27
2019_09_CLE_DEN,2019,9,den,cle,19,44,13,27,6,17
2019_09_DAL_NYG,2019,9,dal,nyg,37,69,21,39,16,30
2019_09_DAL_NYG,2019,9,nyg,dal,30,71,21,52,9,19
2019_09_DET_OAK,2019,9,det,lv,34,69,24,47,10,22
2019_09_DET_OAK,2019,9,lv,det,32,71,19,35,13,36
2019_09_GB_LAC,2019,9,gb,lac,22,49,17,39,5,10
2019_09_GB_LAC,2019,9,lac,gb,38,69,18,33,20,36
2019_09_HOU_JAX,2019,9,hou,jax,33,68,23,36,10,32
2019_09_HOU_JAX,2019,9,jax,hou,24,67,20,56,4,11
2019_09_IND_PIT,2019,9,ind,pit,31,69,18,40,13,29
2019_09_IND_PIT,2019,9,pit,ind,20,60,15,38,5,22
2019_09_MIN_KC,2019,9,kc,min,29,58,20,39,9,19
2019_09_MIN_KC,2019,9,min,kc,22,70,16,43,6,27
2019_09_NE_BAL,2019,9,bal,ne,34,64,17,27,17,37
2019_09_NE_BAL,2019,9,ne,bal,33,67,23,49,10,18
2019_09_NYJ_MIA,2019,9,mia,nyj,29,67,24,46,5,21
2019_09_NYJ_MIA,2019,9,nyj,mia,28,66,20,45,8,21
2019_09_SF_ARI,2019,9,ari,sf,25,55,12,32,13,23
2019_09_SF_ARI,2019,9,sf,ari,29,68,22,40,7,28
2019_09_TB_SEA,2019,9,sea,tb,38,73,31,51,7,22
2019_09_TB_SEA,2019,9,tb,sea,37,76,28,51,9,25
2019_09_TEN_CAR,2019,9,car,ten,31,70,16,36,15,34
2019_09_TEN_CAR,2019,9,ten,car,35,69,27,50,8,19
2019_09_WAS_BUF,2019,9,buf,wsh,26,59,12,23,14,36
2019_09_WAS_BUF,2019,9,wsh,buf,18,50,12,29,6,21
2019_10_ARI_TB,2019,10,ari,tb,25,67,20,50,5,17
2019_10_ARI_TB,2019,10,tb,ari,33,83,26,59,7,24
2019_10_ATL_NO,2019,10,atl,no,29,76,18,42,11,34
2019_10_ATL_NO,2019,10,no,atl,24,64,19,53,5,11
2019_10_BAL_CIN,2019,10,bal,cin,27,44,16,23,11,21
2019_10_BAL_CIN,2019,10,cin,bal,33,73,14,36,19,37
2019_10_BUF_CLE,2019,10,buf,cle,27,68,20,47,7,21
2019_10_BUF_CLE,2019,10,cle,buf,30,68,21,44,9,24
2019_10_CAR_GB,2019,10,car,gb,34,71,25,50,9,21
2019_10_CAR_GB,2019,10,gb,car,31,64,16,38,15,26
2019_10_DET_CHI,2019,10,chi,det,22,56,14,33,8,23
2019_10_DET_CHI,2019,10,det,chi,29,80,23,57,6,23
2019_10_KC_TEN,2019,10,kc,ten,45,83,33,58,12,25
2019_10_KC_TEN,2019,10,ten,kc,26,49,13,25,13,24
2019_10_LA_PIT,2019,10,lar,pit,28,76,21,52,7,24
2019_10_LA_PIT,2019,10,pit,lar,22,72,18,44,4,28
2019_10_LAC_OAK,2019,10,lac,lv,40,75,23,44,17,31
2019_10_LAC_OAK,2019,10,lv,lac,25,58,17,37,8,21
2019_10_MIA_IND,2019,10,ind,mia,26,68,15,41,11,27
2019_10_MIA_IND,2019,10,mia,ind,18,64,15,41,3,23
2019_10_MIN_DAL,2019,10,dal,min,31,71,28,49,3,22
2019_10_MIN_DAL,2019,10,min,dal,34,71,20,36,14,35
2019_10_NYG_NYJ,2019,10,nyg,nyj,21,68,21,52,0,16
2019_10_NYG_NYJ,2019,10,nyj,nyg,22,64,17,36,5,28
2019_10_SEA_SF,2019,10,sea,sf,33,72,23,43,10,29
2019_10_SEA_SF,2019,10,sf,sea,29,80,23,54,6,26
2019_11_ARI_SF,2019,11,ari,sf,32,67,19,42,13,25
2019_11_ARI_SF,2019,11,sf,ari,35,72,32,54,3,18
2019_11_ATL_CAR,2019,11,atl,car,26,62,18,37,8,25
2019_11_ATL_CAR,2019,11,car,atl,28,74,23,57,5,17
2019_11_BUF_MIA,2019,11,buf,mia,31,70,19,38,12,32
2019_11_BUF_MIA,2019,11,mia,buf,27,68,22,55,5,13
2019_11_CHI_LA,2019,11,chi,lar,25,76,19,53,6,23
2019_11_CHI_LA,2019,11,lar,chi,23,52,9,21,14,31
2019_11_CIN_OAK,2019,11,cin,lv,22,60,11,40,11,20
2019_11_CIN_OAK,2019,11,lv,cin,29,65,19,35,10,30
2019_11_DAL_DET,2019,11,dal,det,38,69,29,50,9,19
2019_11_DAL_DET,2019,11,det,dal,26,60,16,35,10,25
2019_11_DEN_MIN,2019,11,den,min,33,79,16,47,17,32
2019_11_DEN_MIN,2019,11,min,den,30,61,24,43,6,18
2019_11_HOU_BAL,2019,11,bal,hou,32,66,20,35,12,31
2019_11_HOU_BAL,2019,11,hou,bal,25,60,18,42,7,18
2019_11_JAX_IND,2019,11,ind,jax,31,64,15,32,16,32
2019_11_JAX_IND,2019,11,jax,ind,21,61,18,52,3,9
2019_11_KC_LAC,2019,11,kc,lac,27,66,20,43,7,23
2019_11_KC_LAC,2019,11,lac,kc,31,76,24,57,7,19
2019_11_NE_PHI,2019,11,ne,phi,25,72,19,50,6,22
2019_11_NE_PHI,2019,11,phi,ne,30,71,21,53,9,18
2019_11_NO_TB,2019,11,no,tb,30,65,17,37,13,28
2019_11_NO_TB,2019,11,tb,no,28,67,26,60,2,7
2019_11_NYJ_WAS,2019,11,nyj,wsh,31,68,18,35,13,33
2019_11_NYJ_WAS,2019,11,wsh,nyj,19,63,13,44,6,19
2019_11_PIT_CLE,2019,11,cle,pit,25,69,12,35,13,34
2019_11_PIT_CLE,2019,11,pit,cle,30,72,26,56,4,16
2019_12_BAL_LA,2019,12,bal,lar,40,74,16,30,24,44
2019_12_BAL_LA,2019,12,lar,bal,19,51,16,42,3,9
2019_12_CAR_NO,2019,12,car,no,38,73,26,45,12,28
2019_12_CAR_NO,2019,12,no,car,30,63,23,44,7,19
2019_12_DAL_NE,2019,12,dal,ne,25,63,13,38,12,25
2019_12_DAL_NE,2019,12,ne,dal,26,66,16,40,10,26
2019_12_DEN_BUF,2019,12,buf,den,33,72,13,29,20,43
2019_12_DEN_BUF,2019,12,den,buf,16,49,8,32,8,17
2019_12_DET_WAS,2019,12,det,wsh,29,74,18,45,11,29
2019_12_DET_WAS,2019,12,wsh,det,19,56,12,35,7,21
2019_12_GB_SF,2019,12,gb,sf,26,78,17,51,9,27
2019_12_GB_SF,2019,12,sf,gb,20,47,13,25,7,22
2019_12_IND_HOU,2019,12,hou,ind,23,58,16,32,7,26
2019_12_IND_HOU,2019,12,ind,hou,30,66,14,30,16,36
2019_12_JAX_TEN,2019,12,jax,ten,33,82,21,56,12,26
2019_12_JAX_TEN,2019,12,ten,jax,28,49,16,21,12,28
2019_12_MIA_CLE,2019,12,cle,mia,43,74,26,41,17,33
2019_12_MIA_CLE,2019,12,mia,cle,25,63,22,49,3,14
2019_12_NYG_CHI,2019,12,chi,nyg,27,70,22,49,5,21
2019_12_NYG_CHI,2019,12,nyg,chi,20,60,14,41,6,19
2019_12_OAK_NYJ,2019,12,lv,nyj,20,57,13,35,7,22
2019_12_OAK_NYJ,2019,12,nyj,lv,27,62,18,35,9,27
2019_12_PIT_CIN,2019,12,cin,pit,18,57,13,34,5,23
2019_12_PIT_CIN,2019,12,pit,cin,25,69,11,36,14,33
2019_12_SEA_PHI,2019,12,phi,sea,37,73,28,52,9,21
2019_12_SEA_PHI,2019,12,sea,phi,18,60,12,36,6,24
2019_12_TB_ATL,2019,12,atl,tb,32,84,25,66,7,18
2019_12_TB_ATL,2019,12,tb,atl,27,60,18,34,9,26
2019_13_BUF_DAL,2019,13,buf,dal,32,65,21,34,11,31
2019_13_BUF_DAL,2019,13,dal,buf,36,75,31,59,5,16
2019_13_CHI_DET,2019,13,chi,det,35,63,25,43,10,20
2019_13_CHI_DET,2019,13,det,chi,28,74,19,48,9,26
2019_13_CLE_PIT,2019,13,cle,pit,26,66,15,41,11,25
2019_13_CLE_PIT,2019,13,pit,cle,22,54,13,25,9,29
2019_13_GB_NYG,2019,13,gb,nyg,28,63,22,41,6,22
2019_13_GB_NYG,2019,13,nyg,gb,29,66,18,40,11,26
2019_13_LA_ARI,2019,13,ari,lar,18,63,15,44,3,19
2019_13_LA_ARI,2019,13,lar,ari,38,78,25,47,13,31
2019_13_LAC_DEN,2019,13,den,lac,19,56,12,33,7,23
2019_13_LAC_DEN,2019,13,lac,den,25,62,14,33,11,29
2019_13_MIN_SEA,2019,13,min,sea,23,54,17,39,6,15
2019_13_MIN_SEA,2019,13,sea,min,40,75,18,36,22,39
2019_13_NE_HOU,2019,13,hou,ne,22,52,18,32,4,20
2019_13_NE_HOU,2019,13,ne,hou,34,85,22,57,12,28
2019_13_NO_ATL,2019,13,atl,no,39,89,31,65,8,24
2019_13_NO_ATL,2019,13,no,atl,21,48,15,31,6,17
2019_13_NYJ_CIN,2019,13,cin,nyj,25,61,19,40,6,21
2019_13_NYJ_CIN,2019,13,nyj,cin,25,72,18,56,7,16
2019_13_OAK_KC,2019,13,kc,lv,32,64,20,37,12,27
2019_13_OAK_KC,2019,13,lv,kc,31,59,19,35,12,24
2019_13_PHI_MIA,2019,13,mia,phi,37,69,33,51,4,18
2019_13_PHI_MIA,2019,13,phi,mia,31,68,24,49,7,19
2019_13_SF_BAL,2019,13,bal,sf,31,64,10,25,21,39
2019_13_SF_BAL,2019,13,sf,bal,24,55,14,28,10,27
2019_13_TB_JAX,2019,13,jax,tb,20,67,15,51,5,16
2019_13_TB_JAX,2019,13,tb,jax,27,71,20,42,7,29
2019_13_TEN_IND,2019,13,ind,ten,29,69,21,45,8,24
2019_13_TEN_IND,2019,13,ten,ind,24,56,13,30,11,26
2019_13_WAS_CAR,2019,13,car,wsh,29,73,25,56,4,17
2019_13_WAS_CAR,2019,13,wsh,car,28,62,11,34,17,28
2019_14_BAL_BUF,2019,14,bal,buf,22,58,11,26,11,32
2019_14_BAL_BUF,2019,14,buf,bal,23,72,14,49,9,23
2019_14_CAR_ATL,2019,14,atl,car,29,68,16,37,13,31
2019_14_CAR_ATL,2019,14,car,atl,40,71,28,53,12,18
2019_14_CIN_CLE,2019,14,cin,cle,36,71,20,41,16,30
2019_14_CIN_CLE,2019,14,cle,cin,21,53,13,29,8,24
2019_14_DAL_CHI,2019,14,chi,dal,36,69,24,40,12,29
2019_14_DAL_CHI,2019,14,dal,chi,31,72,24,51,7,21
2019_14_DEN_HOU,2019,14,den,hou,25,58,20,33,5,25
