game_id,season,week,team,opponent,off_success,off_plays,pass_success,pass_plays,rush_success,rush_plays
2022_01_BAL_NYJ,2022,1,bal,nyj,21,54,15,35,6,19
2022_01_BAL_NYJ,2022,1,nyj,bal,33,84,28,66,5,18
2022_01_BUF_LA,2022,1,buf,lar,30,57,24,38,6,19
2022_01_BUF_LA,2022,1,lar,buf,27,67,22,50,5,17
2022_01_CLE_CAR,2022,1,car,cle,19,52,13,35,6,17
2022_01_CLE_CAR,2022,1,cle,car,34,78,16,41,18,37
2022_01_DEN_SEA,2022,1,den,sea,33,66,23,47,10,19
2022_01_DEN_SEA,2022,1,sea,den,23,52,19,36,4,16
2022_01_GB_MIN,2022,1,gb,min,27,59,18,42,9,17
2022_01_GB_MIN,2022,1,min,gb,26,62,15,34,11,28
2022_01_IND_HOU,2022,1,hou,ind,32,69,21,43,11,26
2022_01_IND_HOU,2022,1,ind,hou,45,92,27,56,18,36
2022_01_JAX_WAS,2022,1,jax,wsh,33,69,25,49,8,20
2022_01_JAX_WAS,2022,1,wsh,jax,31,72,24,50,7,22
2022_01_KC_ARI,2022,1,ari,kc,25,62,18,44,7,18
2022_01_KC_ARI,2022,1,kc,ari,41,70,31,44,10,26
2022_01_LV_LAC,2022,1,lac,lv,29,64,20,36,9,28
2022_01_LV_LAC,2022,1,lv,lac,24,57,18,44,6,13
2022_01_NE_MIA,2022,1,mia,ne,28,58,18,36,10,22
2022_01_NE_MIA,2022,1,ne,mia,26,55,17,35,9,20
2022_01_NO_ATL,2022,1,atl,no,38,74,22,39,16,35
2022_01_NO_ATL,2022,1,no,atl,30,57,19,39,11,18
2022_01_NYG_TEN,2022,1,nyg,ten,26,59,12,31,14,28
2022_01_NYG_TEN,2022,1,ten,nyg,29,64,22,38,7,26
2022_01_PHI_DET,2022,1,det,phi,30,68,16,41,14,27
2022_01_PHI_DET,2022,1,phi,det,39,74,23,46,16,28
2022_01_PIT_CIN,2022,1,cin,pit,39,99,34,70,5,29
2022_01_PIT_CIN,2022,1,pit,cin,21,61,16,42,5,19
2022_01_SF_CHI,2022,1,chi,sf,18,55,9,24,9,31
2022_01_SF_CHI,2022,1,sf,chi,28,69,12,36,16,33
2022_01_TB_DAL,2022,1,dal,tb,26,68,16,50,10,18
2022_01_TB_DAL,2022,1,tb,dal,30,60,16,29,14,31
2022_02_ARI_LV,2022,2,ari,lv,42,85,27,58,15,27
2022_02_ARI_LV,2022,2,lv,ari,30,67,21,44,9,23
2022_02_ATL_LA,2022,2,atl,lar,26,60,18,34,8,26
2022_02_ATL_LA,2022,2,lar,atl,35,63,24,37,11,26
2022_02_CAR_NYG,2022,2,car,nyg,26,58,13,40,13,18
2022_02_CAR_NYG,2022,2,nyg,car,23,71,15,46,8,25
2022_02_CHI_GB,2022,2,chi,gb,17,41,3,16,14,25
2022_02_CHI_GB,2022,2,gb,chi,37,67,17,30,20,37
2022_02_CIN_DAL,2022,2,cin,dal,25,67,19,45,6,22
2022_02_CIN_DAL,2022,2,dal,cin,25,60,15,34,10,26
2022_02_HOU_DEN,2022,2,den,hou,28,71,17,41,11,30
2022_02_HOU_DEN,2022,2,hou,den,23,61,12,43,11,18
2022_02_IND_JAX,2022,2,ind,jax,14,50,11,36,3,14
2022_02_IND_JAX,2022,2,jax,ind,31,70,20,32,11,38
2022_02_LAC_KC,2022,2,kc,lac,25,55,19,39,6,16
2022_02_LAC_KC,2022,2,lac,kc,37,74,25,51,12,23
2022_02_MIA_BAL,2022,2,bal,mia,28,58,22,34,6,24
2022_02_MIA_BAL,2022,2,mia,bal,37,71,29,53,8,18
2022_02_MIN_PHI,2022,2,min,phi,29,61,25,52,4,9
2022_02_MIN_PHI,2022,2,phi,min,35,73,19,43,16,30
2022_02_NE_PIT,2022,2,ne,pit,31,65,19,40,12,25
2022_02_NE_PIT,2022,2,pit,ne,25,58,14,37,11,21
2022_02_NYJ_CLE,2022,2,cle,nyj,34,66,21,33,13,33
2022_02_NYJ_CLE,2022,2,nyj,cle,30,70,23,50,7,20
2022_02_SEA_SF,2022,2,sea,sf,20,49,14,35,6,14
2022_02_SEA_SF,2022,2,sf,sea,33,76,15,29,18,47
2022_02_TB_NO,2022,2,no,tb,27,68,19,49,8,19
2022_02_TB_NO,2022,2,tb,no,20,65,13,37,7,28
2022_02_TEN_BUF,2022,2,buf,ten,31,66,25,45,6,21
2022_02_TEN_BUF,2022,2,ten,buf,22,56,11,30,11,26
2022_02_WAS_DET,2022,2,det,wsh,22,59,15,37,7,22
2022_02_WAS_DET,2022,2,wsh,det,29,72,23,53,6,19
2022_03_ATL_SEA,2022,3,atl,sea,29,55,16,28,13,27
2022_03_ATL_SEA,2022,3,sea,atl,39,71,27,47,12,24
2022_03_BAL_NE,2022,3,bal,ne,28,56,16,34,12,22
2022_03_BAL_NE,2022,3,ne,bal,29,65,19,41,10,24
2022_03_BUF_MIA,2022,3,buf,mia,46,90,38,71,8,19
2022_03_BUF_MIA,2022,3,mia,buf,19,43,13,25,6,18
2022_03_CIN_NYJ,2022,3,cin,nyj,30,66,18,41,12,25
2022_03_CIN_NYJ,2022,3,nyj,cin,29,78,22,58,7,20
2022_03_DAL_NYG,2022,3,dal,nyg,30,62,15,31,15,31
