game_id,season,week,team,opponent,off_success,off_plays,pass_success,pass_plays,rush_success,rush_plays
2020_01_ARI_SF,2020,1,ari,sf,37,79,25,51,12,28
2020_01_ARI_SF,2020,1,sf,ari,30,62,18,38,12,24
2020_01_CHI_DET,2020,1,chi,det,33,65,19,39,14,26
2020_01_CHI_DET,2020,1,det,chi,33,77,25,50,8,27
2020_01_CLE_BAL,2020,1,bal,cle,27,58,17,31,10,27
2020_01_CLE_BAL,2020,1,cle,bal,29,73,19,48,10,25
2020_01_DAL_LA,2020,1,dal,lar,33,72,23,48,10,24
2020_01_DAL_LA,2020,1,lar,dal,31,72,16,35,15,37
2020_01_GB_MIN,2020,1,gb,min,41,76,25,45,16,31
2020_01_GB_MIN,2020,1,min,gb,30,49,19,31,11,18
2020_01_HOU_KC,2020,1,hou,kc,30,57,21,40,9,17
2020_01_HOU_KC,2020,1,kc,hou,37,69,23,35,14,34
2020_01_IND_JAX,2020,1,ind,jax,36,74,29,51,7,23
2020_01_IND_JAX,2020,1,jax,ind,25,49,16,29,9,20
2020_01_LAC_CIN,2020,1,cin,lac,28,67,18,43,10,24
2020_01_LAC_CIN,2020,1,lac,cin,27,73,15,37,12,36
2020_01_LV_CAR,2020,1,car,lv,30,66,18,40,12,26
2020_01_LV_CAR,2020,1,lv,car,36,63,19,32,17,31
2020_01_MIA_NE,2020,1,mia,ne,31,60,19,37,12,23
2020_01_MIA_NE,2020,1,ne,mia,39,63,14,23,25,40
2020_01_NYJ_BUF,2020,1,buf,nyj,41,85,33,56,8,29
2020_01_NYJ_BUF,2020,1,nyj,buf,21,54,14,39,7,15
2020_01_PHI_WAS,2020,1,phi,wsh,26,68,18,51,8,17
2020_01_PHI_WAS,2020,1,wsh,phi,19,67,12,36,7,31
2020_01_PIT_NYG,2020,1,nyg,pit,27,66,24,50,3,16
2020_01_PIT_NYG,2020,1,pit,nyg,25,63,18,35,7,28
2020_01_SEA_ATL,2020,1,atl,sea,37,79,28,58,9,21
2020_01_SEA_ATL,2020,1,sea,atl,29,61,23,42,6,19
2020_01_TB_NO,2020,1,no,tb,22,67,14,36,8,31
2020_01_TB_NO,2020,1,tb,no,32,69,20,44,12,25
2020_01_TEN_DEN,2020,1,den,ten,24,59,15,34,9,25
2020_01_TEN_DEN,2020,1,ten,den,44,81,30,48,14,33
2020_02_ATL_DAL,2020,2,atl,dal,33,74,21,44,12,30
2020_02_ATL_DAL,2020,2,dal,atl,44,82,30,51,14,31
2020_02_BAL_HOU,2020,2,bal,hou,28,62,15,31,13,31
2020_02_BAL_HOU,2020,2,hou,bal,25,58,22,46,3,12
2020_02_BUF_MIA,2020,2,buf,mia,29,59,22,39,7,20
2020_02_BUF_MIA,2020,2,mia,buf,36,73,26,52,10,21
2020_02_CAR_TB,2020,2,car,tb,34,74,26,49,8,25
2020_02_CAR_TB,2020,2,tb,car,26,61,17,38,9,23
2020_02_CIN_CLE,2020,2,cin,cle,43,91,36,71,7,20
2020_02_CIN_CLE,2020,2,cle,cin,30,56,14,24,16,32
2020_02_DEN_PIT,2020,2,den,pit,30,77,21,52,9,25
2020_02_DEN_PIT,2020,2,pit,den,26,63,19,42,7,21
2020_02_DET_GB,2020,2,det,gb,28,59,18,38,10,21
2020_02_DET_GB,2020,2,gb,det,36,70,20,39,16,31
2020_02_JAX_TEN,2020,2,jax,ten,42,75,31,50,11,25
2020_02_JAX_TEN,2020,2,ten,jax,35,60,22,30,13,30
2020_02_KC_LAC,2020,2,kc,lac,32,76,28,60,4,16
2020_02_KC_LAC,2020,2,lac,kc,41,82,22,41,19,41
2020_02_LA_PHI,2020,2,lar,phi,37,66,20,32,17,34
2020_02_LA_PHI,2020,2,phi,lar,35,70,19,45,16,25
2020_02_MIN_IND,2020,2,ind,min,35,70,16,30,19,40
2020_02_MIN_IND,2020,2,min,ind,18,52,10,32,8,20
2020_02_NE_SEA,2020,2,ne,sea,35,70,28,48,7,22
2020_02_NE_SEA,2020,2,sea,ne,36,63,25,37,11,26
2020_02_NO_LV,2020,2,lv,no,41,80,28,46,13,34
2020_02_NO_LV,2020,2,no,lv,32,60,18,39,14,21
2020_02_NYG_CHI,2020,2,chi,nyg,25,65,17,33,8,32
2020_02_NYG_CHI,2020,2,nyg,chi,33,63,26,48,7,15
2020_02_SF_NYJ,2020,2,nyj,sf,25,64,16,37,9,27
2020_02_SF_NYJ,2020,2,sf,nyj,24,59,17,32,7,27
2020_02_WAS_ARI,2020,2,ari,wsh,30,77,20,46,10,31
2020_02_WAS_ARI,2020,2,wsh,ari,31,64,19,41,12,23
2020_03_CAR_LAC,2020,3,car,lac,20,51,15,31,5,20
2020_03_CAR_LAC,2020,3,lac,car,34,76,26,55,8,21
2020_03_CHI_ATL,2020,3,atl,chi,27,67,18,43,9,24
2020_03_CHI_ATL,2020,3,chi,atl,35,78,24,56,11,22
2020_03_CIN_PHI,2020,3,cin,phi,31,71,24,54,7,17
2020_03_CIN_PHI,2020,3,phi,cin,34,91,24,60,10,31
2020_03_DAL_SEA,2020,3,dal,sea,37,80,29,63,8,17
2020_03_DAL_SEA,2020,3,sea,dal,30,74,24,53,6,21
2020_03_DET_ARI,2020,3,ari,det,36,65,23,39,13,26
2020_03_DET_ARI,2020,3,det,ari,29,66,21,39,8,27
2020_03_GB_NO,2020,3,gb,no,33,61,23,37,10,24
2020_03_GB_NO,2020,3,no,gb,28,60,21,41,7,19
2020_03_HOU_PIT,2020,3,hou,pit,17,47,15,33,2,14
2020_03_HOU_PIT,2020,3,pit,hou,38,75,22,42,16,33
2020_03_KC_BAL,2020,3,bal,kc,23,55,14,37,9,18
2020_03_KC_BAL,2020,3,kc,bal,42,75,34,48,8,27
2020_03_LA_BUF,2020,3,buf,lar,31,62,22,41,9,21
2020_03_LA_BUF,2020,3,lar,buf,39,68,19,36,20,32
2020_03_LV_NE,2020,3,lv,ne,31,59,22,39,9,20
2020_03_LV_NE,2020,3,ne,lv,33,66,15,32,18,34
2020_03_MIA_JAX,2020,3,jax,mia,31,66,27,52,4,14
2020_03_MIA_JAX,2020,3,mia,jax,28,60,18,27,10,33
2020_03_NYJ_IND,2020,3,ind,nyj,25,57,16,27,9,30
2020_03_NYJ_IND,2020,3,nyj,ind,22,64,14,39,8,25
2020_03_SF_NYG,2020,3,nyg,sf,19,52,14,37,5,15
2020_03_SF_NYG,2020,3,sf,nyg,37,75,25,40,12,35
2020_03_TB_DEN,2020,3,den,tb,20,63,17,51,3,12
2020_03_TB_DEN,2020,3,tb,den,30,65,21,42,9,23
2020_03_TEN_MIN,2020,3,min,ten,29,64,15,31,14,33
2020_03_TEN_MIN,2020,3,ten,min,36,72,19,40,17,32
2020_03_WAS_CLE,2020,3,cle,wsh,26,63,15,26,11,37
2020_03_WAS_CLE,2020,3,wsh,cle,25,64,15,42,10,22
2020_04_ARI_CAR,2020,4,ari,car,29,57,20,37,9,20
2020_04_ARI_CAR,2020,4,car,ari,35,73,25,43,10,30
2020_04_ATL_GB,2020,4,atl,gb,35,70,25,47,10,23
2020_04_ATL_GB,2020,4,gb,atl,34,62,25,38,9,24
2020_04_BAL_WAS,2020,4,bal,wsh,24,56,11,27,13,29
2020_04_BAL_WAS,2020,4,wsh,bal,33,71,22,49,11,22
2020_04_BUF_LV,2020,4,buf,lv,27,59,21,36,6,23
2020_04_BUF_LV,2020,4,lv,buf,36,73,29,53,7,20
2020_04_CLE_DAL,2020,4,cle,dal,40,72,17,34,23,38
2020_04_CLE_DAL,2020,4,dal,cle,45,79,37,62,8,17
2020_04_DEN_NYJ,2020,4,den,nyj,30,65,21,37,9,28
2020_04_DEN_NYJ,2020,4,nyj,den,27,76,22,56,5,20
2020_04_IND_CHI,2020,4,chi,ind,20,60,18,45,2,15
2020_04_IND_CHI,2020,4,ind,chi,25,69,15,33,10,36
2020_04_JAX_CIN,2020,4,cin,jax,38,73,22,41,16,32
2020_04_JAX_CIN,2020,4,jax,cin,33,66,26,47,7,19
2020_04_LAC_TB,2020,4,lac,tb,18,52,15,32,3,20
2020_04_LAC_TB,2020,4,tb,lac,38,73,27,48,11,25
2020_04_MIN_HOU,2020,4,hou,min,32,65,21,42,11,23
2020_04_MIN_HOU,2020,4,min,hou,35,64,13,27,22,37
2020_04_NE_KC,2020,4,kc,ne,24,53,17,36,7,17
2020_04_NE_KC,2020,4,ne,kc,31,75,16,42,15,33
2020_04_NO_DET,2020,4,det,no,27,60,19,39,8,21
2020_04_NO_DET,2020,4,no,det,40,67,15,27,25,40
2020_04_NYG_LA,2020,4,lar,nyg,23,54,15,34,8,20
2020_04_NYG_LA,2020,4,nyg,lar,25,68,20,46,5,22
2020_04_PHI_SF,2020,4,phi,sf,27,61,17,36,10,25
2020_04_PHI_SF,2020,4,sf,phi,32,71,25,50,7,21
2020_04_SEA_MIA,2020,4,mia,sea,38,70,30,52,8,18
2020_04_SEA_MIA,2020,4,sea,mia,35,60,23,38,12,22
2020_05_ARI_NYJ,2020,5,ari,nyj,36,70,24,41,12,29
2020_05_ARI_NYJ,2020,5,nyj,ari,29,69,19,45,10,24
2020_05_BUF_TEN,2020,5,buf,ten,36,70,28,50,8,20
2020_05_BUF_TEN,2020,5,ten,buf,33,66,22,34,11,32
2020_05_CAR_ATL,2020,5,atl,car,29,63,15,38,14,25
2020_05_CAR_ATL,2020,5,car,atl,35,64,23,39,12,25
2020_05_CIN_BAL,2020,5,bal,cin,25,62,16,39,9,23
2020_05_CIN_BAL,2020,5,cin,bal,20,67,13,41,7,26
2020_05_IND_CLE,2020,5,cle,ind,33,73,23,41,10,32
2020_05_IND_CLE,2020,5,ind,cle,26,55,17,37,9,18
2020_05_JAX_HOU,2020,5,hou,jax,29,58,22,38,7,20
2020_05_JAX_HOU,2020,5,jax,hou,31,75,25,58,6,17
2020_05_LA_WAS,2020,5,lar,wsh,29,66,17,34,12,32
2020_05_LA_WAS,2020,5,wsh,lar,15,54,11,42,4,12
2020_05_LAC_NO,2020,5,lac,no,28,70,19,40,9,30
2020_05_LAC_NO,2020,5,no,lac,34,76,25,51,9,25
2020_05_LV_KC,2020,5,kc,lv,27,71,19,55,8,16
2020_05_LV_KC,2020,5,lv,kc,33,68,17,34,16,34
2020_05_MIA_SF,2020,5,mia,sf,33,66,22,33,11,33
2020_05_MIA_SF,2020,5,sf,mia,30,64,17,45,13,19
2020_05_MIN_SEA,2020,5,min,sea,40,86,23,44,17,42
2020_05_MIN_SEA,2020,5,sea,min,23,53,18,42,5,11
2020_05_NYG_DAL,2020,5,dal,nyg,39,66,22,35,17,31
2020_05_NYG_DAL,2020,5,nyg,dal,28,67,16,40,12,27
2020_05_PHI_PIT,2020,5,phi,pit,24,58,20,44,4,14
2020_05_PHI_PIT,2020,5,pit,phi,30,73,20,42,10,31
2020_05_TB_CHI,2020,5,chi,tb,25,61,22,48,3,13
2020_05_TB_CHI,2020,5,tb,chi,24,70,17,50,7,20
2020_06_ARI_DAL,2020,6,ari,dal,28,61,11,29,17,32
2020_06_ARI_DAL,2020,6,dal,ari,36,89,27,64,9,25
2020_06_ATL_MIN,2020,6,atl,min,37,79,26,45,11,34
2020_06_ATL_MIN,2020,6,min,atl,26,54,21,41,5,13
2020_06_BAL_PHI,2020,6,bal,phi,26,71,15,37,11,34
2020_06_BAL_PHI,2020,6,phi,bal,26,68,19,51,7,17
2020_06_CHI_CAR,2020,6,car,chi,25,68,16,44,9,24
2020_06_CHI_CAR,2020,6,chi,car,26,62,20,41,6,21
2020_06_CIN_IND,2020,6,cin,ind,33,72,20,42,13,30
2020_06_CIN_IND,2020,6,ind,cin,30,62,24,48,6,14
2020_06_CLE_PIT,2020,6,cle,pit,21,57,13,36,8,21
2020_06_CLE_PIT,2020,6,pit,cle,29,61,10,27,19,34
2020_06_DEN_NE,2020,6,den,ne,23,61,10,28,13,33
2020_06_DEN_NE,2020,6,ne,den,24,55,15,34,9,21
2020_06_DET_JAX,2020,6,det,jax,34,74,19,37,15,37
2020_06_DET_JAX,2020,6,jax,det,22,62,18,48,4,14
2020_06_GB_TB,2020,6,gb,tb,21,63,15,43,6,20
2020_06_GB_TB,2020,6,tb,gb,26,62,14,30,12,32
2020_06_HOU_TEN,2020,6,hou,ten,33,69,25,43,8,26
2020_06_HOU_TEN,2020,6,ten,hou,38,74,27,45,11,29
2020_06_KC_BUF,2020,6,buf,kc,24,53,17,34,7,19
2020_06_KC_BUF,2020,6,kc,buf,44,71,22,33,22,38
2020_06_LA_SF,2020,6,lar,sf,26,60,16,41,10,19
2020_06_LA_SF,2020,6,sf,lar,29,71,18,35,11,36
2020_06_NYJ_MIA,2020,6,mia,nyj,26,56,16,32,10,24
2020_06_NYJ_MIA,2020,6,nyj,mia,24,71,15,49,9,22
2020_06_WAS_NYG,2020,6,nyg,wsh,19,45,11,22,8,23
2020_06_WAS_NYG,2020,6,wsh,nyg,33,72,26,49,7,23
2020_07_BUF_NYJ,2020,7,buf,nyj,40,72,29,50,11,22
2020_07_BUF_NYJ,2020,7,nyj,buf,26,57,15,35,11,22
2020_07_CAR_NO,2020,7,car,no,28,46,23,34,5,12
2020_07_CAR_NO,2020,7,no,car,35,68,22,39,13,29
2020_07_CHI_LA,2020,7,chi,lar,20,63,16,45,4,18
