game_id,season,week,team,opponent,off_success,off_plays,pass_success,pass_plays,rush_success,rush_plays
2020_07_CHI_LA,2020,7,lar,chi,33,70,20,37,13,33
2020_07_CLE_CIN,2020,7,cin,cle,43,75,33,55,10,20
2020_07_CLE_CIN,2020,7,cle,cin,29,50,21,29,8,21
2020_07_DAL_WAS,2020,7,dal,wsh,22,57,12,32,10,25
2020_07_DAL_WAS,2020,7,wsh,dal,28,66,14,30,14,36
2020_07_DET_ATL,2020,7,atl,det,35,74,29,47,6,27
2020_07_DET_ATL,2020,7,det,atl,26,58,19,36,7,22
2020_07_GB_HOU,2020,7,gb,hou,34,60,21,35,13,25
2020_07_GB_HOU,2020,7,hou,gb,31,68,29,52,2,16
2020_07_JAX_LAC,2020,7,jax,lac,22,60,12,37,10,23
2020_07_JAX_LAC,2020,7,lac,jax,39,76,28,50,11,26
2020_07_KC_DEN,2020,7,den,kc,34,77,17,44,17,33
2020_07_KC_DEN,2020,7,kc,den,22,48,14,29,8,19
2020_07_NYG_PHI,2020,7,nyg,phi,24,59,16,39,8,20
2020_07_NYG_PHI,2020,7,phi,nyg,37,78,29,52,8,26
2020_07_PIT_TEN,2020,7,pit,ten,39,78,24,53,15,25
2020_07_PIT_TEN,2020,7,ten,pit,22,58,14,35,8,23
2020_07_SEA_ARI,2020,7,ari,sea,43,80,31,50,12,30
2020_07_SEA_ARI,2020,7,sea,ari,49,84,33,59,16,25
2020_07_SF_NE,2020,7,ne,sf,24,52,15,33,9,19
2020_07_SF_NE,2020,7,sf,ne,39,66,18,27,21,39
2020_07_TB_LV,2020,7,lv,tb,29,66,24,44,5,22
2020_07_TB_LV,2020,7,tb,lv,38,70,28,45,10,25
2020_08_ATL_CAR,2020,8,atl,car,36,68,24,38,12,30
2020_08_ATL_CAR,2020,8,car,atl,25,55,16,37,9,18
2020_08_DAL_PHI,2020,8,dal,phi,33,79,19,45,14,34
2020_08_DAL_PHI,2020,8,phi,dal,25,61,16,37,9,24
2020_08_IND_DET,2020,8,det,ind,23,60,20,48,3,12
2020_08_IND_DET,2020,8,ind,det,34,74,21,37,13,37
2020_08_LA_MIA,2020,8,lar,mia,44,94,30,65,14,29
2020_08_LA_MIA,2020,8,mia,lar,16,48,10,24,6,24
2020_08_LAC_DEN,2020,8,den,lac,24,63,20,47,4,16
2020_08_LAC_DEN,2020,8,lac,den,39,87,23,49,16,38
2020_08_LV_CLE,2020,8,cle,lv,18,49,11,30,7,19
2020_08_LV_CLE,2020,8,lv,cle,37,70,15,30,22,40
2020_08_MIN_GB,2020,8,gb,min,32,72,24,49,8,23
2020_08_MIN_GB,2020,8,min,gb,28,52,12,18,16,34
2020_08_NE_BUF,2020,8,buf,ne,28,54,10,22,18,32
2020_08_NE_BUF,2020,8,ne,buf,32,64,14,31,18,33
2020_08_NO_CHI,2020,8,chi,no,26,70,20,47,6,23
2020_08_NO_CHI,2020,8,no,chi,29,73,22,45,7,28
2020_08_NYJ_KC,2020,8,kc,nyj,33,67,30,47,3,20
2020_08_NYJ_KC,2020,8,nyj,kc,24,56,16,35,8,21
2020_08_PIT_BAL,2020,8,bal,pit,32,81,15,39,17,42
2020_08_PIT_BAL,2020,8,pit,bal,25,53,20,37,5,16
2020_08_SF_SEA,2020,8,sea,sf,30,65,22,41,8,24
2020_08_SF_SEA,2020,8,sf,sea,34,68,24,46,10,22
2020_08_TB_NYG,2020,8,nyg,tb,31,72,23,48,8,24
2020_08_TB_NYG,2020,8,tb,nyg,31,68,25,44,6,24
2020_08_TEN_CIN,2020,8,cin,ten,39,73,25,42,14,31
2020_08_TEN_CIN,2020,8,ten,cin,37,62,17,34,20,28
2020_09_BAL_IND,2020,9,bal,ind,31,64,17,30,14,34
2020_09_BAL_IND,2020,9,ind,bal,24,66,16,45,8,21
2020_09_CAR_KC,2020,9,car,kc,42,83,31,58,11,25
2020_09_CAR_KC,2020,9,kc,car,33,61,29,51,4,10
2020_09_CHI_TEN,2020,9,chi,ten,31,78,26,59,5,19
2020_09_CHI_TEN,2020,9,ten,chi,16,53,9,25,7,28
2020_09_DEN_ATL,2020,9,atl,den,30,69,24,40,6,29
2020_09_DEN_ATL,2020,9,den,atl,26,73,22,57,4,16
2020_09_DET_MIN,2020,9,det,min,40,74,29,48,11,26
2020_09_DET_MIN,2020,9,min,det,30,58,12,22,18,36
2020_09_GB_SF,2020,9,gb,sf,29,65,21,35,8,30
2020_09_GB_SF,2020,9,sf,gb,26,57,18,38,8,19
2020_09_HOU_JAX,2020,9,hou,jax,30,61,22,41,8,20
2020_09_HOU_JAX,2020,9,jax,hou,30,68,20,42,10,26
2020_09_LV_LAC,2020,9,lac,lv,34,77,23,49,11,28
2020_09_LV_LAC,2020,9,lv,lac,22,50,8,26,14,24
2020_09_MIA_ARI,2020,9,ari,mia,32,69,22,37,10,32
2020_09_MIA_ARI,2020,9,mia,ari,28,58,22,38,6,20
2020_09_NE_NYJ,2020,9,ne,nyj,39,79,20,38,19,41
2020_09_NE_NYJ,2020,9,nyj,ne,26,46,18,28,8,18
2020_09_NO_TB,2020,9,no,tb,36,68,22,37,14,31
2020_09_NO_TB,2020,9,tb,no,18,49,17,44,1,5
2020_09_NYG_WAS,2020,9,nyg,wsh,33,74,14,41,19,33
2020_09_NYG_WAS,2020,9,wsh,nyg,27,54,24,43,3,11
2020_09_PIT_DAL,2020,9,dal,pit,29,71,18,42,11,29
2020_09_PIT_DAL,2020,9,pit,dal,32,68,28,51,4,17
2020_09_SEA_BUF,2020,9,buf,sea,36,65,31,52,5,13
2020_09_SEA_BUF,2020,9,sea,buf,33,65,25,49,8,16
2020_10_BAL_NE,2020,10,bal,ne,35,66,22,42,13,24
2020_10_BAL_NE,2020,10,ne,bal,29,56,10,19,19,37
2020_10_BUF_ARI,2020,10,ari,buf,36,72,19,41,17,31
2020_10_BUF_ARI,2020,10,buf,ari,36,73,30,56,6,17
2020_10_CIN_PIT,2020,10,cin,pit,22,65,13,43,9,22
2020_10_CIN_PIT,2020,10,pit,cin,30,72,25,50,5,22
2020_10_DEN_LV,2020,10,den,lv,28,70,21,51,7,19
2020_10_DEN_LV,2020,10,lv,den,29,70,15,31,14,39
2020_10_HOU_CLE,2020,10,cle,hou,30,63,12,24,18,39
2020_10_HOU_CLE,2020,10,hou,cle,24,56,17,35,7,21
2020_10_IND_TEN,2020,10,ind,ten,37,69,23,39,14,30
2020_10_IND_TEN,2020,10,ten,ind,35,65,19,33,16,32
2020_10_JAX_GB,2020,10,gb,jax,27,63,20,41,7,22
2020_10_JAX_GB,2020,10,jax,gb,25,64,15,39,10,25
2020_10_LAC_MIA,2020,10,lac,mia,30,62,16,36,14,26
2020_10_LAC_MIA,2020,10,mia,lac,26,54,14,26,12,28
2020_10_MIN_CHI,2020,10,chi,min,15,49,11,33,4,16
2020_10_MIN_CHI,2020,10,min,chi,26,72,18,38,8,34
2020_10_PHI_NYG,2020,10,nyg,phi,34,69,18,36,16,33
2020_10_PHI_NYG,2020,10,phi,nyg,32,65,20,42,12,23
2020_10_SEA_LA,2020,10,lar,sea,34,68,21,43,13,25
2020_10_SEA_LA,2020,10,sea,lar,31,67,25,52,6,15
2020_10_SF_NO,2020,10,no,sf,25,55,14,29,11,26
2020_10_SF_NO,2020,10,sf,no,28,71,20,45,8,26
2020_10_TB_CAR,2020,10,car,tb,22,48,16,35,6,13
2020_10_TB_CAR,2020,10,tb,car,36,77,23,44,13,33
2020_10_WAS_DET,2020,10,det,wsh,28,59,20,38,8,21
2020_10_WAS_DET,2020,10,wsh,det,46,87,35,63,11,24
2020_11_ARI_SEA,2020,11,ari,sea,32,67,25,49,7,18
2020_11_ARI_SEA,2020,11,sea,ari,36,65,24,41,12,24
2020_11_ATL_NO,2020,11,atl,no,18,62,14,48,4,14
2020_11_ATL_NO,2020,11,no,atl,31,66,17,34,14,32
2020_11_CIN_WAS,2020,11,cin,wsh,30,68,25,52,5,16
2020_11_CIN_WAS,2020,11,wsh,cin,26,59,11,28,15,31
2020_11_DAL_MIN,2020,11,dal,min,33,63,20,35,13,28
2020_11_DAL_MIN,2020,11,min,dal,31,65,20,35,11,30
2020_11_DET_CAR,2020,11,car,det,26,68,17,37,9,31
2020_11_DET_CAR,2020,11,det,car,16,55,14,40,2,15
2020_11_GB_IND,2020,11,gb,ind,31,58,23,40,8,18
2020_11_GB_IND,2020,11,ind,gb,37,82,20,40,17,42
2020_11_KC_LV,2020,11,kc,lv,47,76,35,53,12,23
2020_11_KC_LV,2020,11,lv,kc,33,58,22,34,11,24
2020_11_LA_TB,2020,11,lar,tb,32,71,29,50,3,21
2020_11_LA_TB,2020,11,tb,lar,25,69,20,51,5,18
2020_11_MIA_DEN,2020,11,den,mia,27,65,16,33,11,32
2020_11_MIA_DEN,2020,11,mia,den,23,65,18,49,5,16
2020_11_NE_HOU,2020,11,hou,ne,26,61,26,47,0,14
2020_11_NE_HOU,2020,11,ne,hou,31,68,21,43,10,25
2020_11_NYJ_LAC,2020,11,lac,nyj,34,83,30,59,4,24
2020_11_NYJ_LAC,2020,11,nyj,lac,25,60,15,37,10,23
2020_11_PHI_CLE,2020,11,cle,phi,23,65,12,26,11,39
2020_11_PHI_CLE,2020,11,phi,cle,29,68,16,43,13,25
2020_11_PIT_JAX,2020,11,jax,pit,18,58,12,41,6,17
2020_11_PIT_JAX,2020,11,pit,jax,31,72,23,48,8,24
2020_11_TEN_BAL,2020,11,bal,ten,27,64,16,34,11,30
2020_11_TEN_BAL,2020,11,ten,bal,34,69,23,38,11,31
2020_12_ARI_NE,2020,12,ari,ne,33,73,20,42,13,31
2020_12_ARI_NE,2020,12,ne,ari,21,52,9,22,12,30
2020_12_BAL_PIT,2020,12,bal,pit,16,53,6,25,10,28
2020_12_BAL_PIT,2020,12,pit,bal,34,71,28,52,6,19
2020_12_CAR_MIN,2020,12,car,min,31,64,18,38,13,26
2020_12_CAR_MIN,2020,12,min,car,35,70,27,49,8,21
2020_12_CHI_GB,2020,12,chi,gb,32,67,26,52,6,15
2020_12_CHI_GB,2020,12,gb,chi,35,69,18,33,17,36
2020_12_CLE_JAX,2020,12,cle,jax,33,64,16,33,17,31
2020_12_CLE_JAX,2020,12,jax,cle,31,62,19,37,12,25
2020_12_HOU_DET,2020,12,det,hou,39,81,27,52,12,29
2020_12_HOU_DET,2020,12,hou,det,27,51,20,34,7,17
2020_12_KC_TB,2020,12,kc,tb,37,78,30,59,7,19
2020_12_KC_TB,2020,12,tb,kc,29,58,25,45,4,13
2020_12_LAC_BUF,2020,12,buf,lac,28,61,14,32,14,29
2020_12_LAC_BUF,2020,12,lac,buf,32,82,25,58,7,24
2020_12_LV_ATL,2020,12,atl,lv,29,75,21,45,8,30
2020_12_LV_ATL,2020,12,lv,atl,18,63,18,49,0,14
2020_12_MIA_NYJ,2020,12,mia,nyj,31,69,24,46,7,23
2020_12_MIA_NYJ,2020,12,nyj,mia,16,55,12,34,4,21
2020_12_NO_DEN,2020,12,den,no,8,43,1,11,7,32
2020_12_NO_DEN,2020,12,no,den,27,64,4,22,23,42
2020_12_NYG_CIN,2020,12,cin,nyg,16,49,11,37,5,12
2020_12_NYG_CIN,2020,12,nyg,cin,33,79,19,44,14,35
2020_12_SEA_PHI,2020,12,phi,sea,26,69,21,58,5,11
2020_12_SEA_PHI,2020,12,sea,phi,29,65,18,38,11,27
2020_12_SF_LA,2020,12,lar,sf,24,61,16,37,8,24
2020_12_SF_LA,2020,12,sf,lar,28,72,15,38,13,34
2020_12_TEN_IND,2020,12,ind,ten,32,71,25,52,7,19
2020_12_TEN_IND,2020,12,ten,ind,37,69,13,26,24,43
2020_12_WAS_DAL,2020,12,dal,wsh,26,60,19,43,7,17
2020_12_WAS_DAL,2020,12,wsh,dal,35,67,18,33,17,34
2020_13_BUF_SF,2020,13,buf,sf,45,72,34,48,11,24
2020_13_BUF_SF,2020,13,sf,buf,31,61,24,40,7,21
2020_13_CIN_MIA,2020,13,cin,mia,18,52,12,35,6,17
2020_13_CIN_MIA,2020,13,mia,cin,33,69,24,41,9,28
2020_13_CLE_TEN,2020,13,cle,ten,33,71,24,36,9,35
2020_13_CLE_TEN,2020,13,ten,cle,34,70,26,52,8,18
2020_13_DAL_BAL,2020,13,bal,dal,29,55,11,23,18,32
2020_13_DAL_BAL,2020,13,dal,bal,32,79,25,51,7,28
2020_13_DEN_KC,2020,13,den,kc,27,65,14,32,13,33
2020_13_DEN_KC,2020,13,kc,den,31,63,23,45,8,18
2020_13_DET_CHI,2020,13,chi,det,34,69,20,38,14,31
2020_13_DET_CHI,2020,13,det,chi,30,67,24,45,6,22
2020_13_IND_HOU,2020,13,hou,ind,27,64,23,50,4,14
2020_13_IND_HOU,2020,13,ind,hou,33,66,19,38,14,28
2020_13_JAX_MIN,2020,13,jax,min,32,69,23,46,9,23
2020_13_JAX_MIN,2020,13,min,jax,41,91,31,53,10,38
2020_13_LA_ARI,2020,13,ari,lar,25,63,18,43,7,20
2020_13_LA_ARI,2020,13,lar,ari,44,80,32,51,12,29
2020_13_LV_NYJ,2020,13,lv,nyj,33,77,27,54,6,23
2020_13_LV_NYJ,2020,13,nyj,lv,30,61,13,29,17,32
2020_13_NE_LAC,2020,13,lac,ne,23,71,16,55,7,16
2020_13_NE_LAC,2020,13,ne,lac,29,65,11,27,18,38
2020_13_NO_ATL,2020,13,atl,no,26,67,18,46,8,21
2020_13_NO_ATL,2020,13,no,atl,37,78,23,45,14,33
2020_13_NYG_SEA,2020,13,nyg,sea,19,54,8,25,11,29
2020_13_NYG_SEA,2020,13,sea,nyg,31,72,22,56,9,16
2020_13_PHI_GB,2020,13,gb,phi,28,58,19,36,9,22
2020_13_PHI_GB,2020,13,phi,gb,22,62,13,43,9,19
2020_13_WAS_PIT,2020,13,pit,wsh,27,71,23,57,4,14
2020_13_WAS_PIT,2020,13,wsh,pit,25,72,19,51,6,21
2020_14_ARI_NYG,2020,14,ari,nyg,32,76,23,44,9,32
2020_14_ARI_NYG,2020,14,nyg,ari,15,49,8,32,7,17
2020_14_ATL_LAC,2020,14,atl,lac,28,57,19,38,9,19
2020_14_ATL_LAC,2020,14,lac,atl,36,73,25,46,11,27
2020_14_BAL_CLE,2020,14,bal,cle,27,58,15,31,12,27
2020_14_BAL_CLE,2020,14,cle,bal,41,82,31,59,10,23
2020_14_DAL_CIN,2020,14,cin,dal,34,72,23,43,11,29
2020_14_DAL_CIN,2020,14,dal,cin,22,50,15,26,7,24
2020_14_DEN_CAR,2020,14,car,den,29,67,19,48,10,19
