game_id,season,week,team,opponent,off_success,off_plays,pass_success,pass_plays,rush_success,rush_plays
2025_01_ARI_NO,2025,1,ari,no,28,66,21,41,7,25
2025_01_ARI_NO,2025,1,no,ari,31,73,24,51,7,22
2025_01_BAL_BUF,2025,1,bal,buf,26,51,12,23,14,28
2025_01_BAL_BUF,2025,1,buf,bal,40,78,29,54,11,24
2025_01_CAR_JAX,2025,1,car,jax,23,63,16,43,7,20
2025_01_CAR_JAX,2025,1,jax,car,29,63,16,33,13,30
2025_01_CIN_CLE,2025,1,cin,cle,22,52,13,29,9,23
2025_01_CIN_CLE,2025,1,cle,cin,31,76,26,53,5,23
2025_01_DAL_PHI,2025,1,dal,phi,28,60,15,39,13,21
2025_01_DAL_PHI,2025,1,phi,dal,30,59,19,33,11,26
2025_01_DET_GB,2025,1,det,gb,28,66,21,44,7,22
2025_01_DET_GB,2025,1,gb,det,21,47,10,24,11,23
2025_01_HOU_LA,2025,1,hou,lar,23,63,17,38,6,25
2025_01_HOU_LA,2025,1,lar,hou,24,58,15,34,9,24
2025_01_KC_LAC,2025,1,kc,lac,27,59,22,47,5,12
2025_01_KC_LAC,2025,1,lac,kc,35,62,27,43,8,19
2025_01_LV_NE,2025,1,lv,ne,26,61,21,38,5,23
2025_01_LV_NE,2025,1,ne,lv,29,71,23,54,6,17
2025_01_MIA_IND,2025,1,ind,mia,37,73,19,34,18,39
2025_01_MIA_IND,2025,1,mia,ind,19,46,13,36,6,10
2025_01_MIN_CHI,2025,1,chi,min,26,67,22,46,4,21
2025_01_MIN_CHI,2025,1,min,chi,23,54,13,28,10,26
2025_01_NYG_WAS,2025,1,nyg,wsh,25,68,18,51,7,17
2025_01_NYG_WAS,2025,1,wsh,nyg,35,67,20,41,15,26
2025_01_PIT_NYJ,2025,1,nyj,pit,32,62,14,25,18,37
2025_01_PIT_NYJ,2025,1,pit,nyj,24,55,17,36,7,19
2025_01_SF_SEA,2025,1,sea,sf,25,51,12,26,13,25
2025_01_SF_SEA,2025,1,sf,sea,37,74,25,42,12,32
2025_01_TB_ATL,2025,1,atl,tb,34,75,27,51,7,24
2025_01_TB_ATL,2025,1,tb,atl,22,57,16,38,6,19
2025_01_TEN_DEN,2025,1,den,ten,29,74,19,48,10,26
2025_01_TEN_DEN,2025,1,ten,den,13,57,6,36,7,21
2025_02_ATL_MIN,2025,2,atl,min,29,65,10,26,19,39
2025_02_ATL_MIN,2025,2,min,atl,19,47,10,30,9,17
2025_02_BUF_NYJ,2025,2,buf,nyj,33,71,15,34,18,37
2025_02_BUF_NYJ,2025,2,nyj,buf,16,47,10,31,6,16
2025_02_CAR_ARI,2025,2,ari,car,23,54,17,34,6,20
2025_02_CAR_ARI,2025,2,car,ari,40,82,34,65,6,17
2025_02_CHI_DET,2025,2,chi,det,24,68,17,44,7,24
2025_02_CHI_DET,2025,2,det,chi,32,59,19,30,13,29
2025_02_CLE_BAL,2025,2,bal,cle,21,53,17,36,4,17
2025_02_CLE_BAL,2025,2,cle,bal,27,73,17,52,10,21
2025_02_DEN_IND,2025,2,den,ind,29,59,20,36,9,23
2025_02_DEN_IND,2025,2,ind,den,34,71,23,40,11,31
2025_02_JAX_CIN,2025,2,cin,jax,30,69,24,51,6,18
2025_02_JAX_CIN,2025,2,jax,cin,35,71,22,45,13,26
2025_02_LA_TEN,2025,2,lar,ten,30,59,19,36,11,23
2025_02_LA_TEN,2025,2,ten,lar,26,66,17,43,9,23
2025_02_LAC_LV,2025,2,lac,lv,24,56,17,33,7,23
2025_02_LAC_LV,2025,2,lv,lac,23,70,15,53,8,17
2025_02_NE_MIA,2025,2,mia,ne,27,57,22,42,5,15
