game_id,season,week,team,opponent,off_success,off_plays,pass_success,pass_plays,rush_success,rush_plays
2023_01_ARI_WAS,2023,1,ari,wsh,19,62,11,37,8,25
2023_01_ARI_WAS,2023,1,wsh,ari,28,71,18,45,10,26
2023_01_BUF_NYJ,2023,1,buf,nyj,33,68,26,50,7,18
2023_01_BUF_NYJ,2023,1,nyj,buf,21,52,10,27,11,25
2023_01_CAR_ATL,2023,1,atl,car,18,50,8,24,10,26
2023_01_CAR_ATL,2023,1,car,atl,30,77,15,46,15,31
2023_01_CIN_CLE,2023,1,cin,cle,12,54,8,36,4,18
2023_01_CIN_CLE,2023,1,cle,cin,29,73,14,35,15,38
2023_01_DAL_NYG,2023,1,dal,nyg,27,58,12,28,15,30
2023_01_DAL_NYG,2023,1,nyg,dal,24,70,14,49,10,21
2023_01_DET_KC,2023,1,det,kc,27,67,16,36,11,31
2023_01_DET_KC,2023,1,kc,det,26,65,22,48,4,17
2023_01_GB_CHI,2023,1,chi,gb,30,72,23,50,7,22
2023_01_GB_CHI,2023,1,gb,chi,22,60,11,30,11,30
2023_01_HOU_BAL,2023,1,bal,hou,25,63,17,35,8,28
2023_01_HOU_BAL,2023,1,hou,bal,23,76,19,57,4,19
2023_01_JAX_IND,2023,1,ind,jax,25,72,21,49,4,23
2023_01_JAX_IND,2023,1,jax,ind,34,69,20,36,14,33
2023_01_LA_SEA,2023,1,lar,sea,40,81,25,41,15,40
2023_01_LA_SEA,2023,1,sea,lar,24,50,17,33,7,17
2023_01_LV_DEN,2023,1,den,lv,30,63,21,41,9,22
2023_01_LV_DEN,2023,1,lv,den,21,55,17,32,4,23
2023_01_MIA_LAC,2023,1,lac,mia,47,80,23,44,24,36
2023_01_MIA_LAC,2023,1,mia,lac,34,65,26,47,8,18
2023_01_PHI_NE,2023,1,ne,phi,32,79,25,58,7,21
2023_01_PHI_NE,2023,1,phi,ne,24,65,17,42,7,23
2023_01_SF_PIT,2023,1,pit,sf,26,62,23,53,3,9
2023_01_SF_PIT,2023,1,sf,pit,27,65,16,34,11,31
2023_01_TB_MIN,2023,1,min,tb,26,64,21,48,5,16
2023_01_TB_MIN,2023,1,tb,min,22,65,15,38,7,27
2023_01_TEN_NO,2023,1,no,ten,23,63,19,39,4,24
2023_01_TEN_NO,2023,1,ten,no,20,63,13,43,7,20
2023_02_BAL_CIN,2023,2,bal,cin,43,74,27,45,16,29
2023_02_BAL_CIN,2023,2,cin,bal,29,60,22,45,7,15
2023_02_CHI_TB,2023,2,chi,tb,21,52,14,37,7,15
2023_02_CHI_TB,2023,2,tb,chi,30,69,18,39,12,30
2023_02_CLE_PIT,2023,2,cle,pit,33,85,21,52,12,33
2023_02_CLE_PIT,2023,2,pit,cle,14,50,10,32,4,18
2023_02_GB_ATL,2023,2,atl,gb,40,81,22,42,18,39
2023_02_GB_ATL,2023,2,gb,atl,25,49,16,29,9,20
2023_02_IND_HOU,2023,2,hou,ind,33,81,24,54,9,27
2023_02_IND_HOU,2023,2,ind,hou,29,57,17,36,12,21
2023_02_KC_JAX,2023,2,jax,kc,26,66,21,52,5,14
2023_02_KC_JAX,2023,2,kc,jax,24,64,19,48,5,16
2023_02_LAC_TEN,2023,2,lac,ten,28,67,23,46,5,21
2023_02_LAC_TEN,2023,2,ten,lac,29,65,15,31,14,34
2023_02_LV_BUF,2023,2,buf,lv,45,76,25,42,20,34
2023_02_LV_BUF,2023,2,lv,buf,18,40,14,26,4,14
2023_02_MIA_NE,2023,2,mia,ne,33,62,21,33,12,29
2023_02_MIA_NE,2023,2,ne,mia,39,73,27,50,12,23
2023_02_MIN_PHI,2023,2,min,phi,27,58,24,49,3,9
2023_02_MIN_PHI,2023,2,phi,min,38,77,10,32,28,45
2023_02_NO_CAR,2023,2,car,no,26,59,18,41,8,18
2023_02_NO_CAR,2023,2,no,car,36,74,20,43,16,31
