game_id,season,week,team,opponent,off_success,off_plays,pass_success,pass_plays,rush_success,rush_plays
2021_01_ARI_TEN,2021,1,ari,ten,28,69,16,36,12,33
2021_01_ARI_TEN,2021,1,ten,ari,28,65,22,45,6,20
2021_01_BAL_LV,2021,1,bal,lv,28,67,21,40,7,27
2021_01_BAL_LV,2021,1,lv,bal,37,84,31,63,6,21
2021_01_CHI_LA,2021,1,chi,lar,37,69,25,45,12,24
2021_01_CHI_LA,2021,1,lar,chi,23,48,15,28,8,20
2021_01_CLE_KC,2021,1,cle,kc,33,59,18,33,15,26
2021_01_CLE_KC,2021,1,kc,cle,31,62,25,44,6,18
2021_01_DAL_TB,2021,1,dal,tb,43,84,39,69,4,15
2021_01_DAL_TB,2021,1,tb,dal,34,65,27,50,7,15
2021_01_DEN_NYG,2021,1,den,nyg,30,66,23,41,7,25
2021_01_DEN_NYG,2021,1,nyg,den,27,59,21,44,6,15
2021_01_GB_NO,2021,1,gb,no,22,57,17,41,5,16
2021_01_GB_NO,2021,1,no,gb,32,60,17,25,15,35
2021_01_JAX_HOU,2021,1,hou,jax,33,77,21,40,12,37
2021_01_JAX_HOU,2021,1,jax,hou,32,72,23,56,9,16
2021_01_LAC_WAS,2021,1,lac,wsh,37,78,29,52,8,26
2021_01_LAC_WAS,2021,1,wsh,lac,23,55,13,30,10,25
2021_01_MIA_NE,2021,1,mia,ne,23,51,14,30,9,21
2021_01_MIA_NE,2021,1,ne,mia,36,75,23,44,13,31
2021_01_MIN_CIN,2021,1,cin,min,27,68,15,32,12,36
2021_01_MIN_CIN,2021,1,min,cin,34,82,27,60,7,22
2021_01_NYJ_CAR,2021,1,car,nyj,26,61,16,37,10,24
2021_01_NYJ_CAR,2021,1,nyj,car,23,63,17,45,6,18
2021_01_PHI_ATL,2021,1,atl,phi,25,71,17,44,8,27
2021_01_PHI_ATL,2021,1,phi,atl,39,69,23,40,16,29
2021_01_PIT_BUF,2021,1,buf,pit,34,85,25,61,9,24
2021_01_PIT_BUF,2021,1,pit,buf,23,55,19,38,4,17
2021_01_SEA_IND,2021,1,ind,sea,34,75,25,47,9,28
2021_01_SEA_IND,2021,1,sea,ind,26,54,15,29,11,25
2021_01_SF_DET,2021,1,det,sf,42,90,32,69,10,21
2021_01_SF_DET,2021,1,sf,det,27,53,16,27,11,26
2021_02_ATL_TB,2021,2,atl,tb,32,71,26,52,6,19
2021_02_ATL_TB,2021,2,tb,atl,30,60,22,42,8,18
