window,group,n,games,mean_team_sack_rate,median_team_sack_rate,n_team_sack_rate,mean_team_sacks,median_team_sacks,n_team_sacks,mean_team_pass_epa_db,median_team_pass_epa_db,n_team_pass_epa_db,mean_team_pass_epa,median_team_pass_epa,n_team_pass_epa,mean_team_pass_success_rate,median_team_pass_success_rate,n_team_pass_success_rate,mean_team_explosive_pass_rate,median_team_explosive_pass_rate,n_team_explosive_pass_rate,mean_team_interceptions,median_team_interceptions,n_team_interceptions,mean_team_points,median_team_points,n_team_points,mean_team_total_margin,median_team_total_margin,n_team_total_margin,mean_ats_margin,median_ats_margin,n_ats_margin,mean_first_half_points,median_first_half_points,n_first_half_points,below_implied_n,below_implied_rate,below_implied_ci_low,below_implied_ci_high,below_implied_3_n,below_implied_3_rate,below_implied_3_ci_low,below_implied_3_ci_high,below_implied_7_n,below_implied_7_rate,below_implied_7_ci_low,below_implied_7_ci_high,ats_w,ats_l,ats_p,ats_cover_rate,su_win_rate
2024-2025 validation,z_ge_1.5,80,76,0.0797013102054,0.0769230769231,80,3.1,3,80,-0.0456162690297,-0.019123092404,80,-1.25096552019,-0.691785688398,80,0.426239320156,0.434782608696,80,0.077421891913,0.0754985754986,80,0.8125,1,80,20.3375,20.5,80,0.16875,-1,80,-0.825,0.5,80,,,0,42,0.525,0.416954511803,0.630754501383,31,0.3875,0.288243996883,0.497065443777,16,0.2,0.127027363793,0.300464477966,42,38,0,0.525,0.4125
2024-2025 validation,z_lt_-0.5,346,288,0.052787692104,0.046511627907,346,1.99132947977,2,346,0.124688277264,0.127103343848,346,4.28594231654,4.86219168036,346,0.479802747132,0.479583333333,346,0.094438966751,0.0833333333333,346,0.627167630058,0,346,24.5606936416,24,346,0.928468208092,1,346,0.828034682081,0.5,346,,,0,153,0.442196531792,0.390783645142,0.494878894705,118,0.341040462428,0.293078641996,0.392493342583,68,0.196531791908,0.15809004574,0.241638288454,179,165,2,0.520348837209,0.592485549133
2024-2025 validation,z_-0.5_to_0,205,186,0.0602210125617,0.0540540540541,205,2.45365853659,2,205,0.104305563737,0.114852486705,205,3.46254627822,4.77565186936,205,0.473749041709,0.478260869565,205,0.093359336213,0.0857142857143,205,0.726829268293,1,205,23.6292682927,23,205,1.20853658537,1,205,-0.841463414634,-0.5,205,,,0,88,0.429268292683,0.363425030814,0.497713746134,72,0.351219512195,0.289156531067,0.418756068721,42,0.20487804878,0.155297304719,0.265316212894,90,114,1,0.441176470588,0.458536585366
2024-2025 validation,z_0_to_0.5,202,177,0.0657822883432,0.0606060606061,202,2.5099009901,2,202,0.0707968016865,0.0856221990395,202,2.19347370216,2.63240920852,202,0.460860231658,0.463414634146,202,0.0932667770331,0.0863354037267,202,0.707920792079,1,202,22.0297029703,22,202,-0.0148514851485,-0.125,202,-0.222772277228,0.5,202,,,0,101,0.5,0.431693898174,0.568306101826,77,0.381188118812,0.317018822275,0.449792162482,46,0.227722772277,0.175289269123,0.290319237613,108,91,3,0.542713567839,0.482587064677
2024-2025 validation,z_0.5_to_1,174,153,0.0607212401111,0.0588235294118,174,2.38505747126,2,174,0.0417749521564,0.0416087525883,174,1.30290761118,1.65099187534,174,0.460595866359,0.453463203463,174,0.0906156231459,0.0833333333333,174,0.770114942529,1,174,21.775862069,20,174,0.300287356322,-0.5,174,-0.0833333333333,-0.5,174,,,0,92,0.528735632184,0.454746932465,0.601482881032,71,0.408045977011,0.33777161395,0.48229298286,36,0.206896551724,0.153356063785,0.273099838546,83,88,3,0.485380116959,0.445086705202
2024-2025 validation,z_1_to_1.5,81,77,0.0774585935732,0.0681818181818,81,2.95061728395,3,81,0.0259445418893,0.00620168691114,81,0.569681804793,0.223260728801,81,0.446632868553,0.439024390244,81,0.0882661740742,0.0810810810811,81,0.728395061728,1,81,21.9135802469,22,81,1.02160493827,1,81,0.141975308642,-0.5,81,,,0,36,0.444444444444,0.341193756764,0.552726207027,28,0.345679012346,0.251224952426,0.454108280328,17,0.20987654321,0.1353706249,0.310655852677,37,43,1,0.4625,0.456790123457
2022-2025 full,all,2046,1023,0.0628515079499,0.0571428571429,2046,2.44868035191,2,2046,0.0563675856122,0.0596977616554,2046,1.84559455303,2.24215472749,2046,0.461117273626,0.461538461538,2046,0.0909529701485,0.0833333333333,2046,0.737536656891,1,2046,22.4232649071,22,2046,0.423020527859,0,2046,0,0,2046,,,0,1013,0.495112414467,0.473477191132,0.516765957412,774,0.378299120235,0.357531518967,0.399522879773,429,0.209677419355,0.192590353671,0.227852669829,997,997,52,0.5,0.5
2022-2025 full,top50_prior,979,745,0.0712699593625,0.0666666666667,979,2.77834525026,3,979,0.00525775997528,0.00649988832322,979,-0.00710616465299,0.266495421252,979,0.445751822637,0.444444444444,979,0.0874736453018,0.08,979,0.767109295199,1,979,21.0153217569,20,979,0.0643513789581,-0.75,979,-0.442798774259,0,979,,,0,517,0.52808988764,0.49676960551,0.559190581767,391,0.399387129724,0.369157621967,0.430403161785,210,0.214504596527,0.18993342942,0.241307576252,468,481,30,0.493150684932,0.433846153846
2022-2025 full,top25_prior,481,415,0.0748918251538,0.0697674418605,481,2.90020790021,3,481,-0.00367695258147,0.00536888398717,481,-0.185672103713,0.220124243474,481,0.44195943624,0.441176470588,481,0.087397403553,0.08,481,0.777546777547,1,481,20.7276507277,20,481,0.233367983368,-1,481,-0.202702702703,0,481,,,0,258,0.536382536383,0.491704532912,0.580483992165,194,0.403326403326,0.360418719196,0.447766057028,93,0.193347193347,0.160539575215,0.23101428485,229,238,14,0.490364025696,0.428870292887
2022-2025 full,top20_prior,394,354,0.0755951356509,0.0685736677116,394,2.91116751269,3,394,-0.00443027322255,0.0124878458559,394,-0.0938747907788,0.516898106405,394,0.440116805097,0.441518467852,394,0.0872052089253,0.08,394,0.771573604061,1,394,20.6675126904,20,394,0.305203045685,-0.625,394,-0.420050761421,0,394,,,0,205,0.520304568528,0.471015903709,0.569201107282,150,0.380710659898,0.334134686764,0.429590373662,68,0.172588832487,0.138482326443,0.213018371323,189,195,10,0.4921875,0.414322250639
2022-2025 full,top10_prior,197,188,0.0824112476586,0.078431372549,197,3.20304568528,3,197,-0.0368492706986,-0.0155814127928,197,-1.24733954502,-0.436279558198,197,0.425644310887,0.434782608696,197,0.0838769750382,0.0769230769231,197,0.796954314721,1,197,20.2385786802,20,197,0.343908629442,-0.25,197,-0.862944162437,0,197,,,0,99,0.502538071066,0.433339274632,0.571639773533,72,0.365482233503,0.301404002682,0.434706444556,37,0.187817258883,0.139443309893,0.248133765773,92,98,7,0.484210526316,0.377551020408
2022-2025 full,z_ge_0.5,611,516,0.0743435672185,0.0689655172414,611,2.87397708674,3,611,-0.00720749527423,-0.000373423860169,611,-0.38521235277,-0.0216585838898,611,0.44193470292,0.439024390244,611,0.0863171825578,0.08,611,0.777414075286,1,611,20.7315875614,20,611,0.2205400982,-1,611,-0.28232405892,0,611,,,0,325,0.531914893617,0.492273071819,0.57115789967,248,0.40589198036,0.367659380464,0.445300575402,124,0.20294599018,0.172956564373,0.236647470227,291,303,17,0.489898989899,0.421052631579
2022-2025 full,z_ge_1.0,304,279,0.0783934506412,0.0731707317073,304,3.02960526316,3,304,-0.0101074688062,0.00491817306214,304,-0.408958412702,0.199411364479,304,0.436345960631,0.438262195122,304,0.0850877648283,0.0769230769231,304,0.740131578947,1,304,20.6118421053,20,304,0.484375,0.25,304,-0.292763157895,0,304,,,0,149,0.490131578947,0.43441042561,0.546099031202,112,0.368421052632,0.316151722494,0.423974368326,59,0.194078947368,0.153551724816,0.242241436342,147,149,8,0.496621621622,0.423841059603
2022-2025 full,z_ge_1.5,147,142,0.0819021274309,0.078431372549,147,3.17006802721,3,147,-0.0348878224841,-0.0016104216334,147,-1.27375845017,-0.0740793951365,147,0.430607513876,0.425925925926,147,0.0819916381208,0.0769230769231,147,0.721088435374,1,147,20.0816326531,20,147,0.5,-0.25,147,-0.394557823129,0,147,,,0,74,0.503401360544,0.423523403048,0.583106067867,53,0.360544217687,0.287386897646,0.440804794831,27,0.183673469388,0.129412056544,0.254047148344,72,70,5,0.507042253521,0.383561643836
2022-2025 full,z_lt_-0.5,633,549,0.0521685055546,0.046511627907,633,1.98578199052,2,633,0.116429127744,0.119036784149,633,4.0310125771,4.41060449227,633,0.479721416367,0.477272727273,633,0.0945020094748,0.0882352941176,633,0.676145339652,0,633,24.0900473934,24,633,0.640600315956,0.5,633,0.694312796209,0.5,633,,,0,295,0.466034755134,0.427494962526,0.504984322747,226,0.357030015798,0.320670023088,0.395114875386,129,0.203791469194,0.174241531194,0.236915026418,320,302,11,0.514469453376,0.592417061611
2022-2025 full,z_-0.5_to_0,414,371,0.0585261515155,0.0540540540541,414,2.38164251208,2,414,0.0868059186206,0.11096574977,414,2.97271586595,4.32040162212,414,0.468609504818,0.46875,414,0.0941724100437,0.0857142857143,414,0.770531400966,1,414,23.3309178744,23,414,0.859299516908,0.5,414,-0.305555555556,-0.5,414,,,0,191,0.461352657005,0.413907635096,0.509508319658,149,0.359903381643,0.315151346764,0.40723148922,85,0.205314009662,0.169197806889,0.246848848112,191,212,11,0.473945409429,0.507246376812
2022-2025 full,z_0_to_0.5,388,346,0.0667983890504,0.061862244898,388,2.60567010309,2,388,0.0260169371249,0.0199072662601,388,0.590504827947,0.853827902091,388,0.452978986593,0.454545454545,388,0.0890279088279,0.08,388,0.739690721649,1,388,21.3994845361,20.5,388,-0.0786082474227,-0.5,388,-0.362113402062,0.5,388,,,0,202,0.520618556701,0.470950633535,0.569882192791,151,0.389175257732,0.341973504668,0.438550053831,91,0.234536082474,0.195104551041,0.279172810015,195,180,13,0.52,0.46511627907
2022-2025 full,z_0.5_to_1,307,276,0.0703332592038,0.0666666666667,307,2.71986970684,3,307,-0.00433586024581,-0.0174525062025,307,-0.361698339026,-0.569642437579,307,0.447468832093,0.439024390244,307,0.0875345864333,0.0816326530612,307,0.814332247557,1,307,20.8501628664,20,307,-0.0407166123779,-1.5,307,-0.271986970684,-0.5,307,,,0,176,0.57328990228,0.517392195559,0.627376072266,136,0.442996742671,0.388474289936,0.498928168422,65,0.211726384365,0.169733172663,0.260844973892,144,154,9,0.48322147651,0.418300653595
2022-2025 full,z_1_to_1.5,157,151,0.0751082564495,0.0652173913043,157,2.89808917197,3,157,0.0130945183954,0.0116217882942,157,0.400758819831,0.522980473237,157,0.441718901224,0.444444444444,157,0.0879866860132,0.08,157,0.757961783439,1,157,21.1082802548,20,157,0.46974522293,0.5,157,-0.197452229299,-0.5,157,,,0,75,0.477707006369,0.401041626479,0.555437294397,59,0.375796178344,0.303853175949,0.453672240361,32,0.203821656051,0.148238217256,0.2735531601,75,79,3,0.487012987013,0.461538461538
