season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2024,REG,MIN,2,00-0029542,CB,Stephon Gilmore,Stephon,Gilmore,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-13T19:35:58Z
2024,REG,MIN,2,00-0035588,C,Garrett Bradbury,Garrett,Bradbury,,,,Knee,,Full Participation in Practice,2024-09-13T19:32:28Z
2024,REG,MIN,2,00-0037291,WR,Jalen Nailor,Jalen,Nailor,,,,Ankle,,Full Participation in Practice,2024-09-13T19:31:37Z
2024,REG,MIN,2,00-0035272,LB,Andrew Van Ginkel,Andrew,Van Ginkel,,,,Foot,,Full Participation in Practice,2024-09-13T19:34:35Z
2024,REG,MIN,2,00-0038994,WR,Jordan Addison,Jordan,Addison,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-13T19:37:22Z
2024,REG,MIN,2,00-0038131,G,Ed Ingram,Ed,Ingram,Triceps,,Questionable,Triceps,,Limited Participation in Practice,2024-09-13T19:37:43Z
2024,REG,MIN,2,00-0034158,T,Brian O'Neill,Brian,O'Neill,Elbow,,Questionable,Elbow,,Limited Participation in Practice,2024-09-13T19:39:18Z
2024,REG,MIN,2,00-0029606,S,Harrison Smith,Harrison,Smith,Hip,,Questionable,Hip,,Limited Participation in Practice,2024-09-13T19:41:18Z
2024,REG,NE,2,00-0036193,LB,Anfernee Jennings,Anfernee,Jennings,,,,Wrist,Knee,Full Participation in Practice,2024-09-13T19:02:04Z
2024,REG,NE,2,00-0037287,T,Vederian Lowe,Vederian,Lowe,,,,Abdomen,,Full Participation in Practice,2024-09-13T19:00:30Z
2024,REG,NE,2,00-0031852,C,David Andrews,David,Andrews,,,,Not injury related - resting player,,Limited Participation in Practice,2024-09-11T23:08:44Z
2024,REG,NE,2,00-0036328,RB,Antonio Gibson,Antonio,Gibson,,,,Hip,,Limited Participation in Practice,2024-09-13T18:59:33Z
2024,REG,NE,2,00-0033883,"
    ",Jabrill Peppers,Jabrill,Peppers,,,,Hip,,Limited Participation in Practice,2024-09-12T22:09:18Z
2024,REG,NE,2,00-0036875,RB,Rhamondre Stevenson,Rhamondre,Stevenson,,,,Not injury related - resting player,,Limited Participation in Practice,2024-09-11T23:10:31Z
2024,REG,NE,2,00-0036159,"
    ",Joshua Uche,Joshua,Uche,,,,Foot,,Limited Participation in Practice,2024-09-12T22:09:18Z
2024,REG,NE,2,00-0038569,T,Sidy Sow,Sidy,Sow,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-13T19:08:04Z
2024,REG,NE,2,00-0039887,G,Layden Robinson,Layden,Robinson,Shoulder,,Questionable,Shoulder,,Full Participation in Practice,2024-09-13T19:07:43Z
2024,REG,NE,2,00-0036231,S,Kyle Dugger,Kyle,Dugger,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2024-09-13T19:09:47Z
2024,REG,NE,2,00-0035806,RB,Jamycal Hasty,Jamycal,Hasty,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-09-13T19:07:43Z
2024,REG,NE,2,00-0033947,DE,Deatrich Wise,Deatrich,Wise,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2024-09-13T19:07:43Z
2024,REG,NO,2,00-0039613,TE,Dallin Holker,Dallin,Holker,,,,Ankle,,Full Participation in Practice,2024-09-13T19:54:10Z
2024,REG,NO,2,00-0034981,TE,Foster Moreau,Foster,Moreau,,,,Concussion,,Full Participation in Practice,2024-09-13T19:54:10Z
2024,REG,NO,2,00-0038612,WR,A.T. Perry,A.T.,Perry,,,,Hand,,Full Participation in Practice,2024-09-13T19:54:10Z
2024,REG,NO,2,00-0038566,G,Nick Saldiveri,Nick,Saldiveri,,,,Calf,,Full Participation in Practice,2024-09-13T19:54:10Z
2024,REG,NO,2,00-0033948,RB,Jamaal Williams,Jamaal,Williams,,,,Shoulder,,Full Participation in Practice,2024-09-13T19:54:10Z
2024,REG,NO,2,00-0030459,S,Tyrann Mathieu,Tyrann,Mathieu,,,,Heel,,Limited Participation in Practice,2024-09-13T19:54:10Z
2024,REG,NO,2,00-0033082,G,Lucas Patrick,Lucas,Patrick,,,,Toe,,Limited Participation in Practice,2024-09-13T19:54:10Z
2024,REG,NO,2,00-0037545,WR,Rashid Shaheed,Rashid,Shaheed,,,,Finger,Hip,Limited Participation in Practice,2024-09-13T19:54:36Z
2024,REG,NO,2,00-0031280,QB,Derek Carr,Derek,Carr,Player was ill this morning. Fully expected to play. No game status. ,,Note,,,"
    ",2024-09-14T18:00:23Z
2024,REG,NO,2,00-0037271,LB,D'Marco Jackson,D'Marco,Jackson,Calf,,Out,Calf,,Did Not Participate In Practice,2024-09-13T19:57:26Z
2024,REG,NO,2,00-0035656,DT,Khalen Saunders,Khalen,Saunders,Calf,,Out,Calf,,Did Not Participate In Practice,2024-09-13T19:58:18Z
2024,REG,NO,2,00-0038995,DT,Bryan Bresee,Bryan,Bresee,Illness,,Questionable,Illness,,Did Not Participate In Practice,2024-09-13T19:56:31Z
2024,REG,NO,2,00-0039143,DE,Isaiah Foskey,Isaiah,Foskey,Back,,Questionable,Back,,Did Not Participate In Practice,2024-09-13T19:56:55Z
2024,REG,NO,2,00-0039339,T,Taliese Fuaga,Taliese,Fuaga,Back,,Questionable,Back,,Did Not Participate In Practice,2024-09-13T19:59:35Z
2024,REG,NO,2,00-0033874,CB,Marshon Lattimore,Marshon,Lattimore,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2024-09-13T19:57:51Z
2024,REG,NO,2,00-0039388,LB,Jaylan Ford,Jaylan,Ford,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2024-09-13T19:59:18Z
2024,REG,NYG,2,00-0037259,LB,Micah McFadden,Micah,McFadden,,,,Groin,,Full Participation in Practice,2024-09-13T18:51:17Z
2024,REG,NYG,2,00-0039337,WR,Malik Nabers,Malik,Nabers,,,,Knee,,Full Participation in Practice,2024-09-13T18:51:30Z
2024,REG,NYG,2,00-0035535,WR,Darius Slayton,Darius,Slayton,,,,Concussion,,Full Participation in Practice,2024-09-13T18:51:47Z
2024,REG,NYG,2,00-0026858,K,Graham Gano,Graham,Gano,,,,Groin,,Limited Participation in Practice,2024-09-14T12:47:26Z
2024,REG,NYG,2,00-0036589,CB,Nick McCloud,Nick,McCloud,Knee,,Out,Knee,,Did Not Participate In Practice,2024-09-13T18:52:29Z
2024,REG,NYG,2,00-0039829,LB,Darius Muasau,Darius,Muasau,Knee,,Out,Knee,,Did Not Participate In Practice,2024-09-13T18:52:50Z
2024,REG,NYG,2,00-0035645,WR,Gunner Olszewski,Gunner,Olszewski,Groin,,Out,Groin,,Did Not Participate In Practice,2024-09-13T18:53:04Z
2024,REG,NYJ,2,00-0036501,CB,Michael Carter,Michael,Carter,,,,Ankle,,Full Participation in Practice,2024-09-13T19:56:01Z
2024,REG,NYJ,2,00-0036329,S,Ashtyn Davis,Ashtyn,Davis,,,,Ankle,,Full Participation in Practice,2024-09-13T19:55:03Z
2024,REG,NYJ,2,00-0027947,T,Tyron Smith,Tyron,Smith,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-13T19:55:31Z
2024,REG,NYJ,2,00-0033536,WR,Mike Williams,Mike,Williams,,,,Knee,,Full Participation in Practice,2024-09-13T19:55:03Z
2024,REG,NYJ,2,00-0036260,DT,Javon Kinlaw,Javon,Kinlaw,,,,Not injury related - personal matter,,Limited Participation in Practice,2024-09-13T19:55:09Z
2024,REG,NYJ,2,00-0034384,CB,D.J. Reed,D.J.,Reed,Knee,,Questionable,Knee,,Did Not Participate In Practice,2024-09-13T19:56:09Z
2024,REG,NYJ,2,00-0038107,DE,Micheal Clemons,Micheal,Clemons,Triceps,,Questionable,Triceps,,Full Participation in Practice,2024-09-13T19:56:09Z
2024,REG,PHI,2,00-0034951,T,Fred Johnson,Fred,Johnson,,,,Thumb,,Full Participation in Practice,2024-09-14T19:48:49Z
2024,REG,PHI,2,00-0036222,CB,Isaiah Rodgers,Isaiah,Rodgers,,,,Hand,,Full Participation in Practice,2024-09-14T19:48:33Z
2024,REG,PHI,2,00-0039001,G,Tyler Steen,Tyler,Steen,,,,Ankle,,Full Participation in Practice,2024-09-14T19:49:23Z
2024,REG,PHI,2,00-0035707,LB,Devin White,Devin,White,,,,Ankle,,Full Participation in Practice,2024-09-14T19:48:33Z
2024,REG,PHI,2,00-0036916,DT,Milton Williams,Milton,Williams,,,,Foot,,Full Participation in Practice,2024-09-14T19:48:58Z
2024,REG,PHI,2,00-0035676,WR,A.J. Brown,A.J.,Brown,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2024-09-14T19:50:24Z
2024,REG,PHI,2,00-0039236,WR,Johnny Wilson,Johnny,Wilson,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2024-09-14T19:50:24Z
2024,REG,PIT,2,00-0027969,DT,Cameron Heyward,Cameron,Heyward,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-13T19:15:07Z
2024,REG,PIT,2,00-0036869,T,Dan Moore,Dan,Moore,,,,Ankle,,Full Participation in Practice,2024-09-13T19:14:46Z
2024,REG,PIT,2,00-0033905,DT,Larry Ogunjobi,Larry,Ogunjobi,,,,Knee,,Full Participation in Practice,2024-09-13T19:14:46Z
2024,REG,PIT,2,00-0036323,LB,Patrick Queen,Patrick,Queen,,,,Groin,,Full Participation in Practice,2024-09-13T19:15:20Z
2024,REG,PIT,2,00-0038388,CB,Darius Rush,Darius,Rush,,,,Concussion,,Full Participation in Practice,2024-09-13T19:15:30Z
2024,REG,PIT,2,00-0032954,G,Isaac Seumalo,Isaac,Seumalo,Pectoral,,Out,Pectoral,,Did Not Participate In Practice,2024-09-13T19:16:49Z
2024,REG,PIT,2,00-0039739,WR,Roman Wilson,Roman,Wilson,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2024-09-13T19:16:20Z
2024,REG,PIT,2,00-0029263,QB,Russell Wilson,Russell,Wilson,Calf,,Questionable,Calf,,Limited Participation in Practice,2024-09-13T19:16:20Z
2024,REG,SEA,2,00-0039020,G,Anthony Bradford,Anthony,Bradford,,,,Knee,,Full Participation in Practice,2024-09-13T20:35:37Z
2024,REG,SEA,2,00-0036885,CB,Tre Brown,Tre,Brown,,,,Quadricep,,Full Participation in Practice,2024-09-13T20:36:09Z
2024,REG,SEA,2,00-0035644,TE,Noah Fant,Noah,Fant,,,,Toe,,Full Participation in Practice,2024-09-13T20:35:37Z
2024,REG,SEA,2,00-0032211,WR,Tyler Lockett,Tyler,Lockett,,,,Thigh,,Full Participation in Practice,2024-09-13T20:36:03Z
2024,REG,SEA,2,00-0032234,G,Laken Tomlinson,Laken,Tomlinson,,,,Ankle,,Full Participation in Practice,2024-09-13T20:35:37Z
2024,REG,SEA,2,00-0037079,CB,Tariq Woolen,Tariq,Woolen,,,,Hamstring,,Full Participation in Practice,2024-09-13T20:36:15Z
2024,REG,SEA,2,00-0035678,LB,Dre'Mont Jones,Dre'Mont,Jones,,,,Hamstring,,Limited Participation in Practice,2024-09-13T20:35:37Z
2024,REG,SEA,2,00-0033439,TE,Pharaoh Brown,Pharaoh,Brown,Foot,,Out,Foot,,Did Not Participate In Practice,2024-09-13T19:41:59Z
2024,REG,SEA,2,00-0034350,LB,Uchenna Nwosu,Uchenna,Nwosu,Knee,,Out,Knee,,Did Not Participate In Practice,2024-09-13T19:41:42Z
2024,REG,SEA,2,00-0032466,T,George Fant,George,Fant,Knee,,Doubtful,Knee,,Did Not Participate In Practice,2024-09-13T19:48:53Z
2024,REG,SEA,2,00-0038134,RB,Kenneth Walker,Kenneth,Walker,Oblique,,Doubtful,Oblique,,Did Not Participate In Practice,2024-09-13T19:42:18Z
2024,REG,SEA,2,00-0035352,LB,Tyrel Dodson,Tyrel,Dodson,Shoulder,,Questionable,Shoulder,,Full Participation in Practice,2024-09-13T19:43:47Z
2024,REG,SEA,2,00-0034797,LB,Jerome Baker,Jerome,Baker,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2024-09-13T19:44:07Z
2024,REG,SF,2,00-0036551,G,Aaron Banks,Aaron,Banks,,,,Finger,Calf,Full Participation in Practice,2024-09-13T20:59:02Z
2024,REG,SF,2,00-0036288,DE,Yetur Gross-Matos,Yetur,Gross-Matos,,,,Knee,,Full Participation in Practice,2024-09-13T20:58:40Z
2024,REG,SF,2,00-0036259,WR,Jauan Jennings,Jauan,Jennings,,,,Ankle,,Full Participation in Practice,2024-09-13T20:58:52Z
2024,REG,SF,2,00-0033280,RB,Christian McCaffrey,Christian,McCaffrey,Calf,Achilles,Out,Calf,Achilles,Did Not Participate In Practice,2024-09-13T20:59:54Z
2024,REG,SF,2,00-0036564,S,Talanoa Hufanga,Talanoa,Hufanga,Knee,,Doubtful,Knee,,Limited Participation in Practice,2024-09-13T20:59:47Z
2024,REG,SF,2,00-0038625,LB,Dee Winters,Dee,Winters,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2024-09-13T20:59:23Z
2024,REG,TB,2,00-0036643,LB,K.J. Britt,K.J.,Britt,,,,Illness,,Full Participation in Practice,2024-09-13T19:07:06Z
2024,REG,TB,2,00-0030386,DE,William Gholston,William,Gholston,,,,Elbow,,Full Participation in Practice,2024-09-13T19:07:06Z
2024,REG,TB,2,00-0029562,LB,Lavonte David,Lavonte,David,,,,Not injury related - resting player,,Limited Participation in Practice,2024-09-13T19:07:41Z
2024,REG,TB,2,00-0031408,WR,Mike Evans,Mike,Evans,,,,Not injury related - resting player,,Limited Participation in Practice,2024-09-13T19:07:55Z
2024,REG,TB,2,00-0037835,T,Luke Goedeke,Luke,Goedeke,Concussion,,Out,Concussion,,Did Not Participate In Practice,2024-09-13T19:08:51Z
2024,REG,TB,2,00-0039051,CB,Josh Hayes,Josh,Hayes,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-13T19:08:58Z
2024,REG,TB,2,00-0039063,DT,Calijah Kancey,Calijah,Kancey,Calf,,Out,Calf,,Did Not Participate In Practice,2024-09-13T19:09:05Z
2024,REG,TB,2,00-0036411,S,Antoine Winfield,Antoine,Winfield,Foot,,Out,Foot,,Did Not Participate In Practice,2024-09-13T19:09:14Z
2024,REG,TB,2,00-0039846,S,Tykee Smith,Tykee,Smith,Illness,,Questionable,Illness,,Did Not Participate In Practice,2024-09-13T19:08:22Z
2024,REG,TB,2,00-0038127,DE,Logan Hall,Logan,Hall,Foot,,Questionable,Foot,,Full Participation in Practice,2024-09-13T19:08:22Z
2024,REG,TB,2,00-0037268,CB,Zyon McCollum,Zyon,McCollum,Concussion,,Questionable,Concussion,,Full Participation in Practice,2024-09-13T19:08:22Z
2024,REG,TEN,2,00-0033872,S,Jamal Adams,Jamal,Adams,,,,Hip,,Full Participation in Practice,2024-09-13T19:11:29Z
2024,REG,TEN,2,00-0036619,G,Dillon Radunz,Dillon,Radunz,,,,Rib,,Full Participation in Practice,2024-09-13T19:11:29Z
2024,REG,TEN,2,00-0038853,"
    ",Otis Reese,Otis,Reese,,,,Concussion,,Full Participation in Practice,2024-09-13T19:11:29Z
2024,REG,TEN,2,00-0039034,G,Peter Skoronski,Peter,Skoronski,,,,Neck,,Full Participation in Practice,2024-09-13T19:11:38Z
2024,REG,TEN,2,00-0033548,CB,Chidobe Awuzie,Chidobe,Awuzie,,,,Hip,,Limited Participation in Practice,2024-09-13T19:11:56Z
2024,REG,TEN,2,00-0036374,CB,L'Jarius Sneed,L'Jarius,Sneed,,,,Not injury related - resting player,,Limited Participation in Practice,2024-09-13T19:12:16Z
2024,REG,WAS,2,00-0030061,TE,Zach Ertz,Zach,Ertz,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-11T19:41:17Z
2024,REG,WAS,2,00-0039913,T,Brandon Coleman,Brandon,Coleman,,,,Shoulder,,Full Participation in Practice,2024-09-13T16:53:31Z
2024,REG,WAS,2,00-0039681,S,Tyler Owens,Tyler,Owens,,,,Ankle,,Full Participation in Practice,2024-09-13T16:53:47Z
2024,REG,WAS,2,00-0037746,RB,Brian Robinson,Brian,Robinson,,,,Knee,,Full Participation in Practice,2024-09-13T16:53:59Z
2024,REG,WAS,2,00-0034571,T,Trenton Scott,Trenton,Scott,,,,Knee,,Full Participation in Practice,2024-09-13T16:54:11Z
2024,REG,WAS,2,00-0039151,CB,Emmanuel Forbes,Emmanuel,Forbes,Thumb,,Out,Thumb,,Did Not Participate In Practice,2024-09-13T19:46:00Z
2024,REG,WAS,2,00-0035692,DE,Clelin Ferrell,Clelin,Ferrell,Knee,,Questionable,Knee,,Did Not Participate In Practice,2024-09-13T19:46:40Z
2024,REG,WAS,2,00-0039149,S,Quan Martin,Quan,Martin,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2024-09-13T19:46:57Z
2024,REG,WAS,2,00-0039906,DT,Jer'Zhan Newton,Jer'Zhan,Newton,Foot,,Questionable,Foot,,Limited Participation in Practice,2024-09-13T19:46:22Z
2024,REG,ARI,3,00-0034346,G,Will Hernandez,Will,Hernandez,,,,Ankle,,Full Participation in Practice,2024-09-20T19:40:42Z
2024,REG,ARI,3,00-0039367,LB,Xavier Thomas,Xavier,Thomas,,,,Not injury related - personal matter,,Full Participation in Practice,2024-09-20T19:40:54Z
2024,REG,ARI,3,00-0039521,WR,Xavier Weaver,Xavier,Weaver,,,,Oblique,,Full Participation in Practice,2024-09-20T19:40:42Z
2024,REG,ARI,3,00-0029316,T,Kelvin Beachum,Kelvin,Beachum,Hamstring,,Questionable,Hamstring,,Did Not Participate In Practice,2024-09-20T19:42:19Z
2024,REG,ARI,3,00-0035500,WR,Greg Dortch,Greg,Dortch,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2024-09-20T19:42:19Z
2024,REG,ARI,3,00-0038623,DT,Dante Stills,Dante,Stills,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2024-09-20T19:42:19Z
2024,REG,ATL,3,00-0031583,DT,Grady Jarrett,Grady,Jarrett,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-20T18:42:51Z
2024,REG,ATL,3,00-0033051,DT,David Onyemata,David,Onyemata,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-20T18:43:02Z
2024,REG,ATL,3,00-0037263,RB,Tyler Allgeier,Tyler,Allgeier,,,,Hip,,Full Participation in Practice,2024-09-20T18:42:21Z
2024,REG,ATL,3,00-0032933,CB,Antonio Hamilton,Antonio,Hamilton,,,,Groin,,Full Participation in Practice,2024-09-20T18:42:21Z
2024,REG,ATL,3,00-0036351,DE,James Smith-Williams,James,Smith-Williams,,,,Hip,,Full Participation in Practice,2024-09-20T18:42:27Z
2024,REG,ATL,3,00-0036948,DE,Ta'Quon Graham,Ta'Quon,Graham,,,,Not injury related - resting player,,Limited Participation in Practice,2024-09-18T22:46:14Z
2024,REG,ATL,3,00-0031279,T,Jake Matthews,Jake,Matthews,,,,Not injury related - resting player,,Limited Participation in Practice,2024-09-20T18:42:39Z
2024,REG,BAL,3,00-0038119,CB,Jalyn Armour-Davis,Jalyn,Armour-Davis,,,,Not injury related - personal matter,,Full Participation in Practice,2024-09-20T18:31:05Z
2024,REG,BAL,3,00-0038038,S,Kyle Hamilton,Kyle,Hamilton,,,,Back,,Full Participation in Practice,2024-09-20T18:31:23Z
2024,REG,BAL,3,00-0039791,LB,Adisa Isaac,Adisa,Isaac,,,,Hamstring,,Full Participation in Practice,2024-09-20T18:31:05Z
2024,REG,BAL,3,00-0032965,T,Ronnie Stanley,Ronnie,Stanley,,,,Ankle,,Full Participation in Practice,2024-09-20T18:31:05Z
2024,REG,BAL,3,00-0031360,LB,Kyle Van Noy,Kyle,Van Noy,,,,Groin,Eye,Full Participation in Practice,2024-09-20T18:31:05Z
2024,REG,BAL,3,00-0038382,G,Sala Aumavae-Laulu,Sala,Aumavae-Laulu,Not injury related - personal matter,,Out,Not injury related - personal matter,,Did Not Participate In Practice,2024-09-20T18:32:37Z
2024,REG,BAL,3,00-0035215,WR,Deonte Harty,Deonte,Harty,Calf,,Questionable,Calf,,Full Participation in Practice,2024-09-20T18:32:22Z
2024,REG,BAL,3,00-0038142,LB,David Ojabo,David,Ojabo,Quadricep,,Questionable,Quadricep,,Full Participation in Practice,2024-09-20T18:32:22Z
2024,REG,BAL,3,00-0039232,CB,Nate Wiggins,Nate,Wiggins,Neck,Concussion,Questionable,Neck,Concussion,Limited Participation in Practice,2024-09-20T18:32:22Z
2024,REG,BUF,3,00-0034857,QB,Josh Allen,Josh,Allen,,,,Left Hand,,Full Participation in Practice,2024-09-21T17:36:46Z
2024,REG,BUF,3,00-0035537,RB,Ty Johnson,Ty,Johnson,,,,Knee,,Full Participation in Practice,2024-09-21T17:36:46Z
2024,REG,BUF,3,00-0036590,TE,Quintin Morris,Quintin,Morris,,,,Shoulder,,Full Participation in Practice,2024-09-21T17:36:46Z
2024,REG,BUF,3,00-0033907,DE,Dawuane Smoot,Dawuane,Smoot,,,,Toe,,Full Participation in Practice,2024-09-21T17:36:55Z
2024,REG,BUF,3,00-0039879,DE,Javon Solomon,Javon,Solomon,,,,Oblique,,Full Participation in Practice,2024-09-21T17:37:02Z
2024,REG,BUF,3,00-0036403,DE,Casey Toohill,Casey,Toohill,,,,Knee,,Full Participation in Practice,2024-09-21T17:36:46Z
2024,REG,BUF,3,00-0033869,QB,Mitchell Trubisky,Mitchell,Trubisky,,,,Knee,,Full Participation in Practice,2024-09-21T17:36:46Z
2024,REG,BUF,3,00-0037254,LB,Terrel Bernard,Terrel,Bernard,Pectoral,,Out,Pectoral,,Did Not Participate In Practice,2024-09-21T17:38:02Z
2024,REG,BUF,3,00-0034376,CB,Taron Johnson,Taron,Johnson,Forearm,,Out,Forearm,,Did Not Participate In Practice,2024-09-21T17:38:08Z
2024,REG,CAR,3,00-0031364,LB,Jadeveon Clowney,Jadeveon,Clowney,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-20T20:40:37Z
2024,REG,CAR,3,00-0036825,TE,Feleipe Franks,Feleipe,Franks,,,,Not injury related - personal matter,,Full Participation in Practice,2024-09-20T20:40:19Z
2024,REG,CAR,3,00-0036325,G,Robert Hunt,Robert,Hunt,,,,Shoulder,,Full Participation in Practice,2024-09-20T20:39:39Z
2024,REG,CAR,3,00-0036417,G,Damien Lewis,Damien,Lewis,,,,Groin,,Full Participation in Practice,2024-09-20T20:39:52Z
2024,REG,CAR,3,00-0033284,T,Taylor Moton,Taylor,Moton,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-20T20:40:06Z
2024,REG,CAR,3,00-0037005,TE,Tommy Tremble,Tommy,Tremble,,,,Hamstring,Back,Limited Participation in Practice,2024-09-20T20:38:38Z
2024,REG,CAR,3,00-0035409,DT,Shy Tuttle,Shy,Tuttle,Foot,,Doubtful,Foot,,Did Not Participate In Practice,2024-09-20T20:41:04Z
2024,REG,CAR,3,00-0035244,S,Lonnie Johnson,Lonnie,Johnson,Thigh,,Questionable,Thigh,,Limited Participation in Practice,2024-09-20T20:41:22Z
2024,REG,CAR,3,00-0032889,DE,A'Shawn Robinson,A'Shawn,Robinson,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-09-20T20:41:36Z
2024,REG,CAR,3,00-0035669,S,Nick Scott,Nick,Scott,Neck,,Questionable,Neck,,Limited Participation in Practice,2024-09-20T20:41:51Z
2024,REG,CHI,3,00-0039822,T,Kiran Amegadjie,Kiran,Amegadjie,,,,Quadricep,,Full Participation in Practice,2024-09-20T18:40:57Z
2024,REG,CHI,3,00-0033066,DT,Andrew Billings,Andrew,Billings,,,,Groin,,Full Participation in Practice,2024-09-20T18:42:33Z
2024,REG,CHI,3,00-0036953,T,Teven Jenkins,Teven,Jenkins,,,,Thigh,,Full Participation in Practice,2024-09-20T18:43:16Z
2024,REG,CHI,3,00-0024243,TE,Marcedes Lewis,Marcedes,Lewis,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-20T18:41:22Z
2024,REG,CHI,3,00-0039919,WR,Rome Odunze,Rome,Odunze,,,,Knee,,Full Participation in Practice,2024-09-20T18:43:28Z
2024,REG,CHI,3,00-0035647,DE,Montez Sweat,Montez,Sweat,,,,Elbow,,Full Participation in Practice,2024-09-20T18:43:39Z
2024,REG,CHI,3,00-0033782,DE,DeMarcus Walker,DeMarcus,Walker,,,,Foot,,Full Participation in Practice,2024-09-20T18:43:45Z
2024,REG,CHI,3,00-0030279,WR,Keenan Allen,Keenan,Allen,Heel,Not injury related - personal matter,Out,Heel,Not injury related - personal ,Did Not Participate In Practice,2024-09-20T18:44:12Z
2024,REG,CHI,3,00-0035099,FB,Khari Blasingame,Khari,Blasingame,Hand,Knee,Out,Hand,Knee,Did Not Participate In Practice,2024-09-20T18:44:30Z
2024,REG,CHI,3,00-0035594,RB,Travis Homer,Travis,Homer,Finger,,Out,Finger,,Did Not Participate In Practice,2024-09-20T18:44:52Z
2024,REG,CHI,3,00-0038937,DT,Zacch Pickens,Zacch,Pickens,Groin,,Out,Groin,,Did Not Participate In Practice,2024-09-20T18:45:12Z
2024,REG,CHI,3,00-0035649,G,Nate Davis,Nate,Davis,Groin,,Questionable,Groin,,Limited Participation in Practice,2024-09-20T18:44:06Z
2024,REG,CIN,3,00-0036442,QB,Joe Burrow,Joe,Burrow,,,,Right Wrist,,Full Participation in Practice,2024-09-21T18:15:28Z
2024,REG,CIN,3,00-0034829,TE,Mike Gesicki,Mike,Gesicki,,,,Calf,,Full Participation in Practice,2024-09-21T18:15:41Z
2024,REG,CIN,3,00-0036410,WR,Tee Higgins,Tee,Higgins,,,,Hamstring,,Full Participation in Practice,2024-09-21T18:15:47Z
2024,REG,CIN,3,00-0039925,T,Amarius Mims,Amarius,Mims,,,,Pectoral,,Full Participation in Practice,2024-09-21T18:16:13Z
2024,REG,CIN,3,00-0034613,TE,Tanner Hudson,Tanner,Hudson,Knee,,Out,Knee,,Did Not Participate In Practice,2024-09-21T18:17:19Z
2024,REG,CIN,3,00-0032759,DT,Sheldon Rankins,Sheldon,Rankins,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-09-21T18:17:57Z
2024,REG,CIN,3,00-0034800,DT,B.J. Hill,B.J.,Hill,Hamstring,,Doubtful,Hamstring,,Did Not Participate In Practice,2024-09-21T18:17:01Z
2024,REG,CIN,3,00-0032939,S,Vonn Bell,Vonn,Bell,Back,,Questionable,Back,,Did Not Participate In Practice,2024-09-21T18:16:41Z
2024,REG,CIN,3,00-0039908,DT,Kris Jenkins,Kris,Jenkins,Thumb,,Questionable,Thumb,,Full Participation in Practice,2024-09-21T18:17:43Z
2024,REG,CLE,3,00-0037250,CB,Martin Emerson,Martin,Emerson,,,,Ankle,Shoulder,Full Participation in Practice,2024-09-20T18:53:56Z
2024,REG,CLE,3,00-0036407,WR,Jerry Jeudy,Jerry,Jeudy,,,,Knee,,Full Participation in Practice,2024-09-20T18:53:56Z
2024,REG,CLE,3,00-0034807,DE,Ogbonnia Okoronkwo,Ogbonnia,Okoronkwo,,,,gameday concussion protocol evaluation,,Full Participation in Practice,2024-09-18T19:51:09Z
2024,REG,CLE,3,00-0036915,LB,Jeremiah Owusu-Koramoah,Jeremiah,Owusu-Koramoah,,,,Hand,,Full Participation in Practice,2024-09-20T18:53:56Z
2024,REG,CLE,3,00-0039379,WR,Jamari Thrash,Jamari,Thrash,,,,Illness,,Full Participation in Practice,2024-09-20T18:54:31Z
2024,REG,CLE,3,00-0033546,DT,Dalvin Tomlinson,Dalvin,Tomlinson,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-20T18:54:41Z
2024,REG,CLE,3,00-0033868,DE,Myles Garrett,Myles,Garrett,,,,Foot,,Limited Participation in Practice,2024-09-20T18:54:18Z
