season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2024,REG,ARI,1,00-0039521,WR,Xavier Weaver,Xavier,Weaver,Oblique,,Out,Oblique,,Did Not Participate In Practice,2024-09-06T19:05:30Z
2024,REG,ARI,1,00-0037141,S,Joey Blount,Joey,Blount,Back,,Questionable,Back,,Limited Participation in Practice,2024-09-06T19:05:21Z
2024,REG,ARI,1,00-0039737,TE,Tip Reiman,Tip,Reiman,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2024-09-06T19:05:21Z
2024,REG,ATL,1,00-0031583,DT,Grady Jarrett,Grady,Jarrett,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-06T18:35:04Z
2024,REG,ATL,1,00-0033051,DT,David Onyemata,David,Onyemata,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-06T18:35:48Z
2024,REG,ATL,1,00-0037587,LB,Nate Landman,Nate,Landman,,,,Quadricep,,Full Participation in Practice,2024-09-06T18:33:05Z
2024,REG,ATL,1,00-0036970,TE,Kyle Pitts,Kyle,Pitts,,,,Hamstring,,Full Participation in Practice,2024-09-06T18:32:46Z
2024,REG,ATL,1,00-0036948,DE,Ta'Quon Graham,Ta'Quon,Graham,,,,Not injury related - resting player,,Limited Participation in Practice,2024-09-06T18:34:43Z
2024,REG,ATL,1,00-0031279,T,Jake Matthews,Jake,Matthews,,,,Not injury related - resting player,,Limited Participation in Practice,2024-09-06T18:34:09Z
2024,REG,ATL,1,00-0032933,CB,Antonio Hamilton,Antonio,Hamilton,Groin,,Out,Groin,,Did Not Participate In Practice,2024-09-06T18:36:29Z
2024,REG,BAL,1,00-0031360,LB,Kyle Van Noy,Kyle,Van Noy,gameday concussion protocol evaluation,Eye,Out,,,"
    ",2024-09-06T03:11:40Z
2024,REG,BAL,1,00-0039791,LB,Adisa Isaac,Adisa,Isaac,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-09-04T16:29:36Z
2024,REG,BAL,1,00-0039796,RB,Rasheen Ali,Rasheen,Ali,Neck,,Doubtful,Neck,,Limited Participation in Practice,2024-09-04T16:29:28Z
2024,REG,BUF,1,00-0039872,S,Cole Bishop,Cole,Bishop,,,,Shoulder,,Full Participation in Practice,2024-09-07T20:07:55Z
2024,REG,BUF,1,00-0036590,TE,Quintin Morris,Quintin,Morris,,,,Shoulder,,Full Participation in Practice,2024-09-07T20:07:55Z
2024,REG,BUF,1,00-0033282,WR,Curtis Samuel,Curtis,Samuel,,,,Toe,,Full Participation in Practice,2024-09-07T20:07:55Z
2024,REG,BUF,1,00-0033869,QB,Mitchell Trubisky,Mitchell,Trubisky,,,,Knee,,Full Participation in Practice,2024-09-07T20:07:55Z
2024,REG,BUF,1,00-0039879,DE,Javon Solomon,Javon,Solomon,Oblique,,Out,Oblique,,Did Not Participate In Practice,2024-09-06T19:35:04Z
2024,REG,BUF,1,00-0033907,DE,Dawuane Smoot,Dawuane,Smoot,Toe,,Questionable,Toe,,Did Not Participate In Practice,2024-09-06T19:35:24Z
2024,REG,CAR,1,00-0031785,CB,Troy Hill,Troy,Hill,,,,Heel,,Full Participation in Practice,2024-09-06T18:14:56Z
2024,REG,CAR,1,00-0035243,RB,Miles Sanders,Miles,Sanders,,,,Finger,,Full Participation in Practice,2024-09-06T18:15:09Z
2024,REG,CAR,1,00-0034365,TE,Ian Thomas,Ian,Thomas,Calf,,Out,Calf,,Did Not Participate In Practice,2024-09-06T18:15:34Z
2024,REG,CAR,1,00-0037005,TE,Tommy Tremble,Tommy,Tremble,Hamstring,Back,Out,Hamstring,Back,Did Not Participate In Practice,2024-09-06T18:15:52Z
2024,REG,CAR,1,00-0035084,T,Yosuah Nijman,Yosuah,Nijman,Tibia,,Questionable,Tibia,,Limited Participation in Practice,2024-09-06T18:16:06Z
2024,REG,CHI,1,00-0039822,T,Kiran Amegadjie,Kiran,Amegadjie,,,,Quadricep,,Full Participation in Practice,2024-09-06T19:09:42Z
2024,REG,CHI,1,00-0035382,C,Ryan Bates,Ryan,Bates,,,,Shoulder,,Full Participation in Practice,2024-09-06T19:09:16Z
2024,REG,CHI,1,00-0039021,RB,Roschon Johnson,Roschon,Johnson,,,,Toe,,Full Participation in Practice,2024-09-06T19:09:51Z
2024,REG,CHI,1,00-0024243,TE,Marcedes Lewis,Marcedes,Lewis,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-06T19:09:24Z
2024,REG,CHI,1,00-0038937,DT,Zacch Pickens,Zacch,Pickens,Groin,,Out,Groin,,Did Not Participate In Practice,2024-09-06T19:11:41Z
2024,REG,CHI,1,00-0036413,DE,Darrell Taylor,Darrell,Taylor,Foot,,Questionable,Foot,,Did Not Participate In Practice,2024-09-06T19:11:10Z
2024,REG,CHI,1,00-0030279,WR,Keenan Allen,Keenan,Allen,Heel,,Questionable,Heel,,Full Participation in Practice,2024-09-06T19:11:10Z
2024,REG,CHI,1,00-0035647,DE,Montez Sweat,Montez,Sweat,Toe,,Questionable,Toe,,Full Participation in Practice,2024-09-06T19:11:10Z
2024,REG,CHI,1,00-0033782,DE,DeMarcus Walker,DeMarcus,Walker,Groin,,Questionable,Groin,,Limited Participation in Practice,2024-09-06T19:11:10Z
2024,REG,CIN,1,00-0036442,QB,Joe Burrow,Joe,Burrow,,,,Right Wrist,,Full Participation in Practice,2024-09-06T18:42:33Z
2024,REG,CIN,1,00-0039810,WR,Jermaine Burton,Jermaine,Burton,,,,Toe,,Full Participation in Practice,2024-09-06T18:42:33Z
2024,REG,CIN,1,00-0036298,LB,Akeem Davis-Gaither,Akeem,Davis-Gaither,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-06T18:43:15Z
2024,REG,CIN,1,00-0039908,DT,Kris Jenkins,Kris,Jenkins,Thumb,,Out,Thumb,,Did Not Participate In Practice,2024-09-06T18:45:33Z
2024,REG,CIN,1,00-0039925,T,Amarius Mims,Amarius,Mims,Pectoral,,Out,Pectoral,,Did Not Participate In Practice,2024-09-06T18:45:51Z
2024,REG,CIN,1,00-0036410,WR,Tee Higgins,Tee,Higgins,Hamstring,,Doubtful,Hamstring,,Did Not Participate In Practice,2024-09-06T18:45:18Z
2024,REG,CIN,1,00-0036900,WR,Ja'Marr Chase,Ja'Marr,Chase,Not injury related - resting player,,Questionable,Not injury related - resting player,,Full Participation in Practice,2024-09-06T18:45:00Z
2024,REG,CLE,1,00-0032129,LB,Jordan Hicks,Jordan,Hicks,,,,Calf,,Full Participation in Practice,2024-09-06T19:01:02Z
2024,REG,CLE,1,00-0034746,DT,Maurice Hurst,Maurice,Hurst,,,,Hamstring,,Full Participation in Practice,2024-09-06T19:01:11Z
2024,REG,CLE,1,00-0032416,DE,Quinton Jefferson,Quinton,Jefferson,,,,Achilles,,Full Participation in Practice,2024-09-06T19:01:19Z
2024,REG,CLE,1,00-0036407,WR,Jerry Jeudy,Jerry,Jeudy,,,,Knee,,Full Participation in Practice,2024-09-06T19:00:44Z
2024,REG,CLE,1,00-0036915,"
    ",Jeremiah Owusu-Koramoah,Jeremiah,Owusu-Koramoah,,,,Hand,,Full Participation in Practice,2024-09-06T19:00:44Z
2024,REG,CLE,1,00-0039406,LB,Nathaniel Watson,Nathaniel,Watson,,,,Quadricep,,Full Participation in Practice,2024-09-06T19:01:34Z
2024,REG,CLE,1,00-0037251,DE,Alex Wright,Alex,Wright,,,,Elbow,,Full Participation in Practice,2024-09-06T19:00:44Z
2024,REG,CLE,1,00-0037257,WR,David Bell,David,Bell,,,,Quadricep,,Limited Participation in Practice,2024-09-05T19:34:16Z
2024,REG,CLE,1,00-0033546,DT,Dalvin Tomlinson,Dalvin,Tomlinson,,,,Knee,,Limited Participation in Practice,2024-09-06T19:00:44Z
2024,REG,CLE,1,00-0036267,T,Jedrick Wills,Jedrick,Wills,Knee,,Out,Knee,,Limited Participation in Practice,2024-09-06T19:03:50Z
2024,REG,CLE,1,00-0033057,T,Jack Conklin,Jack,Conklin,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-09-06T19:03:33Z
2024,REG,DAL,1,00-0039387,CB,Caelen Carson,Caelen,Carson,,,,Knee,,Full Participation in Practice,2024-09-06T18:49:06Z
2024,REG,DAL,1,00-0037281,LB,Damone Clark,Damone,Clark,,,,Knee,,Full Participation in Practice,2024-09-06T18:49:06Z
2024,REG,DAL,1,00-0039900,DE,Marshawn Kneeland,Marshawn,Kneeland,,,,Knee,,Full Participation in Practice,2024-09-06T18:49:06Z
2024,REG,DAL,1,00-0036661,S,Israel Mukuamu,Israel,Mukuamu,,,,Groin,,Full Participation in Practice,2024-09-06T18:49:06Z
2024,REG,DAL,1,00-0038545,DT,Mazi Smith,Mazi,Smith,,,,Achilles,,Full Participation in Practice,2024-09-06T18:49:06Z
2024,REG,DAL,1,00-0037578,S,Juanyeh Thomas,Juanyeh,Thomas,,,,Groin,,Full Participation in Practice,2024-09-06T18:49:06Z
2024,REG,DAL,1,00-0038741,TE,John Stephens,John,Stephens,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-09-06T18:49:48Z
2024,REG,DET,1,00-0039448,S,Loren Strickland,Loren,Strickland,Thumb,,Out,Thumb,,Did Not Participate In Practice,2024-09-06T19:43:27Z
2024,REG,DET,1,00-0036993,S,Ifeatu Melifonwu,Ifeatu,Melifonwu,Ankle,,Doubtful,Ankle,,Limited Participation in Practice,2024-09-06T19:41:50Z
2024,REG,DET,1,00-0032424,DT,D.J. Reader,D.J.,Reader,Quadricep,,Questionable,Quadricep,,Limited Participation in Practice,2024-09-06T19:42:48Z
2024,REG,GB,1,00-0039850,LB,Edgerrin Cooper,Edgerrin,Cooper,,,,Hip,,Full Participation in Practice,2024-09-05T18:52:55Z
2024,REG,GB,1,00-0037816,WR,Romeo Doubs,Romeo,Doubs,,,,Hand,,Full Participation in Practice,2024-09-05T18:53:08Z
2024,REG,GB,1,00-0038408,CB,Carrington Valentine,Carrington,Valentine,,,,Hamstring,,Full Participation in Practice,2024-09-05T18:53:27Z
2024,REG,GB,1,00-0037364,DE,Arron Mosby,Arron,Mosby,Not injury related - personal matter,,Out,Did not travel to Brazil due to a personal matter and will not play in the game.,,Note,2024-09-05T19:00:32Z
2024,REG,GB,1,00-0038996,TE,Tucker Kraft,Tucker,Kraft,Back,,Questionable,Back,,Limited Participation in Practice,2024-09-05T18:54:59Z
2024,REG,GB,1,00-0039811,RB,MarShawn Lloyd,MarShawn,Lloyd,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2024-09-05T18:54:59Z
2024,REG,GB,1,00-0038797,RB,Emanuel Wilson,Emanuel,Wilson,Hip,,Questionable,Hip,,Limited Participation in Practice,2024-09-05T18:54:59Z
2024,REG,HOU,1,00-0034355,S,M.J. Stewart,M.J.,Stewart,Knee,,Out,Knee,,Did Not Participate In Practice,2024-09-06T19:07:00Z
2024,REG,IND,1,00-0038997,WR,Josh Downs,Josh,Downs,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-06T14:34:00Z
2024,REG,IND,1,00-0035269,K,Matt Gay,Matt,Gay,Hernia,,Questionable,Hernia,,Did Not Participate In Practice,2024-09-06T16:38:36Z
2024,REG,JAX,1,00-0032164,DE,Arik Armstead,Arik,Armstead,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-06T19:11:06Z
2024,REG,JAX,1,00-0036306,S,Daniel Thomas,Daniel,Thomas,Achilles,,Questionable,Achilles,,Limited Participation in Practice,2024-09-06T19:11:37Z
2024,REG,KC,1,00-0036621,LB,Nick Bolton,Nick,Bolton,,,,Elbow,,Full Participation in Practice,2024-09-04T15:55:06Z
2024,REG,KC,1,00-0037198,"
    ",Nazeeh Johnson,Nazeeh,Johnson,,,,Hamstring,,Full Participation in Practice,2024-09-04T15:55:06Z
2024,REG,KC,1,00-0032762,DT,Chris Jones,Chris,Jones,,,,Shoulder,,Full Participation in Practice,2024-09-04T15:55:06Z
2024,REG,KC,1,00-0038981,T,Wanya Morris,Wanya,Morris,,,,Knee,,Full Participation in Practice,2024-09-04T15:55:06Z
2024,REG,KC,1,00-0034818,DT,Derrick Nnadi,Derrick,Nnadi,,,,Triceps,,Full Participation in Practice,2024-09-04T15:55:06Z
2024,REG,KC,1,00-0032391,G,Joe Thuney,Joe,Thuney,,,,Pectoral,,Full Participation in Practice,2024-09-04T15:55:06Z
2024,REG,KC,1,00-0038043,CB,Joshua Williams,Joshua,Williams,,,,Hamstring,,Full Participation in Practice,2024-09-04T15:55:06Z
2024,REG,KC,1,00-0030615,LS,James Winchester,James,Winchester,,,,Shoulder,,Full Participation in Practice,2024-09-04T15:55:06Z
2024,REG,KC,1,00-0035662,WR,Marquise Brown,Marquise,Brown,Shoulder,,Out,Shoulder,,Did Not Participate In Practice,2024-09-04T15:55:52Z
2024,REG,LA,1,00-0033884,CB,Tre'Davious White,Tre'Davious,White,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-06T20:30:05Z
2024,REG,LA,1,00-0037839,CB,Cobie Durant,Cobie,Durant,,,,Hamstring,,Full Participation in Practice,2024-09-06T18:58:50Z
2024,REG,LA,1,00-0036258,G,Jonah Jackson,Jonah,Jackson,,,,Shoulder,,Full Participation in Practice,2024-09-06T18:54:41Z
2024,REG,LA,1,00-0039075,WR,Puka Nacua,Puka,Nacua,,,,Knee,,Full Participation in Practice,2024-09-06T18:54:41Z
2024,REG,LA,1,00-0034203,CB,Darious Williams,Darious,Williams,,,,Hamstring,,Limited Participation in Practice,2024-09-04T23:24:23Z
2024,REG,LA,1,00-0032242,T,Rob Havenstein,Rob,Havenstein,Ankle,,Questionable,Ankle,,Limited Participation in Practice,2024-09-06T19:00:08Z
2024,REG,LAC,1,00-0036355,QB,Justin Herbert,Justin,Herbert,,,,Foot,,Full Participation in Practice,2024-09-06T21:17:58Z
2024,REG,LAC,1,00-0036988,WR,Josh Palmer,Josh,Palmer,,,,Knee,,Full Participation in Practice,2024-09-06T21:17:58Z
2024,REG,LAC,1,00-0034777,WR,D.J. Chark,D.J.,Chark,Hip,,Out,Hip,,Did Not Participate In Practice,2024-09-06T21:19:03Z
2024,REG,LAC,1,00-0039366,CB,Tarheeb Still,Tarheeb,Still,Hip,,Questionable,Hip,,Full Participation in Practice,2024-09-06T21:18:55Z
2024,REG,LAC,1,00-0036617,CB,Asante Samuel,Asante,Samuel,Shoulder,,Questionable,Shoulder,,Limited Participation in Practice,2024-09-06T21:18:55Z
2024,REG,LV,1,00-0035757,LS,Jacob Bobenmoyer,Jacob,Bobenmoyer,,,,Abdomen,,Full Participation in Practice,2024-09-06T21:18:40Z
2024,REG,LV,1,00-0039338,TE,Brock Bowers,Brock,Bowers,,,,Foot,,Full Participation in Practice,2024-09-06T21:18:51Z
2024,REG,LV,1,00-0034759,T,Kolton Miller,Kolton,Miller,,,,Shoulder,,Full Participation in Practice,2024-09-06T21:18:40Z
2024,REG,LV,1,00-0034720,LB,Robert Spillane,Robert,Spillane,,,,Back,,Full Participation in Practice,2024-09-06T21:18:40Z
2024,REG,LV,1,00-0038541,DE,Tyree Wilson,Tyree,Wilson,,,,Foot,,Full Participation in Practice,2024-09-06T21:18:40Z
2024,REG,LV,1,00-0036989,DE,Malcolm Koonce,Malcolm,Koonce,Knee,,Out,Knee,,Did Not Participate In Practice,2024-09-06T21:20:19Z
2024,REG,LV,1,00-0039735,G,Jackson Powers-Johnson,Jackson,Powers-Johnson,Illness,,Out,Illness,,Did Not Participate In Practice,2024-09-06T21:21:39Z
2024,REG,LV,1,00-0039357,CB,Decamerion Richardson,Decamerion,Richardson,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-09-06T21:21:46Z
2024,REG,LV,1,00-0039374,LB,Tommy Eichenberg,Tommy,Eichenberg,Knee,,Questionable,Knee,,Limited Participation in Practice,2024-09-06T21:20:13Z
2024,REG,MIA,1,00-0030067,T,Terron Armstead,Terron,Armstead,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-04T19:07:56Z
2024,REG,MIA,1,00-0026190,DE,Calais Campbell,Calais,Campbell,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-04T19:08:21Z
2024,REG,MIA,1,00-0035000,LB,Quinton Bell,Quinton,Bell,,,,Thumb,,Full Participation in Practice,2024-09-06T19:44:36Z
2024,REG,MIA,1,00-0036171,G,Aaron Brewer,Aaron,Brewer,,,,Hand,,Full Participation in Practice,2024-09-06T19:44:57Z
2024,REG,MIA,1,00-0036998,S,Jevon Holland,Jevon,Holland,,,,Ankle,,Full Participation in Practice,2024-09-06T19:44:36Z
2024,REG,MIA,1,00-0035841,DT,Benito Jones,Benito,Jones,,,,Knee,,Full Participation in Practice,2024-09-06T19:44:50Z
2024,REG,MIA,1,00-0036934,LB,Jaelan Phillips,Jaelan,Phillips,,,,Achilles,Not injury related - resting p,Full Participation in Practice,2024-09-06T19:44:36Z
2024,REG,MIA,1,00-0030114,S,Jordan Poyer,Jordan,Poyer,,,,Thumb,Not injury related - resting p,Full Participation in Practice,2024-09-06T19:44:36Z
2024,REG,MIA,1,00-0033570,LB,Anthony Walker,Anthony,Walker,,,,Knee,Not injury related - resting p,Full Participation in Practice,2024-09-06T19:44:36Z
2024,REG,MIA,1,00-0033084,CB,Kendall Fuller,Kendall,Fuller,,,,Not injury related - resting player,,Limited Participation in Practice,2024-09-04T20:38:36Z
2024,REG,MIA,1,00-0035292,LB,David Long,David,Long,,,,Not injury related - resting player,,Limited Participation in Practice,2024-09-04T20:39:28Z
2024,REG,MIA,1,00-0039880,WR,Malik Washington,Malik,Washington,Quadricep,,Out,Quadricep,,Did Not Participate In Practice,2024-09-06T19:45:40Z
2024,REG,MIA,1,00-0033055,CB,Jalen Ramsey,Jalen,Ramsey,Hamstring,,Questionable,Hamstring,,Limited Participation in Practice,2024-09-06T19:46:23Z
2024,REG,MIN,1,00-0029542,CB,Stephon Gilmore,Stephon,Gilmore,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-06T19:01:38Z
2024,REG,MIN,1,00-0029606,"
    ",Harrison Smith,Harrison,Smith,,,,Not injury related - resting player,,Did Not Participate In Practice,2024-09-06T19:01:54Z
2024,REG,MIN,1,00-0038994,WR,Jordan Addison,Jordan,Addison,,,,Ankle,,Full Participation in Practice,2024-09-06T19:00:48Z
2024,REG,MIN,1,00-0037291,WR,Jalen Nailor,Jalen,Nailor,,,,Ankle,,Full Participation in Practice,2024-09-06T19:00:54Z
2024,REG,NE,1,00-0036813,LB,Christian Elliss,Christian,Elliss,,,,Concussion,,Full Participation in Practice,2024-09-04T20:06:59Z
2024,REG,NE,1,00-0033090,TE,Hunter Henry,Hunter,Henry,,,,Foot,,Full Participation in Practice,2024-09-06T18:55:29Z
2024,REG,NE,1,00-0036193,LB,Anfernee Jennings,Anfernee,Jennings,,,,Wrist,,Full Participation in Practice,2024-09-06T18:55:29Z
2024,REG,NE,1,00-0032580,CB,Jonathan Jones,Jonathan,Jones,,,,Hamstring,,Full Participation in Practice,2024-09-06T18:55:29Z
2024,REG,NE,1,00-0033947,DE,Deatrich Wise,Deatrich,Wise,,,,Hamstring,,Full Participation in Practice,2024-09-06T18:55:29Z
2024,REG,NE,1,00-0035708,LB,Oshane Ximines,Oshane,Ximines,,,,Ankle,,Full Participation in Practice,2024-09-06T18:55:29Z
2024,REG,NE,1,00-0038569,G,Sidy Sow,Sidy,Sow,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-06T18:57:33Z
2024,REG,NE,1,00-0033883,S,Jabrill Peppers,Jabrill,Peppers,Hip,,Questionable,,,"
    ",2024-09-07T15:13:14Z
2024,REG,NE,1,00-0036159,LB,Joshua Uche,Joshua,Uche,Foot,,Questionable,Foot,,Full Participation in Practice,2024-09-06T18:59:16Z
2024,REG,NE,1,00-0036328,RB,Antonio Gibson,Antonio,Gibson,Hip,,Questionable,Hip,,Limited Participation in Practice,2024-09-06T18:57:08Z
2024,REG,NE,1,00-0037287,T,Vederian Lowe,Vederian,Lowe,Abdomen,,Questionable,Abdomen,,Limited Participation in Practice,2024-09-06T18:57:08Z
2024,REG,NO,1,00-0033874,CB,Marshon Lattimore,Marshon,Lattimore,,,,Hip,,Full Participation in Practice,2024-09-06T19:02:20Z
2024,REG,NO,1,00-0036927,LB,Pete Werner,Pete,Werner,,,,Shoulder,,Full Participation in Practice,2024-09-06T19:02:20Z
2024,REG,NO,1,00-0039388,LB,Jaylan Ford,Jaylan,Ford,Hamstring,,Out,Hamstring,,Did Not Participate In Practice,2024-09-06T19:02:56Z
2024,REG,NO,1,00-0039613,TE,Dallin Holker,Dallin,Holker,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-06T19:03:05Z
2024,REG,NO,1,00-0037271,LB,D'Marco Jackson,D'Marco,Jackson,Calf,,Out,Calf,,Did Not Participate In Practice,2024-09-06T19:03:14Z
2024,REG,NO,1,00-0035656,DT,Khalen Saunders,Khalen,Saunders,Calf,,Out,Calf,,Did Not Participate In Practice,2024-09-06T19:03:21Z
2024,REG,NO,1,00-0038612,WR,A.T. Perry,A.T.,Perry,Hand,,Questionable,Hand,,Did Not Participate In Practice,2024-09-06T19:02:29Z
2024,REG,NO,1,00-0036362,LB,Willie Gay,Willie,Gay,Back,,Questionable,Back,,Limited Participation in Practice,2024-09-06T19:02:29Z
2024,REG,NO,1,00-0038566,G,Nick Saldiveri,Nick,Saldiveri,Calf,,Questionable,Calf,,Limited Participation in Practice,2024-09-06T19:02:29Z
2024,REG,NYG,1,00-0038123,S,Dane Belton,Dane,Belton,,,,Back,,Limited Participation in Practice,2024-09-06T18:41:10Z
2024,REG,NYG,1,00-0035713,LB,Brian Burns,Brian,Burns,,,,Ankle,,Limited Participation in Practice,2024-09-06T18:41:33Z
2024,REG,NYG,1,00-0035704,QB,Drew Lock,Drew,Lock,,,,Abdomen,,Limited Participation in Practice,2024-09-06T18:41:10Z
2024,REG,NYG,1,00-0037259,LB,Micah McFadden,Micah,McFadden,,,,Groin,,Limited Participation in Practice,2024-09-06T18:41:10Z
2024,REG,NYG,1,00-0035645,WR,Gunner Olszewski,Gunner,Olszewski,,,,Groin,,Limited Participation in Practice,2024-09-06T18:41:10Z
2024,REG,NYJ,1,00-0038401,CB,Jarrick Bernard-Converse,Jarrick,Bernard-Converse,,,,Groin,,Full Participation in Practice,2024-09-07T18:34:31Z
2024,REG,NYJ,1,00-0038114,T,Max Mitchell,Max,Mitchell,,,,Shoulder,,Full Participation in Practice,2024-09-07T18:34:31Z
2024,REG,NYJ,1,00-0037601,G,Xavier Newman-Johnson,Xavier,Newman-Johnson,,,,Shoulder,,Full Participation in Practice,2024-09-07T18:34:31Z
2024,REG,NYJ,1,00-0027947,T,Tyron Smith,Tyron,Smith,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-07T18:34:31Z
2024,REG,NYJ,1,00-0033536,WR,Mike Williams,Mike,Williams,,,,Knee,,Full Participation in Practice,2024-09-07T18:34:31Z
2024,REG,NYJ,1,00-0038399,LB,Zaire Barnes,Zaire,Barnes,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-07T18:35:15Z
2024,REG,NYJ,1,00-0032432,G,Wes Schweitzer,Wes,Schweitzer,Hand,,Out,Hand,,Did Not Participate In Practice,2024-09-07T18:35:22Z
2024,REG,PHI,1,00-0035676,WR,A.J. Brown,A.J.,Brown,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-05T19:21:06Z
2024,REG,PHI,1,00-0037002,G,Landon Dickerson,Landon,Dickerson,,,,Not injury related - resting player,,Full Participation in Practice,2024-09-05T19:21:06Z
2024,REG,PHI,1,00-0035707,LB,Devin White,Devin,White,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-04T12:55:19Z
2024,REG,PHI,1,00-0036222,CB,Isaiah Rodgers,Isaiah,Rodgers,Hand,,Out,Hand,,Limited Participation in Practice,2024-09-05T19:22:30Z
2024,REG,PIT,1,00-0039871,T,Troy Fautanu,Troy,Fautanu,,,,Knee,,Full Participation in Practice,2024-09-06T19:22:17Z
2024,REG,PIT,1,00-0038639,CB,Cory Trice,Cory,Trice,,,,Groin,,Full Participation in Practice,2024-09-06T19:22:17Z
2024,REG,PIT,1,00-0037228,RB,Jaylen Warren,Jaylen,Warren,,,,Hamstring,,Full Participation in Practice,2024-09-06T19:22:17Z
2024,REG,PIT,1,00-0038558,TE,Darnell Washington,Darnell,Washington,,,,Knee,,Full Participation in Practice,2024-09-06T19:22:32Z
2024,REG,PIT,1,00-0039389,DE,Logan Lee,Logan,Lee,Calf,,Out,Calf,,Did Not Participate In Practice,2024-09-06T19:23:49Z
2024,REG,PIT,1,00-0032954,G,Isaac Seumalo,Isaac,Seumalo,Pectoral,,Out,Pectoral,,Did Not Participate In Practice,2024-09-06T19:23:55Z
2024,REG,PIT,1,00-0039739,WR,Roman Wilson,Roman,Wilson,Ankle,,Out,Ankle,,Limited Participation in Practice,2024-09-06T19:24:14Z
2024,REG,PIT,1,00-0029263,QB,Russell Wilson,Russell,Wilson,Calf,,Questionable,Calf,,Limited Participation in Practice,2024-09-06T19:24:26Z
2024,REG,SEA,1,00-0035644,TE,Noah Fant,Noah,Fant,,,,Toe,,Full Participation in Practice,2024-09-06T20:29:02Z
2024,REG,SEA,1,00-0033941,S,Rayshawn Jenkins,Rayshawn,Jenkins,,,,Calf,,Full Participation in Practice,2024-09-06T20:29:10Z
2024,REG,SEA,1,00-0035678,LB,Dre'Mont Jones,Dre'Mont,Jones,,,,Hamstring,,Full Participation in Practice,2024-09-06T20:29:23Z
2024,REG,SEA,1,00-0033439,TE,Pharaoh Brown,Pharaoh,Brown,Foot,,Out,Foot,,Did Not Participate In Practice,2024-09-06T19:44:44Z
2024,REG,SEA,1,00-0034350,LB,Uchenna Nwosu,Uchenna,Nwosu,Knee,,Out,Knee,,Did Not Participate In Practice,2024-09-06T19:45:15Z
2024,REG,SEA,1,00-0032211,WR,Tyler Lockett,Tyler,Lockett,Thigh,,Questionable,Thigh,,Full Participation in Practice,2024-09-06T19:44:26Z
2024,REG,SF,1,00-0039435,LB,Tatum Bethune,Tatum,Bethune,,,,Ankle,,Full Participation in Practice,2024-09-07T20:55:27Z
2024,REG,SF,1,00-0037829,G,Spencer Burford,Spencer,Burford,,,,Hand,,Full Participation in Practice,2024-09-07T20:55:27Z
2024,REG,SF,1,00-0039363,RB,Isaac Guerendo,Isaac,Guerendo,,,,Groin,,Full Participation in Practice,2024-09-07T20:55:38Z
2024,REG,SF,1,00-0036259,WR,Jauan Jennings,Jauan,Jennings,,,,Ankle,,Full Participation in Practice,2024-09-07T20:55:46Z
2024,REG,SF,1,00-0034941,P,Mitch Wishnowsky,Mitch,Wishnowsky,,,,Back,Right Knee,Full Participation in Practice,2024-09-07T20:55:27Z
2024,REG,SF,1,00-0036288,DE,Yetur Gross-Matos,Yetur,Gross-Matos,Knee,,Out,Knee,,Did Not Participate In Practice,2024-09-07T20:56:17Z
2024,REG,SF,1,00-0038625,LB,Dee Winters,Dee,Winters,Ankle,,Out,Ankle,,Did Not Participate In Practice,2024-09-07T20:56:26Z
2024,REG,SF,1,00-0036564,S,Talanoa Hufanga,Talanoa,Hufanga,Knee,,Doubtful,Knee,,Limited Participation in Practice,2024-09-07T20:56:32Z
2024,REG,SF,1,00-0036551,G,Aaron Banks,Aaron,Banks,Finger,,Questionable,Finger,,Limited Participation in Practice,2024-09-07T20:56:02Z
2024,REG,SF,1,00-0033280,RB,Christian McCaffrey,Christian,McCaffrey,Calf,Achilles,Questionable,Calf,Achilles,Limited Participation in Practice,2024-09-07T20:56:02Z
