game_id,season,week,team,opponent,fh_trailing_plays,fh_trailing_pass,fh_trailing_rush,fh_close_plays,fh_close_pass,fh_close_rush,fh_leading_plays,fh_leading_pass,fh_leading_rush,sh_trailing_plays,sh_trailing_pass,sh_trailing_rush,sh_close_plays,sh_close_pass,sh_close_rush,sh_leading_plays,sh_leading_pass,sh_leading_rush
2024_03_JAX_BUF,2024,3,jax,buf,29,21,8,3,3,0,0,0,0,39,29,10,0,0,0,0,0,0
2024_03_KC_ATL,2024,3,atl,kc,0,0,0,23,13,10,0,0,0,0,0,0,37,23,14,0,0,0
2024_03_KC_ATL,2024,3,kc,atl,0,0,0,44,28,16,0,0,0,0,0,0,27,14,13,0,0,0
2024_03_LAC_PIT,2024,3,lac,pit,0,0,0,31,17,14,0,0,0,3,3,0,12,6,6,0,0,0
2024_03_LAC_PIT,2024,3,pit,lac,0,0,0,27,19,8,0,0,0,0,0,0,31,17,14,8,1,7
2024_03_MIA_SEA,2024,3,mia,sea,26,19,7,4,2,2,0,0,0,31,21,10,0,0,0,0,0,0
2024_03_MIA_SEA,2024,3,sea,mia,0,0,0,12,7,5,21,14,7,0,0,0,0,0,0,29,17,12
2024_03_NE_NYJ,2024,3,ne,nyj,11,8,3,9,7,2,0,0,0,32,24,8,0,0,0,0,0,0
2024_03_NE_NYJ,2024,3,nyj,ne,0,0,0,30,18,12,12,7,5,0,0,0,0,0,0,31,18,13
2024_03_NYG_CLE,2024,3,cle,nyg,0,0,0,23,17,6,0,0,0,29,25,4,13,8,5,0,0,0
2024_03_NYG_CLE,2024,3,nyg,cle,0,0,0,39,24,15,0,0,0,0,0,0,13,7,6,16,10,6
2024_03_PHI_NO,2024,3,no,phi,0,0,0,26,14,12,0,0,0,0,0,0,28,13,15,0,0,0
2024_03_PHI_NO,2024,3,phi,no,0,0,0,33,26,7,0,0,0,0,0,0,34,20,14,0,0,0
2024_03_SF_LA,2024,3,lar,sf,24,12,12,6,3,3,0,0,0,20,12,8,9,6,3,0,0,0
2024_03_SF_LA,2024,3,sf,lar,0,0,0,30,20,10,5,3,2,0,0,0,36,20,16,0,0,0
2024_03_WAS_CIN,2024,3,cin,wsh,8,4,4,26,17,9,0,0,0,27,21,6,0,0,0,0,0,0
2024_03_WAS_CIN,2024,3,wsh,cin,0,0,0,24,12,12,0,0,0,0,0,0,32,18,14,0,0,0
2024_04_BUF_BAL,2024,4,bal,buf,0,0,0,10,5,5,19,9,10,0,0,0,0,0,0,28,8,20
2024_04_BUF_BAL,2024,4,buf,bal,12,9,3,19,12,7,0,0,0,28,17,11,0,0,0,0,0,0
2024_04_CIN_CAR,2024,4,car,cin,0,0,0,41,22,19,0,0,0,26,19,7,3,3,0,0,0,0
2024_04_CIN_CAR,2024,4,cin,car,0,0,0,28,22,6,0,0,0,0,0,0,22,5,17,17,9,8
2024_04_CLE_LV,2024,4,cle,lv,0,0,0,30,20,10,0,0,0,6,5,1,23,19,4,0,0,0
2024_04_CLE_LV,2024,4,lv,cle,11,2,9,16,9,7,0,0,0,0,0,0,27,18,9,3,0,3
2024_04_DAL_NYG,2024,4,dal,nyg,0,0,0,28,20,8,0,0,0,0,0,0,27,12,15,0,0,0
2024_04_DAL_NYG,2024,4,nyg,dal,0,0,0,34,19,15,0,0,0,0,0,0,33,25,8,0,0,0
2024_04_DEN_NYJ,2024,4,den,nyj,0,0,0,28,17,11,0,0,0,0,0,0,31,12,19,0,0,0
2024_04_DEN_NYJ,2024,4,nyj,den,0,0,0,38,23,15,0,0,0,0,0,0,36,31,5,0,0,0
2024_04_JAX_HOU,2024,4,hou,jax,0,0,0,38,24,14,0,0,0,0,0,0,37,27,10,0,0,0
2024_04_JAX_HOU,2024,4,jax,hou,0,0,0,23,17,6,0,0,0,0,0,0,34,18,16,0,0,0
2024_04_KC_LAC,2024,4,kc,lac,16,9,7,16,13,3,0,0,0,0,0,0,27,15,12,0,0,0
2024_04_KC_LAC,2024,4,lac,kc,0,0,0,18,8,10,10,7,3,0,0,0,28,15,13,0,0,0
2024_04_LA_CHI,2024,4,chi,lar,0,0,0,32,21,11,0,0,0,0,0,0,26,11,15,0,0,0
2024_04_LA_CHI,2024,4,lar,chi,0,0,0,31,19,12,0,0,0,6,5,1,22,10,12,0,0,0
2024_04_MIN_GB,2024,4,gb,min,28,23,5,9,4,5,0,0,0,38,30,8,0,0,0,0,0,0
2024_04_MIN_GB,2024,4,min,gb,0,0,0,17,11,6,15,8,7,0,0,0,6,5,1,27,12,15
2024_04_NE_SF,2024,4,ne,sf,18,11,7,13,6,7,0,0,0,33,23,10,0,0,0,0,0,0
2024_04_NE_SF,2024,4,sf,ne,0,0,0,18,9,9,14,10,4,0,0,0,0,0,0,29,12,17
2024_04_NO_ATL,2024,4,atl,no,0,0,0,29,21,8,0,0,0,0,0,0,27,19,8,0,0,0
2024_04_NO_ATL,2024,4,no,atl,0,0,0,36,16,20,0,0,0,0,0,0,38,25,13,0,0,0
2024_04_PHI_TB,2024,4,phi,tb,23,15,8,3,2,1,0,0,0,30,21,9,0,0,0,0,0,0
2024_04_PHI_TB,2024,4,tb,phi,0,0,0,15,13,2,30,22,8,0,0,0,0,0,0,31,17,14
2024_04_PIT_IND,2024,4,ind,pit,0,0,0,17,6,11,19,13,6,0,0,0,23,13,10,6,3,3
2024_04_PIT_IND,2024,4,pit,ind,22,10,12,9,6,3,0,0,0,31,23,8,7,4,3,0,0,0
2024_04_SEA_DET,2024,4,det,sea,0,0,0,27,12,15,4,3,1,0,0,0,17,8,9,2,1,1
2024_04_SEA_DET,2024,4,sea,det,24,19,5,10,9,1,0,0,0,46,37,9,9,7,2,0,0,0
2024_04_TEN_MIA,2024,4,mia,ten,0,0,0,28,12,16,0,0,0,24,16,8,7,2,5,0,0,0
2024_04_TEN_MIA,2024,4,ten,mia,0,0,0,36,19,17,0,0,0,0,0,0,9,3,6,19,2,17
2024_04_WAS_ARI,2024,4,ari,wsh,0,0,0,30,16,14,0,0,0,29,12,17,0,0,0,0,0,0
2024_04_WAS_ARI,2024,4,wsh,ari,0,0,0,34,18,16,0,0,0,0,0,0,0,0,0,36,20,16
2024_05_ARI_SF,2024,5,ari,sf,6,4,2,18,13,5,0,0,0,18,12,6,13,4,9,0,0,0
2024_05_ARI_SF,2024,5,sf,ari,0,0,0,32,20,12,7,7,0,0,0,0,10,6,4,15,8,7
2024_05_BAL_CIN,2024,5,bal,cin,0,0,0,36,19,17,0,0,0,26,20,6,15,9,6,0,0,0
2024_05_BAL_CIN,2024,5,cin,bal,0,0,0,29,22,7,0,0,0,0,0,0,37,22,15,0,0,0
2024_05_BUF_HOU,2024,5,buf,hou,17,12,5,16,8,8,0,0,0,11,5,6,17,10,7,0,0,0
2024_05_BUF_HOU,2024,5,hou,buf,0,0,0,10,5,5,19,11,8,0,0,0,29,19,10,10,7,3
2024_05_CAR_CHI,2024,5,car,chi,9,8,1,19,11,8,0,0,0,31,23,8,0,0,0,0,0,0
2024_05_CAR_CHI,2024,5,chi,car,0,0,0,36,14,22,5,5,0,0,0,0,0,0,0,29,19,10
2024_05_CLE_WAS,2024,5,cle,wsh,7,6,1,23,17,6,0,0,0,32,18,14,0,0,0,0,0,0
2024_05_CLE_WAS,2024,5,wsh,cle,0,0,0,36,21,15,5,5,0,0,0,0,0,0,0,25,11,14
2024_05_DAL_PIT,2024,5,dal,pit,0,0,0,31,21,10,0,0,0,0,0,0,45,25,20,0,0,0
2024_05_DAL_PIT,2024,5,pit,dal,0,0,0,30,12,18,0,0,0,0,0,0,28,20,8,0,0,0
2024_05_GB_LA,2024,5,gb,lar,0,0,0,30,18,12,0,0,0,0,0,0,13,5,8,14,7,7
2024_05_GB_LA,2024,5,lar,gb,0,0,0,33,15,18,0,0,0,20,17,3,24,17,7,0,0,0
2024_05_IND_JAX,2024,5,ind,jax,0,0,0,33,24,9,0,0,0,25,19,6,11,8,3,0,0,0
2024_05_IND_JAX,2024,5,jax,ind,0,0,0,29,18,11,0,0,0,0,0,0,29,17,12,0,0,0
2024_05_LV_DEN,2024,5,den,lv,8,5,3,19,13,6,0,0,0,0,0,0,10,6,4,20,9,11
2024_05_LV_DEN,2024,5,lv,den,0,0,0,33,17,16,0,0,0,30,26,4,6,3,3,0,0,0
2024_05_MIA_NE,2024,5,mia,ne,0,0,0,43,24,19,0,0,0,0,0,0,35,14,21,0,0,0
2024_05_MIA_NE,2024,5,ne,mia,0,0,0,24,17,7,0,0,0,0,0,0,35,23,12,0,0,0
2024_05_NO_KC,2024,5,kc,no,0,0,0,46,32,14,0,0,0,0,0,0,5,1,4,30,14,16
2024_05_NO_KC,2024,5,no,kc,7,4,3,15,10,5,0,0,0,31,25,6,0,0,0,0,0,0
2024_05_NYG_SEA,2024,5,nyg,sea,0,0,0,38,20,18,0,0,0,0,0,0,25,15,10,6,4,2
2024_05_NYG_SEA,2024,5,sea,nyg,0,0,0,17,15,2,0,0,0,23,21,2,18,15,3,0,0,0
2024_05_NYJ_MIN,2024,5,min,nyj,0,0,0,16,9,7,28,14,14,0,0,0,16,11,5,11,9,2
2024_05_NYJ_MIN,2024,5,nyj,min,19,14,5,9,7,2,0,0,0,31,26,5,13,11,2,0,0,0
2024_05_TB_ATL,2024,5,atl,tb,0,0,0,42,33,9,0,0,0,0,0,0,43,32,11,0,0,0
2024_05_TB_ATL,2024,5,tb,atl,0,0,0,24,15,9,0,0,0,0,0,0,28,16,12,0,0,0
2024_06_ARI_GB,2024,6,ari,gb,21,16,5,8,4,4,0,0,0,29,19,10,0,0,0,0,0,0
2024_06_ARI_GB,2024,6,gb,ari,0,0,0,22,13,9,16,10,6,0,0,0,0,0,0,33,14,19
2024_06_ATL_CAR,2024,6,atl,car,0,0,0,32,18,14,0,0,0,0,0,0,28,13,15,5,0,5
2024_06_ATL_CAR,2024,6,car,atl,9,8,1,31,18,13,0,0,0,8,8,0,18,10,8,0,0,0
2024_06_BUF_NYJ,2024,6,buf,nyj,0,0,0,36,18,18,0,0,0,0,0,0,29,19,10,0,0,0
2024_06_BUF_NYJ,2024,6,nyj,buf,3,3,0,28,17,11,0,0,0,0,0,0,32,21,11,0,0,0
2024_06_CIN_NYG,2024,6,cin,nyg,0,0,0,29,20,9,0,0,0,0,0,0,22,14,8,0,0,0
2024_06_CIN_NYG,2024,6,nyg,cin,0,0,0,29,22,7,0,0,0,6,6,0,41,20,21,0,0,0
2024_06_CLE_PHI,2024,6,cle,phi,11,6,5,15,9,6,0,0,0,0,0,0,31,18,13,0,0,0
2024_06_CLE_PHI,2024,6,phi,cle,0,0,0,38,17,21,0,0,0,0,0,0,20,9,11,0,0,0
2024_06_DET_DAL,2024,6,dal,det,10,9,1,22,15,7,0,0,0,37,29,8,0,0,0,0,0,0
2024_06_DET_DAL,2024,6,det,dal,0,0,0,19,9,10,16,9,7,0,0,0,0,0,0,31,16,15
2024_06_HOU_NE,2024,6,hou,ne,0,0,0,21,12,9,16,11,5,0,0,0,2,1,1,26,15,11
2024_06_HOU_NE,2024,6,ne,hou,25,19,6,3,1,2,0,0,0,36,24,12,2,1,1,0,0,0
2024_06_IND_TEN,2024,6,ind,ten,0,0,0,32,21,11,0,0,0,0,0,0,38,22,16,0,0,0
2024_06_IND_TEN,2024,6,ten,ind,0,0,0,28,15,13,0,0,0,0,0,0,30,17,13,0,0,0
2024_06_JAX_CHI,2024,6,chi,jax,0,0,0,32,19,13,0,0,0,0,0,0,0,0,0,31,20,11
2024_06_JAX_CHI,2024,6,jax,chi,0,0,0,24,15,9,0,0,0,36,28,8,0,0,0,0,0,0
2024_06_LAC_DEN,2024,6,den,lac,15,9,6,6,3,3,0,0,0,34,31,3,0,0,0,0,0,0
2024_06_LAC_DEN,2024,6,lac,den,0,0,0,15,12,3,31,17,14,0,0,0,0,0,0,29,12,17
2024_06_PIT_LV,2024,6,lv,pit,0,0,0,25,15,10,0,0,0,27,21,6,10,7,3,0,0,0
2024_06_PIT_LV,2024,6,pit,lv,0,0,0,38,23,15,0,0,0,0,0,0,10,4,6,16,7,9
2024_06_SF_SEA,2024,6,sea,sf,16,14,2,15,7,8,0,0,0,36,29,7,10,7,3,0,0,0
2024_06_SF_SEA,2024,6,sf,sea,0,0,0,16,9,7,16,8,8,0,0,0,16,8,8,15,8,7
2024_06_TB_NO,2024,6,no,tb,13,7,6,23,14,9,0,0,0,17,17,0,17,13,4,0,0,0
2024_06_TB_NO,2024,6,tb,no,0,0,0,29,23,6,11,10,1,0,0,0,19,9,10,16,1,15
2024_06_WAS_BAL,2024,6,bal,wsh,0,0,0,37,23,14,0,0,0,0,0,0,29,10,19,0,0,0
2024_06_WAS_BAL,2024,6,wsh,bal,0,0,0,28,23,5,0,0,0,22,16,6,9,5,4,0,0,0
2024_07_BAL_TB,2024,7,bal,tb,6,4,2,23,14,9,0,0,0,0,0,0,5,4,1,25,7,18
2024_07_BAL_TB,2024,7,tb,bal,0,0,0,35,19,16,0,0,0,44,35,9,0,0,0,0,0,0
2024_07_CAR_WAS,2024,7,car,wsh,16,7,9,11,6,5,0,0,0,15,8,7,0,0,0,0,0,0
2024_07_CAR_WAS,2024,7,wsh,car,0,0,0,10,2,8,23,13,10,0,0,0,0,0,0,34,17,17
2024_07_CIN_CLE,2024,7,cin,cle,0,0,0,25,19,6,0,0,0,0,0,0,12,6,6,14,4,10
2024_07_CIN_CLE,2024,7,cle,cin,0,0,0,39,22,17,0,0,0,26,24,2,17,14,3,0,0,0
2024_07_DEN_NO,2024,7,den,no,0,0,0,32,19,13,9,9,0,0,0,0,0,0,0,22,8,14
2024_07_DEN_NO,2024,7,no,den,12,8,4,12,9,3,0,0,0,45,35,10,0,0,0,0,0,0
2024_07_DET_MIN,2024,7,det,min,8,4,4,22,10,12,0,0,0,0,0,0,26,15,11,0,0,0
2024_07_DET_MIN,2024,7,min,det,2,1,1,20,12,8,5,3,2,20,16,4,11,9,2,0,0,0
2024_07_HOU_GB,2024,7,gb,hou,0,0,0,31,19,12,0,0,0,0,0,0,27,19,8,0,0,0
2024_07_HOU_GB,2024,7,hou,gb,0,0,0,30,16,14,0,0,0,0,0,0,32,16,16,0,0,0
2024_07_KC_SF,2024,7,kc,sf,0,0,0,32,18,14,5,3,2,0,0,0,19,10,9,12,2,10
2024_07_KC_SF,2024,7,sf,kc,14,11,3,15,9,6,0,0,0,19,14,5,14,7,7,0,0,0
2024_07_LAC_ARI,2024,7,ari,lac,0,0,0,31,18,13,0,0,0,0,0,0,24,13,11,0,0,0
2024_07_LAC_ARI,2024,7,lac,ari,0,0,0,29,20,9,0,0,0,0,0,0,36,25,11,0,0,0
2024_07_LV_LA,2024,7,lar,lv,0,0,0,25,12,13,0,0,0,0,0,0,24,11,13,4,3,1
2024_07_LV_LA,2024,7,lv,lar,7,5,2,34,23,11,0,0,0,15,7,8,23,13,10,0,0,0
2024_07_MIA_IND,2024,7,ind,mia,3,2,1,26,15,11,0,0,0,0,0,0,32,13,19,0,0,0
2024_07_MIA_IND,2024,7,mia,ind,0,0,0,38,16,22,0,0,0,0,0,0,30,16,14,0,0,0
2024_07_NE_JAX,2024,7,jax,ne,8,4,4,11,5,6,1,1,0,0,0,0,0,0,0,40,12,28
2024_07_NE_JAX,2024,7,ne,jax,3,2,1,32,21,11,0,0,0,24,22,2,0,0,0,0,0,0
2024_07_NYJ_PIT,2024,7,nyj,pit,0,0,0,26,18,8,4,2,2,10,8,2,16,12,4,0,0,0
2024_07_NYJ_PIT,2024,7,pit,nyj,10,9,1,23,12,11,0,0,0,0,0,0,22,11,11,13,1,12
2024_07_PHI_NYG,2024,7,nyg,phi,12,10,2,22,18,4,0,0,0,23,14,9,0,0,0,0,0,0
2024_07_PHI_NYG,2024,7,phi,nyg,0,0,0,26,12,14,3,3,0,0,0,0,0,0,0,36,8,28
2024_07_SEA_ATL,2024,7,atl,sea,9,1,8,19,12,7,0,0,0,44,28,16,0,0,0,0,0,0
2024_07_SEA_ATL,2024,7,sea,atl,0,0,0,35,24,11,0,0,0,0,0,0,10,6,4,15,6,9
2024_07_TEN_BUF,2024,7,buf,ten,3,2,1,17,11,6,0,0,0,0,0,0,21,12,9,14,10,4
2024_07_TEN_BUF,2024,7,ten,buf,0,0,0,40,24,16,0,0,0,18,14,4,14,8,6,0,0,0
2024_08_ARI_MIA,2024,8,ari,mia,9,5,4,16,9,7,0,0,0,12,10,2,27,15,12,0,0,0
2024_08_ARI_MIA,2024,8,mia,ari,0,0,0,40,27,13,0,0,0,0,0,0,23,13,10,2,1,1
2024_08_ATL_TB,2024,8,atl,tb,0,0,0,29,22,7,0,0,0,0,0,0,31,11,20,2,0,2
2024_08_ATL_TB,2024,8,tb,atl,0,0,0,39,23,16,0,0,0,17,16,1,16,13,3,0,0,0
2024_08_BAL_CLE,2024,8,bal,cle,0,0,0,27,19,8,0,0,0,0,0,0,39,27,12,0,0,0
2024_08_BAL_CLE,2024,8,cle,bal,0,0,0,32,19,13,0,0,0,0,0,0,36,25,11,0,0,0
2024_08_BUF_SEA,2024,8,buf,sea,0,0,0,40,27,13,0,0,0,0,0,0,0,0,0,33,14,19
2024_08_BUF_SEA,2024,8,sea,buf,0,0,0,23,14,9,0,0,0,27,22,5,0,0,0,0,0,0
2024_08_CAR_DEN,2024,8,car,den,3,3,0,23,13,10,0,0,0,36,28,8,0,0,0,0,0,0
2024_08_CAR_DEN,2024,8,den,car,0,0,0,37,25,12,4,4,0,0,0,0,0,0,0,31,13,18
2024_08_CHI_WAS,2024,8,chi,wsh,10,5,5,18,10,8,0,0,0,11,7,4,23,12,11,0,0,0
2024_08_CHI_WAS,2024,8,wsh,chi,0,0,0,30,17,13,6,5,1,0,0,0,20,15,5,18,11,7
2024_08_DAL_SF,2024,8,dal,sf,0,0,0,33,21,12,0,0,0,21,15,6,7,7,0,0,0,0
2024_08_DAL_SF,2024,8,sf,dal,0,0,0,31,19,12,0,0,0,0,0,0,18,9,9,18,6,12
2024_08_GB_JAX,2024,8,gb,jax,0,0,0,40,22,18,0,0,0,0,0,0,21,8,13,6,2,4
2024_08_GB_JAX,2024,8,jax,gb,7,3,4,16,11,5,0,0,0,10,6,4,24,15,9,0,0,0
