game_id,season,week,team,opponent,fh_trailing_plays,fh_trailing_pass,fh_trailing_rush,fh_close_plays,fh_close_pass,fh_close_rush,fh_leading_plays,fh_leading_pass,fh_leading_rush,sh_trailing_plays,sh_trailing_pass,sh_trailing_rush,sh_close_plays,sh_close_pass,sh_close_rush,sh_leading_plays,sh_leading_pass,sh_leading_rush
2023_01_ARI_WAS,2023,1,ari,wsh,0,0,0,27,15,12,0,0,0,0,0,0,35,22,13,0,0,0
2023_01_ARI_WAS,2023,1,wsh,ari,0,0,0,42,33,9,0,0,0,0,0,0,29,12,17,0,0,0
2023_01_BUF_NYJ,2023,1,buf,nyj,0,0,0,37,27,10,0,0,0,0,0,0,31,23,8,0,0,0
2023_01_BUF_NYJ,2023,1,nyj,buf,0,0,0,19,12,7,0,0,0,11,5,6,22,10,12,0,0,0
2023_01_CAR_ATL,2023,1,atl,car,0,0,0,24,16,8,0,0,0,0,0,0,23,8,15,3,0,3
2023_01_CAR_ATL,2023,1,car,atl,0,0,0,32,17,15,0,0,0,17,15,2,28,14,14,0,0,0
2023_01_CIN_CLE,2023,1,cin,cle,0,0,0,27,16,11,0,0,0,21,16,5,6,4,2,0,0,0
2023_01_CIN_CLE,2023,1,cle,cin,0,0,0,41,25,16,0,0,0,0,0,0,12,4,8,20,6,14
2023_01_DAL_NYG,2023,1,dal,nyg,0,0,0,8,6,2,20,10,10,0,0,0,0,0,0,30,12,18
2023_01_DAL_NYG,2023,1,nyg,dal,24,16,8,13,7,6,0,0,0,33,26,7,0,0,0,0,0,0
2023_01_DET_KC,2023,1,det,kc,0,0,0,37,22,15,0,0,0,0,0,0,30,14,16,0,0,0
2023_01_DET_KC,2023,1,kc,det,0,0,0,29,22,7,0,0,0,0,0,0,36,26,10,0,0,0
2023_01_GB_CHI,2023,1,chi,gb,0,0,0,32,20,12,0,0,0,40,30,10,0,0,0,0,0,0
2023_01_GB_CHI,2023,1,gb,chi,0,0,0,28,18,10,0,0,0,0,0,0,8,1,7,24,11,13
2023_01_HOU_BAL,2023,1,bal,hou,0,0,0,29,18,11,0,0,0,0,0,0,8,5,3,26,12,14
2023_01_HOU_BAL,2023,1,hou,bal,0,0,0,35,24,11,0,0,0,38,30,8,3,3,0,0,0,0
2023_01_JAX_IND,2023,1,ind,jax,0,0,0,31,18,13,0,0,0,17,15,2,24,16,8,0,0,0
2023_01_JAX_IND,2023,1,jax,ind,0,0,0,32,17,15,0,0,0,0,0,0,36,19,17,1,0,1
2023_01_LA_SEA,2023,1,lar,sea,0,0,0,32,19,13,0,0,0,0,0,0,33,18,15,16,4,12
2023_01_LA_SEA,2023,1,sea,lar,0,0,0,35,22,13,0,0,0,7,6,1,8,5,3,0,0,0
2023_01_LV_DEN,2023,1,den,lv,0,0,0,35,24,11,0,0,0,0,0,0,28,17,11,0,0,0
2023_01_LV_DEN,2023,1,lv,den,0,0,0,24,13,11,0,0,0,0,0,0,31,19,12,0,0,0
2023_01_MIA_LAC,2023,1,lac,mia,0,0,0,35,21,14,0,0,0,0,0,0,45,23,22,0,0,0
2023_01_MIA_LAC,2023,1,mia,lac,0,0,0,39,27,12,0,0,0,0,0,0,26,20,6,0,0,0
2023_01_PHI_NE,2023,1,ne,phi,26,21,5,7,4,3,0,0,0,6,5,1,40,28,12,0,0,0
2023_01_PHI_NE,2023,1,phi,ne,0,0,0,15,5,10,18,12,6,0,0,0,32,25,7,0,0,0
2023_01_SF_PIT,2023,1,pit,sf,21,17,4,6,5,1,0,0,0,35,31,4,0,0,0,0,0,0
2023_01_SF_PIT,2023,1,sf,pit,0,0,0,13,7,6,27,16,11,0,0,0,0,0,0,25,11,14
2023_01_TB_MIN,2023,1,min,tb,0,0,0,41,30,11,0,0,0,0,0,0,23,18,5,0,0,0
2023_01_TB_MIN,2023,1,tb,min,0,0,0,28,17,11,0,0,0,0,0,0,37,21,16,0,0,0
2023_01_TEN_NO,2023,1,no,ten,0,0,0,31,25,6,0,0,0,0,0,0,32,14,18,0,0,0
2023_01_TEN_NO,2023,1,ten,no,0,0,0,31,19,12,0,0,0,0,0,0,32,24,8,0,0,0
2023_02_BAL_CIN,2023,2,bal,cin,0,0,0,48,32,16,0,0,0,0,0,0,23,12,11,3,1,2
2023_02_BAL_CIN,2023,2,cin,bal,0,0,0,19,12,7,0,0,0,32,26,6,9,7,2,0,0,0
2023_02_CHI_TB,2023,2,chi,tb,0,0,0,21,15,6,0,0,0,23,17,6,8,5,3,0,0,0
2023_02_CHI_TB,2023,2,tb,chi,0,0,0,41,24,17,0,0,0,0,0,0,21,10,11,7,5,2
2023_02_CLE_PIT,2023,2,cle,pit,0,0,0,44,27,17,0,0,0,0,0,0,41,25,16,0,0,0
2023_02_CLE_PIT,2023,2,pit,cle,0,0,0,26,19,7,0,0,0,0,0,0,24,13,11,0,0,0
2023_02_GB_ATL,2023,2,atl,gb,0,0,0,38,23,15,0,0,0,9,3,6,34,16,18,0,0,0
2023_02_GB_ATL,2023,2,gb,atl,0,0,0,27,15,12,0,0,0,0,0,0,22,14,8,0,0,0
2023_02_IND_HOU,2023,2,hou,ind,22,12,10,10,6,4,0,0,0,49,36,13,0,0,0,0,0,0
2023_02_IND_HOU,2023,2,ind,hou,0,0,0,24,13,11,14,12,2,0,0,0,0,0,0,19,11,8
2023_02_KC_JAX,2023,2,jax,kc,0,0,0,37,27,10,0,0,0,0,0,0,29,25,4,0,0,0
2023_02_KC_JAX,2023,2,kc,jax,0,0,0,28,25,3,0,0,0,0,0,0,36,23,13,0,0,0
2023_02_LAC_TEN,2023,2,lac,ten,0,0,0,32,19,13,0,0,0,0,0,0,35,27,8,0,0,0
2023_02_LAC_TEN,2023,2,ten,lac,3,1,2,23,10,13,0,0,0,0,0,0,39,20,19,0,0,0
2023_02_LV_BUF,2023,2,buf,lv,0,0,0,38,24,14,0,0,0,0,0,0,0,0,0,38,18,20
2023_02_LV_BUF,2023,2,lv,buf,2,2,0,24,16,8,0,0,0,14,8,6,0,0,0,0,0,0
